# _root_ In his Rolling Stone interview in 1980 , Mr. Bush volunteered his abortion-rights remarks to contrast himself with his rival , Ronald Reagan .
#goldHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
#predictedHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
(7,1),(7,21),-0.0294907 # DEPENDENCYPART_SIBL
(7,1),(7,23),1.49456e-05 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.011581 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0468997 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0216874 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0648786 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0950699 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00814684 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0903494 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0216874 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0825407 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0468988 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00661835 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0631526 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0933439 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00848605 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0886234 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.00661835 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0808147 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0294907 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00148474 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.000517464 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0060772 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.000157081 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0294907 # DEPENDENCYPART_SIBL
(7,6),(7,23),1.49456e-05 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0771074 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0767728 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0465501 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0832075 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.158633 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0751428 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0236219 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00454182 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0224245 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.00407517 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0250006 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00646863 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0230575 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0144178 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0256336 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0290684 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0888289 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.027935 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.00934959 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0203426 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0751428 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.021769 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0229122 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0121537 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00587144 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0115182 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00587329 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0463703 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00581222 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0138225 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0258274 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0103719 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0838673 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.024271 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0230835 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0242674 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0164205 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0106055 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0082426 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0173364 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0184232 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0140992 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0185883 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00607826 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.00632341 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0427986 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.175665 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0440054 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00859424 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0440062 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0485356 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.00980398 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.000403926 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0324799 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.188893 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0352871 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0116606 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0352879 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.033184 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.00643066 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0233753 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0286956 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00565039 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0193682 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00565224 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0593752 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0195021 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0387851 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0141253 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0174797 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0106747 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0963733 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.027665 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.143684 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0189844 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.143688 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.220979 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.101366 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.011582 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00848189 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0182493 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.00123822 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0158137 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0122273 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0281758 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0195012 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.00123823 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.0138628 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0310988 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0261982 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00980069 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0334974 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0219395 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0778758 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.00161379 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.00413814 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00235147 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.00763024 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0252215 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.00160999 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0362994 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.000944508 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0388532 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.00123813 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0593216 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.024961 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.167673 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0898306 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0131405 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00768619 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00360966 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00142505 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0323143 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.01069 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.00375424 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0222296 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0158893 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.00980069 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0334974 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0219395 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0778758 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00161379 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.00413814 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00235147 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.00763024 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0252215 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.00160999 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0362994 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.000944508 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0388532 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0941691 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.065281 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0416353 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0186023 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0157058 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0650464 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0508346 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.144665 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0186053 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0131639 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0211968 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0140747 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0412813 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.018881 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0228748 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0193126 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0212894 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0189695 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0466978 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0228803 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.174558 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0266812 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0343578 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.117316 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0205962 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0151419 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.021789 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0462261 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.11127 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0181456 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0314942 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0296962 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0294761 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0320748 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0375292 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.028799 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0367335 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.00653823 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0345254 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0751861 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0229858 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0438188 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0324529 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00655527 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00950238 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0449171 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0414496 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.00944524 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0363987 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.00126044 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00767627 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00407576 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0414934 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0347964 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0139608 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0297455 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.0118979 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0147985 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0235957 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0291041 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.00985698 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.026804 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.00922323 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0532583 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0232515 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.00266023 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0211422 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.00883025 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.010801 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0111435 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.00857948 # DEPENDENCYPART_SIBL
(11,18),(11,24),-0.0143074 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.00926897 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.036413 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.0014166 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.0034003 # DEPENDENCYPART_SIBL
(11,21),(11,24),0.00850067 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.0014131 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0316077 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00584807 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00294388 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0434292 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0228985 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0024477 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0831124 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.160415 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0790963 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0717112 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0751095 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.000277869 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0157624 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0116213 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.014192 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00990773 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.015093 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.00571951 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0184468 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0115439 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0224025 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0598816 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.00758733 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0259241 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0474667 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.00101376 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0673314 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.00663725 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.025623 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0598816 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0146571 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0165551 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0288066 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0415235 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0199155 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0102113 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.0285033 # DEPENDENCYPART_SIBL
(14,1),(14,24),7.29901e-05 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0381764 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0213219 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0409682 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0552757 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0372754 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0167278 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0836702 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0735328 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0251163 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.160476 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0799062 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.075565 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.0852715 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.180347 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0739366 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.00669642 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.00210647 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.00368586 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0365627 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.156496 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.00986661 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0338145 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0799518 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.00844056 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0777972 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0164225 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0109724 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0243053 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.044341 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.00361459 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.0156473 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0474667 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.00101376 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0673314 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00663725 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.025623 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0598816 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0146571 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0165551 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0288066 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0415235 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0199155 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0102113 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0285033 # DEPENDENCYPART_SIBL
(14,6),(14,24),7.29901e-05 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0233722 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0058914 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0405956 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0678952 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0381337 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.046928 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0154834 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.00853222 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0424812 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0189888 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0185593 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.0103843 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0140378 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0615977 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0166188 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0741773 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.00997425 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.01062 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.000644927 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.01355 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0794845 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0181953 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.117804 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0280406 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.033124 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0808299 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.00370532 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.107068 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0622195 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.139285 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.122965 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.172257 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.00388424 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0883192 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.0245968 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0772583 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0345077 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0794121 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0145915 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0887838 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0225351 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0103914 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0243402 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0533421 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.00364947 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.0103685 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0316132 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.00733215 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00297923 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0442137 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0190191 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.00987327 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.000884772 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.00130193 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.031862 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0251163 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.160476 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0799062 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.075565 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0852715 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.180347 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0739366 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.00669642 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0795682 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0180629 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00232167 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0232984 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0445805 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0026077 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.014331 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0101778 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0162856 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.005089 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.00304824 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.00439895 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.087294 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0172366 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0119886 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0209344 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0128692 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.00158992 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0245344 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0153913 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0252394 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0119274 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0191269 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0112432 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.0314532 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.0383107 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.00441319 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.0310007 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0171804 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00391632 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0467479 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0377532 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00984859 # DEPENDENCYPART_SIBL
