# _root_ The suits relate to a $ 200 million loss , disclosed in December , that was suffered by West Virginia 's consolidated investment pool .
#goldHeads=2,3,0,3,9,9,6,6,4,9,9,11,12,9,16,9,16,17,20,24,20,24,24,18,3,
#predictedHeads=2,3,0,3,9,9,6,6,4,3,3,11,12,13,16,13,16,17,20,24,20,24,24,18,3,
(6,8),(6,22),0.0330648 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.0575423 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0553887 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0566168 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0621238 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00122197 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0553887 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0709604 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0565253 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0264685 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0159174 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.0106692 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0845752 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00254383 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.038924 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0438588 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.110929 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0845683 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0414425 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.00213542 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0438734 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0503468 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.00268308 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0766874 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0450741 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0240538 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0215864 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0290111 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.0148804 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00240144 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0062453 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.00469657 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.016469 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0248748 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0250209 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0245307 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.056162 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0641874 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0535599 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0174964 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0134846 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.016382 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.110929 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0845683 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0414425 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.00213542 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.0438734 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0153634 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.00374056 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0337316 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.00568252 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0148767 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0290111 # DEPENDENCYPART_SIBL
(6,17),(6,25),0.00635032 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0206615 # DEPENDENCYPART_SIBL
(6,18),(6,25),-0.0254251 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.0914817 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.131041 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0223507 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0243731 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0213496 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0975629 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.151033 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0263081 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.133112 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.105453 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.260176 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.115347 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.210075 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.271782 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.257792 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.220599 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0116535 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.01566 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00831249 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00692491 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0139898 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0100419 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0207385 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0114443 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0106724 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00138096 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.00873111 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0845612 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0192805 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0866067 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.00488553 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0377783 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0141901 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.03106 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0330627 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.00315854 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.000334431 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.116703 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0373265 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0335291 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0334159 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.111516 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0912197 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.284708 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.110433 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.254806 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.219166 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0243412 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0717162 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0162573 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0217705 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.083627 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.127546 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.295041 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.295595 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0600331 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0393447 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0234378 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.112974 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0266452 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0272904 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0234378 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.102867 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.114793 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0640045 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0942705 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0272768 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.139057 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00666334 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.15311 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00637843 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0113933 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0330888 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0246684 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0833994 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0167133 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0330888 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0277006 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0213597 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0231202 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0464616 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.016859 # DEPENDENCYPART_SIBL
(9,3),(9,25),0.0451164 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.41753 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0221074 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.000168083 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0725771 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.271746 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.155186 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0290619 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0725771 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.233482 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.272843 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.111133 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.027622 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0290551 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0425655 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0395279 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0371603 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00635103 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0626337 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.127884 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.028308 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00635103 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0611784 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0626499 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.054652 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.056383 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0283091 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0343137 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00500395 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0516651 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0275691 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0571253 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0105483 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0516651 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0399275 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0279111 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0319671 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0111892 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0105492 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0200288 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0630417 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00835239 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.075686 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.000233234 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0630417 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0207117 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00869444 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0244887 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.015253 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.000232311 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0144647 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0283552 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0053667 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0351002 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00931169 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0760755 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0283579 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0325019 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0430644 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.035109 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0148915 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00454588 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0202464 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00389893 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0213728 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00151048 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.00348111 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.000222799 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0202426 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0108058 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0285015 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0142742 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0200924 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0272763 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0574231 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0438762 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0285756 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.028372 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00202577 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.00487711 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.00152726 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00670017 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0171198 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.00475544 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.0164197 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0760755 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0283579 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0325019 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0430644 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.035109 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.0148915 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00320047 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.012669 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.00239776 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0240776 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.0211691 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.00322238 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.000216577 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0202445 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.0193297 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0463763 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.00737753 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.0391761 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.0119822 # DEPENDENCYPART_SIBL
(9,22),(9,25),-0.0125505 # DEPENDENCYPART_SIBL
(9,24),(9,25),0.0179366 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.059178 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0853151 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00940216 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.000156588 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.00394644 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0178998 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0296001 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.039092 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0885597 # DEPENDENCYPART_SIBL
(11,2),(11,25),0.0384 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0447395 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0665407 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0766634 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0421129 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0172867 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0118517 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0327541 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.09196 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.010584 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0253318 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00559996 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0043153 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0119805 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.034592 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0441643 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0964368 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.0434231 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0334042 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0056228 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.159258 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.011754 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0421966 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0136858 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0591733 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0152503 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.032545 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0171922 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0105198 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0130844 # DEPENDENCYPART_SIBL
(11,12),(11,25),0.0123888 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0381429 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00311374 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.00760742 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0423785 # DEPENDENCYPART_SIBL
(11,13),(11,25),0.0434819 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00703995 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0409528 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.00615832 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.0427119 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.00501069 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.00217265 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.0598096 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.000518569 # DEPENDENCYPART_SIBL
(11,17),(11,25),0.045597 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.00937141 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0643417 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0215568 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00782891 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.114628 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.013187 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.00844205 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0035122 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.189245 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.920169 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.165389 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.189063 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0793223 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.113387 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0239033 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0794482 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00212531 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0529689 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.104922 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00538515 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0511202 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0474769 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0681664 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0203084 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0292597 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0380775 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.0381354 # DEPENDENCYPART_SIBL
(13,14),(13,25),-0.00674452 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00774307 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.00514634 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0211177 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.0211056 # DEPENDENCYPART_SIBL
(13,16),(13,25),-0.0103495 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00430023 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0172847 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0172725 # DEPENDENCYPART_SIBL
(13,17),(13,25),-0.00851009 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.00711148 # DEPENDENCYPART_SIBL
(13,18),(13,24),0.00712351 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.0479435 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0122056 # DEPENDENCYPART_SIBL
(13,20),(13,25),0.0187723 # DEPENDENCYPART_SIBL
(13,24),(13,25),0.0185573 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0342585 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0380933 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0824541 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0353062 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.146876 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0389086 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0340155 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.146858 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0209081 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.111834 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.00965122 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.158345 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.043669 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.0329752 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0441622 # DEPENDENCYPART_SIBL
(16,2),(16,25),0.00832595 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0391691 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0345981 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0156974 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0627044 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0709119 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.067346 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0597441 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.00507134 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0261978 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.00296589 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0438044 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0328468 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.0552348 # DEPENDENCYPART_SIBL
(16,3),(16,24),0.0316975 # DEPENDENCYPART_SIBL
(16,3),(16,25),0.00460133 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.00416893 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0208915 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0286444 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0156837 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0157116 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0266801 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.122902 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.00560465 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0321009 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0386319 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0388244 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.00301613 # DEPENDENCYPART_SIBL
(16,4),(16,24),0.0384217 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.266359 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0681364 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.047473 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0392513 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0569901 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.035695 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0344968 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0657106 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0107554 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.046217 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0411889 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0841862 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0420416 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0460185 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0464817 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0157274 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0380655 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0437634 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0413822 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0209653 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0105325 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0635748 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.00116156 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0543407 # DEPENDENCYPART_SIBL
(16,6),(16,24),0.00030901 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0247691 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0348276 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0253689 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.145924 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.00498144 # DEPENDENCYPART_SIBL
