# _root_ After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , publisher and lawyer .
#goldHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,15,18,21,19,21,21,23,24,15,
#predictedHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,17,18,21,19,21,21,23,24,15,
(0,18),(18,16),-0.74937 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.16847 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.662212 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-1.27772 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.197468 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.15763 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),0.171765 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.563424 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),0.65923 # DEPENDENCYPART_GRANDPAR
(0,18),(18,26),1.1452 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.718352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-1.01258 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.701624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.231646 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-1.01028 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.581119 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.24686 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.307982 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.0667825 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.409573 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.742706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,6),0.146257 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.831673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.249446 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.829221 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.324994 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.292722 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.418077 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.0873395 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.312208 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.033796 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.611091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,3),1.00247 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.552782 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.812172 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.759966 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.189863 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0846185 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.103633 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.192588 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.280391 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.127836 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.0720662 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),0.396662 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.0868143 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.975349 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.374775 # DEPENDENCYPART_GRANDPAR
(1,6),(6,26),-1.99423 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.646133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),0.831166 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.770544 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.360292 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.0658789 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.217233 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.559461 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.142551 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.445237 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.401692 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.234489 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.237345 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.065218 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.37067 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.756297 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-1.1402 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.686059 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-0.52869 # DEPENDENCYPART_GRANDPAR
(1,7),(7,26),-2.11793 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.667096 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.0474791 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.51495 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),0.0576948 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.330741 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.228924 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.249717 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.0707325 # DEPENDENCYPART_GRANDPAR
(1,8),(8,26),-2.10415 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.794898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,3),0.742065 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.510803 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.362994 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.40655 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.359099 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.185201 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.59622 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.452641 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.925121 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.277193 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.125477 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.575567 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.0729386 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.00173896 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.353774 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.573184 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-1.1476 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.54936 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-0.600511 # DEPENDENCYPART_GRANDPAR
(1,11),(11,25),-1.01209 # DEPENDENCYPART_GRANDPAR
(1,11),(11,26),-2.00578 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.54212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,3),1.00878 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),0.793183 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.411201 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),0.384129 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.154279 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.0585997 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.500047 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),0.102779 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.200251 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.845741 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.0929554 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.409557 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),0.15808 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),0.301402 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.105075 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.349895 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-1.04431 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.200119 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-0.365877 # DEPENDENCYPART_GRANDPAR
(1,15),(15,25),-0.656796 # DEPENDENCYPART_GRANDPAR
(1,15),(15,26),-2.00604 # DEPENDENCYPART_GRANDPAR
(1,24),(24,25),-1.27755 # DEPENDENCYPART_GRANDPAR
(1,24),(24,26),-2.17581 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.05412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.710277 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.62776 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.987557 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.15345 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.14486 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.05317 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.22212 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-1.20781 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.44933 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.69113 # DEPENDENCYPART_GRANDPAR
(2,1),(1,26),-2.13016 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.22479 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.755761 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.576011 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.43349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-1.13705 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.726248 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.831144 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.810315 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.822445 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.01163 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.941953 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.18794 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.34899 # DEPENDENCYPART_GRANDPAR
(3,1),(1,26),-1.8988 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.558261 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-1.21426 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.924631 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.428705 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.895256 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.08333 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.831108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.165887 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.194261 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.230726 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.379825 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.45862 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.516508 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.936061 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.00456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.550633 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0228198 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.116598 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.181814 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.450545 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.31398 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.418495 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.426721 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.56059 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.671506 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.206173 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.660882 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.998938 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-0.626046 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-1.40397 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.924735 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.988763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),-0.0456582 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.317931 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.26036 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.569445 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.498771 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.483215 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.422711 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.59228 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.695592 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.690603 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.369753 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.756801 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.719484 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.994928 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.870814 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.781522 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-1.36486 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.834303 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.946519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.0442783 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.141761 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.158608 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.272344 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.353641 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.434971 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.31323 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.666247 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.596583 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.626111 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.725752 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.624885 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.358552 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.7275 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.635097 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.885447 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.821502 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.627059 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),-1.001 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),-1.25826 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.181337 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.123998 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.95629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.526433 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.898383 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.833598 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.816449 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.12895 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.863696 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.917256 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-1.16596 # DEPENDENCYPART_GRANDPAR
(4,1),(1,26),-1.62054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.243808 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.581617 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.51608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0829448 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.339878 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.386336 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.651603 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.67087 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.722368 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.486754 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.660977 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.578893 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.552957 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.611253 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.682242 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.723973 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-1.33919 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0427379 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.311915 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.376912 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.28714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.455595 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.739029 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.803019 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.796036 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.791662 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.572889 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-1.2067 # DEPENDENCYPART_GRANDPAR
(5,1),(1,26),-1.56038 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.327871 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.7695 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.336734 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.502895 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.863771 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.27268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.424506 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.744332 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.7579 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.946273 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.231655 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.392812 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.959669 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.715958 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.383598 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.570134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0574205 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0452038 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.116759 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.00515668 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.184306 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.137493 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.252941 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.0537731 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.169182 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.376555 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.273836 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.55344 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-1.2172 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.00332 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.76123 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.693522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0444621 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0444279 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.217334 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.207604 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.16911 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.246344 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.241585 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0568395 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.429159 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.31107 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.443857 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.549327 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.382687 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.927653 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.669927 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-1.18368 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.578825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,9),-0.15046 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.190096 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0589181 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.144335 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.216176 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.209716 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.361291 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-1.27025 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.961895 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.727872 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.588829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.141809 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.182315 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0246223 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.161866 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.193849 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.163212 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.193397 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.00416295 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.0901377 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.477851 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.401239 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.123492 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.403031 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.512081 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.366343 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.792434 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.531612 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.817001 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-1.23559 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.265197 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0223519 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.577471 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.158009 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.46314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.310347 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.467968 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.891116 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.85323 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.572135 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-1.0325 # DEPENDENCYPART_GRANDPAR
(6,1),(1,26),-1.56365 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0723188 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.327338 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.277701 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.244527 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.43448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.344994 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.873513 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.09974 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.0514118 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.33483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),0.0603716 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0494884 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.136298 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.665769 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.30987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.249926 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.292061 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.932512 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.441052 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.1109 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.393746 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.259297 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.90167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.103089 # DEPENDENCYPART_GRANDPAR
