# _root_ A few years ago , Mrs. Hammack insisted on buying earthquake insurance for this house , which had been converted into apartments .
#goldHeads=3,3,4,8,8,7,8,0,8,9,12,10,12,15,13,15,18,15,18,19,20,21,8,
#predictedHeads=3,3,4,8,8,7,8,0,8,9,12,10,10,15,13,15,18,15,18,19,20,21,8,
(4,7),(7,5),(7,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,-1),-0.155298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,4),(7,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,-1),-0.149635 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,3),(7,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,3),(7,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,3),(7,-1),-0.13017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,2),(7,1),-0.145297 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,2),(7,-1),-0.126393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,1),(7,-1),-0.182626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,9),-0.0438256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,10),-0.0385505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,11),-0.0540304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,12),-0.0540304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,13),-0.0373527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,15),-0.0540336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,16),-0.0339108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,18),-0.0394803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,19),-0.0421687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,20),-0.0385505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,21),-0.0335675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,24),0.0714077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,9),(8,10),-0.0201212 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,11),-0.02081 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,12),-0.02081 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,13),-0.024096 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,15),-0.02081 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,16),-0.0201474 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,18),-0.0201212 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,19),-0.0201212 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,20),-0.0201212 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,21),-0.0233729 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,24),-0.0407084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,10),(8,11),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,12),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,13),-0.0198181 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,15),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,18),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,19),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,20),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,21),-0.0198181 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,24),-0.0236758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,11),(8,12),-0.0202209 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,13),-0.0202675 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,15),-0.0202209 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,16),-0.0200425 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,18),-0.0150138 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,19),-0.0150138 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,20),-0.0150138 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,21),-0.0206018 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,23),-0.0196156 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,24),-0.0446214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,12),(8,13),-0.0202675 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,15),-0.0202209 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,16),-0.0200425 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,18),-0.0150138 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,19),-0.0150138 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,20),-0.0150138 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,21),-0.0206018 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,23),-0.0196156 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,24),-0.0446214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,13),(8,15),-0.0208462 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,16),-0.0201474 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,18),-0.0199433 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,19),-0.0199433 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,20),-0.0199433 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,21),-0.0229934 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,24),-0.0380206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,15),(8,16),-0.0200425 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,15),(8,18),-0.0150138 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,15),(8,19),-0.0150138 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,15),(8,20),-0.0150138 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,15),(8,21),-0.0206018 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,15),(8,23),-0.0196156 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,15),(8,24),-0.0446214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,16),(8,18),-0.0202646 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,16),(8,19),-0.0202646 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,16),(8,20),-0.0202646 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,16),(8,21),-0.0199184 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,16),(8,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,16),(8,24),-0.0159512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,18),(8,19),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,18),(8,20),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,18),(8,21),-0.0198181 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,18),(8,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,18),(8,24),-0.0246214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,19),(8,20),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,19),(8,21),-0.0198181 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,19),(8,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,19),(8,24),-0.0254742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,20),(8,21),-0.0198181 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,20),(8,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,20),(8,24),-0.0236758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,21),(8,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,21),(8,24),-0.0331756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,23),(8,24),-0.0229688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,7),0.146259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,6),0.146259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,5),0.117738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,4),0.0981006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,3),-0.148519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,2),-0.145775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,-1),-0.251237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,7),(8,6),0.106835 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,5),0.103831 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,4),0.114045 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,2),-0.144703 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,-1),-0.164728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,6),(8,5),0.103831 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,4),0.114045 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,2),-0.144703 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,-1),-0.164728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,5),(8,4),0.108331 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,3),-0.144988 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,2),-0.144704 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,1),-0.144704 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,-1),-0.139095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,4),(8,3),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,1),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,-1),-0.167434 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,3),(8,2),-0.144703 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,3),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,3),(8,-1),-0.164931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,2),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,2),(8,-1),-0.150457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,1),(8,-1),-0.146754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,9),(9,10),-0.0382955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,11),-0.0563284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,12),-0.0585849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,13),-0.0330805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,15),-0.0564233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,18),-0.0351257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,23),-0.0194975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,24),0.0486269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,10),(9,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,13),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,24),-0.0395469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,11),(9,12),0.000345575 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,13),-0.00784286 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,15),0.000345575 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,18),-0.0194785 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,24),-0.0911751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,12),(9,13),-0.00784286 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,15),0.000345575 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,18),-0.0194785 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,24),-0.0934316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,13),(9,15),-0.0208059 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,23),-0.0194497 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,24),-0.00711551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,15),(9,18),-0.0194785 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,24),-0.09127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,18),(9,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,18),(9,24),-0.0363771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,23),(9,24),-0.0195097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,9),(9,-1),-0.0617794 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,18),(18,18),(18,19),-0.0445155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,20),-0.0408972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,21),-0.0336144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,22),-0.0541435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,24),0.0707763 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,18),(18,19),(18,20),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,21),-0.0198181 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,22),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,24),-0.0278226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,20),(18,21),-0.0198181 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,20),(18,22),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,20),(18,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,20),(18,24),-0.0260242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,21),(18,22),-0.0204532 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,21),(18,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,21),(18,24),-0.0333348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,22),(18,23),-0.0196156 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,22),(18,24),-0.0446223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,23),(18,24),-0.0229688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,18),(18,17),0.107104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,16),0.117738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,15),0.14507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,14),0.107217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,13),0.10645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,12),0.14507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,10),0.103989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,9),0.114542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,8),0.10399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,7),0.14507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,5),0.117738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,4),0.0980639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,3),-0.148604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,-1),-0.251242 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,18),(18,17),(18,16),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,15),0.109535 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,13),0.109494 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,12),0.109535 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,9),0.109494 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,7),0.109535 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,-1),-0.147061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,16),(18,15),0.107113 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,14),0.109539 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,13),0.101479 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,12),0.107113 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,10),0.107974 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,9),0.101568 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,8),0.107974 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,7),0.107113 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,4),0.108331 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,3),-0.144988 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,-1),-0.139095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,15),(18,14),0.109503 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,13),0.137697 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,12),0.106832 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,10),0.109097 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,9),0.135241 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,8),0.109097 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,7),0.106832 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,5),0.103829 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,4),0.114045 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,-1),-0.164856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,14),(18,13),0.109397 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,12),0.109523 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,9),0.109397 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,7),0.109523 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,4),0.109536 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,-1),-0.146847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,13),(18,12),0.108642 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,10),0.109444 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,9),0.108972 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,8),0.109444 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,7),0.108642 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,5),0.106478 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,4),0.106278 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,-1),-0.0560867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,12),(18,10),0.109097 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,9),0.135241 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,8),0.109097 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,7),0.106832 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,5),0.103829 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,4),0.114045 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,-1),-0.164856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,10),(18,9),0.10925 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,10),(18,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,10),(18,7),0.108819 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,10),(18,5),0.109524 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,10),(18,4),0.109255 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,10),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,10),(18,-1),-0.152692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,9),(18,8),0.109444 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,9),(18,7),0.108825 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,9),(18,5),0.10648 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,9),(18,4),0.106279 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,9),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,9),(18,-1),-0.0496952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,8),(18,7),0.108819 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,8),(18,5),0.109524 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,8),(18,4),0.109255 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,8),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,8),(18,-1),-0.152692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,7),(18,5),0.103829 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,7),(18,4),0.114045 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,7),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,7),(18,-1),-0.164856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,5),(18,4),0.108331 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,5),(18,3),-0.144988 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,5),(18,-1),-0.139095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,4),(18,3),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,4),(18,-1),-0.167436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,18),(18,3),(18,-1),-0.165059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,6),-0.147064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,7),-0.147064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
