# _root_ Armstrong , which has faced a takeover threat from the Belzberg family of Canada since July , said that disposing of the carpet business would improve `` total financial performance . ''
#goldHeads=18,1,4,1,4,8,8,5,8,12,12,9,12,13,5,15,1,0,25,25,20,24,24,21,18,25,26,30,30,26,18,18,
#predictedHeads=18,1,4,1,4,8,8,5,8,12,12,9,12,13,5,15,1,0,25,25,20,24,24,21,18,25,26,30,30,26,18,18,
(4,12),(4,27),-0.0385529 # DEPENDENCYPART_SIBL
(4,12),(4,31),-0.0143381 # DEPENDENCYPART_SIBL
(4,12),(4,32),-0.0698986 # DEPENDENCYPART_SIBL
(4,15),(4,17),0.0081391 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.0103808 # DEPENDENCYPART_SIBL
(4,15),(4,25),0.0277227 # DEPENDENCYPART_SIBL
(4,15),(4,27),0.0053931 # DEPENDENCYPART_SIBL
(4,15),(4,31),0.0587888 # DEPENDENCYPART_SIBL
(4,15),(4,32),-0.0114952 # DEPENDENCYPART_SIBL
(4,17),(4,18),-0.0136733 # DEPENDENCYPART_SIBL
(4,17),(4,25),0.0355258 # DEPENDENCYPART_SIBL
(4,17),(4,27),0.0379816 # DEPENDENCYPART_SIBL
(4,17),(4,31),-0.0349568 # DEPENDENCYPART_SIBL
(4,17),(4,32),0.0180771 # DEPENDENCYPART_SIBL
(4,18),(4,25),-0.00386586 # DEPENDENCYPART_SIBL
(4,18),(4,27),0.0362934 # DEPENDENCYPART_SIBL
(4,18),(4,31),0.0549845 # DEPENDENCYPART_SIBL
(4,18),(4,32),0.0818767 # DEPENDENCYPART_SIBL
(4,25),(4,27),-0.043722 # DEPENDENCYPART_SIBL
(4,25),(4,31),0.00220765 # DEPENDENCYPART_SIBL
(4,25),(4,32),-0.0480679 # DEPENDENCYPART_SIBL
(4,27),(4,31),-0.0311607 # DEPENDENCYPART_SIBL
(4,27),(4,32),0.0706874 # DEPENDENCYPART_SIBL
(4,31),(4,32),0.0737181 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0295071 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.103862 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.00682374 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.129993 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0430069 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0311489 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0124828 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0244924 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0286106 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.023019 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0388612 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.00560744 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.013294 # DEPENDENCYPART_SIBL
(5,1),(5,20),-9.47606e-05 # DEPENDENCYPART_SIBL
(5,1),(5,25),0.0191581 # DEPENDENCYPART_SIBL
(5,1),(5,26),-0.00720552 # DEPENDENCYPART_SIBL
(5,1),(5,31),0.00590659 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.1003 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0246641 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.157302 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0652268 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0536881 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.029441 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0503328 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0550383 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0717527 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0744499 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.168558 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0174528 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.0151422 # DEPENDENCYPART_SIBL
(5,2),(5,25),-0.0672737 # DEPENDENCYPART_SIBL
(5,2),(5,26),-0.0244755 # DEPENDENCYPART_SIBL
(5,2),(5,31),0.0149216 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00291965 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.056524 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0160732 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0115936 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0175082 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.00900395 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0103924 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0265547 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0498647 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0594005 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0430566 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.0240668 # DEPENDENCYPART_SIBL
(5,3),(5,25),-0.016262 # DEPENDENCYPART_SIBL
(5,3),(5,26),-0.0310842 # DEPENDENCYPART_SIBL
(5,3),(5,31),-0.197316 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.101282 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0168783 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0120912 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00770471 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.00874239 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0111218 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.00810009 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0540119 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0815554 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.036031 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.00718851 # DEPENDENCYPART_SIBL
(5,4),(5,25),-0.0688267 # DEPENDENCYPART_SIBL
(5,4),(5,26),-0.0167212 # DEPENDENCYPART_SIBL
(5,4),(5,31),0.0525605 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0405708 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0473573 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0607811 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0398282 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0403098 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0527998 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0759043 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0649843 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0411258 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0451301 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.040867 # DEPENDENCYPART_SIBL
(5,6),(5,26),-0.051913 # DEPENDENCYPART_SIBL
(5,6),(5,31),-0.04678 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0626806 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0162274 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0564694 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.057059 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0189162 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0277906 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0161698 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0290946 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0223807 # DEPENDENCYPART_SIBL
(5,7),(5,25),-0.0599207 # DEPENDENCYPART_SIBL
(5,7),(5,26),-0.0337967 # DEPENDENCYPART_SIBL
(5,7),(5,31),-0.0207174 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.00556306 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0500195 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0506091 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0222694 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0311495 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0141006 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0317257 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0250113 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.0595104 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.0364273 # DEPENDENCYPART_SIBL
(5,8),(5,31),-0.0202962 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00145755 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.000408521 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0129943 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0246786 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.00890435 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0152021 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.040558 # DEPENDENCYPART_SIBL
(5,9),(5,25),0.00568421 # DEPENDENCYPART_SIBL
(5,9),(5,26),0.029972 # DEPENDENCYPART_SIBL
(5,9),(5,31),0.00913752 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0426086 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.00647169 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0153522 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.00629622 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0208866 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0141731 # DEPENDENCYPART_SIBL
(5,11),(5,25),-0.0517675 # DEPENDENCYPART_SIBL
(5,11),(5,26),-0.0255891 # DEPENDENCYPART_SIBL
(5,11),(5,31),-0.00660407 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0053442 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0141272 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0125795 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0219427 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0152292 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.051419 # DEPENDENCYPART_SIBL
(5,12),(5,26),-0.0266453 # DEPENDENCYPART_SIBL
(5,12),(5,31),-0.00651366 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.111099 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0310422 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0905795 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0678062 # DEPENDENCYPART_SIBL
(5,13),(5,25),-0.0503491 # DEPENDENCYPART_SIBL
(5,13),(5,26),-0.0757818 # DEPENDENCYPART_SIBL
(5,13),(5,31),-0.0280089 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.00935024 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0209068 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.00322867 # DEPENDENCYPART_SIBL
(5,15),(5,25),-0.0020471 # DEPENDENCYPART_SIBL
(5,15),(5,26),-0.00391783 # DEPENDENCYPART_SIBL
(5,15),(5,31),0.0302109 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0118596 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.0331676 # DEPENDENCYPART_SIBL
(5,17),(5,25),0.0308701 # DEPENDENCYPART_SIBL
(5,17),(5,26),0.0286835 # DEPENDENCYPART_SIBL
(5,17),(5,31),0.00523223 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.0217257 # DEPENDENCYPART_SIBL
(5,18),(5,25),-0.0176778 # DEPENDENCYPART_SIBL
(5,18),(5,26),0.0178444 # DEPENDENCYPART_SIBL
(5,18),(5,31),0.0447233 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.029308 # DEPENDENCYPART_SIBL
(5,20),(5,26),-0.0264298 # DEPENDENCYPART_SIBL
(5,20),(5,31),0.0126651 # DEPENDENCYPART_SIBL
(5,25),(5,26),-0.0170571 # DEPENDENCYPART_SIBL
(5,25),(5,31),0.0178297 # DEPENDENCYPART_SIBL
(5,26),(5,31),-0.00306274 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00362234 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0739953 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0184062 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.047105 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0239699 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.00421153 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0429634 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0107009 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0427571 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.150784 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00415318 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0158313 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00864141 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0192422 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.049114 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00639475 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0341482 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0191115 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0272844 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0411889 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.066485 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0206941 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0422277 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0227406 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.00929295 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0227629 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0319209 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0280266 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0191774 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0553701 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0235515 # DEPENDENCYPART_SIBL
(8,1),(8,25),0.0246062 # DEPENDENCYPART_SIBL
(8,1),(8,31),0.0234843 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.00488541 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0589557 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0821313 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0105166 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00671703 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.104773 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0241187 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0331575 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.194904 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.017892 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0888914 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0265783 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.104362 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.102743 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.040122 # DEPENDENCYPART_SIBL
(8,2),(8,31),0.0312685 # DEPENDENCYPART_SIBL
(8,3),(8,4),1.93082e-05 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0081922 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0821312 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0471169 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0392443 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0231439 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0287419 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.000700838 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0197381 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00867018 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0255986 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0625537 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.00137135 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.0231843 # DEPENDENCYPART_SIBL
(8,3),(8,31),-0.107307 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.000126943 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.000884139 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00452993 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0249191 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0114359 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0180395 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0215391 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00652698 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00733517 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0138909 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0437929 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0274005 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0168576 # DEPENDENCYPART_SIBL
(8,4),(8,31),0.0487753 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00128285 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0119095 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0130107 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00393495 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00266866 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0011924 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00884388 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00913384 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00148 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0143887 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0394523 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0151006 # DEPENDENCYPART_SIBL
(8,5),(8,31),0.0395473 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0630829 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.06084 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00995142 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0159127 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.181172 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0115121 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0778559 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0161826 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.108514 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.271763 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.156482 # DEPENDENCYPART_SIBL
(8,6),(8,31),-0.00371179 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0425282 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00309166 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.010356 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0349745 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0122719 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0164354 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.000471521 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00752965 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00563192 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.0167507 # DEPENDENCYPART_SIBL
(8,7),(8,31),0.0144987 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0179521 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0130193 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.047046 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0202469 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0974212 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0174983 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.12421 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0832543 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0263118 # DEPENDENCYPART_SIBL
(8,9),(8,31),0.0717871 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0188611 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.004753 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.014096 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00333133 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0122496 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0138547 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.00700039 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0258779 # DEPENDENCYPART_SIBL
(8,11),(8,31),0.0243143 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00653432 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0162039 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0017406 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0143575 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00507108 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.00907116 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.0271187 # DEPENDENCYPART_SIBL
(8,12),(8,31),0.0228983 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0277121 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.040871 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0219185 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0160401 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0311952 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.0512635 # DEPENDENCYPART_SIBL
(8,13),(8,31),-0.0339675 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00918503 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.00423739 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0110591 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.00133401 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.0201371 # DEPENDENCYPART_SIBL
(8,14),(8,31),0.0419124 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0105702 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.00868497 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.00974111 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.00937371 # DEPENDENCYPART_SIBL
(8,15),(8,31),0.0428816 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0218046 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.00618301 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.0265248 # DEPENDENCYPART_SIBL
(8,16),(8,31),0.0236648 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0114273 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.00724715 # DEPENDENCYPART_SIBL
(8,17),(8,31),-0.0024653 # DEPENDENCYPART_SIBL
(8,18),(8,25),-0.0141549 # DEPENDENCYPART_SIBL
(8,18),(8,31),0.0452171 # DEPENDENCYPART_SIBL
(8,25),(8,31),0.0184315 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0317076 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0171625 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.14515 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.145495 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0203621 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.145164 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0583296 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.145174 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0376073 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0622471 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0390774 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0180305 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0211183 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0499627 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0154732 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0544145 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.019163 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0743687 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0746314 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0476764 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.050622 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0208189 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0476803 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0517159 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0486426 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0242107 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0505209 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0669923 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0443748 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0642188 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0374073 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0614882 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0526946 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0459592 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0427326 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0660769 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.038952 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0633463 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0616343 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0475039 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0814613 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0137928 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.076757 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0304318 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0406071 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0374715 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0605327 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0575539 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0460234 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0417017 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0369221 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0485444 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0439989 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0482426 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0159086 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00612125 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.342446 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00686412 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00570109 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0126895 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0227352 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0626697 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0410812 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.00508275 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.273543 # DEPENDENCYPART_SIBL
