# _root_ Simulated golf games , in which players hit golf balls into nets , have been installed at airports in Denver and Pittsburgh ... .
#goldHeads=3,3,14,3,8,5,8,3,10,8,8,11,3,0,14,15,16,17,18,21,19,21,14,14,
#predictedHeads=3,3,14,3,8,5,8,3,10,8,8,11,3,0,14,15,16,17,18,21,19,21,14,14,
(8,1),(8,7),0.0135539 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0134189 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0135171 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0251095 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0135171 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00290352 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.000910538 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0140174 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00952817 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0228401 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0107479 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0099562 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.0123653 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.00792892 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0722095 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00028928 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0145255 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.100159 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0717956 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0172841 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0224379 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0369553 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0224379 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0255568 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.026608 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0114366 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0129341 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0242205 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.01029 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0274832 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.00903661 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.0117069 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0120197 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0118667 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.10191 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0784549 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0101297 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0152826 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0278121 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0152826 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.024245 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.019163 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00399384 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.00549129 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0150773 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.00185085 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0212118 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0188804 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.00365796 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0257742 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0949021 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0102713 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0164055 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0163073 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0428068 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0163073 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.176963 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00802943 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0377481 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00862828 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0421365 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0288768 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.00938295 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0101942 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0294358 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0545814 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0799604 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0169772 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0170755 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0298559 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0170755 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0350844 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0173495 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00847508 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0194383 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0442393 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0370622 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.00905821 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.025597 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0310567 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0541138 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00926623 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00936446 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0365748 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00936446 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0605814 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0118562 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.00252723 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0240164 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00643394 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0350112 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0110462 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.045996 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.203379 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0450827 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0502356 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.072196 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0502356 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0901158 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0656677 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0504963 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0519938 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0595543 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0463317 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0506882 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0100529 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.036002 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0137563 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0466246 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0137563 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0427768 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0133836 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0223099 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00341348 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0521191 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0420071 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.00484858 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0111752 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.0194639 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0482561 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0110553 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0479642 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0132753 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0224183 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00352185 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0537506 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0436387 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.00475763 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.010994 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.0197367 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0157544 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0601364 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00988191 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0396126 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0113238 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0489243 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0409316 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0257726 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0128923 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.0137473 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0479642 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0132753 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0224183 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.00352185 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0537506 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0436387 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.00475763 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.010994 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.0197367 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0558716 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0430473 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0491518 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0265632 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0273647 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.025808 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0088722 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.0469451 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.00537554 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0247484 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00377111 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0217059 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0571147 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.00878176 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.00191932 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.022144 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.00994403 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0180383 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0562332 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.00281826 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.0481316 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.012799 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.00263869 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0560433 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0174714 # DEPENDENCYPART_SIBL
(8,16),(8,24),0.00646798 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0468129 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0556823 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.013002 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.000418622 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0194518 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0424485 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.00059788 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.0126787 # DEPENDENCYPART_SIBL
(8,21),(8,24),0.0249239 # DEPENDENCYPART_SIBL
(8,23),(8,24),0.0242687 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0530767 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0115368 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.02088 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0529397 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.02088 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0241973 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0343222 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0199729 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0616295 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0199729 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0241841 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.010825 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0411402 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.010825 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0446413 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00933804 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0170437 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0107792 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0194692 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0327487 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0107792 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0519616 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.078138 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0305845 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0489069 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0485608 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0246075 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.00722945 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0080435 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0597052 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0780766 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0271668 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0313029 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0474925 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.054235 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0345731 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00486927 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.012247 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0082994 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0650092 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0138589 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0426844 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0159524 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0088434 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0164048 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0381594 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0141098 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.0146276 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0443125 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0111268 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0129901 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.132514 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0217641 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.117856 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0176603 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0599904 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0132233 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.08769 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0186594 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.0331259 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0110241 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.015238 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0332343 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0228647 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00957534 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0254352 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.01107 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0239213 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.00438489 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0140344 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.000658758 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00910662 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0616295 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0200637 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0559863 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0241848 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0170736 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00817461 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0416342 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0175867 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0149218 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0605256 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0123332 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.028775 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0159702 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0088589 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0163893 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.042643 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0171868 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0149968 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0149886 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0136208 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0327487 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0105149 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0181658 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0431896 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0124794 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0097517 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0159306 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0107329 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0140388 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0168718 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0025787 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.00797112 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0262098 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0699741 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00982209 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0217107 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0230828 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0116071 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0050613 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.00676434 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.00632803 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0261319 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0245043 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.017294 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0121369 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.00486158 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.00104931 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.00688323 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.00347705 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.00126194 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.000900739 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.00662896 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0464793 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.00527398 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0309359 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.11964 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0237436 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.035043 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0605691 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0131445 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00504492 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0251545 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0149389 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0310567 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.034811 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.17694 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0398107 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.108308 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.114957 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.00910662 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0170405 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0155945 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0559863 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0241848 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0170736 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.00817461 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0466631 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0272821 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0195707 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.028775 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0159702 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0088589 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0163893 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0476718 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0163566 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0460943 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0167678 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00965655 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0155916 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0438164 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.015062 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0308372 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00820042 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0255115 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00494495 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0699741 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00982209 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0217107 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0361373 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00676434 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.00632803 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0391863 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0121369 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.017916 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0165315 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0218883 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0233387 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0262746 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.00650882 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0694609 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0209165 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0448756 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0218883 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.021934 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00399529 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.021934 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0262746 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0881736 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0259808 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.00943554 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.00136445 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.01802 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.0342604 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.0137951 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.0438602 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.117325 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0213389 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.00509005 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.117569 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.116864 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0207598 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.118278 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.116097 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.032855 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.116097 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0213389 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0409544 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00192056 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0155846 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.000337327 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0630037 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.00492135 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.00396146 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.0211962 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0336479 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.00774884 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.119321 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.123523 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0225398 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.124937 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.122757 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0355111 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.122757 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0336479 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0335116 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00552222 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0247278 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0074926 # DEPENDENCYPART_SIBL
