# _root_ In the U.S. , radiation limits are set and monitored by the Nuclear Regulatory Commission , which licenses reactors that process the topaz .
#goldHeads=7,3,1,7,6,7,0,9,7,9,9,15,15,15,11,15,18,15,18,21,19,23,21,7,
#predictedHeads=7,3,1,7,6,7,0,9,7,9,10,15,15,15,11,15,18,15,18,21,19,23,21,7,
(7,4),(7,24),0.0292937 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.131963 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00207702 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00649948 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0118616 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.144396 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0249113 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.00623149 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00511079 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0017436 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00882785 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.147987 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0218467 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.00335993 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.10581 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0523754 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0355134 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.00876189 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0226414 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0373839 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0241675 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0209604 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.0266463 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0445889 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.020166 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0158844 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0132509 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0784194 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.00366912 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.10055 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0725022 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0208466 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00747149 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0537137 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.000934089 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0528025 # DEPENDENCYPART_SIBL
(8,1),(8,24),0.0818036 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0145333 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.000167812 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.029484 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0137871 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0350095 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00657218 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0572607 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0046302 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0225859 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00814946 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.161889 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00260077 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0110553 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0555024 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0171306 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0640722 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0189593 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.0735728 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0202044 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00350213 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0163787 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.00359411 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00255753 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00686332 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.0160526 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0359772 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0360367 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.00496686 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0467273 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0535392 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0231784 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0220541 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0164343 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0371103 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0331906 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0118989 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.229894 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0559919 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.215497 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.208552 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.213346 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0463062 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.000470712 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.215472 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.00290354 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.215472 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0178258 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0252571 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0990466 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0902614 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0965412 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00288961 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0074715 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.000758948 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.120987 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0191327 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.206805 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.206942 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.227017 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0156439 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.010513 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.208727 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.00588028 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.208727 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0893287 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.154881 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0716803 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0869203 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0233812 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0319601 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0142292 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0761603 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0362593 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.054893 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0836678 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0695401 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.000860394 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0480296 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0570678 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0389043 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0570678 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.013886 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00183873 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0165011 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00996894 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0504597 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00592638 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0627377 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.10948 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0168559 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0100797 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0325294 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0144345 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0155612 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0168291 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0119223 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0168291 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0143621 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00110662 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.002029 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.010587 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0484417 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.132669 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0755681 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0575747 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0863495 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0713075 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.011987 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.082242 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0597494 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0731168 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0597494 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0156532 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00188502 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.010443 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0373936 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.12532 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0699125 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0576106 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0863854 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0713435 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00464026 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.071194 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0597854 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0620687 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0597854 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.00210579 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0550567 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.359836 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.119946 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.119363 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.424206 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.418758 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.425554 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0181048 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.347215 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.424179 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.350638 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.424179 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0210082 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.340338 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.066471 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.107883 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.376235 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.370787 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.377582 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0247975 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.327716 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.376208 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.331139 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.376208 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0133748 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0199151 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0211822 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0112207 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00290499 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00649208 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.00901435 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0351906 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0112186 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0370648 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0112186 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.00621571 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0453022 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0143036 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00602978 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00193848 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0400713 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0384675 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0143024 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0375625 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0143024 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0568676 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0322586 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0240565 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.014527 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0399602 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0600919 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.032258 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0601261 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.032258 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0790861 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0106429 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.030209 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.00184298 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0155536 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0187582 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0161922 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0187582 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0509479 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0544057 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00987184 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0105133 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.00543852 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0111519 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.00543852 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0436546 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.00238341 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.00880294 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0445138 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.00816437 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0445138 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0354405 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.00937596 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.00881888 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.00933926 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.00881888 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.00468316 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.00854419 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0343822 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.00854419 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.0199173 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0158363 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.0187336 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.0509429 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.0101119 # DEPENDENCYPART_SIBL
(9,21),(9,24),0.0122971 # DEPENDENCYPART_SIBL
(9,23),(9,24),-0.0509429 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.119998 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0135221 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00516256 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0130646 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0138511 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.00465236 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0113705 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0040784 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0310661 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0101381 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0100914 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.00678557 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0209509 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.000906531 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0101385 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.00117446 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0564957 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0338067 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0250424 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00989011 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.00908029 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.033737 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0124841 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.00616421 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0197712 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0106296 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.00964012 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0284658 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0130439 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.00614002 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00214521 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0127017 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0205584 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0161054 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.00130332 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0471897 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.000609856 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0450386 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.0194904 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0168364 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0276609 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.0252855 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0121076 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.00618665 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.0173902 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0440448 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.075561 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0334664 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0334258 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0272513 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.201235 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.042732 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0334667 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0145628 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0873068 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0878086 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0881555 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.134958 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0256585 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.087305 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0651026 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0652162 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0651416 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00454597 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0278795 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0651021 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.118931 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.109242 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00697583 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0288352 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.118863 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.10395 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.00773193 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.02938 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.113571 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0038245 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.029396 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.105444 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.017831 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0476151 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0591512 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00946103 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00587045 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.138337 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.000449198 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.147821 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00146467 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.017233 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.00729863 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0142871 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0186856 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.000649661 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0157397 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0104013 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.00620471 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0133114 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0974304 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00593707 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.138399 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.000515819 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.147882 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0127413 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0239402 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0123631 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0197669 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0186725 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.000634634 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0157266 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0104013 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.00620572 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0132983 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.00655879 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0407294 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00525783 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0362319 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0582788 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0236004 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0551544 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0236003 # DEPENDENCYPART_SIBL
(15,10),(15,24),0.028167 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.133371 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0781421 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0775911 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.110377 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0199231 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.119861 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0199231 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0803435 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0309382 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.130319 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0301164 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0550677 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0259431 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0550677 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.02702 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.148509 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00625878 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0736226 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0104321 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0736226 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0405437 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0532865 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.101489 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0568109 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.101489 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.032304 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.00145634 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.00456779 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.00145634 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.00473298 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.00281507 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0122174 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0337118 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.00144518 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.00133493 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.0337118 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0223721 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0586026 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.044175 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0234446 # DEPENDENCYPART_SIBL
