# _root_ With the exception of August , when exports rose 2.1 % , exports have declined every month from year-earlier levels since March .
#goldHeads=14,3,1,3,4,5,9,9,5,11,9,14,14,0,14,17,15,15,20,18,15,21,14,
#predictedHeads=14,3,1,3,4,5,9,9,5,11,9,14,14,0,14,17,15,15,20,18,20,21,14,
(5,10),(5,14),-0.00807764 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0164963 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0445213 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0194448 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0414895 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.00781768 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.00733914 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0134055 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0261712 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0281803 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0439901 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.109737 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0319445 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.00152515 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.00245644 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.00916962 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0159982 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.00927232 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.014742 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.00182962 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0179477 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.00328451 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.00342757 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.00813799 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.105757 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0245544 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.00355516 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0712817 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.00576154 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00572819 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0514916 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0408632 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0533546 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0240295 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0203503 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00897199 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0247378 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0393895 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0262141 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0407216 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0243748 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0116754 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.106608 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.142861 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0516011 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00642051 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0157542 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.124269 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0163669 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0105549 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0412468 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00472833 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0218572 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0548021 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00494237 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0627622 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0275444 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0363469 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.010897 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0207897 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0326666 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0348611 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0515297 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0492582 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0543677 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0320256 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0145633 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0396295 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00531443 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0225782 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0545611 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.012858 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0619477 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0223116 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0356259 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0228812 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00361614 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.113465 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0252711 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.140095 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0191747 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0262994 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0733623 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0562978 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0202273 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0399269 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0345513 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0578994 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0258403 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0386194 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0124417 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0232581 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00116272 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0205038 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00738527 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0306387 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0110531 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0413018 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00733929 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.011352 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0375473 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0933978 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0131824 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0291493 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0368121 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0210578 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0725521 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0766345 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0218216 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.047139 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0176865 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0663042 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.012452 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.086164 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0957656 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0175646 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0284105 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0566603 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0516165 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.00066439 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.084005 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0563242 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0642025 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0877148 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0131656 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00629397 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0165939 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0374165 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0114139 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0375638 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.00394621 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0146201 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0444717 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.00874547 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.064292 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0642979 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.113883 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0635192 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.068014 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0376405 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.117359 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0639706 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0816648 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.101564 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0284807 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0888266 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.108692 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0643361 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0535402 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0649383 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0885162 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0199588 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0236793 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00838134 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0515255 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0197593 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0459092 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0110182 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0255948 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0542594 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.000421117 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0623362 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0261335 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.020273 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0773505 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.213249 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0293108 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00875352 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0154599 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.061585 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.013727 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0266244 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.086069 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0313409 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.033282 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.104216 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.122936 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.070766 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.231886 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.227639 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0947909 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0486218 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.00660268 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.271261 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0288995 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0221817 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0120581 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0531831 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.032054 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0582039 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.011812 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0294443 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0592955 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0248842 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0411373 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0152746 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0512047 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0194584 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0173924 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0376965 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.018907 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0180808 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0171667 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0959107 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0287581 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00372186 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.018016 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.011783 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.118332 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0225762 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.028877 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00499 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0687487 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0284792 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00391209 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0402728 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0178943 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0657565 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0218755 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00941469 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0235183 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0624729 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0165054 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0114725 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0230282 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.000387375 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00490414 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0055523 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0123453 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0192381 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0281601 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0293266 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.024285 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.103289 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0525738 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.049694 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0386993 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.0307423 # DEPENDENCYPART_SIBL
(9,21),(9,23),0.0139419 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.054831 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0952329 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0209176 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0373984 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0200065 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0430435 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0658936 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00168052 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.00339371 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0208117 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0328453 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.026582 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.00645156 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.00544328 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.0437461 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0262141 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0110087 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0252985 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0328365 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0401644 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.036513 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0203463 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0113814 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0307281 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.00510071 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0173012 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0183099 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.0311361 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0219996 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00357003 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0220079 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0145121 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0109737 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.026051 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0169076 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0818525 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.00428935 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0188061 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0326271 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0155202 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0286529 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0588881 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00888958 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.114191 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0417253 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.000968389 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0112066 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00765063 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0439903 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0392393 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0153043 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0228525 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0137105 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00695419 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0193237 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0196519 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0845968 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0114527 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0120704 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0258879 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0238401 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00427011 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.039238 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0422074 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0401904 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0436684 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0237589 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0454869 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0423591 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0619949 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.028722 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00988699 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0494091 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0591653 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0457616 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.00858723 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0160378 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0198153 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0589943 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0908409 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0130485 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0491249 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0700798 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0528997 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0167857 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0266724 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.033501 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0266983 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0280921 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.034722 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.00499267 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0174619 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0103936 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0239078 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0249973 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.00918772 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0272349 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0407495 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.041839 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.00433425 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0144234 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.00779351 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.0290336 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0339881 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.00856492 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.00264276 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0712817 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.00576154 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0514916 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.00485318 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0184066 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0353305 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.00758435 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.00572819 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0247378 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0367713 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.00862137 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0275988 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.010897 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0326666 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.00998414 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.00807004 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.00943059 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0140872 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0207897 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0145633 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.03391 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0121736 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0721029 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00531443 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.00881365 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0324233 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00818311 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0181918 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0396295 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0356259 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0293191 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0467119 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.055486 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0461225 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0034527 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0498265 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0551921 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0163619 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0578994 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0694438 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0488973 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0020723 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0332624 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.007387 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0171104 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0487279 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0328816 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0320633 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0538752 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0518326 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.00192747 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0253777 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0990962 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0214574 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0249354 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0171895 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0158265 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.00913913 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0073663 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00319411 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0129504 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0510481 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0741055 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0684536 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0305195 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.034056 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0544272 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0381227 # DEPENDENCYPART_SIBL
