# _root_ Those withdrawals , most of which were transferred to other T. Rowe Price funds , followed little change in the fund 's sales picture this year through August .
#goldHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,26,27,16,
#predictedHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,16,27,16,
(7,6),(7,9),-0.0285565 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0172622 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00930359 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0104453 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00655343 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0606361 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0338239 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0122478 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.0198229 # DEPENDENCYPART_SIBL
(7,6),(7,29),-0.20094 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0886297 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.052651 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0278889 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0278889 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0272501 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0435498 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0581525 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0252776 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0587269 # DEPENDENCYPART_SIBL
(7,8),(7,29),0.00926196 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0356807 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0285631 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0285631 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0230187 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00862297 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0356938 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0448731 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0326857 # DEPENDENCYPART_SIBL
(7,9),(7,29),-0.0133035 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00434746 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00434736 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.000759627 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0587449 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.00349587 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0336136 # DEPENDENCYPART_SIBL
(7,10),(7,27),0.021487 # DEPENDENCYPART_SIBL
(7,10),(7,29),0.00940491 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0554041 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0601763 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0415456 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0439654 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0157532 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.042746 # DEPENDENCYPART_SIBL
(7,11),(7,29),-0.0325656 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0588679 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0396713 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.042636 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0149441 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.0419368 # DEPENDENCYPART_SIBL
(7,12),(7,29),-0.0293165 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0395679 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0298464 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0118325 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.0242016 # DEPENDENCYPART_SIBL
(7,14),(7,29),-0.0276899 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0391434 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.00632662 # DEPENDENCYPART_SIBL
(7,15),(7,27),-0.0106489 # DEPENDENCYPART_SIBL
(7,15),(7,29),-0.00651999 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0348757 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.0683243 # DEPENDENCYPART_SIBL
(7,16),(7,29),-0.0156543 # DEPENDENCYPART_SIBL
(7,19),(7,27),-0.00859417 # DEPENDENCYPART_SIBL
(7,19),(7,29),-0.0295996 # DEPENDENCYPART_SIBL
(7,27),(7,29),-0.0238487 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.00682664 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0251028 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.106038 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0121363 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.021384 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0148353 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0134509 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0111922 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0395031 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0121991 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0317165 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.00288983 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0295629 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.00527332 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.0370309 # DEPENDENCYPART_SIBL
(8,2),(8,27),-0.00102092 # DEPENDENCYPART_SIBL
(8,2),(8,29),0.0605427 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0117674 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0823136 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0126057 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0352313 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0217647 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0044748 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00145528 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0227376 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00309391 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.213011 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.00679488 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0109917 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00622622 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.0233181 # DEPENDENCYPART_SIBL
(8,3),(8,27),-0.000366194 # DEPENDENCYPART_SIBL
(8,3),(8,29),0.0980743 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0839672 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0471101 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0631462 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0853482 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0235505 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0224088 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0327704 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0303159 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.10858 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0503274 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0132679 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0849533 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.0388749 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.0475636 # DEPENDENCYPART_SIBL
(8,5),(8,29),0.0147052 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00420315 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0248671 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00318428 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00254062 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00139889 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0117438 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00529179 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0475757 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0268254 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0186416 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0357677 # DEPENDENCYPART_SIBL
(8,6),(8,26),0.0170917 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.00235008 # DEPENDENCYPART_SIBL
(8,6),(8,29),-0.16643 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0372214 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0323323 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00801678 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0091585 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.000777181 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0070395 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0195257 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00202377 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0278268 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.00305285 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.00642997 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.0103082 # DEPENDENCYPART_SIBL
(8,7),(8,29),0.102903 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0157989 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0118542 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0118542 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0132933 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0063415 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0319086 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.026761 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0082348 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.014738 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0248908 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.0346368 # DEPENDENCYPART_SIBL
(8,9),(8,29),0.0182369 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0259102 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0259101 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0223672 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.020819 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.041468 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0138466 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0160014 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0448262 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0211912 # DEPENDENCYPART_SIBL
(8,10),(8,27),0.0501533 # DEPENDENCYPART_SIBL
(8,10),(8,29),-0.00580177 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0260342 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0120999 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0308223 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0374368 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0164017 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0181182 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0324641 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.00728987 # DEPENDENCYPART_SIBL
(8,11),(8,27),0.024311 # DEPENDENCYPART_SIBL
(8,11),(8,29),0.0069763 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0107924 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0295139 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0393112 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0177311 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0168098 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0332733 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.00598151 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.0251202 # DEPENDENCYPART_SIBL
(8,12),(8,29),0.0102254 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0278854 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0580951 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0184834 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0151813 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0379026 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.0100498 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0264698 # DEPENDENCYPART_SIBL
(8,13),(8,29),-0.00306749 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0393078 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0304307 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0128342 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0599601 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.00203413 # DEPENDENCYPART_SIBL
(8,14),(8,27),0.0427656 # DEPENDENCYPART_SIBL
(8,14),(8,29),0.0117799 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0677425 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0360837 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0133603 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.0266159 # DEPENDENCYPART_SIBL
(8,15),(8,27),0.0186189 # DEPENDENCYPART_SIBL
(8,15),(8,29),0.0148901 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.00563173 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0075634 # DEPENDENCYPART_SIBL
(8,16),(8,26),0.00863716 # DEPENDENCYPART_SIBL
(8,16),(8,27),-0.00630323 # DEPENDENCYPART_SIBL
(8,16),(8,29),0.00911107 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.00109449 # DEPENDENCYPART_SIBL
(8,18),(8,26),-0.00989501 # DEPENDENCYPART_SIBL
(8,18),(8,27),0.00793646 # DEPENDENCYPART_SIBL
(8,18),(8,29),0.00219456 # DEPENDENCYPART_SIBL
(8,19),(8,26),0.0263062 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.0064042 # DEPENDENCYPART_SIBL
(8,19),(8,29),-0.00274234 # DEPENDENCYPART_SIBL
(8,26),(8,27),-0.0103372 # DEPENDENCYPART_SIBL
(8,26),(8,29),-0.00134076 # DEPENDENCYPART_SIBL
(8,27),(8,29),0.00466372 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0212646 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0170413 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0170413 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0160402 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0141697 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0127693 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.023478 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0232159 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.00663752 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.023628 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0236279 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.024484 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0161924 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0322013 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00874013 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0236335 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0273019 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0979405 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0933096 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.100802 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00328519 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0425296 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.099148 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0181336 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0928112 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.100302 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00382032 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0422675 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0986488 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0181336 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.100574 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0144933 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0427243 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0989207 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0216758 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00266636 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0400484 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.100053 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0263212 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0664464 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0796261 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0678332 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0266924 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0300486 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.00122587 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0338958 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.037358 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.037358 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0482139 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0485933 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00743746 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0171424 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0118907 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00564726 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.1291 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0586862 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0098753 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0256435 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00955025 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0113793 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.026469 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0198109 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0121892 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00773915 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0151074 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0467169 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0961118 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.008671 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00886697 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.132244 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0586867 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0337878 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0290749 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0577769 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00900974 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.020484 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0261848 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00831076 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00136523 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0112289 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0487289 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0198081 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0317007 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0230405 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.00333871 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0221527 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0414081 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0173149 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.119454 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.109522 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0141102 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0869539 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0374009 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00173486 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0300057 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.064012 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0310846 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00191347 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0753616 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0526983 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0231359 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00340657 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0640479 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0184963 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0231248 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0240688 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0245866 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0495783 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0164006 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0218493 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0600937 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0187054 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.00586985 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0121231 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0209203 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0228073 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.154362 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0183313 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0439368 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0256045 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0502365 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0121758 # DEPENDENCYPART_SIBL
(14,3),(14,26),-0.00275134 # DEPENDENCYPART_SIBL
(14,3),(14,29),0.0372451 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0144547 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0818901 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00619525 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0117517 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.021709 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.019607 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0235971 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0397326 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0447813 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.00478128 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0976223 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0157661 # DEPENDENCYPART_SIBL
(14,5),(14,26),0.00549965 # DEPENDENCYPART_SIBL
(14,5),(14,29),0.00661532 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0354105 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.00229077 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.00393084 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0125908 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0187802 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.028987 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0458808 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0278269 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.00053876 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.00899931 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.00214139 # DEPENDENCYPART_SIBL
(14,8),(14,26),0.0115611 # DEPENDENCYPART_SIBL
(14,8),(14,29),0.0290107 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.014667 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.00261791 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.00733958 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0106639 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00863663 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0327566 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0101956 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.254237 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0311826 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.221996 # DEPENDENCYPART_SIBL
(14,9),(14,26),0.251148 # DEPENDENCYPART_SIBL
(14,9),(14,29),-0.0599173 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.107961 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0980289 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.106455 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.208959 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0856699 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0748372 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.043953 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0446513 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.0395943 # DEPENDENCYPART_SIBL
(14,10),(14,26),0.123463 # DEPENDENCYPART_SIBL
(14,10),(14,29),-0.027699 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.00661212 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0114369 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0806695 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0294463 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00599824 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0209911 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.017636 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.0106827 # DEPENDENCYPART_SIBL
(14,11),(14,26),0.00962481 # DEPENDENCYPART_SIBL
(14,11),(14,29),0.00533466 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00213703 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0727207 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0347664 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0124546 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.00967733 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0237466 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.000631045 # DEPENDENCYPART_SIBL
(14,12),(14,26),-0.00168891 # DEPENDENCYPART_SIBL
(14,12),(14,29),0.00924426 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0257542 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0421709 # DEPENDENCYPART_SIBL
