# _root_ `` For $ 10 million , you can move $ 100 million of stocks , '' a specialist on the Big Board gripes .
#goldHeads=8,8,2,3,3,8,8,23,8,9,10,10,10,13,8,8,18,23,18,22,22,19,0,23,
#predictedHeads=23,8,2,3,3,8,8,23,8,9,10,10,10,13,23,23,18,23,18,22,22,19,0,23,
(8,6),(8,15),0.26774 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0860532 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.00378573 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0910626 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.103067 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.042824 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0219284 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.010917 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.10951 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0707694 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0706605 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0338439 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00535835 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0906109 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0183755 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0490705 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0036921 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0523026 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.02561 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0220438 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.063136 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0164711 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.00220146 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0833231 # DEPENDENCYPART_SIBL
(8,23),(8,24),-0.00266158 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0082525 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00632045 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.101839 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0168633 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00253902 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0169895 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0233576 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0363965 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0770802 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0275252 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.020731 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.377168 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.00618274 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.00337338 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0139209 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.00871017 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0160792 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0328076 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.095284 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0558386 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0182187 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0243116 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0182933 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0566723 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0371482 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00817256 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.072288 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0238809 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0118642 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.01591 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0057254 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.00391191 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0252864 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.087112 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0608908 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.072504 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0565847 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.106166 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0657692 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0464882 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0428732 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.041229 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0182691 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0282105 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0846783 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0340995 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0171391 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.006783 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0334319 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0609204 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0446545 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.011762 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0134776 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0373986 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0472859 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.167083 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00246398 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00833635 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00993295 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0200049 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0279808 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0456471 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0282433 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.013917 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.000625991 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0106931 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0999413 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0372756 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0518532 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0286355 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0142775 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0177282 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0202077 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0340487 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0120213 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0700302 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0620128 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0762272 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.101714 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0518977 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.126203 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0810242 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0351422 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.109954 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0410283 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0817389 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0131108 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0163898 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0522875 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0103442 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0109806 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0146294 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0308196 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00976543 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.07185 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0101152 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0106856 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.00470325 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0261869 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0270616 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0443405 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00581366 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.022739 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0431201 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.00891021 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0434709 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.00148711 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.00859823 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0153149 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0610122 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0259897 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0442221 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0597873 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0260305 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.060138 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0236093 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0270497 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0320017 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0616919 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.115826 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0351486 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0764828 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0357733 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0737042 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0451948 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00799546 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00433122 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00869505 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0340345 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.00987976 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0186218 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.000245755 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.00900702 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0138421 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0482078 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0213487 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0319755 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0106958 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.031321 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.00731952 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0310257 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.0168934 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0462305 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0226463 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0226862 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.00446079 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.00735046 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0178138 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0054378 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.0140772 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.0109243 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.0155761 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.0122717 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00810836 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.110723 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0574145 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0401123 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0574056 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.110605 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0669999 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.203754 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0167199 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0524196 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0167333 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0655034 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0047204 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0984416 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.105564 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0937996 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0355663 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0528701 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0368991 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.012191 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0278258 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.00622887 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0429905 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0186235 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.000998316 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0278449 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.00184889 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.0215311 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0507626 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0820689 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0329997 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0097176 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0440019 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0128117 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0599827 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0121785 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0126258 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0726607 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.153106 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.213115 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0387346 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.213418 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.153557 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.213408 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.21329 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0210735 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.016355 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0257674 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0161489 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.042668 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0165096 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0161523 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.148175 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.158875 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.143729 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.046098 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.142633 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.143454 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00271617 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0185913 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.00661594 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.018879 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0195692 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0775222 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0533693 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0762871 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0700499 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.00605396 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0202744 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0209646 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0341667 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0346308 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0197631 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0609571 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.00649383 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0384909 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.011985 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0498247 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0192636 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0149454 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0693197 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0143122 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.0147596 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.00776899 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0235999 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.129221 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.186089 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00367953 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0890749 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.186258 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.149303 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.186248 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.186131 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0814086 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.110517 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.252246 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0522783 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0987672 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.252447 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.149637 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.252439 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.252444 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0521084 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.135923 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.145859 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0265552 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.131379 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.042736 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.130283 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.131104 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0263419 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0023189 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0139065 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0186752 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00472478 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0189629 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0196531 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0192614 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0942873 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0745927 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0601508 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0733576 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0671204 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0197338 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0346941 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0172045 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0347466 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0347467 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0333784 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.00499583 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0207462 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0214364 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0108935 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0301088 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0305729 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.007705 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0202349 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.0103658 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0120856 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0492208 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0675832 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0815869 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.13553 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0184009 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0803313 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0107034 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0501441 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0784938 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.156386 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0168487 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.077183 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0057909 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.116384 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.128552 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00713474 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.115073 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.00708144 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00400717 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0106511 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.109444 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0470743 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0364587 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0187527 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.015928 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0576013 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0553177 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0520873 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.02322 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0159311 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0654669 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00712393 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0212122 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.014084 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0352597 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.013654 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0101779 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0638893 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0047473 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00888868 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.033016 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0113542 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0125309 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.039345 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0319183 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0389161 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0355634 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0625086 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.00326541 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0281807 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0284463 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00584904 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.00846388 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0185847 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.008035 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.00468198 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0794255 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.000264758 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0276334 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00146676 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00598194 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0270039 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.00493131 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.00204732 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0130388 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0184754 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0588478 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0371379 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0323043 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0328851 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0180897 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0180957 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0133413 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0407408 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00815404 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0389887 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0370837 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0166094 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.00507968 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0126563 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.00431989 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.00172076 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.00722218 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.0468839 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0628222 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0615421 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0394794 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0936307 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.00176473 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0160672 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.0427213 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.00995923 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.0422147 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.00396249 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0436888 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0198196 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.144618 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0894252 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0180555 # DEPENDENCYPART_SIBL
