# _root_ `` We 're encouraged that talks are scheduled again but beyond that , we have made no expression of expectations , '' a Boeing spokesman said .
#goldHeads=26,3,26,3,4,7,5,7,8,3,15,11,15,15,10,15,18,16,18,19,26,26,25,25,26,0,26,
#predictedHeads=26,3,26,3,4,7,5,7,8,3,15,11,15,15,10,15,18,16,18,19,26,26,25,25,26,0,26,
(4,13),(4,24),0.726373 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.0148709 # DEPENDENCYPART_SIBL
(4,15),(4,24),-0.0282261 # DEPENDENCYPART_SIBL
(4,21),(4,24),0.726373 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0233196 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0460829 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0296257 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.143695 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0811528 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00986249 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.721312 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.361443 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0808819 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0569855 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.627981 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.186685 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.168325 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.161429 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.689155 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.175473 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0983553 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.412526 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.000388826 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.35841 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0991026 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.265252 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.161981 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.140204 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0312037 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.105391 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0386683 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0985479 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0614523 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.00901932 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0348085 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0331128 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0226475 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00317977 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0375911 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0512932 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0446881 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00860561 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.029535 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0300217 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0156749 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.075308 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0550904 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0659599 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00618276 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0661165 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0307682 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0775491 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0784216 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.111307 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0382782 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.147469 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0274506 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00566043 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.070065 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0659128 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0842794 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.143435 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.156501 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0129753 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.132842 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0248252 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0280856 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0762759 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.194902 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00208396 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.042883 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0434978 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0259742 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0140354 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0434978 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.467485 # DEPENDENCYPART_SIBL
(7,1),(7,24),0.0538443 # DEPENDENCYPART_SIBL
(7,1),(7,27),0.195673 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.125208 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.135754 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.184532 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.466701 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0539768 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0569785 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0907825 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0751154 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0449387 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0215442 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0314738 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0860372 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0215442 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0882671 # DEPENDENCYPART_SIBL
(7,2),(7,24),0.143691 # DEPENDENCYPART_SIBL
(7,2),(7,27),0.0541618 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.040487 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.174165 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.13053 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.076171 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0140814 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0628527 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0952075 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.111325 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0634895 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0926537 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0380289 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0634895 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0528235 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.00263318 # DEPENDENCYPART_SIBL
(7,3),(7,27),-0.0160023 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.14957 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.114881 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0818399 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0267779 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0143111 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0335247 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.10307 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.080188 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0179126 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0336467 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.080188 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0244708 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0292299 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.0393032 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.153315 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0371631 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0911604 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.081191 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0420891 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0717457 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.160285 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.110584 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0225978 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.160285 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0950139 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0362971 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.118613 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0525537 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0656456 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0212654 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0710494 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0925959 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0673171 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00526004 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0434022 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0673171 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0284239 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.00521847 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.0538021 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.41445 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0706214 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.358585 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.475822 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0756052 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.132554 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.709557 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0756052 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.00311627 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.411345 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.051241 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00218012 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0499458 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.114494 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0525192 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.126507 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.041958 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0525192 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0213751 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.0381451 # DEPENDENCYPART_SIBL
(7,9),(7,27),0.0652179 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.182174 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.321622 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0132849 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0352602 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.181389 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0132849 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.151635 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.159644 # DEPENDENCYPART_SIBL
(7,10),(7,27),0.105328 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.281279 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0681762 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0598773 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.1609 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0681762 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0590009 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0555261 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.0341855 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.202505 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.223583 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.326615 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.202505 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0465639 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.260998 # DEPENDENCYPART_SIBL
(7,12),(7,27),0.058174 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.254941 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.195324 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0293545 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.144486 # DEPENDENCYPART_SIBL
(7,13),(7,24),0.463292 # DEPENDENCYPART_SIBL
(7,13),(7,27),0.00657194 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.217535 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0432945 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0178583 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0905633 # DEPENDENCYPART_SIBL
(7,15),(7,27),0.0613219 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.038583 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0144626 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.38085 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.0582079 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.144486 # DEPENDENCYPART_SIBL
(7,21),(7,24),0.463292 # DEPENDENCYPART_SIBL
(7,21),(7,27),0.00657194 # DEPENDENCYPART_SIBL
(7,22),(7,24),0.0326492 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.111891 # DEPENDENCYPART_SIBL
(7,24),(7,27),0.053526 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.104893 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0833038 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0290385 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.111404 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0307416 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.295936 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.134625 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0562354 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.102777 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.00215722 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0144615 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.100373 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0147071 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.108412 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.102777 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.525949 # DEPENDENCYPART_SIBL
(8,1),(8,24),0.0694179 # DEPENDENCYPART_SIBL
(8,1),(8,25),0.0200107 # DEPENDENCYPART_SIBL
(8,1),(8,27),0.0829372 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0636499 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0834306 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0931451 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0238963 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0622599 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0433331 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0157371 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0250199 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0408438 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0830895 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0153045 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.00611964 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0963506 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0250199 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0181561 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.0164703 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.00694365 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.0304358 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00985066 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00181002 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0260766 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0912163 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0405961 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0121627 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.095573 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0207922 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0711984 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0589896 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.012652 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0505914 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.095573 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0738584 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.0450358 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.017992 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.00963293 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0387694 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0420589 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.221324 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0490919 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0582425 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00368461 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00252452 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0168607 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.000443152 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.011315 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.088259 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.00368461 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.00384565 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0413113 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.0119215 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.12355 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0386051 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0559468 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0602062 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0267694 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0525787 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0535121 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.116469 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0182662 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.043208 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.117598 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0525787 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0520413 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0317793 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.0436865 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.0133467 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0143814 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0138897 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.107002 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00447715 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0654379 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.13543 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00961167 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0310634 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.100594 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.00447715 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0344833 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0301809 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.0341828 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0347522 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0956428 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.196239 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0459178 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0535664 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.122478 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.035482 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.153831 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0763114 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0459178 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0730917 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0495509 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.158303 # DEPENDENCYPART_SIBL
(8,10),(8,27),0.205379 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.203334 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0189729 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.13654 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.154934 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0703504 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.13301 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.26384 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0189729 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.011639 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0250817 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.13698 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.0028452 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.11323 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.11146 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.28529 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.136999 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.423187 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.298552 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.11323 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0179882 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.133287 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.423427 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.209603 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0564595 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.145873 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.546463 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.187395 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.203228 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0504922 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.189636 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.753898 # DEPENDENCYPART_SIBL
(8,13),(8,25),0.178869 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0499885 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.038886 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.041478 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0333367 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0385183 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0113855 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0579543 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.082233 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.0345324 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.00309223 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0975449 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.176687 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.139421 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0284926 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.00480615 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0257282 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.176922 # DEPENDENCYPART_SIBL
(8,15),(8,27),0.042371 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.331423 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.209179 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0527561 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.00245025 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.1576 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.331661 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.0321377 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0285727 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.00631218 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.00484121 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.028933 # DEPENDENCYPART_SIBL
(8,18),(8,25),-0.199371 # DEPENDENCYPART_SIBL
(8,18),(8,27),0.0769091 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.170517 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.230994 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.122977 # DEPENDENCYPART_SIBL
(8,19),(8,25),-0.131302 # DEPENDENCYPART_SIBL
(8,19),(8,27),-0.151755 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.189636 # DEPENDENCYPART_SIBL
(8,21),(8,24),0.753898 # DEPENDENCYPART_SIBL
(8,21),(8,25),0.178869 # DEPENDENCYPART_SIBL
(8,21),(8,27),0.0499885 # DEPENDENCYPART_SIBL
(8,22),(8,24),0.320276 # DEPENDENCYPART_SIBL
(8,22),(8,25),0.168043 # DEPENDENCYPART_SIBL
(8,22),(8,27),0.0118991 # DEPENDENCYPART_SIBL
(8,24),(8,25),-0.259623 # DEPENDENCYPART_SIBL
(8,24),(8,27),0.0179058 # DEPENDENCYPART_SIBL
(8,25),(8,27),0.0849081 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0381975 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0274999 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0486376 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0613354 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0226345 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0312753 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.139463 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0469546 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0269855 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0137516 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0468555 # DEPENDENCYPART_SIBL
