# _root_ The establishment of the separate company , to be called Courtaulds Textiles , could be effective as early as next year 's first quarter .
#goldHeads=2,14,2,6,6,3,6,9,6,9,12,10,6,0,14,15,15,17,17,21,24,21,24,19,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,12,10,6,0,14,15,15,17,17,21,24,21,24,19,14,
(6,8),(6,12),0.00752815 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0118758 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.026421 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0109261 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.0856219 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00744983 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0108247 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0518187 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00118877 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.00742994 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.00352078 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.00845265 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.134468 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0302307 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0118474 # DEPENDENCYPART_SIBL
(6,10),(6,25),0.0253474 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0149728 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0228507 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0137557 # DEPENDENCYPART_SIBL
(6,12),(6,25),0.0205844 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0289043 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0871447 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0108725 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.011576 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.000431047 # DEPENDENCYPART_SIBL
(6,24),(6,25),0.025134 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0400546 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0398241 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0976431 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0104838 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0896785 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00827497 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.106824 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0627662 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0329505 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0328279 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0249458 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.021434 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0217261 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0527816 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00505693 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0286951 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0310492 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0552682 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0129777 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0202272 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0447652 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0625446 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0625448 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.122099 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00882188 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.112328 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0363716 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0535757 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0625007 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0228776 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.000582204 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.148377 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.121473 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0419941 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0418715 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0275787 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0257143 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0649898 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0504226 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0228877 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0385179 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0653614 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0146084 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0218003 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0523053 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.052536 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.197635 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.018928 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0491609 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00585699 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0862972 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0502913 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.0218109 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.139432 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0617845 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0617842 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0652217 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00880954 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0954151 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.098587 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.11601 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0635419 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.166075 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0538707 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0538708 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.014424 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0419001 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0241703 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0398121 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0658573 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0521625 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0140605 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0650268 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00875676 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0642677 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0309505 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0204046 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0308527 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.064087 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0300587 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00784193 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.064268 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0309509 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0204048 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.030853 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0640006 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0300593 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0442413 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0807136 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0656645 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00248328 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.00468682 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.00707368 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0172296 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0176489 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0259656 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0375281 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.00516994 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0213709 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0338913 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0218941 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0308346 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0365448 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0164207 # DEPENDENCYPART_SIBL
(9,16),(9,25),0.0371023 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0525588 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.0306114 # DEPENDENCYPART_SIBL
(9,24),(9,25),-0.0174616 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0385269 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0100178 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0617949 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0616723 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0143427 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0109192 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0239945 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0118626 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.00711515 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.00232143 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0575387 # DEPENDENCYPART_SIBL
(10,2),(10,25),0.024678 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0575501 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0728659 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0730966 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.168209 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0129984 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0470867 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0354558 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0714105 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0824287 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0708511 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.0376521 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0112933 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.011293 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.020013 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0481559 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0248475 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00765487 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.139271 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0206259 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0130518 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.2226 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0857149 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00712931 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.057248 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0336706 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0189601 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0278325 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0272772 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.084775 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0265438 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00621448 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0572483 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.033671 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0189604 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0278328 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0272775 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0846886 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0265444 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0662015 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.102833 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0840552 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0184927 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0529849 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.010393 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.0482892 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0223318 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0186134 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0248098 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0123777 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.0541287 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.0134396 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0119726 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0240233 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0199111 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.0232882 # DEPENDENCYPART_SIBL
(10,15),(10,25),0.0381137 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0423213 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.000552457 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.0103577 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.0393032 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0463882 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.056437 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.00343637 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.0868343 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.0394953 # DEPENDENCYPART_SIBL
(10,24),(10,25),-0.0139466 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.020688 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0709567 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0191876 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.117309 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0535112 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0466779 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0219912 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.05295 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.177926 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.044621 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.136314 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.216522 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0382844 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.0268227 # DEPENDENCYPART_SIBL
(12,4),(12,25),-0.0779908 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0989087 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0692 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0278446 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0792828 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0117642 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0301977 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0750392 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0906152 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.048773 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0658817 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0990075 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.0427623 # DEPENDENCYPART_SIBL
(12,5),(12,25),-0.0472101 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0582241 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0199864 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00407993 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.117807 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.02081 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0406895 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0474258 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0410233 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0866567 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.00276104 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.00989454 # DEPENDENCYPART_SIBL
(12,7),(12,25),0.0331254 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0184526 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.00707749 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0066584 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.013049 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0447439 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.020641 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0275453 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0390261 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0189386 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0134506 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.00774359 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.00201967 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0250549 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.020688 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0345363 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0274276 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0402731 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0476271 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0123908 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.00690116 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.016653 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0460399 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0239746 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00734141 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0259587 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0239411 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0678626 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0161272 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0335276 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.0192563 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0108398 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0659044 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0334496 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0212651 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0401906 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0189273 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.062885 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.00011131 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.024995 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0136026 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00562558 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0459639 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0370595 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0145433 # DEPENDENCYPART_SIBL
(12,14),(12,25),3.79929e-05 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00633092 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0131538 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.00705178 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0309362 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.00844388 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.00286429 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0376297 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0193868 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0194895 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.00292973 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.00679218 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.001831 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.00580683 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.0079715 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.0259244 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0383377 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0116307 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.0453894 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.00276993 # DEPENDENCYPART_SIBL
(12,21),(12,25),0.0285443 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.0294761 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0367031 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0476815 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0161684 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0331063 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0439117 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0304385 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0429539 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0358891 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.036672 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0439117 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.00269542 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0280003 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.11538 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0632925 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0687519 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0440691 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.0565025 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0221562 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.058337 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.143992 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0309861 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.058747 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0529231 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.145048 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.145062 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0309861 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.103904 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0181165 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.00517897 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.000729742 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0394898 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0459579 # DEPENDENCYPART_SIBL
(14,2),(14,25),0.00410817 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0164562 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0362612 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.00765572 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0401326 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0505474 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0483379 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0503136 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.00765572 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0824283 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0175621 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0244775 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0494818 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0168965 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0470408 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.00140597 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.00953998 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0145652 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0243947 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.02783 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.00306101 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.00306106 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0145652 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0532978 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.12628 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.00936767 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0150338 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0162975 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.01081 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.00378611 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0513972 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0739102 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0678047 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.152522 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.152536 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0513972 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.100161 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.00516442 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0365557 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0298752 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0560063 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0638326 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.00106203 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0274118 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0267266 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0034688 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.00172612 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0432067 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.103345 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00203058 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0200107 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0442418 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0564578 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0222393 # DEPENDENCYPART_SIBL
(14,7),(14,25),0.0973277 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0405633 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.026544 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0278392 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0432889 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0559071 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0318596 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0466638 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0291546 # DEPENDENCYPART_SIBL
