# _root_ Nashua Corp. , rumored a potential takeover target for six months , said that a Dutch company has sought U.S. approval to buy up to 25 % of Nashua 's shares .
#goldHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
#predictedHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
(4,8),(4,22),0.00185622 # DEPENDENCYPART_SIBL
(4,8),(4,32),-0.00821985 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0365751 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0164468 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.00723982 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.029418 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0729732 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0502744 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0177083 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0474074 # DEPENDENCYPART_SIBL
(4,9),(4,32),-0.0166234 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0569042 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0162438 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0278046 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.045752 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.0459088 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0276819 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.00293458 # DEPENDENCYPART_SIBL
(4,10),(4,32),-0.0199991 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.00560816 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.00579339 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0445371 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.00583786 # DEPENDENCYPART_SIBL
(4,11),(4,19),0.00108685 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.00920178 # DEPENDENCYPART_SIBL
(4,11),(4,32),0.0214466 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.000496823 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0121952 # DEPENDENCYPART_SIBL
(4,12),(4,18),0.0182232 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.0455101 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.00462164 # DEPENDENCYPART_SIBL
(4,12),(4,32),0.00615221 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0342244 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.0278592 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.0179644 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.0343348 # DEPENDENCYPART_SIBL
(4,13),(4,32),0.0392496 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0930299 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0633933 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.039939 # DEPENDENCYPART_SIBL
(4,14),(4,32),-0.0402168 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0448643 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.05993 # DEPENDENCYPART_SIBL
(4,18),(4,32),0.0101174 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.0500756 # DEPENDENCYPART_SIBL
(4,19),(4,32),0.012473 # DEPENDENCYPART_SIBL
(4,22),(4,32),-0.011469 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00130613 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0144514 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0153469 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.205819 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0135237 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00387286 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0167678 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0210361 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0140203 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.00569864 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00280965 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00056316 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0205324 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.002224 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00897584 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.255957 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.108152 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00173485 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00931078 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00700858 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0125819 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00559148 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0697277 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00526281 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.051729 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0498952 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0141083 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0113261 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0778902 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0829649 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00792904 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0282777 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0103497 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0120664 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00980026 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0588052 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.086248 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0342628 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0446887 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0169891 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0514248 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.108406 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0473796 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0357066 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.217891 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00705895 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0231197 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.109254 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.023749 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.038715 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00431988 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00903246 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0234425 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0149538 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0150061 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0388678 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0144143 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0312771 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0113778 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0253389 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.00393297 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0409337 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0401462 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0577516 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0217846 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0250605 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00898238 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0523254 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0362177 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0504217 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00600642 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0333681 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0474143 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0335833 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.05384 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0529406 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0278318 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0492089 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0666089 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0811833 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.00964328 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00243581 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0190884 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.00660121 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0116759 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0762016 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0062859 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0390419 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00888534 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.138484 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.117366 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0137424 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.117683 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.101558 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0259568 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.015124 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.005035 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0233997 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00970106 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0629139 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0865226 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0339023 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0123529 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0380742 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0254414 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0310721 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0381314 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0573928 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.135205 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0267236 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.014868 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.10188 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.255888 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.00429324 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.365984 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.073764 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.034535 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.10257 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.030386 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0176348 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.053835 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00472534 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.067844 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.050397 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0446217 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0281364 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0404845 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0142693 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0224946 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0560728 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0163054 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0320468 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0390246 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0105772 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.00678789 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.035661 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0339694 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00389294 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00820452 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0479028 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0300989 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0145479 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0217473 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0601378 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.033207 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00911021 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0363982 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0203922 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0319475 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.000434769 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.025319 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00131844 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00588598 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0346644 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.133043 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0257825 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0756596 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00589164 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0269892 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.147109 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0231499 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0816952 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0818192 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0204746 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0427877 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0172365 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.022752 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0270397 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00784774 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0162733 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0517183 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00663662 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0783866 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0124003 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0248655 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0021512 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00136662 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.01405 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0230719 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0720302 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0121679 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0356075 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.031233 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0656143 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0161461 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0174971 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0208879 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00710474 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.00632438 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0421368 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0138386 # DEPENDENCYPART_SIBL
(11,2),(11,27),-0.0542236 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0173546 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0115701 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0135515 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0156016 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0948721 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0249413 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.109322 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.105137 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0208984 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.015704 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0182046 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0152586 # DEPENDENCYPART_SIBL
(11,3),(11,27),-0.014758 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.00676284 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0441071 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0200496 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0667095 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0102791 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0991942 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.273346 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0215386 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.380162 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.302615 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0200728 # DEPENDENCYPART_SIBL
(11,5),(11,27),-0.0567088 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0686592 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0612147 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0259297 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0183789 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.013558 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0258685 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0145374 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0365908 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0121834 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0151996 # DEPENDENCYPART_SIBL
(11,6),(11,27),-0.0253642 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0156328 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0617721 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0189756 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0247935 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0121337 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0225633 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0503852 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.00554702 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.00421532 # DEPENDENCYPART_SIBL
(11,7),(11,27),-0.0368901 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0466452 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0341118 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0408198 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00591011 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0292151 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0438229 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0121091 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.00805837 # DEPENDENCYPART_SIBL
(11,8),(11,27),-0.0330471 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0971663 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0289611 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0101569 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00237136 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0146256 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0180978 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0099631 # DEPENDENCYPART_SIBL
(11,9),(11,27),-0.0334989 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.05148 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0326831 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.00574377 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0184937 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0128188 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.003629 # DEPENDENCYPART_SIBL
(11,10),(11,27),0.0575298 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0216955 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.00275833 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0101617 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.00858436 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0161392 # DEPENDENCYPART_SIBL
(11,12),(11,27),-0.0640104 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0430727 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.00860849 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00679384 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0198938 # DEPENDENCYPART_SIBL
(11,13),(11,27),-0.038252 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.018385 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0120911 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.00412379 # DEPENDENCYPART_SIBL
(11,17),(11,27),-0.00614876 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0229076 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0326714 # DEPENDENCYPART_SIBL
(11,18),(11,27),-0.0510316 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0271226 # DEPENDENCYPART_SIBL
(11,19),(11,27),-0.0454772 # DEPENDENCYPART_SIBL
(11,21),(11,27),-0.0128173 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.128044 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0184234 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0151566 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0772761 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0374453 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.135624 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.146379 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0144047 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0621817 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.145586 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0184234 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0835605 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.139758 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.111835 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.160632 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0387315 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0318082 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.0595252 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.00603092 # DEPENDENCYPART_SIBL
(13,1),(13,24),0.0415153 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.0595252 # DEPENDENCYPART_SIBL
(13,1),(13,32),0.0570768 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.00059866 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0034659 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0724191 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0311239 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.130608 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.141362 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.00323758 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0576865 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.14057 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.00059866 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.148825 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.154692 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.134726 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.183936 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0258843 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0246144 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.116949 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.00257326 # DEPENDENCYPART_SIBL
(13,2),(13,24),-0.0225202 # DEPENDENCYPART_SIBL
(13,2),(13,25),-0.116949 # DEPENDENCYPART_SIBL
(13,2),(13,32),0.0365626 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0108781 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0298302 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.00935282 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.00351807 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0073494 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0555442 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0579171 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.00922281 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0351173 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0331081 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.130759 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0214371 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0221208 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0201467 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.000944735 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0444819 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0225247 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.0617312 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0444819 # DEPENDENCYPART_SIBL
(13,3),(13,32),0.0325208 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.039695 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0500292 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0329952 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.042876 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0603023 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0327167 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0412893 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0041436 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0441223 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0980756 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0319887 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0209032 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0653646 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0196803 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.116436 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.048378 # DEPENDENCYPART_SIBL
(13,4),(13,24),-0.0229642 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.116436 # DEPENDENCYPART_SIBL
(13,4),(13,32),0.0238131 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0612406 # DEPENDENCYPART_SIBL
