# _root_ Ways and Means veteran Gephardt ( D. , Mo . ) moves to the House Budget Committee ; Rep. Cardin ( D. , Md . ) replaces him ... .
#goldHeads=2,5,2,5,12,7,5,7,7,9,7,0,12,17,17,17,13,12,20,27,22,20,22,22,24,22,12,27,12,12,
#predictedHeads=2,12,5,5,2,7,5,7,7,9,7,0,12,17,17,17,13,12,20,27,22,20,22,22,24,22,12,27,12,12,
(4,1),(4,3),0.00685934 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0100407 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0979964 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0404726 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0148037 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0102806 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0133148 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0190787 # DEPENDENCYPART_SIBL
(4,1),(4,26),0.0133148 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0445372 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.00769157 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0204479 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0159806 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.015973 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.00491128 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0119851 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0260842 # DEPENDENCYPART_SIBL
(4,2),(4,26),0.0119851 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0191788 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.107135 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.034964 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.00566559 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0188029 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0138862 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0221257 # DEPENDENCYPART_SIBL
(4,3),(4,26),0.0138862 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0194072 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0128933 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0136105 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0261967 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0282228 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.00736276 # DEPENDENCYPART_SIBL
(4,5),(4,26),0.0282228 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0860051 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0311504 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0450375 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.046246 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0198274 # DEPENDENCYPART_SIBL
(4,7),(4,26),0.046246 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0490492 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.00213832 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.15335 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0232588 # DEPENDENCYPART_SIBL
(4,8),(4,26),0.15335 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0256802 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0281195 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.00746605 # DEPENDENCYPART_SIBL
(4,9),(4,26),0.0281195 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0683301 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0114189 # DEPENDENCYPART_SIBL
(4,10),(4,26),0.0683301 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0445528 # DEPENDENCYPART_SIBL
(4,11),(4,26),-0.0200071 # DEPENDENCYPART_SIBL
(4,12),(4,26),0.0158945 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.182026 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00750617 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0155635 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0253738 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0995458 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.043532 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0132543 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.010304 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0133323 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0190394 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0264569 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.00517404 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0063786 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0322891 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.00803123 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0115901 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0995458 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.043532 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.0132043 # DEPENDENCYPART_SIBL
(5,1),(5,25),0.010304 # DEPENDENCYPART_SIBL
(5,1),(5,29),0.0187725 # DEPENDENCYPART_SIBL
(5,1),(5,30),0.010304 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0438949 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0378955 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0359924 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0219764 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0129432 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0144446 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.00490632 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0119851 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0261011 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.00549305 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.00652982 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0120768 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.00369693 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.00618787 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.00616315 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.0219764 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.0129432 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.0165762 # DEPENDENCYPART_SIBL
(5,2),(5,25),-0.00490632 # DEPENDENCYPART_SIBL
(5,2),(5,29),-0.00630196 # DEPENDENCYPART_SIBL
(5,2),(5,30),-0.00490632 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0123186 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0265383 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.108684 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0380234 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00411623 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0188263 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0139037 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0220863 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.035595 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0143124 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.00614024 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0336504 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0171693 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0207282 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.108684 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0380234 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.0040662 # DEPENDENCYPART_SIBL
(5,3),(5,25),0.0188263 # DEPENDENCYPART_SIBL
(5,3),(5,29),0.0174112 # DEPENDENCYPART_SIBL
(5,3),(5,30),0.0188263 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0273006 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0968669 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0375915 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0159332 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0129856 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0131415 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0206109 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.023778 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.00249547 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.00567676 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0341955 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.00535232 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.00891116 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.0968669 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0375915 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.0158832 # DEPENDENCYPART_SIBL
(5,4),(5,25),0.0129856 # DEPENDENCYPART_SIBL
(5,4),(5,29),0.0168661 # DEPENDENCYPART_SIBL
(5,4),(5,30),0.0129856 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0251258 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0257131 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0183595 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0213629 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0809219 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0274225 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0193711 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0215298 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0241503 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.00897397 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0208625 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0208231 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0251258 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0257131 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0157044 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.0213629 # DEPENDENCYPART_SIBL
(5,6),(5,29),0.00350859 # DEPENDENCYPART_SIBL
(5,6),(5,30),-0.0213629 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0890423 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0340726 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0450507 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0462511 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0198444 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0315728 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0314414 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0264669 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0544668 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0322042 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.032244 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0282282 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.0890423 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.0368365 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.0450507 # DEPENDENCYPART_SIBL
(5,7),(5,29),0.0493775 # DEPENDENCYPART_SIBL
(5,7),(5,30),0.0450507 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0577919 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0050613 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.156266 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0261858 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.045388 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0527785 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0351073 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0396451 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.0440135 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0442036 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0403051 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.0393972 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.0708067 # DEPENDENCYPART_SIBL
(5,8),(5,25),0.0050613 # DEPENDENCYPART_SIBL
(5,8),(5,29),0.0577997 # DEPENDENCYPART_SIBL
(5,8),(5,30),0.0050613 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0256934 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0281246 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00744905 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0132882 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0134228 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0183963 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0321601 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.01266 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0126202 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0165883 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.0158273 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.00802774 # DEPENDENCYPART_SIBL
(5,9),(5,25),0.0256934 # DEPENDENCYPART_SIBL
(5,9),(5,29),0.0270708 # DEPENDENCYPART_SIBL
(5,9),(5,30),0.0256934 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0683301 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0114268 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0678159 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0676051 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0649799 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0703374 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0682726 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.068312 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0656406 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0117142 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.0734307 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.107691 # DEPENDENCYPART_SIBL
(5,10),(5,29),0.0953686 # DEPENDENCYPART_SIBL
(5,10),(5,30),-0.107691 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0445449 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0567547 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0589134 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0618772 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0630575 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0582461 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0582067 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0609039 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0856717 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.053088 # DEPENDENCYPART_SIBL
(5,11),(5,25),-0.0420185 # DEPENDENCYPART_SIBL
(5,11),(5,29),-0.0505529 # DEPENDENCYPART_SIBL
(5,11),(5,30),-0.0420185 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0104481 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0120347 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0148975 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0408587 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.011338 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0112986 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.01397 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.0285381 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.00617989 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.0060318 # DEPENDENCYPART_SIBL
(5,12),(5,29),0.0390686 # DEPENDENCYPART_SIBL
(5,12),(5,30),-0.0060318 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.00276735 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.00220611 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0431142 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.00353013 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.00356995 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.00039813 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.0409347 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.00816244 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.0389764 # DEPENDENCYPART_SIBL
(5,15),(5,29),0.038034 # DEPENDENCYPART_SIBL
(5,15),(5,30),0.0389764 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0189767 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0322395 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0132405 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.0132007 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0171687 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0148816 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.00860818 # DEPENDENCYPART_SIBL
(5,16),(5,25),0.0257395 # DEPENDENCYPART_SIBL
(5,16),(5,29),0.0271503 # DEPENDENCYPART_SIBL
(5,16),(5,30),0.0257395 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.0308108 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0145865 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.0145467 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.0185154 # DEPENDENCYPART_SIBL
(5,17),(5,23),0.000865837 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.00995419 # DEPENDENCYPART_SIBL
(5,17),(5,25),0.0267784 # DEPENDENCYPART_SIBL
(5,17),(5,29),0.0256966 # DEPENDENCYPART_SIBL
(5,17),(5,30),0.0267784 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.098321 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.0983603 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.0956893 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.0284913 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.103479 # DEPENDENCYPART_SIBL
(5,18),(5,25),0.295333 # DEPENDENCYPART_SIBL
(5,18),(5,29),0.14703 # DEPENDENCYPART_SIBL
(5,18),(5,30),0.295333 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.0130166 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0169847 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.0157166 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.00842414 # DEPENDENCYPART_SIBL
(5,19),(5,25),0.0260555 # DEPENDENCYPART_SIBL
(5,19),(5,29),0.0271126 # DEPENDENCYPART_SIBL
(5,19),(5,30),0.0260555 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.016485 # DEPENDENCYPART_SIBL
(5,20),(5,23),0.0159306 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.00792445 # DEPENDENCYPART_SIBL
(5,20),(5,25),0.0262098 # DEPENDENCYPART_SIBL
(5,20),(5,29),0.027174 # DEPENDENCYPART_SIBL
(5,20),(5,30),0.0262098 # DEPENDENCYPART_SIBL
(5,22),(5,23),0.0890423 # DEPENDENCYPART_SIBL
(5,22),(5,24),0.0368365 # DEPENDENCYPART_SIBL
(5,22),(5,25),0.0450507 # DEPENDENCYPART_SIBL
(5,22),(5,29),0.0493775 # DEPENDENCYPART_SIBL
(5,22),(5,30),0.0450507 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.0708067 # DEPENDENCYPART_SIBL
(5,23),(5,25),0.0050613 # DEPENDENCYPART_SIBL
(5,23),(5,29),0.0577997 # DEPENDENCYPART_SIBL
(5,23),(5,30),0.0050613 # DEPENDENCYPART_SIBL
(5,24),(5,25),0.0545285 # DEPENDENCYPART_SIBL
(5,24),(5,29),0.0328378 # DEPENDENCYPART_SIBL
(5,24),(5,30),0.0545285 # DEPENDENCYPART_SIBL
(5,25),(5,29),0.0953686 # DEPENDENCYPART_SIBL
(5,25),(5,30),-0.107691 # DEPENDENCYPART_SIBL
(5,29),(5,30),0.180577 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.175753 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.00731813 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.000739228 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00249449 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0768462 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.041836 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0554698 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0274308 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00912617 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0534342 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0157591 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0370415 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0486001 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0655536 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0341842 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0306254 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.057317 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.041836 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.0554198 # DEPENDENCYPART_SIBL
(7,1),(7,25),-0.0274308 # DEPENDENCYPART_SIBL
(7,1),(7,29),-0.014492 # DEPENDENCYPART_SIBL
(7,1),(7,30),-0.0274308 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0481727 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0421733 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.041198 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.101773 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0359736 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.013977 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.00940609 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0456484 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.024044 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0059603 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0060623 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0116145 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.00452675 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.00572023 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0056955 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0224345 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0359736 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.0161085 # DEPENDENCYPART_SIBL
(7,2),(7,25),-0.00940609 # DEPENDENCYPART_SIBL
(7,2),(7,29),-0.00713178 # DEPENDENCYPART_SIBL
(7,2),(7,30),-0.00940609 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0025057 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.000750442 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0762252 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0473446 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0463317 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0189086 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.00969758 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0564811 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.00662098 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0279032 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0360812 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0669148 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0250461 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0214873 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.066455 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.0473446 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.0462817 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.0189086 # DEPENDENCYPART_SIBL
(7,3),(7,29),-0.0158532 # DEPENDENCYPART_SIBL
(7,3),(7,30),-0.0189086 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00558408 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0743443 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0477765 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0581487 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0247492 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0089353 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0550057 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.018438 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0397201 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0478982 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0674599 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0368631 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0333043 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0546381 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0477765 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.0580987 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0247492 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.0163983 # DEPENDENCYPART_SIBL
(7,4),(7,30),-0.0247492 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0746747 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0392737 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0501878 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0219796 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0117563 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0506427 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0104771 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0317592 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0399373 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0646389 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0289022 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0253434 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0625989 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0392737 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0501378 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.0219796 # DEPENDENCYPART_SIBL
(7,5),(7,29),-0.0135773 # DEPENDENCYPART_SIBL
(7,5),(7,30),-0.0219796 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.115845 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.162211 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.109884 # DEPENDENCYPART_SIBL
(7,6),(7,11),1.66254 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0563522 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.18889 # DEPENDENCYPART_SIBL
