# _root_ Whether Polly Peck 's acquisition makes sense remains to be seen , but at the news conference , Mr. Nadir brimmed with self-confidence that he can turn Sansui around .
#goldHeads=6,3,5,3,6,8,6,13,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,23,26,27,27,13,
#predictedHeads=3,3,5,3,6,13,8,6,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,21,26,27,28,13,
(6,7),(6,14),0.0435337 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.00807359 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.000741792 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.0120228 # DEPENDENCYPART_SIBL
(6,7),(6,30),0.0446065 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0524922 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0819429 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.041557 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0092255 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0819053 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0325766 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0092255 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0420266 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0103301 # DEPENDENCYPART_SIBL
(6,8),(6,30),0.0238497 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0381983 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0267597 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00197982 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0629773 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0462676 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00197982 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0274925 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.031306 # DEPENDENCYPART_SIBL
(6,9),(6,30),0.012156 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0234588 # DEPENDENCYPART_SIBL
(6,10),(6,12),-3.73476e-05 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0718398 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.00765872 # DEPENDENCYPART_SIBL
(6,10),(6,18),-3.73476e-05 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0239284 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.015002 # DEPENDENCYPART_SIBL
(6,10),(6,30),0.0399115 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0237349 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0877276 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0401622 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0237349 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0477567 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.0155441 # DEPENDENCYPART_SIBL
(6,11),(6,30),-0.000305023 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00292831 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0233682 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0348583 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0342459 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.0635648 # DEPENDENCYPART_SIBL
(6,12),(6,30),0.0363762 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.00123307 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0145596 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0164133 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.00182071 # DEPENDENCYPART_SIBL
(6,13),(6,30),0.0356076 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0900995 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0015007 # DEPENDENCYPART_SIBL
(6,14),(6,26),0.000877451 # DEPENDENCYPART_SIBL
(6,14),(6,30),-0.00567686 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.0342459 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0635648 # DEPENDENCYPART_SIBL
(6,18),(6,30),0.0363762 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.00881333 # DEPENDENCYPART_SIBL
(6,21),(6,30),0.0139863 # DEPENDENCYPART_SIBL
(6,26),(6,30),0.0172899 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0305688 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0296925 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0629331 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.00649512 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0101652 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0782796 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0090128 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00291881 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.00614411 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0399683 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.018352 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00578445 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0613392 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0127138 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00146189 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0426566 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0191949 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0168091 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0713395 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0237385 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0095628 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0410009 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0169788 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0647875 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.022127 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00973242 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0396531 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0301672 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0254819 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.033264 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0101575 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0190136 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0115134 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0183846 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00563989 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0300232 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0303049 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0308524 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.024711 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.00434995 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0323432 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0374348 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.060642 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0694384 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0839602 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0728287 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.082186 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0839602 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0681336 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0253413 # DEPENDENCYPART_SIBL
(8,1),(8,26),0.0196735 # DEPENDENCYPART_SIBL
(8,1),(8,29),0.015648 # DEPENDENCYPART_SIBL
(8,1),(8,30),0.0245861 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0944274 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.087994 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00702144 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0956262 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0103621 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0125323 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.02941 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0549522 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0127378 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0390788 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0549522 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0281051 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0633832 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.00293069 # DEPENDENCYPART_SIBL
(8,2),(8,29),-0.0223158 # DEPENDENCYPART_SIBL
(8,2),(8,30),0.0081532 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0871557 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00710364 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.094788 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0096722 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0101395 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0270171 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0478541 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0115743 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0368215 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0478541 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0257123 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0656405 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.00134648 # DEPENDENCYPART_SIBL
(8,3),(8,29),-0.0245731 # DEPENDENCYPART_SIBL
(8,3),(8,30),0.00454466 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.000738812 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.100574 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00218008 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00813881 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0232353 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0288901 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00135787 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0173599 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0288901 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0219305 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0815771 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.013884 # DEPENDENCYPART_SIBL
(8,5),(8,29),-0.0398055 # DEPENDENCYPART_SIBL
(8,5),(8,30),0.000222098 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0262342 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0515078 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0154458 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0201674 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0298552 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00351623 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0536176 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0298552 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0100788 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0961461 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0275174 # DEPENDENCYPART_SIBL
(8,6),(8,29),-0.0586785 # DEPENDENCYPART_SIBL
(8,6),(8,30),0.00179198 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.000709321 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00134093 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0155367 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0400788 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00474546 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0282455 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0400788 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0142319 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.073874 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.00801417 # DEPENDENCYPART_SIBL
(8,7),(8,29),-0.0328062 # DEPENDENCYPART_SIBL
(8,7),(8,30),-0.00404827 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0222222 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0107837 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.034249 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.066756 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0493876 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.034249 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0115164 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.00665168 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.0296933 # DEPENDENCYPART_SIBL
(8,9),(8,29),-0.0166767 # DEPENDENCYPART_SIBL
(8,9),(8,30),-0.025196 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0088134 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0594196 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0601587 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0199992 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0594196 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.00834377 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0151438 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0320745 # DEPENDENCYPART_SIBL
(8,10),(8,29),0.0265366 # DEPENDENCYPART_SIBL
(8,10),(8,30),0.0322853 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0356243 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0761442 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0279194 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0356243 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0155822 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0287733 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.00143072 # DEPENDENCYPART_SIBL
(8,11),(8,29),-0.0211989 # DEPENDENCYPART_SIBL
(8,11),(8,30),-0.00812664 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00194163 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0261685 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0896726 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0665964 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.063085 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.0738436 # DEPENDENCYPART_SIBL
(8,12),(8,29),0.0335537 # DEPENDENCYPART_SIBL
(8,12),(8,30),-0.00745611 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.00428904 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0107017 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.00599322 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.00799258 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.00103003 # DEPENDENCYPART_SIBL
(8,13),(8,29),-0.0173981 # DEPENDENCYPART_SIBL
(8,13),(8,30),-0.00212224 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.10344 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.00671159 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.000500724 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.00813324 # DEPENDENCYPART_SIBL
(8,14),(8,29),-0.0492156 # DEPENDENCYPART_SIBL
(8,14),(8,30),-0.0675002 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.0665964 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.063085 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.0738436 # DEPENDENCYPART_SIBL
(8,18),(8,29),0.0335537 # DEPENDENCYPART_SIBL
(8,18),(8,30),-0.00745611 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0202566 # DEPENDENCYPART_SIBL
(8,21),(8,26),0.00816149 # DEPENDENCYPART_SIBL
(8,21),(8,29),-0.0126836 # DEPENDENCYPART_SIBL
(8,21),(8,30),0.00616467 # DEPENDENCYPART_SIBL
(8,22),(8,26),-0.0377839 # DEPENDENCYPART_SIBL
(8,22),(8,29),-0.0534924 # DEPENDENCYPART_SIBL
(8,22),(8,30),-0.0491729 # DEPENDENCYPART_SIBL
(8,26),(8,29),-0.0555567 # DEPENDENCYPART_SIBL
(8,26),(8,30),-0.0196909 # DEPENDENCYPART_SIBL
(8,29),(8,30),-0.0986301 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0437439 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0320712 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.000791059 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0135322 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0140797 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.00793829 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0178547 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0155705 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0223292 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.123064 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0977535 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0555396 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0624653 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0576072 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0206697 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0137483 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.0964487 # DEPENDENCYPART_SIBL
(10,1),(10,26),0.0159244 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.0909611 # DEPENDENCYPART_SIBL
(10,1),(10,30),0.0504079 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.07764 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0712066 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.00649172 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0788388 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0109663 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0937951 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0577922 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0265975 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00244031 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0145688 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0198438 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0267652 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0564873 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.0066139 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.0509998 # DEPENDENCYPART_SIBL
(10,2),(10,30),0.0340409 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0703683 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.00640952 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0780006 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0108841 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0937865 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0553993 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0194994 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.00127678 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0123115 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0242873 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0312086 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0540945 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.00502969 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0486069 # DEPENDENCYPART_SIBL
(10,3),(10,30),0.0304324 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0123944 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0841662 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.016869 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0877341 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0508778 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.000165373 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0120253 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00752008 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0406223 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0475436 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.049573 # DEPENDENCYPART_SIBL
(10,5),(10,26),-0.0179373 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.0440854 # DEPENDENCYPART_SIBL
(10,5),(10,30),0.0257399 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00504137 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0279687 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0889184 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.00801189 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.038633 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0140236 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0569508 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0192441 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.017025 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0181005 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0138989 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.0163429 # DEPENDENCYPART_SIBL
(10,6),(10,30),0.0402847 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00805707 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0845796 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0439189 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0117241 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00555207 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00373554 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0326422 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0395635 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0426141 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.0116974 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.0371265 # DEPENDENCYPART_SIBL
(10,7),(10,30),0.0218395 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0913541 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0282375 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0226878 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0164047 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0461697 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0145169 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0122979 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.038326 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.00807635 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0365685 # DEPENDENCYPART_SIBL
(10,8),(10,30),0.0635798 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0424637 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0413174 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00868806 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0153137 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0325767 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0309146 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0487741 # DEPENDENCYPART_SIBL
(10,9),(10,26),0.0198094 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.0453322 # DEPENDENCYPART_SIBL
(10,9),(10,30),-0.216314 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.000677595 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0522654 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0402368 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0305962 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0318236 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.018441 # DEPENDENCYPART_SIBL
(10,11),(10,26),9.23784e-05 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0135822 # DEPENDENCYPART_SIBL
(10,11),(10,30),-0.00200367 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0426574 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0247818 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00928825 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00337273 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0411848 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.078269 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0522175 # DEPENDENCYPART_SIBL
(10,12),(10,30),0.012131 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0117852 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0387148 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0399425 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0209437 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.00202178 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.0152056 # DEPENDENCYPART_SIBL
(10,13),(10,30),0.00215568 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0126777 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0138957 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.00206386 # DEPENDENCYPART_SIBL
(10,14),(10,26),-0.0114385 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.00680621 # DEPENDENCYPART_SIBL
(10,14),(10,30),-0.0580497 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0508247 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0303693 # DEPENDENCYPART_SIBL
(10,17),(10,26),-0.039326 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.0266432 # DEPENDENCYPART_SIBL
(10,17),(10,30),-0.0211564 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0367702 # DEPENDENCYPART_SIBL
(10,20),(10,26),-0.0421761 # DEPENDENCYPART_SIBL
(10,20),(10,27),-0.0330441 # DEPENDENCYPART_SIBL
(10,20),(10,30),-0.0309978 # DEPENDENCYPART_SIBL
(10,21),(10,26),0.00682315 # DEPENDENCYPART_SIBL
(10,21),(10,27),-0.00668299 # DEPENDENCYPART_SIBL
(10,21),(10,30),0.0122876 # DEPENDENCYPART_SIBL
(10,26),(10,27),0.0219605 # DEPENDENCYPART_SIBL
(10,26),(10,30),-0.00895685 # DEPENDENCYPART_SIBL
(10,27),(10,30),0.000874394 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.031019 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0248776 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0325099 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0350859 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0609077 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0747654 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0310359 # DEPENDENCYPART_SIBL
