# _root_ Commodities : Dow Jones futures index 129.72 , off 0.15 ; spot index 130.16 , up 0.91 .
#goldHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
#predictedHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
(4,6),(6,18),-0.662384 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.803959 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.840256 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.92822 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.09671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0573839 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0108517 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.269613 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.20967 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.425659 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.351894 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.456173 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.403622 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.377694 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.147846 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.466471 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0693762 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.800145 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.840351 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.06544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),0.0142831 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.117633 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.185569 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.252976 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.155362 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0290127 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.0221455 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.205011 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.0388878 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.0498908 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.293788 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.74432 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.803959 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.840256 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0108678 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.214141 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.14347 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0531133 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.348827 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.454715 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.251979 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.224249 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.16609 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.19824 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.169337 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0480193 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.259736 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.142208 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.0971693 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.348513 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.634023 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.82497 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.892103 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.03345 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.855096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.163906 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.15454 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.115001 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.107133 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.178243 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.199819 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.289536 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.122448 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.261107 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.130133 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.0991779 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.349883 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.662384 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.214141 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.14347 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.0531133 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.298957 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.283009 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0089422 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.0344011 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.30303 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.147846 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.466087 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.204228 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.0851178 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.460944 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.342994 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.480465 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.463568 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.421965 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.55111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.536348 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.700319 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.859655 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.809714 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.776442 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.957139 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-1.03778 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.950225 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.801018 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-1.11197 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.941397 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.903876 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.864724 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.543201 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.510151 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.469116 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.450497 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.429505 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.363122 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.296073 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.50465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.520235 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.633112 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.865113 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.9222 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.934113 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.11743 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.832455 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.437819 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.371693 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.443682 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.50468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.520771 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.633199 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.865142 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.720424 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.709323 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.922231 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.02221 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.934648 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.733898 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.11746 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.832483 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.11956 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.07657 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.17285 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.12735 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.959263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0573639 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.00688967 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.274529 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.137271 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.192033 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.396985 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.283424 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.161847 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.259203 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.367713 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.264705 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.296042 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.04127 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.968446 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.01344 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.967901 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.03003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.284754 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.128563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.261207 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0905961 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.280223 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.540446 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.441579 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.0660205 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.373674 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.0368376 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.383987 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.07944 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.0094 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.02158 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.231602 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0226095 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.172494 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.115633 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.385433 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.415074 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.318492 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.140209 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.424148 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.406605 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.243067 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.420044 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.19417 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.582849 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.477979 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0998797 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.166213 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.365535 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.251641 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.342475 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.43572 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.354499 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.334561 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.11956 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.07657 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-1.17285 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.12735 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.959263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.120986 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.0902064 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.184423 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.08742 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.166323 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.499745 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.383532 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.161847 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.259203 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.367713 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.264705 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.296042 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.0354541 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.430535 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.339272 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.440157 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.383109 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.552422 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.561783 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.647302 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.545805 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.36765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.495443 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.954471 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.633446 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.630334 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.830117 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.619136 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.790691 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.665577 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.692343 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.543918 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.719246 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-1.10718 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.540698 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.622184 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.707993 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.28315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),-0.439186 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.487587 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.487288 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.587824 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.37245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.452676 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.99489 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.818045 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.795493 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.732761 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.09446 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.428559 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.476714 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.329681 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.572532 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.37296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.452711 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.994895 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.564447 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.587602 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.818051 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.624453 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.796005 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.622845 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.732766 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.09447 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.399539 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.463666 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.474533 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.597891 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.36772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.495439 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.954653 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.633537 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.830113 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.619212 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.790767 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.543915 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.10718 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.0059 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.03719 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.03643 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.1242 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.09194 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.499886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.235035 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.123737 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0934223 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.27299 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0750256 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.236023 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.0581792 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0251352 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.00451039 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.164612 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.03635 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.07465 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.17333 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.695558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0615475 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.366195 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.108045 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.314605 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.106976 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0579692 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.072802 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0514774 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0521576 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.0191332 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.713872 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.0059 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.03719 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.49987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.063388 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.209035 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.110237 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.260522 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0659341 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.143459 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.073334 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.229086 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0164964 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0410575 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.154251 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.220064 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.158543 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0701696 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.273733 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.636455 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.08514 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.14502 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.19407 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.28188 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.17119 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.622985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.0734837 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.348872 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0105398 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0614062 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.314052 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.141836 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.13902 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.249711 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.00203891 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.192689 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.608434 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.063388 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.209035 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.110237 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0715003 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.201412 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.259408 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.077088 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0416654 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.0322389 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.0123775 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.200103 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.143961 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.213129 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.153084 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0422027 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0377263 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.65027 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.0715003 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.106742 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.0530934 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.0973631 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.730249 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.230972 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.423292 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.18827 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.182756 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0230215 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.166667 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.31555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.596711 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.574959 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.463383 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.683964 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.691023 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.49606 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.698347 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.617719 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.58387 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.782062 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.783796 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0274084 # DEPENDENCYPART_GRANDPAR
