# _root_ Financial markets quieted , with stock prices edging lower , bonds inching up and the dollar almost unchanged .
#goldHeads=2,3,0,3,3,7,8,14,8,14,12,14,12,5,16,18,18,14,3,
#predictedHeads=2,3,0,3,3,7,8,5,8,14,12,14,12,8,16,18,18,14,3,
(7,2),(7,4),0.0023708 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0268589 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00855953 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.05536 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0774495 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00549837 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0156421 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.055325 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0297847 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.00579161 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.00318732 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.081512 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.00522852 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.123676 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.015603 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0322972 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0519309 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.024154 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0145659 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.00740389 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0519309 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0317223 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.00576231 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0127026 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0109932 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0237795 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0315268 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0293579 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00937009 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0814578 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0962262 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0191565 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.000506495 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.110244 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0465798 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0197002 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.073814 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0557786 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0171449 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0734502 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0408976 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0649608 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0167555 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0729782 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0485873 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0133492 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.00936888 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0491782 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0261142 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.190424 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.13332 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0939713 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0790079 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.190389 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0844661 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0657348 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0668375 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.13734 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.048635 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00440935 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0614328 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0201679 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00221009 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.015666 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0283843 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0150577 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00548052 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.00404731 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0197317 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00893166 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0139123 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0339429 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0121117 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.00400316 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0223891 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0167812 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0305436 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0367968 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0293765 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00982987 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0330484 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.00652437 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0348308 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00913356 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0076513 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0494558 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0207075 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0106064 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0080472 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.015666 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0283843 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0150577 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00548052 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.00404731 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0123644 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0231414 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.00974798 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0242069 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0485888 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0221298 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0124526 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0013808 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.00461413 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0188734 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00334661 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0154878 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0185937 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.106131 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0811723 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0419082 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0116718 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0240638 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00324064 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0319276 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0194317 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0229065 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0945722 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0278219 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0189525 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0256277 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0257136 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00442377 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0105851 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.000741265 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0465776 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00210663 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0104966 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0270126 # DEPENDENCYPART_SIBL
(8,3),(8,14),-6.09158e-05 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.00244557 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0123184 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0184028 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0297522 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00801838 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.018018 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0191754 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0434596 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.185511 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0105302 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.000868725 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.107677 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00151247 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0156206 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0619053 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.021746 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0559132 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00881579 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0373716 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0104141 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.067996 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00548591 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0607029 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0212689 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0151618 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.000520911 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0533833 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00173267 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0101333 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.086691 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0344829 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0352651 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0296205 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0584834 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0416766 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0192727 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0287464 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0871171 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.031679 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0202517 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0249945 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.10406 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.000204369 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.101836 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.115682 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0274657 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00243931 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0146486 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0401347 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0026209 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0023161 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0412133 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0112435 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0450494 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0257016 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0397522 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0250318 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00548358 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0334368 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00499664 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.043171 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0367142 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00866272 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00476665 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0358467 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0316433 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.00704279 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0138188 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.01835 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0207107 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0191715 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00437704 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.00632071 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.000279727 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0350324 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0623635 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0177283 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0197859 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0300907 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.00878646 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0514603 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0175148 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0153977 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.00177278 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.00045033 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.023013 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0205172 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.00597656 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.00758501 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0249931 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.00147418 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0130061 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0169073 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0541863 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.000922277 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0362918 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0460667 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0653312 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.135959 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0941164 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0443239 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.125237 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.162586 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0678265 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0830694 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0813361 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.121865 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0300909 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.108815 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0967402 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0413541 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.108778 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0269284 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0101864 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0683671 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.051135 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0649936 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0141865 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.05169 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.007803 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.147539 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0704087 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0421883 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0277766 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0185023 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0220414 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0363819 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0040741 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0422927 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00455413 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0021919 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0157058 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0107962 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0103124 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0114006 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0388876 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.014151 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0956411 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0571976 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0238474 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0597938 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0459261 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0247809 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00959856 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0296858 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0238602 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00832578 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00418034 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.00433719 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.014202 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0149671 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.00440227 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0238031 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00697045 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0719247 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0232116 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0275769 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0219024 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0137562 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00483833 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.00890415 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0170708 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.01308 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.00848348 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.00334661 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0185937 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0811723 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0154878 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.103347 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0322463 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0194317 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.114832 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0229065 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0945722 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0278219 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.018952 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0257136 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0105851 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0256277 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.00454681 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0266936 # DEPENDENCYPART_SIBL
(12,3),(12,14),-6.0658e-05 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0769948 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.00244583 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0123181 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0184025 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0297535 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0373716 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.031144 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00394699 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0209502 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0151618 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0574677 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.000520911 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0533833 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.00173267 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0101328 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0536148 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.128115 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.116001 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0274657 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0765068 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.00243931 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0146486 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0401347 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.00262142 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0126293 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.107358 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00151247 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.118327 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0156206 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0619053 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.021746 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0559137 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0677279 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.114864 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0934657 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00725247 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0561429 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0117557 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.102707 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0514593 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0274742 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0175139 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0153967 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0017718 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.000455226 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00817073 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.023013 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0205172 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00597656 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00758697 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0356723 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0175094 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0221251 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0381283 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0249931 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.00147418 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0130081 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0169063 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0541814 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.000924235 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.00425979 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0297341 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0271211 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0591535 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0383386 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0271211 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0647382 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0374884 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.165484 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0662628 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0615701 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0374022 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0180984 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.00918764 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.02947 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0293075 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.00918764 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0685466 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0245953 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0752134 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0101524 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.110031 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00533765 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0293149 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0437393 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.052177 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0293149 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0421338 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0372909 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.154618 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0430669 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0466731 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0247508 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0206264 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0281466 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0137384 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.118936 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0325681 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0856508 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0311962 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0752884 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0460629 # DEPENDENCYPART_SIBL
