# _root_ As you can see , the capital-gains reduction plan adopted by the House would not be temporary , but permanent .
#goldHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
#predictedHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
(9,1),(9,7),0.0209909 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0174081 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.048264 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00617433 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0727897 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0317413 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0102367 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0395986 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.022376 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0679763 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.091236 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0531034 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0673538 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0283042 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.142557 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0065452 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0552602 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0482295 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.000286419 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0459203 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0824801 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0239614 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0192231 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0402597 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0201752 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0344339 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00572984 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00903791 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0329755 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0409177 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0297535 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0401131 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0361207 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0872916 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.110361 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.106063 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0190408 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0304008 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0449347 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.096811 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0480818 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.126919 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0135139 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0471667 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0669941 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.148668 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.134251 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.174542 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.103073 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.12547 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0194306 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0138459 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0218715 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.199045 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0740568 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0075593 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.011897 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0720487 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0798649 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0658498 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0564747 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.181188 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.111846 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0163194 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00510034 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0336975 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0512371 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0155197 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0214544 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0205818 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0142226 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0216868 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0646453 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.161437 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0966275 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0545893 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0139448 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0122804 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0596909 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.00598473 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0580059 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0113874 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.00728177 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0198479 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00264855 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0136106 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00805902 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0122015 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.000873352 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00937549 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00399894 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0152809 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.031198 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.00437312 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0012833 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0456206 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00418502 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.024518 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0155472 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0281682 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00669364 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0361538 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0304239 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.00705067 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0219518 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0116665 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0264832 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0290622 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0319302 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0133724 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.032443 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0282615 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0137275 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.00705856 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0250343 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00521725 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0132156 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00536362 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0219348 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.025309 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.00572985 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0343076 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0128375 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.017949 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0146619 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.00191887 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0440973 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0143068 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0154006 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.029889 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0494742 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0288865 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0429007 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0412542 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0176985 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00460401 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0241869 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0380548 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.00422983 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.00338683 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.00830793 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0394594 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0202717 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.00536834 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0302149 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0272049 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.000922102 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.00445724 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.0434718 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.00581702 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00459604 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0260646 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0222013 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0369573 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.00875561 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0865147 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0266642 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00456258 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0112801 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0988635 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.075303 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.144036 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.034344 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0749113 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0815385 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0018634 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.00490088 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.000120186 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.000774001 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.115756 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0217095 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0475478 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0168723 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0386493 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0270197 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.173648 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0812431 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0261795 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0702528 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.088393 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0964226 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.122438 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.105581 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00675494 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0204866 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0113726 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0381339 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0172435 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0153839 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0100775 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0161896 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0259353 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.100161 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.148586 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.120736 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00913991 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00214996 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00479726 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0556289 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0199193 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0166318 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0180619 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0188655 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0271284 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.127734 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.100115 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00102613 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0261654 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0363306 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0299388 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0231036 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.00946808 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0234693 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0220402 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0244235 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0239005 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.012983 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00659782 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0466613 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0180625 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00568683 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0207514 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0218727 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0142515 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.062725 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0399416 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.025423 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0363166 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0575428 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0266535 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0262465 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0451501 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0352192 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0466201 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.031908 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.000111186 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0245468 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00424367 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.013092 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0214439 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0127895 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0198126 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0327483 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0333497 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0353452 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.000976514 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0724989 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0439108 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.00603739 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0070962 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.110948 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.00649861 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0249491 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0852319 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.00544045 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0278481 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0205804 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.054457 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0364041 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0228347 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.00472814 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0625489 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0636559 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0278089 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.00140465 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.00979967 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0104417 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.030131 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.001762 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0240763 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0608503 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.00564285 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.011376 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0939392 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0396993 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0101831 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0130932 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0308737 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.101074 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0219497 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00481117 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0456101 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0222391 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0188393 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0386797 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0186871 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0421418 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.116025 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0110628 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0145625 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0944283 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0242226 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0513814 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0455765 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0495699 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.134648 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.00352226 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0666451 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00411454 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00922605 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0261268 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0181101 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00454597 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0591348 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.042142 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0121177 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0311022 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.044345 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.00754001 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.12395 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0264956 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00165616 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00803063 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0414361 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.059852 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.010567 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0578527 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0326896 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0468459 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0196675 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0851829 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0719408 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00265094 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0728658 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0123481 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0134841 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0199343 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0280641 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.01846 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0630455 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0276364 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0190123 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.040227 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.088763 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0878789 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00164158 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00489661 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00494472 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0238662 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0532933 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00973894 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.00749492 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0044048 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.036986 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0155076 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0401431 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0307659 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0300048 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0251517 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0331505 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0380934 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0401431 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0291561 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.00872006 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0489611 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0601763 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.121436 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0771921 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0686656 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0260331 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.050741 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0188616 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0516872 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0661359 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0648715 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.066469 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0548442 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0237167 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0516872 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0661202 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.057104 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.136994 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0681948 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0352195 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0888249 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0898993 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0115516 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0835157 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0111095 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0189824 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0185966 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0197428 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0108505 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.011503 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0111095 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0197174 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0141088 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0526446 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0127162 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0148247 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0336118 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.0033214 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.00886277 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0279458 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0301186 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0312527 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0318596 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.00210076 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0345489 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0279458 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0313052 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.00690613 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.107791 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0188547 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.00487561 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0132021 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0219277 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.02148 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0246205 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.024235 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0210865 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.00362314 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0195282 # DEPENDENCYPART_SIBL
