# _root_ That debt would be paid off as the assets are sold , leaving the total spending for the bailout at $ 50 billion , or $ 166 billion including interest over 10 years .
#goldHeads=2,3,0,3,4,5,5,9,10,7,10,5,5,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
#predictedHeads=2,3,0,3,4,5,5,9,10,7,10,11,11,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,16,29,30,33,31,3,
(4,3),(4,12),-0.0327609 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.130501 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.144928 # DEPENDENCYPART_SIBL
(4,3),(4,20),-0.0828757 # DEPENDENCYPART_SIBL
(4,3),(4,34),-0.00544868 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.346707 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.495997 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.542724 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.363869 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.617984 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.301068 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.374274 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.357438 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.383905 # DEPENDENCYPART_SIBL
(4,5),(4,34),-0.195503 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0763838 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0296411 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.104941 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0767186 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.042778 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0963559 # DEPENDENCYPART_SIBL
(4,6),(4,17),0.010078 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.112902 # DEPENDENCYPART_SIBL
(4,6),(4,34),-0.000558698 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.251171 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.174309 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.213804 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0815629 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0499259 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.148275 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.0588556 # DEPENDENCYPART_SIBL
(4,7),(4,34),-0.10022 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0919557 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0510353 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0134322 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0810588 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.135186 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.168143 # DEPENDENCYPART_SIBL
(4,9),(4,34),-0.00249805 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.08825 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0331018 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0315294 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.0947032 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.065266 # DEPENDENCYPART_SIBL
(4,10),(4,34),0.0787956 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.296862 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.378317 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.358463 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.386717 # DEPENDENCYPART_SIBL
(4,11),(4,34),-0.172691 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.834356 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.22717 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.328336 # DEPENDENCYPART_SIBL
(4,12),(4,34),-0.0111222 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.251581 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.257708 # DEPENDENCYPART_SIBL
(4,13),(4,34),-0.151836 # DEPENDENCYPART_SIBL
(4,17),(4,20),0.00746293 # DEPENDENCYPART_SIBL
(4,17),(4,34),-0.0334222 # DEPENDENCYPART_SIBL
(4,20),(4,34),-0.087319 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0124483 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0305095 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.070513 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0099322 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.00153188 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0157919 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0154098 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0261103 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0333171 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0181647 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0294594 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.184342 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0180334 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0930253 # DEPENDENCYPART_SIBL
(5,1),(5,21),0.0788802 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.0333171 # DEPENDENCYPART_SIBL
(5,1),(5,25),0.0691662 # DEPENDENCYPART_SIBL
(5,1),(5,29),0.0313812 # DEPENDENCYPART_SIBL
(5,1),(5,31),0.141475 # DEPENDENCYPART_SIBL
(5,1),(5,34),-0.0048035 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0261666 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0643744 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00986553 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0106458 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0646976 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.00212489 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0554292 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0311939 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.000183645 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.00803597 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0510966 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.00964992 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.0592909 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.114029 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.0311939 # DEPENDENCYPART_SIBL
(5,2),(5,25),0.0177589 # DEPENDENCYPART_SIBL
(5,2),(5,29),-0.0356334 # DEPENDENCYPART_SIBL
(5,2),(5,31),0.00402789 # DEPENDENCYPART_SIBL
(5,2),(5,34),0.196244 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0131637 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0543944 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00581828 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0469843 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0446349 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0336622 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.00724672 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0450641 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.066642 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0102135 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0658884 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.0222126 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.0394771 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.00724672 # DEPENDENCYPART_SIBL
(5,3),(5,25),0.00739587 # DEPENDENCYPART_SIBL
(5,3),(5,29),-0.065233 # DEPENDENCYPART_SIBL
(5,3),(5,31),-0.000903671 # DEPENDENCYPART_SIBL
(5,3),(5,34),0.0878421 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.135428 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0416061 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.113611 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0621785 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.00180543 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0253237 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0522335 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.110601 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.167303 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.102581 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.126609 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.106414 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.0253237 # DEPENDENCYPART_SIBL
(5,6),(5,25),0.0272118 # DEPENDENCYPART_SIBL
(5,6),(5,29),-0.0520731 # DEPENDENCYPART_SIBL
(5,6),(5,31),0.133866 # DEPENDENCYPART_SIBL
(5,6),(5,34),0.150732 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0989815 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.155811 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.107539 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0953888 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0985049 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0347534 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.103274 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0210141 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.117883 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0462356 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.161292 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.0985049 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.0303196 # DEPENDENCYPART_SIBL
(5,7),(5,29),-0.114056 # DEPENDENCYPART_SIBL
(5,7),(5,31),0.0671056 # DEPENDENCYPART_SIBL
(5,7),(5,34),0.0416295 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0923235 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.135155 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0255681 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0410563 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0840762 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.139049 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0278198 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.145444 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0422269 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.12109 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0410563 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.102199 # DEPENDENCYPART_SIBL
(5,8),(5,29),-0.155173 # DEPENDENCYPART_SIBL
(5,8),(5,31),-0.0127051 # DEPENDENCYPART_SIBL
(5,8),(5,34),-0.0915658 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0823565 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00280068 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0926043 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0521487 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.131029 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.151068 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.134859 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.165092 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0520828 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.0926043 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.0432136 # DEPENDENCYPART_SIBL
(5,9),(5,29),-0.0939833 # DEPENDENCYPART_SIBL
(5,9),(5,31),0.170921 # DEPENDENCYPART_SIBL
(5,9),(5,34),0.104709 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0748251 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0283569 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0740673 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.150602 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0491773 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.15695 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0745934 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0810468 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.0283569 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.110495 # DEPENDENCYPART_SIBL
(5,10),(5,29),-0.13769 # DEPENDENCYPART_SIBL
(5,10),(5,31),-0.0600301 # DEPENDENCYPART_SIBL
(5,10),(5,34),0.0537431 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0475068 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.187137 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.310451 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0115207 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.313863 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0817022 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.146349 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0475068 # DEPENDENCYPART_SIBL
(5,11),(5,25),-0.0783702 # DEPENDENCYPART_SIBL
(5,11),(5,29),-0.245459 # DEPENDENCYPART_SIBL
(5,11),(5,31),-0.0632174 # DEPENDENCYPART_SIBL
(5,11),(5,34),0.0401783 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.65469 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.116536 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0895339 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.127651 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.139302 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.00749982 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0642367 # DEPENDENCYPART_SIBL
(5,12),(5,25),0.611673 # DEPENDENCYPART_SIBL
(5,12),(5,29),0.702504 # DEPENDENCYPART_SIBL
(5,12),(5,31),0.208375 # DEPENDENCYPART_SIBL
(5,12),(5,34),-0.0449936 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.261309 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.100759 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.267656 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.133114 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.154318 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.0136079 # DEPENDENCYPART_SIBL
(5,13),(5,25),-0.113772 # DEPENDENCYPART_SIBL
(5,13),(5,29),-0.302455 # DEPENDENCYPART_SIBL
(5,13),(5,31),-0.111703 # DEPENDENCYPART_SIBL
(5,13),(5,34),-0.00149998 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0494477 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.211091 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.121196 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.0364058 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0109305 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.016105 # DEPENDENCYPART_SIBL
(5,16),(5,29),-0.123277 # DEPENDENCYPART_SIBL
(5,16),(5,31),0.0597721 # DEPENDENCYPART_SIBL
(5,16),(5,34),0.0388972 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0388697 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.0586309 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.163329 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.0420294 # DEPENDENCYPART_SIBL
(5,17),(5,25),-0.114561 # DEPENDENCYPART_SIBL
(5,17),(5,29),-0.19425 # DEPENDENCYPART_SIBL
(5,17),(5,31),0.100907 # DEPENDENCYPART_SIBL
(5,17),(5,34),0.0276707 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0961107 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.0393186 # DEPENDENCYPART_SIBL
(5,19),(5,24),0.015613 # DEPENDENCYPART_SIBL
(5,19),(5,25),-0.031763 # DEPENDENCYPART_SIBL
(5,19),(5,29),-0.126972 # DEPENDENCYPART_SIBL
(5,19),(5,31),0.0464985 # DEPENDENCYPART_SIBL
(5,19),(5,34),0.0325425 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.147203 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.269129 # DEPENDENCYPART_SIBL
(5,20),(5,25),0.120148 # DEPENDENCYPART_SIBL
(5,20),(5,29),-0.00281848 # DEPENDENCYPART_SIBL
(5,20),(5,31),0.129672 # DEPENDENCYPART_SIBL
(5,20),(5,34),0.0262679 # DEPENDENCYPART_SIBL
(5,21),(5,24),0.0542852 # DEPENDENCYPART_SIBL
(5,21),(5,25),0.0558673 # DEPENDENCYPART_SIBL
(5,21),(5,29),-0.059743 # DEPENDENCYPART_SIBL
(5,21),(5,31),0.152883 # DEPENDENCYPART_SIBL
(5,21),(5,34),0.106441 # DEPENDENCYPART_SIBL
(5,24),(5,25),0.611673 # DEPENDENCYPART_SIBL
(5,24),(5,29),0.702504 # DEPENDENCYPART_SIBL
(5,24),(5,31),0.208375 # DEPENDENCYPART_SIBL
(5,24),(5,34),-0.0449936 # DEPENDENCYPART_SIBL
(5,25),(5,29),-0.158285 # DEPENDENCYPART_SIBL
(5,25),(5,31),-0.0230795 # DEPENDENCYPART_SIBL
(5,25),(5,34),-0.0700826 # DEPENDENCYPART_SIBL
(5,29),(5,31),-0.139295 # DEPENDENCYPART_SIBL
(5,29),(5,34),-0.115676 # DEPENDENCYPART_SIBL
(5,31),(5,34),-0.0195639 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0365587 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.200591 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00517178 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0289745 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.010062 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.000820532 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0141951 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00938013 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0216863 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0188127 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00852693 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.00831052 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0260322 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0816641 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0743224 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0473667 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.104177 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0383999 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0648255 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00268033 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0886217 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.113315 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.28102 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.543976 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.260293 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0678219 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.408292 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.499589 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.645046 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.388724 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0580541 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.498241 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.704614 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.216241 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.18366 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.319327 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.41147 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0259361 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.410272 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.557122 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.125008 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0740604 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.585813 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.130443 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.118025 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0106674 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.715537 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0522318 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0121743 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0820795 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.120002 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.000904842 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0313157 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.235362 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0851155 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00996292 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0344456 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0977584 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0229248 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.254504 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0765261 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.04923 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0568271 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.106033 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.189844 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0702817 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.030517 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.108042 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0601782 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.272454 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.158613 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0433977 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0961409 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0850377 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.183718 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0820924 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.149704 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0869573 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.510262 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.357644 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.346294 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0689623 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.25435 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.139739 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.63202 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.494706 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0651026 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0401198 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0725187 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0467222 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.061874 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0245824 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0358463 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0195089 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.0401198 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.0491564 # DEPENDENCYPART_SIBL
(10,1),(10,34),-0.173715 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.258244 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.177352 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.187151 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.120953 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.385582 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.638469 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.012698 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0428311 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0565434 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0540475 # DEPENDENCYPART_SIBL
(10,2),(10,17),7.05652e-05 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0357096 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.00833432 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.023194 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0428311 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0717628 # DEPENDENCYPART_SIBL
(10,2),(10,34),-0.00641433 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0373419 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0300206 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0952864 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0910587 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.13205 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0574521 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0122501 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0534927 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.133272 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.141222 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.123418 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.104513 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0625874 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.0122501 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.0777506 # DEPENDENCYPART_SIBL
(10,3),(10,34),-0.0305665 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.00389685 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0863947 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.10714 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.103787 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0735721 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0633563 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0331563 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0784333 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0193388 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0676859 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0718571 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.015351 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0633563 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0593619 # DEPENDENCYPART_SIBL
