# _root_ `` The earnings were fine and above expectations , '' said Michael W. Blumstein , an analyst at First Boston Corp .
#goldHeads=11,3,4,11,6,4,6,7,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
#predictedHeads=11,3,4,11,6,8,6,4,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
(6,3),(6,9),-0.0316054 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0266151 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0250871 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0739369 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.047888 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0490298 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0316054 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0495804 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.02916 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0720912 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0334423 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0925418 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.150633 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.412796 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0240572 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0141563 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.359609 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.398644 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.408101 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.407422 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0240572 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.416132 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0161582 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.398409 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0608682 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.47326 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00819911 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0123734 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00796612 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0766342 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0233931 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0137817 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0142516 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0123734 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.00572144 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.00462273 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0185753 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.075181 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00301112 # DEPENDENCYPART_SIBL
(6,7),(6,9),7.54146e-05 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0332136 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00933866 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00305863 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0030111 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0030111 # DEPENDENCYPART_SIBL
(6,7),(6,15),7.54146e-05 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00661148 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0796081 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0161791 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.144393 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00156876 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00623922 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0255885 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0215 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0214047 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0214059 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00156876 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0280552 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.00505674 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0547906 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0552298 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0122528 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0283519 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00847134 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00881831 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.00881429 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0435292 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0220446 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0928002 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.00412325 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.00468316 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00647213 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0112486 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.011293 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.011293 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.00825657 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.00837659 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0613235 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.00187515 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0735238 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00998947 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0100344 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0100344 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0476925 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.00626492 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0996336 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.00331909 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.17408 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00596917 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.00597036 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0526328 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0126196 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.020188 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0393551 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0343523 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0187931 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00220798 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0254424 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0029929 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0521778 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0526271 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00265904 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0253841 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.00300773 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0521195 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0509429 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0220446 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0928002 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.00412325 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.00468316 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.00226201 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0533222 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0504643 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0104361 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0148252 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0600694 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00906941 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0338672 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.124351 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0445965 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00335764 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0723709 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.107272 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.100601 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0332781 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00595776 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00340959 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00883739 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0214898 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00399288 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00846567 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0253815 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0506986 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0837789 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0745177 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.158558 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0440819 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.109631 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.825776 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.013638 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0939449 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0940671 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.109631 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0942107 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0479856 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0790969 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0652267 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.105721 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0783572 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.460508 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0520451 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0213712 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0186761 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0690953 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.000211602 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.000200653 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0213712 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.00682442 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0111709 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0167766 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0202796 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0287826 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.179599 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00174091 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00907127 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0129336 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0177986 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.00443735 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00422154 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00907127 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0308744 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0270076 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0346835 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0165131 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.175571 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00294139 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0139083 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00642153 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0508762 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00732178 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00712052 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0139083 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00289616 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0139552 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0228493 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.101348 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.000481093 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00682026 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0454616 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0458335 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0135639 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.013554 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00682026 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0224862 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0358689 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.00710959 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.103367 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0134727 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.000740041 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0238255 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00626393 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00625601 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0134727 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00316489 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0169727 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.021267 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00532477 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0335639 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0208421 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00390143 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00391134 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00532477 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00502085 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0146294 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.024575 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0825475 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0188671 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.044082 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0440697 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0393624 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0907642 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0227938 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0365961 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0247354 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.033641 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0336367 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0274876 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0412547 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0263729 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0289087 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00469774 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00470205 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0657734 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00193643 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.00463689 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.00955926 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0126416 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0154963 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.00827901 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0023229 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0259384 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0159305 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.00823114 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.00232441 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0258905 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0907642 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0227938 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0365961 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.00533145 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.019683 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0153453 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0426514 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0496727 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.030288 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0166238 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0500792 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0357393 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0723889 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.454982 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0156701 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00996756 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.00934415 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0202166 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0965983 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0888052 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0892738 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0113154 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0275365 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0123805 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0261539 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0268693 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0520157 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.132642 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.00871095 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0676459 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.135987 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.135711 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.135111 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0182163 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.111648 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.178373 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0590966 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.142227 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0164814 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0142765 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.011547 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0261356 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.00909201 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.106974 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0307125 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0445229 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0488438 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.049634 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0223876 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0555149 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.00195352 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0630992 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.0467371 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.088764 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0883943 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0646841 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0434625 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0806655 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0517969 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0258807 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0220894 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0217146 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00408951 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0599402 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0766045 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0529287 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0271726 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0280275 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.059723 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.032032 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00983464 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0082104 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00386725 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00743449 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.00782482 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00557384 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0229976 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0471009 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0149293 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.00582296 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0617284 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0618202 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0885823 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0593075 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0512987 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0475073 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0471326 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0232225 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0776104 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.102022 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0887562 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0525906 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0542379 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0106394 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0727229 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.127269 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.126993 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.126394 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00214572 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.112767 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.169576 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0711998 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.133509 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0228261 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0525921 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0150238 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0208342 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0214359 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.302015 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0951193 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0755989 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0410887 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0127006 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0325208 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0611128 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0670644 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0674415 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.123693 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0294162 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0338151 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0304195 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0654725 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.067513 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0752637 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0752673 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0298748 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.063149 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0855652 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0300535 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0839123 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0531068 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0664231 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0397555 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0602938 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.076721 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0264479 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0750681 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0479317 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.037841 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0592424 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0756218 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0253951 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0739689 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0435331 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0116956 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00361561 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0296535 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0099527 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0252113 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0412282 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0314234 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0358046 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0677003 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0361813 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0765669 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0421074 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0254385 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0202335 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0511308 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0856314 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0274052 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00621804 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.00621012 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.00321078 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.018909 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0212211 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.00944665 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00313773 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00314301 # DEPENDENCYPART_SIBL
