# _root_ General unsecured creditors of Maxicare 's discontinued operations , whose claims total $ 110 million , initially will receive $ 17.8 million in cash and $ 10 million in senior notes .
#goldHeads=3,3,18,3,8,5,8,4,3,11,12,3,12,13,13,3,18,0,18,25,20,20,20,23,19,25,26,26,26,31,29,18,
#predictedHeads=3,3,18,3,8,5,8,4,8,11,12,8,12,13,13,18,18,0,18,25,20,20,20,23,19,25,26,26,26,31,29,18,
(5,2),(5,4),-0.053501 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.085189 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.029452 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.00386942 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0186399 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0282522 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.00852645 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0490976 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0203604 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0254812 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0440679 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0157973 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.100283 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0372174 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0589139 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.010482 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0361507 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0187336 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0328709 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0251746 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0179335 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0249335 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.00935414 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00758286 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0409247 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0190305 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.00995953 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.018286 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0112711 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0195019 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00973238 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0131125 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0504728 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00763834 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.00901193 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0279261 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.00611802 # DEPENDENCYPART_SIBL
(7,1),(7,32),-0.00722737 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00377574 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.018418 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00413062 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0107043 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00219378 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0161784 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00203906 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0204927 # DEPENDENCYPART_SIBL
(7,2),(7,25),0.0111161 # DEPENDENCYPART_SIBL
(7,2),(7,32),0.00878439 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0181915 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0937526 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00891956 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00323955 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0178406 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0149174 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0749399 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.00204863 # DEPENDENCYPART_SIBL
(7,3),(7,32),0.0175302 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0687124 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0251166 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.12003 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0112568 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0271354 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.039926 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0126343 # DEPENDENCYPART_SIBL
(7,4),(7,32),-0.00132626 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0228669 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00478403 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00389696 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.00935329 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0738944 # DEPENDENCYPART_SIBL
(7,5),(7,25),0.00952749 # DEPENDENCYPART_SIBL
(7,5),(7,32),0.0209651 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00669455 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0420835 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00916013 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0358645 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0530944 # DEPENDENCYPART_SIBL
(7,8),(7,32),-0.00873216 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00747575 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0364413 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0511812 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.0086628 # DEPENDENCYPART_SIBL
(7,9),(7,32),0.00704452 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0319183 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0480385 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.0549397 # DEPENDENCYPART_SIBL
(7,11),(7,32),-0.0222901 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0546511 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.0678237 # DEPENDENCYPART_SIBL
(7,12),(7,32),0.0102211 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.0229886 # DEPENDENCYPART_SIBL
(7,13),(7,32),-0.00594802 # DEPENDENCYPART_SIBL
(7,25),(7,32),0.00758682 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0433201 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0604995 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0397116 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0668754 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0097669 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0758906 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0463553 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0195269 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0397093 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0148845 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.124822 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.137596 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0463553 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0169694 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.05275 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0422959 # DEPENDENCYPART_SIBL
(8,1),(8,25),0.0608515 # DEPENDENCYPART_SIBL
(8,1),(8,32),-0.0741093 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0235954 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0507924 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.032288 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00175196 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0669751 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0375337 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0151937 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0300061 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.00767599 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.111327 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.121923 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0375337 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.00649764 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0487611 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0325778 # DEPENDENCYPART_SIBL
(8,2),(8,25),0.0607691 # DEPENDENCYPART_SIBL
(8,2),(8,32),-0.056478 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0145065 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00252523 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0264189 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0600747 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0297417 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0272081 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0206049 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0463904 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0727153 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0850155 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0297417 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0229417 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.000543813 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0130755 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.00184572 # DEPENDENCYPART_SIBL
(8,3),(8,32),-0.00467576 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0401401 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.027224 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00117001 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0387136 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00739831 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0345379 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0128296 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0442599 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0754742 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0387136 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0248917 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0287155 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0295372 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.000682338 # DEPENDENCYPART_SIBL
(8,4),(8,32),0.00347669 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0295691 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0611101 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.024468 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0200231 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0273239 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0449755 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0687559 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0810554 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.024468 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0230869 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00171029 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0209444 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.00582091 # DEPENDENCYPART_SIBL
(8,5),(8,32),-0.00344655 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0379206 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.043568 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00909574 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0138933 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00658342 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0530062 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0549826 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.043568 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00576799 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0594874 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0164608 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.0283826 # DEPENDENCYPART_SIBL
(8,6),(8,32),0.0880984 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0201066 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0125028 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0416856 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.051077 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0906361 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0880829 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0201066 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0100135 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0142432 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0371595 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.000861379 # DEPENDENCYPART_SIBL
(8,7),(8,32),0.0328501 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0419735 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0286542 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0145265 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0690464 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.052722 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0726279 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0213769 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0443509 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0206543 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0180271 # DEPENDENCYPART_SIBL
(8,9),(8,32),0.0119634 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00940309 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0232785 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.000112483 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00651909 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0647027 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00982354 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.00540519 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00986225 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0332055 # DEPENDENCYPART_SIBL
(8,11),(8,32),0.0313741 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0119189 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0115178 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0177588 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.037737 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00681321 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0161447 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.00481719 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.0249761 # DEPENDENCYPART_SIBL
(8,12),(8,32),0.0058671 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0325072 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0437231 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0287753 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0204697 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00321872 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0307412 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.0255394 # DEPENDENCYPART_SIBL
(8,13),(8,32),0.0528872 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.00560587 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0275517 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.00724749 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0105172 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0112923 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.00873886 # DEPENDENCYPART_SIBL
(8,14),(8,32),0.0135882 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0277692 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0242584 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.00472545 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0180652 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.0274605 # DEPENDENCYPART_SIBL
(8,15),(8,32),0.00546327 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0213769 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0443509 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0206543 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0180271 # DEPENDENCYPART_SIBL
(8,16),(8,32),0.0119634 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.00387095 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.00650287 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.0057918 # DEPENDENCYPART_SIBL
(8,17),(8,32),0.00949802 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.00859901 # DEPENDENCYPART_SIBL
(8,18),(8,25),-0.0291358 # DEPENDENCYPART_SIBL
(8,18),(8,32),0.0530341 # DEPENDENCYPART_SIBL
(8,19),(8,25),-0.0253999 # DEPENDENCYPART_SIBL
(8,19),(8,32),0.0185944 # DEPENDENCYPART_SIBL
(8,25),(8,32),0.00437436 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0355422 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0316995 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0162798 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0316055 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0326145 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0389949 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0635423 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0758418 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0147637 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.109369 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.000350473 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0525434 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0513725 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0914265 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0888733 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.000251123 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0338943 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0204755 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0375856 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0561055 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0684051 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0160609 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.012131 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.103824 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.125384 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.126544 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0712927 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00978857 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0552018 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.057065 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0236273 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.000189768 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00605128 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0325056 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0437215 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00631422 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0176815 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0124611 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.00775367 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0109224 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.031467 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.00678846 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.00764902 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.00163609 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.00815828 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0058782 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0211895 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0487268 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0367535 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0293391 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.00721949 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.00212555 # DEPENDENCYPART_SIBL
(12,1),(12,25),0.0123051 # DEPENDENCYPART_SIBL
(12,1),(12,29),0.00212555 # DEPENDENCYPART_SIBL
(12,1),(12,32),-0.0030367 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.00258571 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00666978 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.00294059 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0298208 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.00707454 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.00816248 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0122269 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.000724871 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0048348 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00932297 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.000447851 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0277049 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0268717 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.000265492 # DEPENDENCYPART_SIBL
(12,2),(12,23),0.0169166 # DEPENDENCYPART_SIBL
(12,2),(12,25),0.0173031 # DEPENDENCYPART_SIBL
(12,2),(12,29),0.0169166 # DEPENDENCYPART_SIBL
(12,2),(12,32),0.0129751 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.00667112 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0853229 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0113132 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0972932 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0073917 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0917005 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0516597 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0152939 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.00349331 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.00805847 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0168925 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.00310843 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0146884 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.0200065 # DEPENDENCYPART_SIBL
(12,3),(12,25),-0.00132844 # DEPENDENCYPART_SIBL
(12,3),(12,29),-0.0200065 # DEPENDENCYPART_SIBL
(12,3),(12,32),0.014258 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0598531 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0422346 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0662806 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0277757 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0739862 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.00626951 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.035181 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0729825 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.110848 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0208904 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.00245171 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0170281 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0578933 # DEPENDENCYPART_SIBL
(12,4),(12,25),0.00171925 # DEPENDENCYPART_SIBL
(12,4),(12,29),-0.0578933 # DEPENDENCYPART_SIBL
(12,4),(12,32),0.0110301 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0044447 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.10046 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0046541 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0948677 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0506142 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0176124 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00117336 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.00960295 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0173861 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.00502782 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.00797415 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.000728832 # DEPENDENCYPART_SIBL
(12,5),(12,25),0.0102477 # DEPENDENCYPART_SIBL
(12,5),(12,29),-0.000728832 # DEPENDENCYPART_SIBL
(12,5),(12,32),0.0176929 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.00940271 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0245611 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0176749 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0211029 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0426047 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0403826 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0514366 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.00179887 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.039585 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00581622 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.000782643 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.000723188 # DEPENDENCYPART_SIBL
(12,7),(12,29),0.000782643 # DEPENDENCYPART_SIBL
(12,7),(12,32),0.0277567 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.010657 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0974531 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0665807 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0137007 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00508514 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00397205 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0116547 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.000514664 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00618451 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0106999 # DEPENDENCYPART_SIBL
(12,8),(12,25),-0.000375977 # DEPENDENCYPART_SIBL
(12,8),(12,29),0.0106999 # DEPENDENCYPART_SIBL
