# _root_ Even if the gross national product is either flat or in the growth range of 2 % to 2.5 % , `` we can handle that , '' Mr. Marous said .
#goldHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,20,20,20,20,15,24,24,24,31,24,25,31,31,30,31,0,31,
#predictedHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,17,15,15,20,18,24,24,24,31,24,25,31,31,30,31,0,31,
(7,2),(7,15),0.00364952 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0169665 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0169665 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0476432 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.019899 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.0517539 # DEPENDENCYPART_SIBL
(7,2),(7,27),-0.0476432 # DEPENDENCYPART_SIBL
(7,2),(7,28),-0.0425762 # DEPENDENCYPART_SIBL
(7,2),(7,31),-0.00848399 # DEPENDENCYPART_SIBL
(7,2),(7,32),-0.222981 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.055552 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.071304 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0531863 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.138816 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0598764 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0611867 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0255336 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.081157 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0914466 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.21522 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0415035 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0415035 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0038144 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.129807 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.0253066 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.0038144 # DEPENDENCYPART_SIBL
(7,3),(7,28),-0.0434626 # DEPENDENCYPART_SIBL
(7,3),(7,31),-0.154684 # DEPENDENCYPART_SIBL
(7,3),(7,32),-0.138482 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0257114 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0112818 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00905295 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0717173 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0248346 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0447089 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0424564 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0460293 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0675208 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.020791 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.020791 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0263492 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0521649 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.0440787 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.0263492 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0241979 # DEPENDENCYPART_SIBL
(7,4),(7,31),-0.0900022 # DEPENDENCYPART_SIBL
(7,4),(7,32),-0.0270064 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.012061 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0110239 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0706732 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0233676 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0497872 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0500725 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0536454 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0661823 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0285242 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0285242 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0356136 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.055008 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0471102 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.0356136 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.018985 # DEPENDENCYPART_SIBL
(7,5),(7,31),-0.0917391 # DEPENDENCYPART_SIBL
(7,5),(7,32),-0.0267238 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0135966 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0279261 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00819482 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00317675 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0926513 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.105652 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0209169 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0658459 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0658459 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0158292 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0169719 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.0194131 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.0158292 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0193525 # DEPENDENCYPART_SIBL
(7,6),(7,31),-0.012316 # DEPENDENCYPART_SIBL
(7,6),(7,32),-0.00810286 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00852108 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00108677 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0180539 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0164292 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0178215 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00788626 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0354975 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0354975 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0207794 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0294682 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.0251854 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0207794 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.0141304 # DEPENDENCYPART_SIBL
(7,8),(7,31),-0.0313662 # DEPENDENCYPART_SIBL
(7,8),(7,32),-0.0176612 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0257061 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0219071 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0273051 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0303091 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0160296 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0249069 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0249069 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0101132 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0132535 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.0192369 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0101132 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.0279029 # DEPENDENCYPART_SIBL
(7,9),(7,31),-0.00481439 # DEPENDENCYPART_SIBL
(7,9),(7,32),0.0231069 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0455437 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00230285 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00644419 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0320296 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0138913 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0138913 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.000584926 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.00531598 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.0630282 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.000584926 # DEPENDENCYPART_SIBL
(7,10),(7,28),0.0252453 # DEPENDENCYPART_SIBL
(7,10),(7,31),0.00871164 # DEPENDENCYPART_SIBL
(7,10),(7,32),0.0226686 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00463848 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0152641 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0710858 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0508151 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0508151 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0161001 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0209937 # DEPENDENCYPART_SIBL
(7,11),(7,24),0.00134471 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.0161001 # DEPENDENCYPART_SIBL
(7,11),(7,28),-0.0644442 # DEPENDENCYPART_SIBL
(7,11),(7,31),-0.0792614 # DEPENDENCYPART_SIBL
(7,11),(7,32),-0.0660199 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0319335 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0271773 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0205947 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0205947 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0218894 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.00098813 # DEPENDENCYPART_SIBL
(7,13),(7,24),0.00733582 # DEPENDENCYPART_SIBL
(7,13),(7,27),0.0218894 # DEPENDENCYPART_SIBL
(7,13),(7,28),0.0282462 # DEPENDENCYPART_SIBL
(7,13),(7,31),-0.0052768 # DEPENDENCYPART_SIBL
(7,13),(7,32),0.0395752 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0254278 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.03339 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.03339 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.00219563 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0147291 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0108145 # DEPENDENCYPART_SIBL
(7,14),(7,27),0.00219563 # DEPENDENCYPART_SIBL
(7,14),(7,28),-0.0129817 # DEPENDENCYPART_SIBL
(7,14),(7,31),-0.0399013 # DEPENDENCYPART_SIBL
(7,14),(7,32),0.00201336 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.076732 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.076732 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0405044 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0752571 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.00272449 # DEPENDENCYPART_SIBL
(7,15),(7,27),-0.0405044 # DEPENDENCYPART_SIBL
(7,15),(7,28),-0.091348 # DEPENDENCYPART_SIBL
(7,15),(7,31),-0.0942565 # DEPENDENCYPART_SIBL
(7,15),(7,32),-0.0486028 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0568178 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.00914537 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.0436878 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0459361 # DEPENDENCYPART_SIBL
(7,17),(7,27),0.00914537 # DEPENDENCYPART_SIBL
(7,17),(7,28),-0.0432747 # DEPENDENCYPART_SIBL
(7,17),(7,31),-0.0629612 # DEPENDENCYPART_SIBL
(7,17),(7,32),-0.0310184 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.00914537 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.0436878 # DEPENDENCYPART_SIBL
(7,20),(7,24),-0.0459361 # DEPENDENCYPART_SIBL
(7,20),(7,27),0.00914537 # DEPENDENCYPART_SIBL
(7,20),(7,28),-0.0432747 # DEPENDENCYPART_SIBL
(7,20),(7,31),-0.0629612 # DEPENDENCYPART_SIBL
(7,20),(7,32),-0.0310184 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.0360473 # DEPENDENCYPART_SIBL
(7,21),(7,24),0.130064 # DEPENDENCYPART_SIBL
(7,21),(7,27),0.0491599 # DEPENDENCYPART_SIBL
(7,21),(7,28),0.0565859 # DEPENDENCYPART_SIBL
(7,21),(7,31),-0.00784647 # DEPENDENCYPART_SIBL
(7,21),(7,32),0.008903 # DEPENDENCYPART_SIBL
(7,22),(7,24),0.0785212 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.0369791 # DEPENDENCYPART_SIBL
(7,22),(7,28),0.13761 # DEPENDENCYPART_SIBL
(7,22),(7,31),-0.00701198 # DEPENDENCYPART_SIBL
(7,22),(7,32),-0.00466141 # DEPENDENCYPART_SIBL
(7,24),(7,27),0.0190399 # DEPENDENCYPART_SIBL
(7,24),(7,28),0.00993552 # DEPENDENCYPART_SIBL
(7,24),(7,31),0.00888461 # DEPENDENCYPART_SIBL
(7,24),(7,32),0.00692961 # DEPENDENCYPART_SIBL
(7,27),(7,28),0.0565859 # DEPENDENCYPART_SIBL
(7,27),(7,31),-0.00784647 # DEPENDENCYPART_SIBL
(7,27),(7,32),0.008903 # DEPENDENCYPART_SIBL
(7,28),(7,31),-0.0327545 # DEPENDENCYPART_SIBL
(7,28),(7,32),-0.0632782 # DEPENDENCYPART_SIBL
(7,31),(7,32),0.0274931 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0267679 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0125551 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.031564 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.12667 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0571931 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00437246 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0467327 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00449463 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0125384 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0277634 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.126445 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0563044 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00872465 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0387395 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00655977 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0424452 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0596112 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0554053 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0227065 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.150714 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0657176 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0290994 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0680969 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0447686 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0473227 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0705476 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00168465 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.044407 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00958158 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0678148 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0377016 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0139312 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0566687 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0143227 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0142905 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00116486 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0163781 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0165612 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0348349 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0788788 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0123284 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.046758 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00703298 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0122525 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0143776 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0384022 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0658738 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0536746 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0670633 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0479512 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0489436 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00607598 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0264234 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.000469349 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.0260695 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0536579 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0663671 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.047063 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.044592 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00191638 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0284891 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.00201504 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.025694 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0600691 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0287957 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0563811 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0152848 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00600195 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.029953 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0135879 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0214515 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0689733 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0256489 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00122032 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.00685825 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.0357161 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00637404 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00329798 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00771632 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0145133 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0108755 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0506632 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0283597 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.024017 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.0112984 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0049384 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.00998086 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.00982624 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.00359132 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.057022 # DEPENDENCYPART_SIBL
(9,24),(9,25),0.00659141 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0266563 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0241125 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0116918 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0181748 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.014287 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0250962 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0530476 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0122758 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0325488 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0440667 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0277337 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0146505 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0320186 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0502233 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0569942 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0569942 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0563648 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.00828522 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.0301082 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.0563648 # DEPENDENCYPART_SIBL
(10,1),(10,28),0.00743961 # DEPENDENCYPART_SIBL
(10,1),(10,31),0.00318173 # DEPENDENCYPART_SIBL
(10,1),(10,32),-0.0650536 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0178374 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0357282 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0420058 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00487464 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.00317839 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.00744108 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0353498 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.189991 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0232925 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0805662 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0889647 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0862435 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0192766 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0515339 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0515339 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.00758728 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.00225826 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.0162632 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.00758728 # DEPENDENCYPART_SIBL
(10,2),(10,28),-0.0240863 # DEPENDENCYPART_SIBL
(10,2),(10,31),0.0314649 # DEPENDENCYPART_SIBL
(10,2),(10,32),-0.154125 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0195729 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.00947 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0066741 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0291743 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0371612 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.018843 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0650861 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.026044 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.125637 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.103028 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.445095 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.00138095 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.136728 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.136728 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0133912 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0282485 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.0661202 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0133912 # DEPENDENCYPART_SIBL
(10,3),(10,28),0.0273996 # DEPENDENCYPART_SIBL
(10,3),(10,31),-0.0437053 # DEPENDENCYPART_SIBL
(10,3),(10,32),-0.165704 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0127242 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.015954 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0274254 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0256197 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00880051 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0135155 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0108813 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0290582 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0116527 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.015134 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.032929 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0353053 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0353053 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.00563521 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0301805 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.0013836 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.00563521 # DEPENDENCYPART_SIBL
(10,4),(10,28),0.0369166 # DEPENDENCYPART_SIBL
(10,4),(10,31),-0.0423097 # DEPENDENCYPART_SIBL
(10,4),(10,32),-0.0746937 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0186951 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0300837 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0251681 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00542148 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00267812 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0173493 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0117664 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00563909 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0195695 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0253644 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.017899 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.017899 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.021044 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0214143 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.00895061 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.021044 # DEPENDENCYPART_SIBL
(10,5),(10,28),0.0362063 # DEPENDENCYPART_SIBL
(10,5),(10,31),-0.0514048 # DEPENDENCYPART_SIBL
(10,5),(10,32),-0.0794166 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0222772 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00607032 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0361855 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0378369 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0797357 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0889243 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0687367 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0115598 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0473681 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0824873 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0824873 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0289808 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.000162169 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.00581737 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0289808 # DEPENDENCYPART_SIBL
(10,6),(10,28),-0.00624514 # DEPENDENCYPART_SIBL
