# _root_ Dun & Bradstreet Corp. said business failures fell 17.8 % to 11,586 in the third quarter from 14,099 in the year-earlier period .
#goldHeads=2,4,2,5,0,7,8,5,10,8,8,11,11,16,16,13,8,17,17,22,22,19,5,
#predictedHeads=2,4,2,5,0,7,8,5,10,8,8,11,8,16,16,13,8,17,17,22,22,19,5,
(7,8),(7,13),-0.0104306 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0198156 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.02193 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00982871 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00487676 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0171253 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00151054 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.03391 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0283444 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00263854 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00487676 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0246732 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0576875 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0481051 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0121876 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0381307 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.061953 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.042462 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.00798352 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.110066 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.042462 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.041157 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0170948 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0111005 # DEPENDENCYPART_SIBL
(8,1),(8,17),7.63958e-05 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.041157 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.00159671 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.0122942 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0605716 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.044421 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0563377 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0321929 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0446123 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0467868 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.010185 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0271558 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0506817 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.010185 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0500318 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00956797 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0248419 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0213045 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0500318 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.020354 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0273728 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.0127822 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.049506 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0121876 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0395126 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.063335 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.042462 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00588166 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.110066 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.042462 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0389312 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0170948 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.00899862 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00119261 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0389312 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.00159675 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0101923 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0605968 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0275404 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0324942 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0556907 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0220672 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0100343 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0507805 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0220672 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.112453 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.016073 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00908941 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0650044 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.112453 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.000576007 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.00742907 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.056298 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0219376 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00933958 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0629462 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0631123 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0364286 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0629462 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0841384 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00282993 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0340637 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0346774 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0841384 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.00918579 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0316243 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0578667 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0586135 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0499202 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0128069 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0959727 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0499202 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0278018 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0405975 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0238178 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0127059 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0278018 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.025116 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0250119 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0990488 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0575982 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0220519 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.130319 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0575982 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00324391 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0316882 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0248122 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0302494 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.00324391 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0161901 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0260059 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0838103 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00994157 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0273316 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0211852 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00331735 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0217306 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00961836 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0303454 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.00331735 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.018937 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0146254 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0450257 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0137379 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0137493 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0138408 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.050222 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0455663 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0285643 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0138408 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0471227 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.050294 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.00665 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00658006 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0141443 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00512954 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.00846179 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.181177 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0141443 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.00233132 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.00051586 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0800788 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00331735 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0217306 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00961836 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0303454 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.00331735 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.018937 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0146254 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0450257 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0390737 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.00049589 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0508931 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0875989 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0362413 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.00139891 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0234146 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0269805 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0124329 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.00276412 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0592402 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.0331472 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0112977 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0118238 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.00881953 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0351359 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0354283 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0229927 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0471656 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0194691 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.00112558 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0393276 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0362413 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.00139891 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0234146 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0378886 # DEPENDENCYPART_SIBL
(8,21),(8,23),0.00689859 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.0132135 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.032305 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0156923 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.032305 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0101572 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0271991 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0138404 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0152875 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.00353608 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00843882 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.012376 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.00997152 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0138615 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0165555 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0660651 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0511194 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0976334 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0870979 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0660651 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0511194 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.082478 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0105098 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0128946 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.00214747 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0232562 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0143084 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00106735 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.155424 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.10581 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.147019 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00808713 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.20052 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.10581 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.147019 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0281861 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0351767 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0029786 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00972847 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0192715 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0285163 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0213059 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.105054 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0350331 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0155666 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0798356 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.105054 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0350331 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.000404495 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0453679 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0333431 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0202844 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0231367 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.117345 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.066231 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0627154 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0238114 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.130336 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.066231 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0627154 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.00346905 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0206921 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00145115 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00627628 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.108862 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0782129 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0693242 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0138295 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.135046 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0782129 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0693242 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.00651377 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0138778 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0368121 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0138847 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.097087 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0149541 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0335801 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.069794 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.097087 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0149541 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.018418 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0526134 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0190556 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00552781 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0538276 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0232312 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.180266 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.00552781 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0538276 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.00877196 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0485421 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0499004 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0240299 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00614197 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0926908 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0499004 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0240299 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.00956172 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0805859 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0219932 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0541154 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0598638 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0136622 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0219932 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0548815 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.00316812 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0192333 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0709802 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0107722 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00863403 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0223288 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0220349 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0148663 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0115536 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.025935 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.041946 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0235105 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0386018 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0281596 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0121855 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0795421 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0219932 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0548815 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.00316812 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.0223288 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0220349 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0161283 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0272731 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.123237 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.013243 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0299712 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0363622 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.013243 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0286683 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00452731 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0861102 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0213265 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0266993 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0861102 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0151418 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0118606 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0423547 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.00888749 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0118606 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0407557 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0222366 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0249942 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0367627 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0184736 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.048375 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0254028 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0974838 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0292115 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0322251 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0184736 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0223486 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.156555 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0868531 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0978986 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0548083 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.197816 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0591828 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.147674 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0868531 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.196521 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.118713 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.150472 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0285592 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0109464 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0778114 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0879804 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.00360078 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.150472 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.07163 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00476283 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00888318 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.031172 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0895746 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0527115 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0726164 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.00476283 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0941243 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0204278 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.000999172 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0172942 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0148111 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0138404 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0375091 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0217164 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00333929 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00961612 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0334709 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0215549 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0474681 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0109231 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0143749 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00233273 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0287717 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0209702 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0149547 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0063455 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.02231 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.00789265 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0188623 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.034235 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0114242 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0300003 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0101572 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.00606936 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0217164 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.078022 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.02099 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.036109 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0263866 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0316033 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0154128 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0177329 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0229753 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0373471 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.000430618 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0225271 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0254842 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0546616 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00582761 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00467561 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0385867 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0770052 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0613282 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0150897 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0671194 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0214918 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0436153 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0840395 # DEPENDENCYPART_SIBL
