# _root_ These mainly involved such areas as materials -- advanced soldering machines , for example -- and medical developments derived from experimentation in space , such as artificial blood vessels .
#goldHeads=3,3,0,5,3,5,16,11,11,11,7,11,11,13,11,6,18,16,18,19,20,21,22,18,26,18,29,29,26,3,
#predictedHeads=3,3,0,5,3,5,6,16,11,11,16,16,16,13,16,7,18,16,18,19,20,21,22,21,26,21,29,29,26,3,
(3,10),(3,16),-0.0208188 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0392373 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.00604395 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0197356 # DEPENDENCYPART_SIBL
(3,10),(3,22),0.0180812 # DEPENDENCYPART_SIBL
(3,10),(3,24),0.0123473 # DEPENDENCYPART_SIBL
(3,10),(3,26),-0.0361061 # DEPENDENCYPART_SIBL
(3,10),(3,30),-0.0118832 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.00249787 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0420445 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0217513 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.00518889 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0397772 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.0325913 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.0183792 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.00276155 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.00856879 # DEPENDENCYPART_SIBL
(3,11),(3,24),-0.00249787 # DEPENDENCYPART_SIBL
(3,11),(3,26),-0.0243742 # DEPENDENCYPART_SIBL
(3,11),(3,30),-0.0065791 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.00110223 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0161711 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0211692 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0147653 # DEPENDENCYPART_SIBL
(3,12),(3,17),-0.00169088 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.0173096 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.0350277 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.00629835 # DEPENDENCYPART_SIBL
(3,12),(3,24),0.0103415 # DEPENDENCYPART_SIBL
(3,12),(3,26),-0.0271134 # DEPENDENCYPART_SIBL
(3,12),(3,30),-0.00809094 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0328864 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.0488753 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.0531684 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0473238 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.039991 # DEPENDENCYPART_SIBL
(3,13),(3,20),-0.117524 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.0231237 # DEPENDENCYPART_SIBL
(3,13),(3,24),-0.0149721 # DEPENDENCYPART_SIBL
(3,13),(3,26),-0.107037 # DEPENDENCYPART_SIBL
(3,13),(3,30),-0.0299691 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.00510195 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0398564 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0326808 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.0180613 # DEPENDENCYPART_SIBL
(3,14),(3,20),0.0169506 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.0132542 # DEPENDENCYPART_SIBL
(3,14),(3,24),0.00475806 # DEPENDENCYPART_SIBL
(3,14),(3,26),-0.0136823 # DEPENDENCYPART_SIBL
(3,14),(3,30),-0.0180741 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.0163459 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.0261221 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.00919971 # DEPENDENCYPART_SIBL
(3,15),(3,20),-0.00328849 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.00623214 # DEPENDENCYPART_SIBL
(3,15),(3,24),-0.0141085 # DEPENDENCYPART_SIBL
(3,15),(3,26),-0.0235696 # DEPENDENCYPART_SIBL
(3,15),(3,30),-0.0165665 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.0114167 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.00417552 # DEPENDENCYPART_SIBL
(3,16),(3,20),0.0211981 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.00574248 # DEPENDENCYPART_SIBL
(3,16),(3,24),-0.0105941 # DEPENDENCYPART_SIBL
(3,16),(3,26),-0.00567187 # DEPENDENCYPART_SIBL
(3,16),(3,30),0.00272653 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.00607516 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.019781 # DEPENDENCYPART_SIBL
(3,17),(3,22),0.0180358 # DEPENDENCYPART_SIBL
(3,17),(3,24),0.0122841 # DEPENDENCYPART_SIBL
(3,17),(3,26),-0.0361513 # DEPENDENCYPART_SIBL
(3,17),(3,30),-0.0119253 # DEPENDENCYPART_SIBL
(3,19),(3,20),-0.0374838 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.00618169 # DEPENDENCYPART_SIBL
(3,19),(3,24),-0.00639136 # DEPENDENCYPART_SIBL
(3,19),(3,26),-0.0410226 # DEPENDENCYPART_SIBL
(3,19),(3,30),-1.80785e-05 # DEPENDENCYPART_SIBL
(3,20),(3,22),-0.0401979 # DEPENDENCYPART_SIBL
(3,20),(3,24),0.012681 # DEPENDENCYPART_SIBL
(3,20),(3,26),-0.0851787 # DEPENDENCYPART_SIBL
(3,20),(3,30),-0.00640253 # DEPENDENCYPART_SIBL
(3,22),(3,24),-0.0303932 # DEPENDENCYPART_SIBL
(3,22),(3,26),-0.101847 # DEPENDENCYPART_SIBL
(3,22),(3,30),-0.0587007 # DEPENDENCYPART_SIBL
(3,24),(3,26),-0.0271134 # DEPENDENCYPART_SIBL
(3,24),(3,30),-0.00809094 # DEPENDENCYPART_SIBL
(3,26),(3,30),-0.0101579 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.00878781 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0824301 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0352749 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0295083 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0301418 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.162484 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.00094764 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0233378 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0233378 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.111248 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0434447 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0408447 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.000506563 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.000117274 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0176844 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0123485 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0767502 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0107504 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.229225 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0903862 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.00799788 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0843877 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0828231 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0905403 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.136058 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0714384 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0896904 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.00799788 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0521817 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.091397 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0173942 # DEPENDENCYPART_SIBL
(5,1),(5,30),-0.060403 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.000878436 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00548 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0728822 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00254359 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0207626 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0301484 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.029814 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.00521357 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0618507 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0607971 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.00309404 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0207626 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.00251803 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.00291578 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.0133992 # DEPENDENCYPART_SIBL
(5,2),(5,30),0.0278599 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.00140118 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0394222 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0152599 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0170723 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0521999 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.050128 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0210236 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0315217 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00951197 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0225338 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0170723 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.00422357 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0196966 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0330347 # DEPENDENCYPART_SIBL
(5,3),(5,30),0.0381985 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0333133 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.050805 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.00278567 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00634151 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0060043 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.045036 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0889738 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0777272 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0482557 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.00278567 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.104086 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0480584 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0310577 # DEPENDENCYPART_SIBL
(5,4),(5,30),-0.06593 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0119994 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00187813 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0289882 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0271269 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.012305 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0208347 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0126884 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0113095 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.00187813 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0194846 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0107014 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0230699 # DEPENDENCYPART_SIBL
(5,6),(5,30),0.058719 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0280426 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00721111 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.00708535 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0151152 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0147661 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0262153 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0126108 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0280426 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0371702 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0123459 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.015962 # DEPENDENCYPART_SIBL
(5,7),(5,30),0.0267094 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0340154 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0344823 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0611593 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0362135 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0456946 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0619879 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.146097 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0342691 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0623783 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0221302 # DEPENDENCYPART_SIBL
(5,8),(5,30),0.119262 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0159006 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0166719 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0153789 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0068831 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0116359 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.00420056 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0287041 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0112079 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.00230737 # DEPENDENCYPART_SIBL
(5,9),(5,30),-0.00238978 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0165016 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.016023 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00671468 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0114656 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0040799 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.02858 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0110376 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.00218503 # DEPENDENCYPART_SIBL
(5,10),(5,30),-0.00138769 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0130683 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0353215 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.00600488 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0279327 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.037287 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.00573991 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0180077 # DEPENDENCYPART_SIBL
(5,11),(5,30),0.0181978 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.00669599 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0293137 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0333922 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.00818127 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0309496 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.00126743 # DEPENDENCYPART_SIBL
(5,12),(5,30),-0.0123347 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0362908 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0156784 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.00537722 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0370815 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0278684 # DEPENDENCYPART_SIBL
(5,13),(5,30),0.0587581 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0276952 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0375146 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0126896 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0179324 # DEPENDENCYPART_SIBL
(5,14),(5,30),0.014132 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0342691 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0623783 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0221302 # DEPENDENCYPART_SIBL
(5,15),(5,30),0.119262 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0319342 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0160514 # DEPENDENCYPART_SIBL
(5,16),(5,30),0.000944319 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0178084 # DEPENDENCYPART_SIBL
(5,18),(5,30),0.0190734 # DEPENDENCYPART_SIBL
(5,19),(5,30),-0.00488888 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0904169 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0193044 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.166566 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.162848 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.162851 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0253309 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.166566 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.428739 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00983086 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0173867 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.000140003 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.000509447 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00996437 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0173867 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0403943 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00927011 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0257565 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0263569 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0704764 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.00927011 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.13495 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00556024 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00554136 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0075775 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0207951 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0461405 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0282503 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0383986 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0252684 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0694301 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0383571 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.025259 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.069419 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.00945663 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.135149 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0461405 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0124137 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0769837 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.00704492 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00460333 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0112445 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00695677 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0828871 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0813225 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0885194 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.116294 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0688839 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0876694 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.00695677 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.051107 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.081355 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.089376 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.00809197 # DEPENDENCYPART_SIBL
(7,1),(7,30),-0.0592838 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0015479 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.00751416 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00353756 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0469583 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.020772 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0296795 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0293451 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00422432 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0435509 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0589541 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0021048 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.020772 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.00257104 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0293838 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.00192654 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.00623869 # DEPENDENCYPART_SIBL
(7,2),(7,30),0.0279463 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00158516 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0383927 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0068747 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0170442 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0517122 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0496404 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0200069 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0132107 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00764497 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0215171 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0170442 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.00416508 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0496728 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0186799 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0258554 # DEPENDENCYPART_SIBL
(7,3),(7,30),0.0383281 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0751382 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0128586 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00723029 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00103858 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.000701376 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0390929 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0596909 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0701024 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0423125 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.00723029 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.108561 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.000967163 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0421152 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0194208 # DEPENDENCYPART_SIBL
(7,4),(7,30),-0.0613829 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0359834 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0242841 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00785662 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00715277 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0321594 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0512874 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0420545 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0227801 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0242841 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0106794 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.00726999 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0223055 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0208623 # DEPENDENCYPART_SIBL
(7,5),(7,30),0.00535257 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00848003 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.071135 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.070799 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0412684 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0754606 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0443085 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0432288 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.00848003 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0467781 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0708317 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0430499 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.000557126 # DEPENDENCYPART_SIBL
(7,6),(7,30),-0.0120551 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0340154 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0344823 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0615587 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0357291 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0433147 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0623874 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.146097 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0342692 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0344669 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0627777 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0179704 # DEPENDENCYPART_SIBL
(7,8),(7,30),0.119338 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0159006 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0162724 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0158633 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00450316 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0112364 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00420056 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.028704 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.015916 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0108085 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.00185237 # DEPENDENCYPART_SIBL
(7,9),(7,30),-0.00231354 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0161021 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0165073 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00433474 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0110661 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0040799 # DEPENDENCYPART_SIBL
