# _root_ Hughes Aircraft Co. , a General Motors Corp. unit , said the Intelsat VI commercial communications satellite is set to be launched Friday .
#goldHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
#predictedHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
(9,2),(9,18),0.0126686 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.04151 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.140365 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0639586 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0112959 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.02254 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00796529 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0132532 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0267037 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.11829 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00922361 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00552776 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0124285 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.00684247 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0143794 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0246767 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0328661 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.023928 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0332483 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0815313 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0787529 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.133119 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0255727 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0741753 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0255745 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0322084 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0387644 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.112978 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0984364 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0913645 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0765078 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.27326 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0334632 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0266405 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.102147 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0258092 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.258979 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.00189388 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0147335 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00195701 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0679322 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00104483 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.114849 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0087192 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0028187 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0119244 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0209992 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0136999 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.03019 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0161109 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0127141 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.11098 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.018317 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00111795 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.015112 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00785657 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0133363 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0445868 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0458727 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.136268 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00611634 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0121379 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0101827 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0308689 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.00276262 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0150891 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00623042 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0562535 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0604316 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.056253 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0324646 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0361442 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0101512 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00401367 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.029923 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00401555 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00701389 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0119588 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0225374 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0343219 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0225376 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0443009 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0284196 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0188019 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0167447 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0243849 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.000696186 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.000514418 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0253118 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.00564406 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.026631 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.000255098 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0432269 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.133183 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.140447 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0124014 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.077857 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.140734 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.134118 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.124484 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.162405 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0124014 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.129472 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.132899 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.132899 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0616356 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.154779 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.133018 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0250064 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.00614204 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0752943 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0452947 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.00285676 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.100196 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0195772 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.150197 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0188392 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0842857 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.150502 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.143885 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.134251 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.172173 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0188392 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.1335 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.123686 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.123686 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0788355 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.145567 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.123806 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0171872 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0139605 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0803128 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0524525 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.00496174 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.0909837 # DEPENDENCYPART_SIBL
(11,2),(11,24),-0.00483494 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.00527654 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0783002 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.136502 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.129861 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.113913 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.158567 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00527654 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.130118 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.150199 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.150199 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0595398 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.172859 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.150318 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0078421 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0221182 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0724386 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0615474 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0131162 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.117671 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.0563668 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0298302 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.00204822 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.00658162 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0252685 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0233134 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0351173 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.109253 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0214372 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0214372 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0539378 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00659629 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0243081 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0105126 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0203622 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0444819 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0471432 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.00185893 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.0457331 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0325208 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.040177 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.045018 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0371253 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0720565 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.15926 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0629093 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0549617 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0549617 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0312426 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.063168 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0529198 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00365876 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0074211 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.00352401 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0288793 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.00659175 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0434551 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0152729 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.126677 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.113881 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.151749 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0106846 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.136379 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.153583 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.153583 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0704067 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.175463 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.153703 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0190117 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0127353 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.083212 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0508114 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.00415137 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.12088 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.00386763 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.112891 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.151065 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0245553 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.105267 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.104533 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.104533 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0373704 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.126413 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.104652 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0560683 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0249198 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0499432 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0142379 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0339186 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0718298 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0521113 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.160957 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00059866 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.128648 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.134726 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.134726 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0427344 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.156607 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.135708 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0338707 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0041635 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.116949 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0402555 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.013148 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0978564 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0365626 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0350487 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.137054 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.134046 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.134046 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0739575 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.155926 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.134166 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00723228 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0238345 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.096 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0629947 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0148357 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.101343 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.00619359 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.109253 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0214372 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0214372 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0539378 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00659629 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0243081 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0105126 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0203622 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0444819 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0471432 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.00185893 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0457331 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0325208 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.036789 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.036789 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0415013 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0367936 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0377796 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0797523 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0721039 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0466204 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0837816 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0568913 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.00947422 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0608865 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0653203 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0642006 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0612118 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0685832 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0753335 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0920197 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0504725 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0933118 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0693154 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0021731 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0435331 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0642006 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0612118 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0685832 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0753335 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0920197 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0504725 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0933118 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0693154 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0021731 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.0435331 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0337525 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0346632 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0819723 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0526711 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0164373 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0638923 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0366208 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.00502926 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.0577997 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0687998 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0804749 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0971612 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0554486 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0984532 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0744569 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.00232047 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.0499887 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0803282 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0970144 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0516535 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0983065 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0743102 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.00353323 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.0439429 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.124163 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0969505 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.138117 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.10943 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.0261773 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.0179841 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0876715 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.100719 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.072684 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.00799444 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0118443 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0512877 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0620976 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.0163568 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.0712847 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0837772 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.00589545 # DEPENDENCYPART_SIBL
(11,21),(11,24),0.007485 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.0150988 # DEPENDENCYPART_SIBL
(11,22),(11,24),0.00602734 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.00605083 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.000548738 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0539713 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.169102 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.234901 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0207515 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0206466 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.000960314 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.023495 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0201325 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0296697 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0168123 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0132806 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0240682 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0159953 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0150084 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0995397 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00635614 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0252511 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.050107 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0267255 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0466787 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0539713 # DEPENDENCYPART_SIBL
(14,12),(14,16),1.22454e-05 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00111111 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.169102 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.234901 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.177926 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.153213 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0325834 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0102013 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00568045 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0136671 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0194723 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.072645 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.00465958 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.00120489 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0118914 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00255008 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.000998807 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.023495 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0201325 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.00148332 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.00436633 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.00515967 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00748095 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0189443 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00266267 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0117748 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0178291 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0100292 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0228927 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.00128577 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0157232 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0217775 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.00320094 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0296697 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0487507 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0533714 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0442211 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.00778162 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.00252082 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0152132 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.028487 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0189455 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0223942 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0258287 # DEPENDENCYPART_SIBL
