# _root_ Du Pont , unlike companies hurt badly by sharp price declines for basic chemicals and plastics , is benefiting from its broad range of businesses .
#goldHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
#predictedHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
(6,4),(6,8),-0.0507815 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0385691 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0389975 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0301517 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0142746 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0392391 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0250299 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0155458 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0286684 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0935397 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0454386 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0393061 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.0143322 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0128378 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.14831 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0288802 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00787313 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0185914 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0253646 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0276204 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0212117 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0751098 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.021613 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0330112 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.00354109 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.011137 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0327082 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0123976 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00659376 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0262329 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0284595 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00884846 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00581281 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0359032 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0261176 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0323649 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00467593 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0542756 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0203125 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.0279536 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0376702 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.000868423 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00157933 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.00533672 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0372016 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.00803819 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0381402 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.00448345 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.00692099 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0812002 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0304654 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.079208 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0310431 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0306787 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0156152 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0580166 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0369029 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0300077 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0345858 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.019622 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.052479 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.012307 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.0125898 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0264423 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0500742 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0351539 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0415493 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0335182 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0392204 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0218695 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0248995 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0241193 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.0283193 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0284296 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.032318 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0437733 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0419124 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0414444 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.00442426 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0223612 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0222977 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.0105667 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0400593 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0164961 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0541142 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0129414 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.000985495 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0884705 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0317124 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.0244571 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0409015 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0318259 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0385844 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0172072 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0542927 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0141207 # DEPENDENCYPART_SIBL
(6,13),(6,26),-0.014403 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.045878 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0388716 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.00944424 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0252038 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0251403 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.0163584 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0223172 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.000298804 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0217584 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0136713 # DEPENDENCYPART_SIBL
(6,15),(6,26),0.00576989 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.00302302 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.024938 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0248745 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.015025 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0446916 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0359909 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.00473436 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0498829 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.00945051 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.00626473 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0290802 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0858263 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0245462 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0399402 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0394915 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0484704 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.177794 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.198167 # DEPENDENCYPART_SIBL
(7,1),(7,12),4.03426e-05 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.19892 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0900616 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.199849 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0945917 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0298736 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.00890242 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0851237 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0243669 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0395972 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0352081 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0483827 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.179264 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.199638 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.00362271 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.200391 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0952073 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.201319 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0756742 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0298191 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.00394634 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0465996 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.024647 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0595714 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0852485 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.212445 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.221674 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0176251 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.222006 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.182907 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.2244 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.578567 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0712743 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0178973 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0128558 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.16227 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0918488 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0742519 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0761007 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.13588 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0776632 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0553168 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.076292 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.080674 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0527123 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.11878 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0657422 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0294366 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.185581 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.205955 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0241129 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.206705 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.110288 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.207637 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0482334 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0342687 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0343887 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0441662 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00150186 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00328596 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0380542 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00293084 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00936019 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.00228701 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0374918 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0112054 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.00596767 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.017715 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0164482 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0502133 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0164693 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0193885 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0164482 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00371392 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.05785 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.0557849 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0371538 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00932511 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0411961 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0464919 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0411538 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0195876 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0133603 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0502397 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0173789 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0432711 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.051554 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0432288 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00762798 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.01391 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0494749 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0174233 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00336864 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0180672 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0069758 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0172424 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.0208287 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.052062 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0386063 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0155725 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0142218 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.046847 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0359261 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0176782 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.017939 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.0257111 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.00888534 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0142215 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.0475108 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0533319 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0211311 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0559717 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.059122 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0559554 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.023857 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0591472 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0579111 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0226636 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0235391 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0562689 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0356072 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0573766 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.123207 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0324449 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.00597131 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0418205 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0537227 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0163967 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00303023 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0823217 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0514734 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00420971 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00223487 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00539879 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0870472 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0303906 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0875617 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0385079 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0726371 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0688358 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0218178 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0385093 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0683481 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0400013 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0691759 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.19978 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0726783 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0541065 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0705079 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0693091 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0374652 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.028937 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0693289 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.109171 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0693091 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0032741 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0108498 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0263304 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.118709 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0344127 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0457049 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.12275 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.189043 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.122709 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0144725 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0228927 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0221504 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0225436 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0416018 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.123256 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.191564 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.123215 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00547399 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0198269 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0190896 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0160166 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0328951 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0789008 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0322538 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00518577 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0618213 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0321737 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.070409 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.10917 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0703892 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.00156508 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0108458 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0308399 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.19089 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.116432 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0146002 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0183228 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0211947 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.079315 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0174316 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0223145 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0732033 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.00772573 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0185103 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0200557 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0284445 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0213631 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0286227 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0168173 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00818782 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0250952 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0492283 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0352712 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0131207 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00362481 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00655253 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0162803 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0109915 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0288187 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0823099 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00328391 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0107806 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0116667 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0763864 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0362594 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0262456 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0284552 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00838336 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0402128 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0191768 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0182685 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0540483 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0175665 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0319554 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.082039 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.00991305 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0317864 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0028783 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.031478 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.00361991 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0202729 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.01058 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0116562 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0186069 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.00570485 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.00725172 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0185409 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.00815597 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0186734 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0100997 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0246031 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0703096 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.00546039 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0472092 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.034412 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0653183 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0498095 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.05471 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0249413 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0276687 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.167612 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0755542 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0434119 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0697669 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0410364 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0850844 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0383999 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.00978173 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.137434 # DEPENDENCYPART_SIBL
(11,3),(11,26),-0.00888883 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.00200199 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0104033 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0109312 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0198731 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0122528 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.001246 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0259264 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0201129 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.000356996 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.00615314 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00173638 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0227857 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0239741 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0159663 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0348537 # DEPENDENCYPART_SIBL
(11,4),(11,26),-0.00880927 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0120954 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00480341 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0107604 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.00385904 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0107916 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0433757 # DEPENDENCYPART_SIBL
