# _root_ While Allianz officials were n't willing to comment in any detail on their plans , they said Allianz currently holds between 5 % and 10 % of Navigation Mixte , an apparent increase from the 5 % stake that Navigation Mixte officials had earlier announced .
#goldHeads=4,3,4,17,4,4,8,6,8,11,9,8,14,12,17,17,0,20,20,17,24,24,24,20,24,24,24,29,27,24,33,33,24,33,38,37,38,34,45,42,42,43,38,43,43,17,
#predictedHeads=4,3,4,17,4,4,8,6,8,11,9,11,14,12,17,17,0,20,20,17,24,24,24,20,24,24,26,29,27,24,33,33,24,33,38,37,38,34,43,42,42,43,38,45,43,17,
(4,1),(4,46),-0.21533 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.117391 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0756435 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0280374 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0566647 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0261307 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0419054 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0661873 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0343543 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0356019 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0222088 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.021956 # DEPENDENCYPART_SIBL
(4,2),(4,19),0.0203931 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0125791 # DEPENDENCYPART_SIBL
(4,2),(4,24),-0.0206131 # DEPENDENCYPART_SIBL
(4,2),(4,30),0.0222088 # DEPENDENCYPART_SIBL
(4,2),(4,46),0.00850418 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0902777 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0521852 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0782584 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.105842 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0530297 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0501994 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0289084 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.00952703 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.0328573 # DEPENDENCYPART_SIBL
(4,3),(4,17),0.091175 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.0291571 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0822462 # DEPENDENCYPART_SIBL
(4,3),(4,24),-0.0188055 # DEPENDENCYPART_SIBL
(4,3),(4,30),0.0328573 # DEPENDENCYPART_SIBL
(4,3),(4,46),0.0554861 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.13563 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0126054 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.132487 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0276236 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0372005 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.0414131 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0598645 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0813556 # DEPENDENCYPART_SIBL
(4,5),(4,17),0.0822918 # DEPENDENCYPART_SIBL
(4,5),(4,19),0.0174106 # DEPENDENCYPART_SIBL
(4,5),(4,20),0.0864738 # DEPENDENCYPART_SIBL
(4,5),(4,24),0.0412458 # DEPENDENCYPART_SIBL
(4,5),(4,30),-0.0813556 # DEPENDENCYPART_SIBL
(4,5),(4,46),0.0270079 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0186746 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.00467998 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.00767118 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0103143 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0303745 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0247704 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0469304 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.0293059 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0380758 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.032449 # DEPENDENCYPART_SIBL
(4,6),(4,24),-0.0492859 # DEPENDENCYPART_SIBL
(4,6),(4,30),0.0469304 # DEPENDENCYPART_SIBL
(4,6),(4,46),-0.00884155 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0238525 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0448731 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0431318 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.00241693 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.029183 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.00862297 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.0279961 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0434674 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.0435244 # DEPENDENCYPART_SIBL
(4,7),(4,24),-0.0720684 # DEPENDENCYPART_SIBL
(4,7),(4,30),-0.00862297 # DEPENDENCYPART_SIBL
(4,7),(4,46),-0.0133035 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0118792 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0148237 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0483525 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0222173 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0140267 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.056448 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0416502 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.0342204 # DEPENDENCYPART_SIBL
(4,8),(4,24),-0.0718116 # DEPENDENCYPART_SIBL
(4,8),(4,30),-0.0140267 # DEPENDENCYPART_SIBL
(4,8),(4,46),0.0945382 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0166224 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0321261 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0373262 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0462897 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.0227004 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.00758875 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.00410483 # DEPENDENCYPART_SIBL
(4,9),(4,24),-0.0225049 # DEPENDENCYPART_SIBL
(4,9),(4,30),0.0462897 # DEPENDENCYPART_SIBL
(4,9),(4,46),-0.0295996 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0191051 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.00366807 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.0072346 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.0134695 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0129781 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.017498 # DEPENDENCYPART_SIBL
(4,10),(4,24),-0.0276269 # DEPENDENCYPART_SIBL
(4,10),(4,30),-0.0072346 # DEPENDENCYPART_SIBL
(4,10),(4,46),0.0157873 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0154107 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0361071 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.00227947 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.00440114 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.0200641 # DEPENDENCYPART_SIBL
(4,12),(4,24),-0.0258387 # DEPENDENCYPART_SIBL
(4,12),(4,30),0.0361071 # DEPENDENCYPART_SIBL
(4,12),(4,46),-0.0197521 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0548754 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.0739893 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0834662 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0723781 # DEPENDENCYPART_SIBL
(4,14),(4,24),-0.100206 # DEPENDENCYPART_SIBL
(4,14),(4,30),-0.0548754 # DEPENDENCYPART_SIBL
(4,14),(4,46),-0.0548222 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0245737 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.01056 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.0219767 # DEPENDENCYPART_SIBL
(4,15),(4,24),-0.0117406 # DEPENDENCYPART_SIBL
(4,15),(4,30),0.0016087 # DEPENDENCYPART_SIBL
(4,15),(4,46),-0.00651999 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0637992 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.0305269 # DEPENDENCYPART_SIBL
(4,17),(4,24),-0.0932969 # DEPENDENCYPART_SIBL
(4,17),(4,30),-0.01409 # DEPENDENCYPART_SIBL
(4,17),(4,46),0.0217617 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.00468258 # DEPENDENCYPART_SIBL
(4,19),(4,24),-0.00987861 # DEPENDENCYPART_SIBL
(4,19),(4,30),-0.00684624 # DEPENDENCYPART_SIBL
(4,19),(4,46),0.0307143 # DEPENDENCYPART_SIBL
(4,20),(4,24),-0.106428 # DEPENDENCYPART_SIBL
(4,20),(4,30),-0.0510317 # DEPENDENCYPART_SIBL
(4,20),(4,46),-0.0103432 # DEPENDENCYPART_SIBL
(4,24),(4,30),-0.0103971 # DEPENDENCYPART_SIBL
(4,24),(4,46),0.0151471 # DEPENDENCYPART_SIBL
(4,30),(4,46),-0.00651999 # DEPENDENCYPART_SIBL
(5,1),(5,3),-4.90278e-05 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0836003 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0151895 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0950846 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0999079 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0781412 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0510066 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0181803 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0718737 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0455262 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.195863 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0524294 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0604956 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0462277 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0187791 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0297065 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0371222 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0252109 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.103402 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.039508 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.000550279 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0122896 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0159823 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0311959 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0343716 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0821008 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0140333 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.064181 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0299962 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0322116 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0638238 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0944851 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0076347 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00448865 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0324466 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0225776 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0157469 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0049354 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0692154 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0238044 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.000459169 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0154548 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0264745 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0322753 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0297341 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0141607 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0248816 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0012309 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0247854 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00664545 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0128415 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0522121 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0623977 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0156958 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0268193 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0128154 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0335166 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00198443 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.00399098 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.00373599 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0146677 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.00737681 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.00420168 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0157649 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.00856949 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0107144 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00612978 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0103006 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.000486202 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0715065 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00239413 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.027368 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0601392 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.023408 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0202683 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0175213 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0216936 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0326332 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0370655 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0338379 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0189931 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0997797 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00553232 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0427073 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0443097 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0174419 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.00598593 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.123702 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0300732 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00156643 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0406791 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.00292258 # DEPENDENCYPART_SIBL
(8,1),(8,34),-0.0587883 # DEPENDENCYPART_SIBL
(8,1),(8,46),-0.210502 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.108118 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0320571 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.00835096 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0251023 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0202559 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0373364 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0735863 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0252011 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0162905 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0574116 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.00322572 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0144845 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0261994 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0062311 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.0102987 # DEPENDENCYPART_SIBL
(8,2),(8,34),-0.0325556 # DEPENDENCYPART_SIBL
(8,2),(8,46),0.0198199 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00119124 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0440971 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.000594873 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0110733 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0581311 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0694113 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0150498 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00117433 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0473766 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00245437 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0687317 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0211299 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0484642 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.000295599 # DEPENDENCYPART_SIBL
(8,3),(8,34),-0.0456915 # DEPENDENCYPART_SIBL
(8,3),(8,46),0.0546206 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.000788513 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.000625639 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00919918 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0241888 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0514932 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00347978 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0134879 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0173206 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0474891 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0368909 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0115626 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0195112 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.00810749 # DEPENDENCYPART_SIBL
(8,4),(8,34),-0.0224612 # DEPENDENCYPART_SIBL
(8,4),(8,46),0.0698412 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0367335 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00695632 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.143745 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0901498 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0722757 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.101098 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0956053 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.107333 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0463568 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0285748 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0486477 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.0242519 # DEPENDENCYPART_SIBL
(8,5),(8,34),-0.0646694 # DEPENDENCYPART_SIBL
(8,5),(8,46),-0.0372941 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0285795 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.035465 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0402538 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00979264 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0551408 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0338402 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0146013 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0135823 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0325056 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0126879 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0100953 # DEPENDENCYPART_SIBL
(8,6),(8,34),-0.0217159 # DEPENDENCYPART_SIBL
(8,6),(8,46),0.00132865 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0920032 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0204265 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0132518 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00443798 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0191521 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0643463 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0549063 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0416325 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0423732 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.026107 # DEPENDENCYPART_SIBL
(8,7),(8,34),0.0417875 # DEPENDENCYPART_SIBL
(8,7),(8,46),-0.264278 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0473256 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0193548 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00430343 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0266792 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0172834 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0541079 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0266428 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0414696 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0357282 # DEPENDENCYPART_SIBL
(8,9),(8,34),-0.0550288 # DEPENDENCYPART_SIBL
(8,9),(8,46),-0.0299599 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0244511 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0151163 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0269876 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0204717 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0125686 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.00389237 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0219732 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0235939 # DEPENDENCYPART_SIBL
(8,10),(8,34),-0.0322925 # DEPENDENCYPART_SIBL
(8,10),(8,46),-0.00574931 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0138267 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0576499 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0124122 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0202011 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0192829 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.023966 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.046121 # DEPENDENCYPART_SIBL
(8,11),(8,34),0.00964378 # DEPENDENCYPART_SIBL
(8,11),(8,46),-0.015345 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0577897 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0369152 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.049288 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0233112 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0374607 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.0537635 # DEPENDENCYPART_SIBL
(8,12),(8,34),-0.144335 # DEPENDENCYPART_SIBL
(8,12),(8,46),-0.0369996 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0271994 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0386377 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0355594 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0424026 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0610802 # DEPENDENCYPART_SIBL
(8,14),(8,34),-0.0135376 # DEPENDENCYPART_SIBL
(8,14),(8,46),-0.0387819 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0150395 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.00746953 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0247458 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0192388 # DEPENDENCYPART_SIBL
(8,15),(8,34),-0.0555727 # DEPENDENCYPART_SIBL
(8,15),(8,46),-0.00517728 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0206354 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0115773 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.051717 # DEPENDENCYPART_SIBL
(8,17),(8,34),-0.0345555 # DEPENDENCYPART_SIBL
(8,17),(8,46),0.0375974 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.00859139 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.0049293 # DEPENDENCYPART_SIBL
(8,19),(8,34),0.0171923 # DEPENDENCYPART_SIBL
(8,19),(8,46),0.0131022 # DEPENDENCYPART_SIBL
(8,20),(8,24),-0.0690727 # DEPENDENCYPART_SIBL
(8,20),(8,34),-0.0606334 # DEPENDENCYPART_SIBL
(8,20),(8,46),-0.00294773 # DEPENDENCYPART_SIBL
(8,24),(8,34),0.029259 # DEPENDENCYPART_SIBL
(8,24),(8,46),0.00441429 # DEPENDENCYPART_SIBL
(8,34),(8,46),-0.0167115 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00341543 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0319047 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0121895 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0207315 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00460444 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.000934742 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0777459 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0357895 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0720015 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0596905 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0173207 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0600307 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0413035 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.12354 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.035171 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.00599276 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.00902471 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00135898 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0314332 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00231301 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0133848 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0503185 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.00705851 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0569638 # DEPENDENCYPART_SIBL
