# _root_ The company , however , said orders in the U.S. showed `` good gains '' during the latest quarter .
#goldHeads=2,6,6,6,6,0,11,7,10,8,6,11,14,11,11,11,19,19,16,6,
#predictedHeads=2,6,6,6,6,0,11,7,10,8,6,14,14,11,14,11,19,19,16,6,
(8,2),(2,3),-0.498312 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.096067 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.453946 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.00680393 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.236134 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.70813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.464501 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.64134 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.734165 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.02584 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.907536 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.971051 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-1.04419 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.341597 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.333665 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.517825 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.726472 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.700693 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.168739 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.433156 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.70943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,11),-0.605913 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.882816 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.987162 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.341597 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0952634 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.172845 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.527475 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.378275 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.561193 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.105053 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.516827 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.599565 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.67534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.265983 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.28872 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.545854 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.587084 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.9215 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.757554 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.959466 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.12175 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.425383 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.812886 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.234745 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.768521 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.224954 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.73751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.00573058 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.436653 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.65986 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.734222 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.07965 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.923177 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.979309 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.803454 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.01657 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.101199 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.36386 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.09286 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.859272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.55869 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.152809 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.429706 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.11465 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.28707 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.775213 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.24271 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.753746 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.08591 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.09569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.580459 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.123348 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.101783 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.387708 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.124934 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.373414 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.227116 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.127316 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),0.090081 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.987308 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.260403 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.17648 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.806065 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.11753 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.00739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),1.03918 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.308709 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0924199 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0480434 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.147996 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.312304 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.347782 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.0101156 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.30902 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.50283 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.938963 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.45847 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.878285 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-1.25201 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.832173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),1.08432 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.626436 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.281058 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.143059 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.243631 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.351584 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.591443 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.386851 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.195728 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.141349 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.341045 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.166436 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.374934 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.116655 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.25506 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-1.31623 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.829147 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-1.19551 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.00181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,12),-0.0825864 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.286854 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.400006 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.418411 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.219579 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.066594 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.232758 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.144655 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.78856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),1.36278 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.725008 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.238235 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.0640079 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.0230849 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.0317508 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.0307108 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.0849942 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.359015 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.0254 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.952687 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.802358 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.986391 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.819322 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.948795 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.753257 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.43078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.162666 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.686656 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.409027 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.265077 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.653467 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.277909 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.397486 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.696779 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-1.20688 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.691722 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.0311378 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.581455 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.396044 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.555931 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.169992 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.47105 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.224342 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.300039 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.336492 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.30291 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.50992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.902131 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.875601 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.8643 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.805838 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.914724 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.53829 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.23421 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.759079 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.302093 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.567713 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.356443 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.632835 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.582843 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.375735 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.49521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.927524 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.866639 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.534941 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.914728 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.79834 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.924656 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.528325 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.28146 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.894519 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.03015 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.811815 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.863472 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.866164 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.807819 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.901846 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.880282 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.892007 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.05533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.250476 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.148463 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.279544 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.265943 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.30822 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.00380672 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.55277 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.789012 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.10928 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.937678 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.903689 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.992028 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.828438 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.956165 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.839569 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-1.03209 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.972209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.262484 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.387103 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0196712 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.17413 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.477566 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.89361 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.0149933 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.676013 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.24112 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.438813 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.0864171 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.308284 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.0989799 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.111598 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.461464 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.237002 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.0578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),0.28907 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.324143 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.244556 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.0199961 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.279392 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.00326453 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.00843375 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.00266888 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0308105 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.0195085 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.00832554 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.186874 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.477275 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.01492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,15),-0.206847 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.087733 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.00326453 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.457928 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.0240554 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0260201 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.00698417 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.176044 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.268126 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0455152 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0291663 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.225128 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.12738 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0424116 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.02418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.392467 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.260817 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.134607 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.134749 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.526045 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.028444 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.0873037 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0362848 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.217833 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0133239 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.607278 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.199914 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.249806 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.02209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.356565 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.329192 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.195483 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),0.0431359 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.448893 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.162802 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.0682991 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0422067 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.0966537 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.172736 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.127833 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.170912 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0309428 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.11495 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.09567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.337362 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.212841 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.422393 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.216436 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.067484 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.468543 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.289349 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.0308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,5),-0.237855 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0442074 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.288813 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0938327 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.10406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,14),-0.396513 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.454282 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.407814 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.291172 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.340855 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),0.040837 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.41844 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.445971 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.464446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.605913 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.124888 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.037223 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0450035 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.27638 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.415263 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.60441 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.318336 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.734939 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.509441 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.394093 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),0.126684 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.603356 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.472212 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.211186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.735449 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.54782 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0226581 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0879591 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.548909 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0579667 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.229647 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.600927 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.079958 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0121502 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.174244 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.537594 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.53353 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.356702 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.469467 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),0.0525625 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.539471 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.166336 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.101309 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.471676 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.0492314 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.584939 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.441948 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.291118 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),0.113768 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.640303 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.57605 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),0.662003 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.398955 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.135295 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.262753 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.187696 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.501933 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.246827 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.11318 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.376113 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.381267 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.105068 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.523457 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.166614 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.532899 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.391848 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.448037 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.296396 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.389098 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.284511 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.281906 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.0982855 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.262805 # DEPENDENCYPART_GRANDPAR
