# _root_ `` I find myself in an adversary relationship with Laurel Bank , and I am not inclined to extend myself as far as any favors are concerned , '' the judge wrote back in a letter attached to the grand jury 's report .
#goldHeads=32,3,13,3,3,8,8,5,8,11,9,13,32,15,13,15,15,19,17,19,19,21,26,25,26,21,26,32,32,31,32,0,32,32,36,34,36,37,41,41,43,41,38,32,
#predictedHeads=32,3,13,3,3,8,8,5,8,11,9,13,32,15,13,15,15,19,17,19,19,21,26,25,26,21,26,32,32,31,32,0,32,32,36,34,36,37,41,41,43,41,38,32,
(3,9),(3,12),-0.0261816 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0423053 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0175948 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0858736 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.0273001 # DEPENDENCYPART_SIBL
(3,9),(3,26),-0.0465938 # DEPENDENCYPART_SIBL
(3,9),(3,28),-0.0261816 # DEPENDENCYPART_SIBL
(3,9),(3,29),-0.067319 # DEPENDENCYPART_SIBL
(3,9),(3,44),-0.00159326 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0121119 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0442491 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0373866 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.00603339 # DEPENDENCYPART_SIBL
(3,12),(3,26),-0.0234343 # DEPENDENCYPART_SIBL
(3,12),(3,28),0.0129779 # DEPENDENCYPART_SIBL
(3,12),(3,29),0.0139415 # DEPENDENCYPART_SIBL
(3,12),(3,44),-0.00274635 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.0061156 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.00234922 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.0143896 # DEPENDENCYPART_SIBL
(3,13),(3,26),-0.0179715 # DEPENDENCYPART_SIBL
(3,13),(3,28),-0.00846987 # DEPENDENCYPART_SIBL
(3,13),(3,29),0.0108315 # DEPENDENCYPART_SIBL
(3,13),(3,44),0.013407 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.0658225 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.0308181 # DEPENDENCYPART_SIBL
(3,15),(3,26),-0.0315102 # DEPENDENCYPART_SIBL
(3,15),(3,28),-0.00545643 # DEPENDENCYPART_SIBL
(3,15),(3,29),0.00939326 # DEPENDENCYPART_SIBL
(3,15),(3,44),0.0446129 # DEPENDENCYPART_SIBL
(3,16),(3,19),0.0294441 # DEPENDENCYPART_SIBL
(3,16),(3,26),-0.0223249 # DEPENDENCYPART_SIBL
(3,16),(3,28),0.022894 # DEPENDENCYPART_SIBL
(3,16),(3,29),0.00694885 # DEPENDENCYPART_SIBL
(3,16),(3,44),0.0123557 # DEPENDENCYPART_SIBL
(3,19),(3,26),-0.0345613 # DEPENDENCYPART_SIBL
(3,19),(3,28),0.000554151 # DEPENDENCYPART_SIBL
(3,19),(3,29),-0.00684576 # DEPENDENCYPART_SIBL
(3,19),(3,44),0.00450978 # DEPENDENCYPART_SIBL
(3,26),(3,28),-0.0145204 # DEPENDENCYPART_SIBL
(3,26),(3,29),-0.0775638 # DEPENDENCYPART_SIBL
(3,26),(3,44),0.0166928 # DEPENDENCYPART_SIBL
(3,28),(3,29),0.0139415 # DEPENDENCYPART_SIBL
(3,28),(3,44),-0.00274635 # DEPENDENCYPART_SIBL
(3,29),(3,44),-0.0705439 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.026433 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0591685 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0591685 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0230123 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0591685 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.062072 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.016275 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0629511 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0193892 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.104773 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0186847 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.104279 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.110821 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.00417894 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.130501 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0176326 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0306771 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.10428 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.110822 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.000525747 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.130501 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0209573 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0340969 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0433067 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0154624 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0376673 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0102752 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.110833 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.00413713 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.130513 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0176204 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.00691764 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.132717 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0163653 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0469855 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.089212 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0530209 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00314551 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0391322 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0162675 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00831916 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.010158 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0310561 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0276925 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0372851 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.033103 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0179309 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.111053 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0156128 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0385124 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0155435 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0182559 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0875588 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0562407 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0535426 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0933963 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0940495 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.105255 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0561208 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0649443 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.135466 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0256002 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0426344 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00565488 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0145438 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0397312 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0471358 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0171766 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00332919 # DEPENDENCYPART_SIBL
(8,3),(8,11),6.1815e-05 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0203442 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0485976 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0448189 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0228577 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0330892 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00897154 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0648643 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0408141 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0440185 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0859606 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0822566 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0381084 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00880134 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0162152 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0833644 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0269316 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0243983 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0388537 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0619649 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.048899 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0661994 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.139307 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00290935 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00414583 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.051241 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.225597 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.110026 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0404812 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0291651 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0401279 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0397807 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0441563 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00427383 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00260673 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.009962 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0147953 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0506109 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0144448 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00468465 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0038146 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0333608 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00747151 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0138266 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.034947 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00550261 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.024257 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0424943 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00352427 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0753071 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.028162 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0303814 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0850201 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0163888 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0251879 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.000481857 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.000871838 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0779685 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.018064 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0199464 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0993387 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0336048 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.146096 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0465662 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0308229 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.148298 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0472649 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0519405 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0138275 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0462242 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0700342 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0687487 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0162265 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0807555 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0891756 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00548938 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0273834 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.220489 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0364807 # DEPENDENCYPART_SIBL
(11,6),(11,29),0.152118 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0363414 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00966893 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0385207 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0799824 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0396174 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0569906 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0329306 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0338048 # DEPENDENCYPART_SIBL
(11,7),(11,29),0.0495954 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00747586 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0310503 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0792955 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0395864 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0569687 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0340616 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.03248 # DEPENDENCYPART_SIBL
(11,8),(11,29),0.0499044 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00769431 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0225792 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0272355 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00545738 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0390139 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00667129 # DEPENDENCYPART_SIBL
(11,9),(11,29),-0.0301991 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.077809 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0394745 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0568476 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0327792 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0336619 # DEPENDENCYPART_SIBL
(11,10),(11,29),0.0494524 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00727124 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.000105718 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0146363 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0182825 # DEPENDENCYPART_SIBL
(11,12),(11,29),0.0814471 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0117205 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0206624 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00874306 # DEPENDENCYPART_SIBL
(11,13),(11,29),0.0548935 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0272386 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.029183 # DEPENDENCYPART_SIBL
(11,14),(11,29),-0.00785674 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.015791 # DEPENDENCYPART_SIBL
(11,15),(11,29),0.101297 # DEPENDENCYPART_SIBL
(11,16),(11,29),-0.00558076 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0797011 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.00195028 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0336196 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0242121 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.00154963 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0148012 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0027662 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0157856 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0148012 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0252643 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0243941 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.014344 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0482844 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0807789 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0206698 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.00581883 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.00217898 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0327151 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.0531986 # DEPENDENCYPART_SIBL
(13,1),(13,26),-0.0229318 # DEPENDENCYPART_SIBL
(13,1),(13,27),0.0128863 # DEPENDENCYPART_SIBL
(13,1),(13,28),0.0727389 # DEPENDENCYPART_SIBL
(13,1),(13,29),0.453171 # DEPENDENCYPART_SIBL
(13,1),(13,32),0.00213364 # DEPENDENCYPART_SIBL
(13,1),(13,44),0.00550045 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.00562015 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0829894 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0606058 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0783187 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0399001 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0230114 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0413361 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0399001 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0479248 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.00833463 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0187775 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0206095 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0394964 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0259322 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0668955 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0276237 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0216519 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0355197 # DEPENDENCYPART_SIBL
(13,2),(13,26),-0.0398257 # DEPENDENCYPART_SIBL
(13,2),(13,27),-0.0248067 # DEPENDENCYPART_SIBL
(13,2),(13,28),0.00774569 # DEPENDENCYPART_SIBL
(13,2),(13,29),0.0136776 # DEPENDENCYPART_SIBL
(13,2),(13,32),-0.025876 # DEPENDENCYPART_SIBL
(13,2),(13,44),-0.0431816 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0745676 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0652737 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0770197 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0494817 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0310068 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0304101 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0494817 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.075132 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.021495 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0836004 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.342009 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.109062 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.12445 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0865596 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.325949 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0548595 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0686947 # DEPENDENCYPART_SIBL
(13,3),(13,26),0.363467 # DEPENDENCYPART_SIBL
(13,3),(13,27),0.327973 # DEPENDENCYPART_SIBL
(13,3),(13,28),-0.0354671 # DEPENDENCYPART_SIBL
(13,3),(13,29),-0.0170065 # DEPENDENCYPART_SIBL
(13,3),(13,32),0.32812 # DEPENDENCYPART_SIBL
(13,3),(13,44),-0.00108036 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.058286 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0740908 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.020332 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.00344327 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0389314 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.020332 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0283567 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0121941 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.00175309 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0415539 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0383947 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0248626 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.05861 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0526396 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0294624 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0273768 # DEPENDENCYPART_SIBL
(13,4),(13,26),-0.0607613 # DEPENDENCYPART_SIBL
(13,4),(13,27),-0.0498227 # DEPENDENCYPART_SIBL
(13,4),(13,28),-0.0241514 # DEPENDENCYPART_SIBL
(13,4),(13,29),-0.0115979 # DEPENDENCYPART_SIBL
(13,4),(13,32),-0.050892 # DEPENDENCYPART_SIBL
(13,4),(13,44),-0.0225918 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.03882 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0196683 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.00155672 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0306682 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0196921 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0499933 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0318064 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0145036 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0267763 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0473636 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0591535 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0118033 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0166468 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.142406 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0681722 # DEPENDENCYPART_SIBL
(13,5),(13,26),0.066698 # DEPENDENCYPART_SIBL
(13,5),(13,27),0.00882705 # DEPENDENCYPART_SIBL
(13,5),(13,28),-0.0472141 # DEPENDENCYPART_SIBL
(13,5),(13,29),-0.00552866 # DEPENDENCYPART_SIBL
(13,5),(13,32),0.00893296 # DEPENDENCYPART_SIBL
(13,5),(13,44),0.0252643 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0156967 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.032938 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0388138 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0192946 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00468116 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.00392421 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0608487 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0421224 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.112385 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0406049 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0388862 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0548439 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.117145 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.100076 # DEPENDENCYPART_SIBL
(13,6),(13,26),-0.0858681 # DEPENDENCYPART_SIBL
(13,6),(13,27),-0.0568815 # DEPENDENCYPART_SIBL
(13,6),(13,28),-0.123711 # DEPENDENCYPART_SIBL
(13,6),(13,29),-0.00417351 # DEPENDENCYPART_SIBL
(13,6),(13,32),-0.05666 # DEPENDENCYPART_SIBL
(13,6),(13,44),-0.115887 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.00964572 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0315903 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0144401 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0653779 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0251382 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0103883 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0254285 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0601189 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.00231906 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.113694 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0727931 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0109452 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0383842 # DEPENDENCYPART_SIBL
(13,7),(13,26),-0.0540244 # DEPENDENCYPART_SIBL
(13,7),(13,27),-0.0794365 # DEPENDENCYPART_SIBL
(13,7),(13,28),-0.00619323 # DEPENDENCYPART_SIBL
(13,7),(13,29),-0.0156238 # DEPENDENCYPART_SIBL
(13,7),(13,32),-0.0736254 # DEPENDENCYPART_SIBL
(13,7),(13,44),-0.0140052 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0289909 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0173416 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0682794 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0378709 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.010988 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0236756 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0611247 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.00290987 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.113525 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0710401 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0119201 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0393591 # DEPENDENCYPART_SIBL
(13,8),(13,26),-0.0524913 # DEPENDENCYPART_SIBL
(13,8),(13,27),-0.0776835 # DEPENDENCYPART_SIBL
(13,8),(13,28),-0.0065878 # DEPENDENCYPART_SIBL
(13,8),(13,29),-0.0146877 # DEPENDENCYPART_SIBL
(13,8),(13,32),-0.0718724 # DEPENDENCYPART_SIBL
