# _root_ Many investors , trying to outperform the market 's major indexes , have flocked to these small issues in recent weeks .
#goldHeads=2,13,2,2,4,5,8,11,8,11,6,13,0,13,14,18,18,15,14,21,19,13,
#predictedHeads=2,13,2,2,4,5,8,11,8,11,6,2,0,13,14,18,18,15,14,21,19,13,
(6,18),(18,10),0.252554 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.270324 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.270433 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.166833 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.0219132 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.237989 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.181995 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.575081 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),0.1619 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.994548 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.32307 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.0528541 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.534167 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),0.288896 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-1.059 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),0.55142 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.0349368 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.260393 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.0682392 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.468705 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-1.01721 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.445095 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.559765 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.376423 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.150904 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-1.32498 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.815524 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-1.20719 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-1.08664 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.91378 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-1.32093 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-1.61696 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-1.57559 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.675586 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.49238 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.490661 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.52105 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.47173 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0214637 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0618538 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.91595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-1.34933 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.83756 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-1.15088 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-1.07444 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.927272 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-1.14638 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-1.34293 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.70627 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.442261 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.422653 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.374764 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.113976 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.81176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-1.28255 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.774858 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.07437 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.571615 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.562315 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.355926 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.78388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-1.29007 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.941811 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.737247 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.07436 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.0238 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.854321 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.979053 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.24303 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.58969 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.45464 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.54656 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.05256 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.03958 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.899243 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.239821 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.16119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.513564 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.423571 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.10875 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.12216 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.1675 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.87475 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.559481 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.980362 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.30294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.142953 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.408463 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.384836 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.578873 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.353934 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.479908 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.673837 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.91154 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.920153 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-1.14015 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.00641 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.03531 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.997946 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.910512 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.615921 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.531733 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.33342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.56345 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.459493 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0769287 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.642645 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.206296 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.382463 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.819737 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.807683 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.598783 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.739597 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.907159 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-1.19919 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.11075 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.09061 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.917619 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.24923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,11),-0.224468 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.490577 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.399505 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.798031 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.80932 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.692979 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.720106 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-1.03954 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.969474 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-1.16924 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.47406 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.559726 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.803809 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.743995 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.646514 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.923342 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.979653 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.924851 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-1.25631 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.877517 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-1.3075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,10),-0.42281 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.296464 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.279704 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.559526 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.690497 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.748556 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.95202 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-1.06509 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.892797 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-1.1374 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.117222 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.294575 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.23559 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0132959 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.153067 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.98226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.750301 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.890899 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.828099 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-1.00396 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-1.21034 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.982612 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-1.34802 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.257117 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.222808 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.112144 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.189396 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.204028 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.185352 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0804921 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0537698 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.97583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.736351 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.800028 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.781705 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.980586 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-1.04954 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-1.19635 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-1.00827 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.698076 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.715593 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.794307 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.582394 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.533211 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.831989 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.602239 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.27122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.295832 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.363264 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.359001 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.580344 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.650043 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.764303 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.650323 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.768942 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.957634 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.15588 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.297091 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.162887 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.153985 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.112108 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0218869 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.22227 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.60335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.388371 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.05102 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.885651 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.730891 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.912065 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.956175 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-1.14133 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.329831 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.35628 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.20534 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.383816 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.481949 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.0935784 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.336309 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.219225 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.496199 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.0676378 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.266429 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.022536 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),1.55714 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.29708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.943435 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-1.05638 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.733839 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.919569 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-1.18098 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-1.32353 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.297625 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.095597 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.0786546 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.153584 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.570716 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.349682 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0577193 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.11404 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.905655 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.33204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.893528 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-1.05274 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.755013 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-1.17363 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.954485 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-1.27607 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.127261 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.551112 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.432135 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0291018 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),1.13724 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0861398 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.22141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.806442 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.994356 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.675563 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.993268 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.844271 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-1.15435 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-1.16308 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-1.29532 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.163018 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.497738 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0602552 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.23427 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0614374 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.467889 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),1.6354 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0171189 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.31184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.990416 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.09247 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.772854 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-1.05594 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.934286 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-1.38732 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.180789 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.502566 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.0945881 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.22087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,8),0.0364452 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.543601 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.8551 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.374169 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.728336 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.06803 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.545908 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.844025 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.443415 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.526468 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),0.311531 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.651786 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.734293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.385656 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.100577 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.350692 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.472952 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.418863 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.216156 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.350354 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.613175 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.962765 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.806876 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.15963 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.556754 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.554801 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.834276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.425542 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.253964 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.471213 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.410684 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.327584 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.299002 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.523555 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.71678 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.942192 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.98023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.401295 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.348494 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.317743 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.295499 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.443066 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.435827 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.682921 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.961153 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.497004 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.578122 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.734014 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.795222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,14),-0.0293795 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.494972 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.220808 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.238818 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.492849 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.492023 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.44298 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.801215 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.389786 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.411144 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.433467 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.630594 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.962312 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.577765 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.215475 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.228454 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.437141 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.302713 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.77054 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.232557 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.0720119 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.0717493 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.674382 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.432599 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.16571 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.231889 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.16415 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.0887506 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.273682 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.827194 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.23748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.291133 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.21747 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.0801398 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.839623 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.27158 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.0252671 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.602732 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.339755 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.134933 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.200358 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.0655585 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.252127 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.338547 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.163156 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.464832 # DEPENDENCYPART_GRANDPAR
