# _root_ Among active stocks , MCI Communications rose 7\/8 to 43 on 2.2 million shares , Mentor Graphics added 1\/8 to 16 3\/8 on turnover of 1.5 million shares .
#goldHeads=7,3,1,7,6,7,0,7,7,9,7,14,14,11,7,17,18,7,18,18,22,20,18,23,24,27,28,25,7,
#predictedHeads=7,3,1,7,6,7,18,7,7,9,7,13,14,11,18,17,18,0,18,18,22,20,18,23,24,27,28,25,18,
(7,1),(7,5),-0.00271882 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0181938 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.031066 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0345417 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0392247 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00476081 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0413877 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00844685 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0950304 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0350726 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.103644 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0345417 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.00476081 # DEPENDENCYPART_SIBL
(7,1),(7,29),-0.0261195 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0155392 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0508071 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00079685 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00494118 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0142464 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0216257 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00669097 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0287234 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.00679768 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.00683435 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00641672 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.00561665 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0817809 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0216257 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0287234 # DEPENDENCYPART_SIBL
(7,2),(7,29),-0.00849185 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0712384 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0701522 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0834925 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0186789 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0952745 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0081476 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0212161 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00804446 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.00209667 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0404384 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.00306106 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0406685 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0952745 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0212161 # DEPENDENCYPART_SIBL
(7,3),(7,29),0.0125861 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0415212 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0325029 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0148608 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0937809 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0203746 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0250048 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0202734 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.071321 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.213249 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0385703 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.00704974 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0937809 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0250048 # DEPENDENCYPART_SIBL
(7,4),(7,29),0.086069 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0799138 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0139602 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0822923 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0128662 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0323793 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0127631 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0204003 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0232375 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0255589 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0281427 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0822923 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0323793 # DEPENDENCYPART_SIBL
(7,5),(7,29),0.00925653 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0146408 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0762505 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0121856 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0279911 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0120825 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0125415 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0183349 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0177002 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0292009 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0762505 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0279911 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.0129351 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.099801 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.000781453 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0525923 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00121595 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0270983 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.035819 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0164088 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.00150183 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.099801 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0525923 # DEPENDENCYPART_SIBL
(7,8),(7,29),0.0712143 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0149748 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.10516 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0167443 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0246347 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0528397 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0127409 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.019402 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.031674 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.10516 # DEPENDENCYPART_SIBL
(7,9),(7,29),0.0900578 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0230233 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0183208 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0602382 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0171005 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0495487 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0181375 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0756798 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0230233 # DEPENDENCYPART_SIBL
(7,10),(7,29),0.0189535 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0527109 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0649995 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00268101 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0491992 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0374022 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0246797 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.00212564 # DEPENDENCYPART_SIBL
(7,11),(7,29),-0.00880091 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0620635 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0152741 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.051374 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0200612 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.0738498 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0190355 # DEPENDENCYPART_SIBL
(7,12),(7,29),0.0171664 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.076035 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.00777094 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0027774 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.107162 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0858279 # DEPENDENCYPART_SIBL
(7,14),(7,29),0.0478338 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0049016 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0259864 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.0562874 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0863341 # DEPENDENCYPART_SIBL
(7,15),(7,29),0.0657565 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0124194 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0617756 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.022113 # DEPENDENCYPART_SIBL
(7,17),(7,29),0.0193222 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0167265 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0120223 # DEPENDENCYPART_SIBL
(7,18),(7,29),0.0405068 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.10516 # DEPENDENCYPART_SIBL
(7,20),(7,29),0.0900578 # DEPENDENCYPART_SIBL
(7,23),(7,29),-0.00880091 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0192503 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00020695 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0626028 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.000203796 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0215755 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0339868 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.00562567 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0401162 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00443906 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0410211 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0519604 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00485501 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0410098 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.030738 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.044576 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0699968 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00270576 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0440037 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0168845 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.013896 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0193584 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0177495 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0712348 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00263571 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0450686 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0156565 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.036316 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0859791 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0939131 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0211674 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0939203 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0772265 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0293264 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00629234 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0227843 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0203423 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0236217 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0117323 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0449219 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0100735 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.00661042 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0282663 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0379815 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0199737 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00805752 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0107204 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0106625 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.044933 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0100876 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.00659479 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0463994 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.018856 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.00589743 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00010261 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.00804762 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0145048 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.162674 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0595183 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.112005 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0834507 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00842984 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.11081 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.111645 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0656151 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0578643 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0763681 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0744153 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0561071 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0574122 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.016889 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0139005 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0193586 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.017754 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0168842 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0712393 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00263568 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.045073 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0455961 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0156565 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0363204 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0368419 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0772762 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.0772741 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0447274 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0144527 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0164371 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0134437 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0185078 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.050984 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00489728 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.000578859 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.226169 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0214002 # DEPENDENCYPART_SIBL
(11,9),(11,25),-0.00390128 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.121733 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.103871 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0506412 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0602755 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0481212 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0804082 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0033615 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0727972 # DEPENDENCYPART_SIBL
(11,10),(11,25),-0.0305008 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0142526 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0730917 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0239043 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0737685 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0293938 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0172788 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0286868 # DEPENDENCYPART_SIBL
(11,12),(11,25),0.0647343 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0685265 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0287012 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0667829 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.022917 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0131892 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0391086 # DEPENDENCYPART_SIBL
(11,13),(11,25),0.1196 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0230094 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0843064 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0191805 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.00616954 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0873117 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.0409683 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0348844 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0273262 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0279788 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.15479 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.113183 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0215466 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0250719 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0491248 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.0168176 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0187868 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.136161 # DEPENDENCYPART_SIBL
(11,18),(11,25),0.11738 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.105395 # DEPENDENCYPART_SIBL
(11,20),(11,25),0.0619818 # DEPENDENCYPART_SIBL
(11,23),(11,25),0.0441783 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00861895 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0113896 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0834438 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00911392 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0450571 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.110806 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0107789 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0842708 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0060045 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.043011 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.111654 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0418217 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0537421 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0083739 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0239883 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0156565 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00843224 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0363204 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0796487 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.076593 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0274735 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0110058 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0240391 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0733916 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0260598 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.00546477 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0707903 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0341269 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0461904 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0310455 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0286753 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0308736 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0564393 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0155251 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0175203 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0425769 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0176822 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0293541 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0210823 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0177326 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.020543 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.0175191 # DEPENDENCYPART_SIBL
(14,1),(14,28),0.0292117 # DEPENDENCYPART_SIBL
(14,1),(14,29),0.00707072 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.186022 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0146898 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0158296 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0149562 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.015326 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0738635 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0746072 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0213117 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0587592 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.00179012 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0570467 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0597026 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0165249 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.0746071 # DEPENDENCYPART_SIBL
(14,8),(14,28),0.11224 # DEPENDENCYPART_SIBL
(14,8),(14,29),0.00709944 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0174077 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0250309 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0172359 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0398554 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0283975 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.190315 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0203881 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0481574 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.16439 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0520103 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0493545 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0209654 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.190316 # DEPENDENCYPART_SIBL
(14,9),(14,28),0.235049 # DEPENDENCYPART_SIBL
(14,9),(14,29),-0.111799 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0102416 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0110852 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.019197 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0683348 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.070921 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.00526396 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0483354 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.00927653 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0466022 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0492575 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0365494 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.0709209 # DEPENDENCYPART_SIBL
(14,10),(14,28),0.108554 # DEPENDENCYPART_SIBL
(14,10),(14,29),-0.00388842 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0234803 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0500415 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00132895 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0150065 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.034056 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0174211 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.00834204 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0216657 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0174714 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0306076 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0150053 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.031153 # DEPENDENCYPART_SIBL
(14,11),(14,29),0.0346194 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0190027 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.050632 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0600383 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.000719181 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0431879 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0147317 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0414546 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.04411 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0425634 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.0600383 # DEPENDENCYPART_SIBL
(14,12),(14,28),0.0976716 # DEPENDENCYPART_SIBL
(14,12),(14,29),-0.0093436 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00314867 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0293504 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00820202 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00258107 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0393017 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.000843112 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.00350321 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0621094 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0293499 # DEPENDENCYPART_SIBL
(14,13),(14,28),0.0640954 # DEPENDENCYPART_SIBL
(14,13),(14,29),-0.0261891 # DEPENDENCYPART_SIBL
