# _root_ Money funds invest in such things as short-term Treasury securities , commercial paper and certificates of deposit , all of which have been posting lower interest rates since last spring .
#goldHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,14,20,22,20,14,22,23,27,27,24,24,30,28,3,
#predictedHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,17,20,22,20,17,22,23,27,27,24,24,30,28,3,
(3,8),(3,18),0.0214193 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.0189822 # DEPENDENCYPART_SIBL
(3,8),(3,24),-0.00554329 # DEPENDENCYPART_SIBL
(3,8),(3,28),-0.0073789 # DEPENDENCYPART_SIBL
(3,8),(3,31),-0.00985475 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.00472917 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0315551 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0424979 # DEPENDENCYPART_SIBL
(3,10),(3,18),0.00472917 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.0290823 # DEPENDENCYPART_SIBL
(3,10),(3,24),-0.0143518 # DEPENDENCYPART_SIBL
(3,10),(3,28),-0.0151385 # DEPENDENCYPART_SIBL
(3,10),(3,31),-0.012401 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.00559826 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.00596471 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.0279668 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.0613053 # DEPENDENCYPART_SIBL
(3,11),(3,24),0.0301366 # DEPENDENCYPART_SIBL
(3,11),(3,28),-0.0247387 # DEPENDENCYPART_SIBL
(3,11),(3,31),0.00127206 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0204522 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.0189979 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.019362 # DEPENDENCYPART_SIBL
(3,12),(3,24),-0.00586283 # DEPENDENCYPART_SIBL
(3,12),(3,28),-0.00567302 # DEPENDENCYPART_SIBL
(3,12),(3,31),-0.0104576 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.00140404 # DEPENDENCYPART_SIBL
(3,14),(3,22),-0.0181611 # DEPENDENCYPART_SIBL
(3,14),(3,24),-0.00304499 # DEPENDENCYPART_SIBL
(3,14),(3,28),0.0112265 # DEPENDENCYPART_SIBL
(3,14),(3,31),0.00488793 # DEPENDENCYPART_SIBL
(3,18),(3,22),0.0613053 # DEPENDENCYPART_SIBL
(3,18),(3,24),0.0301366 # DEPENDENCYPART_SIBL
(3,18),(3,28),-0.0247387 # DEPENDENCYPART_SIBL
(3,18),(3,31),0.00127206 # DEPENDENCYPART_SIBL
(3,22),(3,24),-0.0113488 # DEPENDENCYPART_SIBL
(3,22),(3,28),-0.00128491 # DEPENDENCYPART_SIBL
(3,22),(3,31),-0.00416639 # DEPENDENCYPART_SIBL
(3,24),(3,28),-0.0127715 # DEPENDENCYPART_SIBL
(3,24),(3,31),0.0112865 # DEPENDENCYPART_SIBL
(3,28),(3,31),0.00922569 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0233083 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0115123 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0537616 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0149082 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.00176028 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.00935868 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.126459 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0187282 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.00387479 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0789864 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0307514 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0383808 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0789875 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.07943 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0223185 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0797067 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0769499 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0368947 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0268414 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.102193 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.103362 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0134961 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.102211 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.128985 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0144905 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0401516 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0388924 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0147666 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0402546 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0310196 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0691941 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0696366 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.019138 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0699133 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0726372 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.106509 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.00365148 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.105357 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.130508 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.00429041 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0945794 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.134032 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0567042 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0469855 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.130575 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0328627 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.00624858 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.010787 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0111605 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0400473 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.013375 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00514748 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.00320161 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.046979 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.00426859 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0107582 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.00420707 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0447284 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.046979 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.109735 # DEPENDENCYPART_SIBL
(6,1),(6,23),0.0222344 # DEPENDENCYPART_SIBL
(6,1),(6,31),-0.00913327 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00697898 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0054861 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0629355 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0170519 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00354903 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0014184 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0426373 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.00663694 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00915973 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.00048764 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0204203 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0426373 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.113134 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0190347 # DEPENDENCYPART_SIBL
(6,2),(6,31),0.00907357 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0156767 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0228406 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0521374 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0350242 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0431651 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0373614 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0544503 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0402874 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0429479 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0306956 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0373614 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0661779 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0047119 # DEPENDENCYPART_SIBL
(6,4),(6,31),0.0201933 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0510124 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0134822 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.024466 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0331671 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0594118 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.00538034 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0296865 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.1181 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0342364 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0594118 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0703903 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0649655 # DEPENDENCYPART_SIBL
(6,5),(6,31),-0.0488773 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0279264 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0130506 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0159368 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0231989 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0278625 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0155272 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0188742 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0497754 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0231989 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0226258 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.00804507 # DEPENDENCYPART_SIBL
(6,7),(6,31),0.0596273 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0115769 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0145376 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0242963 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.012217 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0146553 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0252216 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.00951926 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0242963 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0104363 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0129927 # DEPENDENCYPART_SIBL
(6,8),(6,31),0.00226794 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0205663 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0144603 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0063416 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0192481 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0378262 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0112614 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0144603 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.000734593 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.000979439 # DEPENDENCYPART_SIBL
(6,9),(6,31),0.0167755 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.000483999 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.00368421 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0122679 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0437579 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.023788 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.000483999 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.00366459 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.00358287 # DEPENDENCYPART_SIBL
(6,10),(6,31),0.0140156 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0389112 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0132005 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.011898 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0261661 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0303647 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.00981474 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.017421 # DEPENDENCYPART_SIBL
(6,11),(6,31),-0.00797486 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00477328 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0260886 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0141502 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0230717 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0107435 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0129684 # DEPENDENCYPART_SIBL
(6,12),(6,31),0.00195363 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0382133 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0117773 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0111897 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.00106449 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.000476985 # DEPENDENCYPART_SIBL
(6,13),(6,31),0.0167177 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.00240256 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0242655 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0135597 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.00449406 # DEPENDENCYPART_SIBL
(6,14),(6,31),0.00104059 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0224821 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0604661 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0270314 # DEPENDENCYPART_SIBL
(6,16),(6,31),-0.0118225 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.00981474 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.017421 # DEPENDENCYPART_SIBL
(6,18),(6,31),-0.00797486 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.00599385 # DEPENDENCYPART_SIBL
(6,19),(6,31),0.055315 # DEPENDENCYPART_SIBL
(6,23),(6,31),-0.00387261 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.000847487 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0752448 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.013017 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0508948 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0532934 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0700261 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00827864 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0504584 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0375749 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0502065 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.13044 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0787455 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.162798 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0208802 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0181422 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.140004 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.146713 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0214186 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.428739 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0211913 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.183577 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00131794 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0182324 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00964183 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0552636 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0074255 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00126459 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0459269 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0051793 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0511712 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0350755 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0355183 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0161248 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.028243 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0357947 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0694192 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0350697 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0684892 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0711053 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0125668 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0265161 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0699535 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.134956 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0699265 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0194312 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0205063 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0269007 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.059173 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.138476 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0591461 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.00919786 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0042129 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0288071 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0589746 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.023227 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.104945 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0265232 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0705512 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0257685 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0727248 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.135024 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0696554 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0192363 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0494886 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0090873 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0145952 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00617263 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0159086 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0271028 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0271241 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.010576 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0243231 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.036991 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00469243 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.141108 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0228358 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00507584 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00596212 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00873499 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0152315 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0314582 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0316055 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0118909 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.11119 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.00219899 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00994384 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0612947 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0295166 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0294545 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.00286318 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0170012 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.024312 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0282188 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0542408 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0616108 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0488704 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0885883 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0125733 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0104724 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.00425399 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00123834 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00286232 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.064719 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0042524 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0125733 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.114138 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.064719 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.0277433 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0121421 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.00087157 # DEPENDENCYPART_SIBL
(10,1),(10,31),-0.0136094 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0384971 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0165193 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0342298 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0274195 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0303039 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0463334 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0562907 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0471521 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0433372 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0413029 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0136594 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0413118 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0463334 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0662212 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0136594 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0243722 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.00759559 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.0475542 # DEPENDENCYPART_SIBL
(10,4),(10,31),0.0201102 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0398698 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.000748134 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0239027 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.084687 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0402535 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0073951 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0356026 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.122365 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0301722 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.00964387 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0298623 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0402535 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0665789 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.00964387 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0244631 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.047907 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.0349082 # DEPENDENCYPART_SIBL
(10,5),(10,31),-0.0451039 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0660674 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0464701 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.10205 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.00747957 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00744767 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00498796 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0048657 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00212835 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0509304 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00498637 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.00747957 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.113666 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0509304 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.020576 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.00451781 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.000140598 # DEPENDENCYPART_SIBL
(10,6),(10,31),0.0195348 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0353269 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.000808052 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0888281 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.073284 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0529732 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0486434 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0470917 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0044832 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0471006 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0888281 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0581646 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0044832 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.00784161 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0226504 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.0500773 # DEPENDENCYPART_SIBL
(10,7),(10,31),-0.012125 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0835944 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0199171 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0292299 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0248037 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0724693 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0193734 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0369029 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0190635 # DEPENDENCYPART_SIBL
