# _root_ Jerome Kern , Tele-Communications ' chief outside counsel , said he was n't aware of Time 's legal plans .
#goldHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,12,14,19,16,19,15,10,
#predictedHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,12,14,19,16,19,15,10,
(8,9),(8,19),0.039986 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0152092 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0061431 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0093275 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00124323 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.000609654 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0197094 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00285427 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00606529 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.01651 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0625029 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.000467126 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0218938 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.012291 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.00770032 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0176493 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.135188 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.00974872 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.146144 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0392204 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0405699 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.138704 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.00974872 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0934254 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0757351 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0286053 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0554797 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.012125 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0650214 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.161041 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0228216 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.00974872 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.145634 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0392204 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0405699 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.138194 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.00974872 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0933997 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0758068 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0286311 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0554539 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0120992 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0649957 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.160175 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0229076 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0170073 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0213232 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0146596 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.00414202 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0351173 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0228385 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0669966 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.145099 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0624542 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0244597 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.054353 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0119841 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0325208 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0392452 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0405946 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.14112 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0129683 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0923586 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0785397 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0296721 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0544132 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0105154 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0639549 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.164542 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0152583 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0499818 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0618998 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0856809 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0977546 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0577916 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0448376 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00755176 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0572076 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.00223832 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0730973 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0429697 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0354819 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.104324 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.10354 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0560558 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0553418 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00360046 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0335388 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00171299 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.060698 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0340966 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0105626 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0971827 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.073394 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0248272 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0592393 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00536307 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.068781 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.162936 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0154492 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0228385 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0669966 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.145099 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0624542 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0244597 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.054353 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0119841 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0325208 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0837748 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0406729 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0390821 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0113086 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0284178 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0344054 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0773012 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0334825 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0382026 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0351728 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0275323 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.00279138 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0441265 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.100007 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00635012 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.111087 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.02442 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.00421599 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0326335 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0697513 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0538117 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0753515 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0394571 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0164623 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0471328 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0350761 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0396609 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0642243 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0533557 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.132963 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.00394733 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0317098 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0330556 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.136568 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.00394733 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.00750098 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.102041 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0915586 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0417801 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.00806778 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.00503583 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0322381 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0670609 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.000801366 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.00394733 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0317098 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0330556 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.136058 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.00394733 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.00750098 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.102041 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0915715 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.041793 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00805484 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.00418357 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.032251 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0662086 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.000862222 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0120509 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0187221 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0211312 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.075495 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0327719 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00412318 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.112066 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0790606 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.135176 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0482217 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0709595 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0277995 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.0309031 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0216365 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0534384 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0139254 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0380116 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0619464 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0657489 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0781472 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0480327 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0554609 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0728336 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.00706431 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.0177114 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0260522 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.000845433 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0632098 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0357351 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0587345 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0776862 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0208736 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0713504 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0723726 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.00882535 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.030566 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0031335 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.00772102 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.102118 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0884289 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0386683 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.000658083 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.00628314 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0291263 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0683082 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.00559986 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0327719 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.00412318 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.112066 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0790606 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.135176 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0482217 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0709595 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0277995 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0309031 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0352949 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0328935 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0337594 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0633598 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00572812 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0192637 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0424619 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.00881548 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.108548 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0457429 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0637877 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0472105 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0388529 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0386244 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.128706 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.142173 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0457325 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.109818 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.150185 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0655348 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.037013 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0066188 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0295329 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0612158 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0570277 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0160815 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0229137 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0523607 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0520604 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0301818 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0270009 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0763331 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.037375 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0382859 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0196153 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0268607 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0393507 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0858235 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0231748 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0549258 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0482405 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.173011 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0531556 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.194297 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0843476 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0235099 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.054708 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0604397 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.174242 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0529378 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.195529 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0417115 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0764026 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0342137 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.206073 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0789499 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.21537 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0318101 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0359215 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0830726 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0299709 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0775703 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0839544 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00538687 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0357697 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.00710111 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0463934 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0757961 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0473721 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0305951 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0496226 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0181102 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0111488 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0181765 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0456554 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0449784 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00748227 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0659786 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0115042 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0349025 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.00672183 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0406884 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0358683 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00632211 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0477943 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0142034 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0166209 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.00470309 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0105053 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00600931 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0495729 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0101573 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0631525 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0724158 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0306701 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0656084 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0358194 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0370761 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.101327 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0205458 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.101869 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0293779 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00793412 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00881923 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.00217627 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0205432 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.00178808 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0128974 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0325519 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0134082 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0259758 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0109589 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.127286 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0696455 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.148749 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0391782 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.1156 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0503732 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0169859 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0174143 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0434506 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00364341 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.031547 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0206484 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0135943 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0120901 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.177146 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00914468 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.00429405 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0607907 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.121879 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0254238 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0302912 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0994212 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0377267 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0112106 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0268992 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0273031 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.00813826 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0406978 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0475994 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.00311555 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.016671 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0142146 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0433336 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.00812419 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0338743 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0182827 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.00928152 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00828332 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0037752 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0149741 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00793533 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0192899 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0513179 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.02981 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0219027 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.116951 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0875956 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0422276 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0178355 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.00501101 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.027911 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0890883 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0516814 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.00619134 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.00905042 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0429502 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0673661 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.00651435 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0484266 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0839193 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.118909 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0307342 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.012718 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00286443 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0134891 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.00844851 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.00269935 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0224728 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0726588 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0798476 # DEPENDENCYPART_SIBL
(0,0),(0,2),-0.436987 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,10),0.399814 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,12),0.00996412 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,21),-1.04871 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,2),(0,10),-0.772222 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,12),-0.982617 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,21),-0.589483 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,10),(0,12),-0.758302 # DEPENDENCYPART_NEXTSIBL
(0,10),(0,21),-0.324577 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
