# _root_ Often , Mr. Dinkins 's procrastination prevented him from having a say in the way things turned out , critics claim .
#goldHeads=7,7,4,6,4,7,21,7,7,9,12,10,10,15,13,17,15,17,21,21,0,21,
#predictedHeads=21,21,4,6,4,7,21,7,7,9,12,10,10,16,16,13,12,17,21,21,0,21,
(9,11),(9,21),-0.0163126 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0115766 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00707121 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0419574 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0184421 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0352739 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0173074 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.00120846 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0444463 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0555167 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0417579 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0579127 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.034697 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0258816 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0232465 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0247468 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0190175 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0638165 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0204669 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.056129 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.00896277 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.00484748 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.0559844 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00348816 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0904455 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0304459 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0952761 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0302383 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00594266 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0871429 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00175054 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0285699 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.000555132 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00763614 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00838919 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0177859 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0166716 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0401311 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0466821 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0810125 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00283965 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0120173 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0640194 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00773689 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0203014 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00500648 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0533126 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0001294 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.00657515 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0105685 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0100463 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0740577 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0656592 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0525891 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0570054 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0363962 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0622112 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0632627 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0163905 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0440356 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0575917 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.00408858 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.100259 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0723303 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0639398 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0834938 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0415878 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0623704 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0648669 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.120588 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0576293 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0501872 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0718648 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0333218 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0539167 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0261063 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0263583 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0335288 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0388521 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0471697 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0310176 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.040975 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0432925 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0587592 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0029135 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00335174 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00568786 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00843386 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0168272 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.00594516 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.00967177 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.0124518 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0275267 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0208729 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0109504 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0149314 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.014387 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0106154 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0254165 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0326119 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0395657 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0467367 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0475649 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0429324 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0442255 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0496879 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0286663 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0268942 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0239107 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.000525536 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0272914 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0226728 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.00642321 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0204761 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.00432141 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0263473 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0192382 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0360736 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.00208563 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0275402 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0308248 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.000738254 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0128222 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0153939 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.00841337 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0270539 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.0146365 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0113402 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0695514 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0598943 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0630255 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0684972 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0768912 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0281031 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.136353 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00931685 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0230807 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0187753 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.3292 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0149687 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.032325 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.0102162 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0235447 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.020268 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.00695292 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0182647 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.000767838 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.102955 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0555692 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0348502 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0111788 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0224322 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0474406 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0154255 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0461194 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0206474 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0137798 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0270035 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0928431 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0652327 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00572098 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0128149 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0409912 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.18021 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.00176346 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0416233 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0215466 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0384213 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.024887 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0592361 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0693439 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0655051 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0387995 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0200641 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0220876 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0628632 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0122885 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0144462 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0391158 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00579047 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.105111 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0567435 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0360245 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0124176 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0200538 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0486149 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0166644 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0361998 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.102092 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.083752 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0556824 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0351378 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.296468 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.00183953 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0519177 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.28178 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.022193 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0369287 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0360178 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0191926 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0126606 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0407484 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0206577 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0125919 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0102073 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0091988 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0222356 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0487882 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0234852 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0179022 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0479867 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0232244 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0565787 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0824513 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0193041 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0551491 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0802263 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0845108 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0763899 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0184714 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0502533 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0741648 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0935007 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.00841283 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.022849 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0347377 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.00936085 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.00649343 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0472377 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.105054 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0777818 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.081971 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.00800066 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0548593 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0266074 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0346303 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0403605 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0763712 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.030396 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.11287 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0755618 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0278433 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.00620324 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0445539 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0493606 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0678177 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.102742 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00886595 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0832236 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.105558 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.00233518 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0876291 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0536826 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0498216 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0124753 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0500879 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.123675 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.014233 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0368199 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0132953 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0682788 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.06969 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0539524 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0205516 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0682394 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0542413 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0204782 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0977966 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0380978 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0359946 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0977996 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.036963 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0243082 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.041317 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0134961 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.102196 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0401823 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0437314 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0652811 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0461884 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0300547 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0356978 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.053566 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.00360201 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0253447 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0458944 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0343005 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0355532 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0563915 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.260742 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.257217 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0153803 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0131552 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.014681 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0436412 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0372701 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0143913 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0198908 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0225864 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.00589224 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0202905 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0100824 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.000149552 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0559503 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.000155464 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.187726 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0185368 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.319625 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0530796 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0137565 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.303441 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00708177 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.122762 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00888314 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0236555 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0460269 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0227549 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.013101 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.00442089 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0115884 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0106327 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0373614 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0344401 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00708893 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0087748 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.172481 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0170828 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00259671 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.168956 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00527086 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0406155 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0222364 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00455467 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.022516 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0163718 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.00117102 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0246807 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0213843 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0113308 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0369847 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.00205335 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.00362259 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.00357312 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.00154699 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.022959 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0162586 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.00664355 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.00406201 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.00979533 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0326142 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.00956095 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.000760202 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0168034 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0650083 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0500331 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.00318447 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0240396 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.0611251 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.0268343 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0237684 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.000579167 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.0115903 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.00889397 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0288158 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0178152 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0208282 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0257082 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0336069 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0173901 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.00392498 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0315478 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.00165138 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.155303 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0182836 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0268622 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.0641676 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.113792 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.121482 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.00831764 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0924789 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0360736 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.00149749 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0650585 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.125399 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.00645674 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.100571 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.125988 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.113454 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0887152 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.00967527 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0276728 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0343782 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.00551299 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.094801 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.000507117 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0841601 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0220743 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.00930868 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0560236 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0987182 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0129293 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0915372 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0993076 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0867731 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0658637 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.00862062 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.00840309 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.0274728 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.0514196 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.00464342 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0902792 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0337786 # DEPENDENCYPART_SIBL
