# _root_ The Financial Times 100-share index shed 47.3 points to close at 2082.1 , down 4.5 % from the previous Friday and 6.8 % from Oct. 13 , when Wall Street 's plunge helped spark the current weakness in London .
#goldHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,21,16,14,14,20,20,17,10,23,16,17,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
#predictedHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,10,16,14,14,21,21,21,17,23,21,14,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
(4,6),(4,7),0.0060198 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0474421 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.00246174 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0016126 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0164158 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0112261 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.149879 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.15038 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.13491 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.159518 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.121629 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00256256 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0320708 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.168591 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.121629 # DEPENDENCYPART_SIBL
(5,1),(5,40),-0.0891073 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.118181 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0900901 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0744357 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.110425 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.022326 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0771508 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0841378 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.110425 # DEPENDENCYPART_SIBL
(5,2),(5,40),-0.0178358 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0981866 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0419854 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.111137 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00650432 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0841826 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.052201 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.111137 # DEPENDENCYPART_SIBL
(5,3),(5,40),-0.0252301 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0112956 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.123001 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0284051 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.044193 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00834266 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.123001 # DEPENDENCYPART_SIBL
(5,4),(5,40),-0.0409993 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0272978 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0338354 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0149706 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0181208 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0272978 # DEPENDENCYPART_SIBL
(5,6),(5,40),-0.0213502 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0474861 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0163273 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0305141 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0135449 # DEPENDENCYPART_SIBL
(5,7),(5,40),0.00336966 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.012961 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0284873 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0241519 # DEPENDENCYPART_SIBL
(5,8),(5,40),-0.00922911 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00995906 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0210592 # DEPENDENCYPART_SIBL
(5,9),(5,40),0.0513881 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0188788 # DEPENDENCYPART_SIBL
(5,10),(5,40),-0.00768535 # DEPENDENCYPART_SIBL
(5,12),(5,40),0.00336966 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0360216 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.036488 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0397729 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.00928066 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0586278 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0653735 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0346166 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.073215 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.00200214 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0222147 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.110461 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0284435 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0636462 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0284435 # DEPENDENCYPART_SIBL
(6,1),(6,27),0.0222147 # DEPENDENCYPART_SIBL
(6,1),(6,33),-0.0464476 # DEPENDENCYPART_SIBL
(6,1),(6,40),-0.104956 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0845274 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0234878 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0556878 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00141378 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00899571 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00638901 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0356727 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.032008 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0249072 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0188225 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.00991505 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.00557259 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.00991505 # DEPENDENCYPART_SIBL
(6,2),(6,27),0.0249072 # DEPENDENCYPART_SIBL
(6,2),(6,33),0.00509172 # DEPENDENCYPART_SIBL
(6,2),(6,40),0.0175411 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0193137 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0541859 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0148982 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0224406 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0103662 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0462515 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0143647 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0142472 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0149492 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0276131 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0117702 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.0276131 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.0142472 # DEPENDENCYPART_SIBL
(6,3),(6,33),-0.00445985 # DEPENDENCYPART_SIBL
(6,3),(6,40),-0.00927601 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00778842 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0173551 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00269354 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0211672 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0460238 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00169508 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.00781678 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.00615341 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.00990139 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0368837 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.00990139 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.00781678 # DEPENDENCYPART_SIBL
(6,4),(6,33),-0.014295 # DEPENDENCYPART_SIBL
(6,4),(6,40),0.0101958 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.037161 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0282669 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0775669 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0262773 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0761035 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0641523 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0753923 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0159382 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0414544 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0159382 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.0641523 # DEPENDENCYPART_SIBL
(6,5),(6,33),0.0615943 # DEPENDENCYPART_SIBL
(6,5),(6,40),0.085837 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0442413 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0250142 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0260709 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0190513 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00149602 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.00632392 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0483404 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0204415 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0483404 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.00149602 # DEPENDENCYPART_SIBL
(6,7),(6,33),-0.0175401 # DEPENDENCYPART_SIBL
(6,7),(6,40),-0.0151191 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0373303 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0227772 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.044076 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0545069 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0239101 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0552722 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0160408 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0552722 # DEPENDENCYPART_SIBL
(6,8),(6,27),0.0545069 # DEPENDENCYPART_SIBL
(6,8),(6,33),0.0126802 # DEPENDENCYPART_SIBL
(6,8),(6,40),0.00606684 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0162487 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0419392 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00251909 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0123113 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.160385 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0455546 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.160385 # DEPENDENCYPART_SIBL
(6,9),(6,27),0.00251909 # DEPENDENCYPART_SIBL
(6,9),(6,33),-0.0108147 # DEPENDENCYPART_SIBL
(6,9),(6,40),-0.00611974 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0169018 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0106443 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0277275 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0270788 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0674213 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0270788 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0106443 # DEPENDENCYPART_SIBL
(6,10),(6,33),-0.0447583 # DEPENDENCYPART_SIBL
(6,10),(6,40),0.0126491 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0966845 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0607887 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0567658 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0370956 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0567658 # DEPENDENCYPART_SIBL
(6,11),(6,27),0.0966845 # DEPENDENCYPART_SIBL
(6,11),(6,33),0.0207621 # DEPENDENCYPART_SIBL
(6,11),(6,40),-0.0329074 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0567553 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0198114 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.003809 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.0198114 # DEPENDENCYPART_SIBL
(6,13),(6,27),0.0286372 # DEPENDENCYPART_SIBL
(6,13),(6,33),0.040199 # DEPENDENCYPART_SIBL
(6,13),(6,40),0.00398474 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0159913 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0259947 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0159913 # DEPENDENCYPART_SIBL
(6,14),(6,27),0.0392415 # DEPENDENCYPART_SIBL
(6,14),(6,33),0.0406639 # DEPENDENCYPART_SIBL
(6,14),(6,40),-0.0165995 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0278178 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.0713236 # DEPENDENCYPART_SIBL
(6,17),(6,27),0.0435195 # DEPENDENCYPART_SIBL
(6,17),(6,33),0.0226729 # DEPENDENCYPART_SIBL
(6,17),(6,40),0.0109577 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.0265643 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.0028805 # DEPENDENCYPART_SIBL
(6,21),(6,33),0.00322777 # DEPENDENCYPART_SIBL
(6,21),(6,40),0.00545109 # DEPENDENCYPART_SIBL
(6,24),(6,27),0.0435195 # DEPENDENCYPART_SIBL
(6,24),(6,33),0.0226729 # DEPENDENCYPART_SIBL
(6,24),(6,40),0.0109577 # DEPENDENCYPART_SIBL
(6,27),(6,33),0.040199 # DEPENDENCYPART_SIBL
(6,27),(6,40),0.00398474 # DEPENDENCYPART_SIBL
(6,33),(6,40),0.0538829 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0191162 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0102717 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00151088 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0582937 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0268439 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0274164 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.00924289 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0180074 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0502249 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0259563 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0978481 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0319943 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.026208 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.129171 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0150041 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.155077 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00606982 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0125858 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.155077 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0614806 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.17661 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0221281 # DEPENDENCYPART_SIBL
(8,1),(8,40),-0.12868 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00140688 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0109279 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0021401 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.011016 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0372707 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0664956 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0627851 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0641262 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0682826 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.100758 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0239914 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0683684 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0163301 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0945791 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.00989634 # DEPENDENCYPART_SIBL
(8,2),(8,40),0.0139629 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0204024 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00276569 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0282638 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0269145 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0714424 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0287656 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0659279 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.066909 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.049881 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0331679 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0669947 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0090263 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0928284 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.00566339 # DEPENDENCYPART_SIBL
(8,3),(8,40),0.00865353 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0374101 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0725431 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0103859 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0548712 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0117146 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0466275 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.108473 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0300974 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0211317 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.108641 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.060828 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0519901 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0677663 # DEPENDENCYPART_SIBL
(8,4),(8,40),-0.0351784 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0209154 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0387381 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0477513 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00915805 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0737242 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0598395 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.092469 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0421129 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0599253 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0160002 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0960582 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0107372 # DEPENDENCYPART_SIBL
(8,5),(8,40),0.0392056 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0078113 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0348804 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0188081 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00457128 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.101243 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0151522 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00116833 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.101243 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0490999 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0361858 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0128399 # DEPENDENCYPART_SIBL
(8,6),(8,40),0.0447765 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0543558 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0412092 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.009622 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0175892 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.040058 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0947914 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0175921 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0437166 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.127661 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0647906 # DEPENDENCYPART_SIBL
(8,7),(8,40),-0.0275653 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.008335 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0254734 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0282061 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00344814 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0269004 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0278731 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0048229 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.106075 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.00906498 # DEPENDENCYPART_SIBL
(8,9),(8,40),0.0869931 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.000268018 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0111331 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0342751 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0225958 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0111331 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0160648 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0071167 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.00237089 # DEPENDENCYPART_SIBL
(8,10),(8,40),0.0230219 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0508692 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00582791 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0385222 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0508692 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0650465 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0103559 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0287517 # DEPENDENCYPART_SIBL
(8,11),(8,40),0.032949 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.000142394 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0065031 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00987898 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0236361 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0522354 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.00474605 # DEPENDENCYPART_SIBL
(8,12),(8,40),0.0241472 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0461459 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00841909 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0250683 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0414172 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.00342998 # DEPENDENCYPART_SIBL
(8,13),(8,40),-0.0267588 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0462242 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.011352 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00442798 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0050125 # DEPENDENCYPART_SIBL
(8,14),(8,40),-0.0050538 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0245009 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0547788 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.00474605 # DEPENDENCYPART_SIBL
(8,15),(8,40),0.0239757 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0163476 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.03423 # DEPENDENCYPART_SIBL
(8,16),(8,40),0.0328908 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0032917 # DEPENDENCYPART_SIBL
(8,17),(8,40),0.0878618 # DEPENDENCYPART_SIBL
(8,21),(8,40),0.000409775 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0254437 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0496681 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00330554 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0966233 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0232589 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0387434 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0010426 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0319162 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0260933 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0190302 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0887043 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0323002 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0598659 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0579606 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0919206 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.00476963 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0254212 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00919017 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00631954 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00654906 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0196753 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0154663 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.10041 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0264109 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0321968 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.00177315 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0196753 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0154663 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.00631954 # DEPENDENCYPART_SIBL
(10,2),(10,34),-0.0317642 # DEPENDENCYPART_SIBL
(10,2),(10,38),-0.0245429 # DEPENDENCYPART_SIBL
(10,2),(10,40),4.05571e-05 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0281261 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.058364 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0530894 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0876407 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0043393 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00777787 # DEPENDENCYPART_SIBL
