# _root_ The Dutch unit , known as Celtona B.V. , is a leading maker of consumer and away-from-home tissue products for the Benelux region .
#goldHeads=3,3,10,3,3,5,8,6,3,0,13,13,10,13,16,19,16,19,14,19,23,23,20,10,
#predictedHeads=3,3,10,3,3,5,8,6,3,0,13,13,10,13,16,14,19,19,16,19,23,23,20,10,
(8,3),(8,14),0.0174307 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0209622 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.0135944 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0710135 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0974149 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0228849 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.140625 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00305127 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0150537 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.148141 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0346062 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.027459 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00619479 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0377365 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0127164 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0385969 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.000901173 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0122234 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00447405 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0458216 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0189751 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0745093 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0141855 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.039525 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00706391 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0467497 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0120213 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0529913 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00775646 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0520296 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0409421 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0107551 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.0101931 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0323658 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0674294 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0346146 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0177935 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.00261008 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0336995 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0182797 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0511189 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.0313735 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.00691223 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0324237 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.022353 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0463889 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0112154 # DEPENDENCYPART_SIBL
(8,16),(8,24),0.00104341 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0565298 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0700513 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.118878 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.063164 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0998485 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0517575 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.051825 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.118878 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.161007 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.150646 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0592662 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.21522 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0722654 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0792929 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0630505 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0699042 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0579293 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.000820301 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0696736 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.138482 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0337715 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0168 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0266002 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0281607 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0174286 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0174961 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0168 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0819095 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.096092 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0335981 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0679897 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0478376 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0435613 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0661269 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.043873 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0491973 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.09059 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0436235 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0315246 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.00343162 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0212841 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0606699 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.14285 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.143039 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.00343162 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.162761 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0339894 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0723071 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0126324 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.103706 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0296731 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0147614 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.104923 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.111037 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.060815 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0994261 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0615895 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.00677678 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0368614 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0037378 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.00383002 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0287648 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.162838 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0178281 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0211054 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.106581 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.00976202 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0239179 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0253083 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.012651 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.00150156 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0767914 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.012904 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.0401071 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0942289 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0241629 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0242326 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00855022 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0931048 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0250779 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0483033 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.019391 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00633401 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0013329 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0200429 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00779005 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0100193 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0477267 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.00810962 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.0244607 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00593236 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00599987 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0265075 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.119043 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0432141 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0391116 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0346949 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0535842 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00715648 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0585746 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0520474 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0503975 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0436956 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0518061 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.113615 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.125333 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0290053 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.146561 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0104702 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0652958 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00667926 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0969399 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0160465 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00555008 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0981562 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.10427 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0455818 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0926598 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0157582 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0290053 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.151332 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0183484 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0745785 # DEPENDENCYPART_SIBL
(10,8),(10,14),2.84725e-06 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.106223 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0112736 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.000779212 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.107439 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.113553 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0524498 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.101943 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0205485 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.162838 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0178281 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0211054 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.106581 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00976202 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0239179 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0253083 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.012651 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.00150156 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0767914 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.012904 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0401071 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0459601 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0294604 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0551357 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0236908 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0458233 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0581312 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0236894 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0205869 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0438604 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0236916 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.030319 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0558371 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0547577 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0498102 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0762959 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0605034 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0497834 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0428774 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0417317 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0497856 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0120309 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0362131 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0445356 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0433243 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0378672 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0445342 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0404643 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0666788 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0445365 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.00862604 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0338791 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0568364 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0595829 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0338759 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0273887 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.123179 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0338779 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.0486028 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0467583 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0413054 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0468804 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0428101 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0629559 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0468827 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.00168205 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0103572 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0152759 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0128283 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0121626 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0152781 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.00538793 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0422993 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0340739 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0133621 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0423015 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.00774067 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0410634 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0616064 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0451337 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.00382077 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.108021 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0537653 # DEPENDENCYPART_SIBL
(10,19),(10,24),-0.0163035 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0252806 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.0284684 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.00381358 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0602738 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.114566 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00212721 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.000419708 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0324198 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.026578 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0136911 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0379495 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0270781 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0406971 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0595364 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0255332 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0238909 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0243975 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0252974 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.076655 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0272905 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0123171 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0130165 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.109834 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.00312087 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.000211962 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0190925 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00601908 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00513881 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0552178 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.00626628 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.060018 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.012107 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0251695 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0322146 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0153294 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0281501 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00613309 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0138618 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0116465 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.041794 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0135512 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0366838 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.057995 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.168545 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0657076 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0170822 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.019163 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0637478 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.05069 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.115375 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0635213 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0345853 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00658272 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0267735 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0354221 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0304603 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0267722 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0227022 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0241006 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0267734 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0117881 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.028192 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0547573 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0677446 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0281888 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0217016 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.120405 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0281888 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0425783 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0359943 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0310366 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0265763 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.022506 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0180248 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0265776 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0134675 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0112205 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0148839 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0124363 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0435624 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0148851 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.00173002 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0207582 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0125328 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0259215 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0207594 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0131159 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0207573 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0166733 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0248266 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0113248 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0630898 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0334602 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0314531 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0143643 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.012053 # DEPENDENCYPART_SIBL
(12,23),(12,24),-0.0113298 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0937804 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.103384 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0408203 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0499255 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.114816 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0408203 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.260869 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.168455 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.277714 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0235839 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0138959 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0913264 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0227531 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0109821 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0380718 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0227539 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.121454 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.070314 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.118372 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.000466587 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0767292 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.118372 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.053982 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0881488 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0111622 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0288467 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0759308 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.036256 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0264124 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0314356 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0581072 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.0263943 # DEPENDENCYPART_SIBL
(13,2),(13,24),-0.0339582 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.00676737 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0161555 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0204273 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.00676737 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0749706 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0342662 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0175152 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.00574352 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0291922 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.029676 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.00848069 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0123831 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.10126 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.00321391 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.0182634 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0897282 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0313414 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.16877 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0379944 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0690894 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.148216 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0264617 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0406449 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0860284 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.025781 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0370954 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.132059 # DEPENDENCYPART_SIBL
