# _root_ The `` anti-hooligan '' law , which would deprive troublemakers of cards , must be ratified by the House of Lords and is expected to become effective early next year .
#goldHeads=5,5,5,5,22,5,8,5,8,9,9,11,5,22,14,15,16,19,17,19,20,0,22,23,26,24,26,30,30,26,22,
#predictedHeads=5,5,5,5,14,5,8,5,8,9,10,11,5,0,14,15,16,19,22,19,20,17,22,23,26,24,26,30,30,26,14,
(5,8),(5,15),-0.0012783 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.000704078 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.00839687 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.00240455 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0205947 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0109685 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.00112739 # DEPENDENCYPART_SIBL
(5,8),(5,31),0.0787843 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0237475 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0147225 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0240873 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0208283 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.00235495 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0197577 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0120809 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.00621211 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0247261 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0267015 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0242712 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0129423 # DEPENDENCYPART_SIBL
(5,9),(5,31),0.00454452 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0103678 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0196984 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0113281 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0287257 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0274583 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0184619 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.00513022 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0226033 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0385653 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.036164 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0249606 # DEPENDENCYPART_SIBL
(5,10),(5,31),0.0185162 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.00128306 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0291468 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0441404 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0228101 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0423241 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0587751 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.00310338 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0453654 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0448359 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0461865 # DEPENDENCYPART_SIBL
(5,11),(5,31),-0.0101918 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0113281 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0287257 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0259785 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.016982 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.00513022 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0226033 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0385653 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0346842 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0234807 # DEPENDENCYPART_SIBL
(5,12),(5,31),0.0170165 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0154183 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.00295993 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.00338893 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0390176 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.00541076 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.00256911 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0096502 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.00433895 # DEPENDENCYPART_SIBL
(5,13),(5,31),-0.0178343 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.00997958 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.00940173 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0166798 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0104536 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.0282845 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0212819 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.00982504 # DEPENDENCYPART_SIBL
(5,14),(5,31),0.0563528 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0309872 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0173249 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0385789 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.0385403 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0418932 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.031864 # DEPENDENCYPART_SIBL
(5,15),(5,31),-0.0171945 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.00615188 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0247259 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0267014 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0242711 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.0129421 # DEPENDENCYPART_SIBL
(5,16),(5,31),-0.00783666 # DEPENDENCYPART_SIBL
(5,17),(5,19),-4.78998e-05 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.00760704 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.00272082 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.0108085 # DEPENDENCYPART_SIBL
(5,17),(5,31),0.0496023 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0279852 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.0282117 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.0169708 # DEPENDENCYPART_SIBL
(5,19),(5,31),0.0293967 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.0292668 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.0167354 # DEPENDENCYPART_SIBL
(5,22),(5,31),0.00104172 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.0392346 # DEPENDENCYPART_SIBL
(5,23),(5,31),0.0315231 # DEPENDENCYPART_SIBL
(5,24),(5,31),0.00779965 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0918388 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0228941 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0400527 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.00657503 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00113325 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0536802 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0628399 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0134994 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.24256 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00970824 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.00714079 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.00497278 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0467571 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.000892314 # DEPENDENCYPART_SIBL
(8,1),(8,31),-0.126658 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.000751737 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.28648 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0291075 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.208764 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00105386 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0249622 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0407204 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0613009 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.162462 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0487066 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.110089 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.00308021 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0997146 # DEPENDENCYPART_SIBL
(8,2),(8,31),0.0152185 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0084352 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0037159 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0591227 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0349889 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0431289 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00497874 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0190353 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.00432826 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0148564 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0497602 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0328451 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0705341 # DEPENDENCYPART_SIBL
(8,3),(8,31),-0.00237589 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0186095 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.200576 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0123284 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.116722 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0319802 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0590722 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0133631 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0324559 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0248422 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0884735 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.00590432 # DEPENDENCYPART_SIBL
(8,4),(8,31),-0.00663329 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00149825 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.096852 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00722202 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0110896 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00381227 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0106722 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.011573 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.11282 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0102681 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0245925 # DEPENDENCYPART_SIBL
(8,5),(8,31),0.00168111 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0749865 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0174063 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0176182 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.148258 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.18663 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0098499 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.16685 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.007125 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0381059 # DEPENDENCYPART_SIBL
(8,6),(8,31),0.0659756 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.010612 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0425686 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.050518 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0915007 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0104151 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0912835 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.000328145 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0276824 # DEPENDENCYPART_SIBL
(8,7),(8,31),-0.162652 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.059884 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0508788 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0276299 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0249953 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0537247 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0745963 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.129892 # DEPENDENCYPART_SIBL
(8,9),(8,31),0.00503274 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00125112 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0157888 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0236949 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.100005 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0738955 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0462987 # DEPENDENCYPART_SIBL
(8,10),(8,31),0.0144683 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0309201 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0231207 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.079382 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0304428 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0236885 # DEPENDENCYPART_SIBL
(8,11),(8,31),-0.00740412 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0356133 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.109661 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0691149 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0191049 # DEPENDENCYPART_SIBL
(8,13),(8,31),-0.0208864 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0459756 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0153066 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0608516 # DEPENDENCYPART_SIBL
(8,14),(8,31),0.0259477 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.102624 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.132535 # DEPENDENCYPART_SIBL
(8,15),(8,31),0.00223627 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.134383 # DEPENDENCYPART_SIBL
(8,16),(8,31),-0.0208218 # DEPENDENCYPART_SIBL
(8,22),(8,31),0.0361774 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0209709 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0088999 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.108991 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0305537 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0216098 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.00934003 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0205186 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0117506 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0654256 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0247172 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00858781 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00422501 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.000197928 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.00831214 # DEPENDENCYPART_SIBL
(9,2),(9,26),0.0253399 # DEPENDENCYPART_SIBL
(9,2),(9,31),0.0338679 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0113882 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0210129 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0645694 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0590006 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.000363619 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0301874 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00511836 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00569948 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0236039 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0363042 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0350078 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.013535 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0386271 # DEPENDENCYPART_SIBL
(9,3),(9,26),-0.0164772 # DEPENDENCYPART_SIBL
(9,3),(9,31),0.010196 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00409319 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.101992 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.063502 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0224938 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00616285 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0107457 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0181203 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00350911 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0056483 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.000470478 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.113757 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.00887716 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.015314 # DEPENDENCYPART_SIBL
(9,5),(9,31),-0.0101391 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.110093 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0662967 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00171466 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.117794 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00389311 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.158081 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0250489 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0331636 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00400711 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0127114 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.00832005 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.00658987 # DEPENDENCYPART_SIBL
(9,6),(9,31),0.0519199 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0506853 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0122256 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0390394 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0159466 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.1869 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0168898 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0429753 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0334545 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0266484 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0122268 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.0222772 # DEPENDENCYPART_SIBL
(9,7),(9,31),-0.197004 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0664167 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.119564 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0609345 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.139433 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0630748 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.149633 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.150239 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.103885 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0879343 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.134614 # DEPENDENCYPART_SIBL
(9,8),(9,31),-0.014377 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0448735 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0200865 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0151106 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0446936 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0523707 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00911324 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0400869 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.029895 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.000418301 # DEPENDENCYPART_SIBL
(9,10),(9,31),-0.00145661 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0286958 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0257364 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0626932 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0822894 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0636962 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0957064 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0546256 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.0566806 # DEPENDENCYPART_SIBL
(9,11),(9,31),-0.0391366 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.012892 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0469122 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0516295 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00837205 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0378684 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0321136 # DEPENDENCYPART_SIBL
(9,12),(9,26),0.000322888 # DEPENDENCYPART_SIBL
(9,12),(9,31),-0.00667474 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0178199 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0129339 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0325333 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.000448529 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.00198852 # DEPENDENCYPART_SIBL
(9,13),(9,26),0.0305965 # DEPENDENCYPART_SIBL
(9,13),(9,31),0.00522725 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0175737 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00922948 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0306774 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.046001 # DEPENDENCYPART_SIBL
(9,14),(9,26),0.0164484 # DEPENDENCYPART_SIBL
(9,14),(9,31),0.0309389 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0069299 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0513491 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0482658 # DEPENDENCYPART_SIBL
(9,15),(9,26),-0.00103054 # DEPENDENCYPART_SIBL
(9,15),(9,31),0.0324866 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.000400782 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0583359 # DEPENDENCYPART_SIBL
(9,16),(9,26),-0.0197736 # DEPENDENCYPART_SIBL
(9,16),(9,31),-0.00213193 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0245114 # DEPENDENCYPART_SIBL
(9,17),(9,26),-0.00110802 # DEPENDENCYPART_SIBL
(9,17),(9,31),-0.0519876 # DEPENDENCYPART_SIBL
(9,22),(9,26),0.0134497 # DEPENDENCYPART_SIBL
(9,22),(9,31),0.00499534 # DEPENDENCYPART_SIBL
(9,26),(9,31),0.00813578 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0550371 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0901979 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.026318 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.116151 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.267873 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00961183 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00872017 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0569894 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.129917 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.132546 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0807688 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.267873 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.202429 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0691242 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.127669 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0741108 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0132995 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.007763 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0190931 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.000742832 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0492468 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0253653 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0488693 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0132995 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.0468703 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0341606 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0287128 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0539387 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0303583 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.047274 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0131684 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0143007 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.00700841 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.141709 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0539387 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.0409375 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0723584 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.147431 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0155773 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.140625 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0223667 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0550954 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0100805 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.117762 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.147431 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0364312 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0141319 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0130682 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0122097 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00116189 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00261372 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0189539 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0580383 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0141319 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0131499 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00422153 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0225044 # DEPENDENCYPART_SIBL
