# _root_ The company 's conduct `` does not even raise a question of wrongful corporate intent , ratification or cover-up , '' GE 's brief asserts .
#goldHeads=2,4,2,6,6,25,6,6,6,11,9,11,18,18,18,18,18,12,18,25,25,24,22,25,0,25,
#predictedHeads=2,4,2,6,6,25,6,6,6,11,9,11,15,15,18,18,18,12,18,25,25,24,22,25,0,25,
(6,9),(6,13),-0.0270176 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.027019 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0124887 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0341143 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0567883 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0140571 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0341143 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0240916 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0186609 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0653245 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00257252 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.00214116 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00211306 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0118955 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00917996 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00561401 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0103446 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.00917996 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0165698 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.0585921 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.0771841 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0924579 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0924654 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.057229 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.103688 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.106117 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0588076 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.103688 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.119174 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0645978 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.0426061 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0390965 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0239597 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.019532 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.028144 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0255292 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.019532 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0196441 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0228432 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.0218466 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0273907 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0195408 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0281487 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0289602 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0195408 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0196462 # DEPENDENCYPART_SIBL
(6,14),(6,25),0.0225732 # DEPENDENCYPART_SIBL
(6,14),(6,26),0.0218199 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0107688 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0138548 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.00359849 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0107688 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0152675 # DEPENDENCYPART_SIBL
(6,15),(6,25),0.0504131 # DEPENDENCYPART_SIBL
(6,15),(6,26),0.0640266 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0649992 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0481049 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0501138 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0035327 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.00264057 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.0190847 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0189603 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0362406 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.00557513 # DEPENDENCYPART_SIBL
(6,18),(6,25),0.0397546 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0367064 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.00196595 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0234507 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.0575501 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.0650413 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0035327 # DEPENDENCYPART_SIBL
(6,20),(6,25),0.00264057 # DEPENDENCYPART_SIBL
(6,20),(6,26),-0.0190847 # DEPENDENCYPART_SIBL
(6,21),(6,25),0.0320146 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.0373753 # DEPENDENCYPART_SIBL
(6,25),(6,26),0.0565225 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0129303 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0558324 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0930653 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0377724 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.151135 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.269322 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.136547 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.123634 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0527137 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0998615 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0345079 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.102031 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.272088 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.138472 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.134886 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0511776 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0273399 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0640472 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.150358 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.144642 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0974956 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0378916 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.205141 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.133792 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0998805 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.120544 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0524234 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0120221 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0482226 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.00813717 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0135356 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0806233 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0194565 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0237425 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0183356 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.00998012 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0208372 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0518675 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.117293 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.102794 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.149883 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0583427 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.108611 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0532167 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.152109 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0366842 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.18357 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0623401 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.113592 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.14702 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00383531 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0906071 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0103375 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.025954 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00565215 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0255743 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.121326 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0616938 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0139402 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.026665 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0352853 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.049666 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0414745 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0558241 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0469146 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0490677 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0414745 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0118319 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.05123 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0437501 # DEPENDENCYPART_SIBL
(9,2),(9,26),0.0375122 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00319838 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0201531 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00433484 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0137819 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.110895 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0389728 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00231491 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0189136 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0275339 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0264368 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0180729 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0331032 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0135217 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0263468 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0180729 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.00281883 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0285091 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.00455949 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.00778443 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0326918 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0122746 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0234258 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0682505 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0041537 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.027907 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.000876948 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.000861655 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00776839 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.059137 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00987225 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.00944159 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0144485 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.059137 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.452817 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0114034 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.00357232 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.0353183 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0207228 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00831377 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.085295 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0078295 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.037717 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0184269 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0184497 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00109081 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0687381 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00757319 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0183788 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00604154 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0687381 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0359099 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.00604222 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.00441457 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.0240751 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.047166 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.069699 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0264184 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.022451 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00554408 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00583897 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0479836 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0321121 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0272867 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.00398282 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0288184 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0321121 # DEPENDENCYPART_SIBL
(9,7),(9,21),-6.43354e-05 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0288179 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.00502514 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.0246882 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.071525 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00290101 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00545624 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0096748 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00937991 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0244657 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0705487 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.00376889 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.01517 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00530054 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0705487 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.00746446 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.00530005 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.0150309 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.0100435 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0288084 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0449535 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0651461 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0651474 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0252009 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0516649 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0283788 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.045868 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0267704 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0516649 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.026516 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0267704 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0308484 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.0361844 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0195361 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0215038 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0215319 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00241718 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.027023 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00865308 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0244724 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00396811 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.027023 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.00714772 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.00393145 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.00458147 # DEPENDENCYPART_SIBL
(9,11),(9,26),0.0136159 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.078257 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0782645 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0331787 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0469359 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0363507 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0896247 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0347573 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0469359 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.106976 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0347422 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0685476 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.0474323 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0421797 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.016749 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0134084 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0199269 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0289358 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0183185 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0134084 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0252231 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0183185 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.00135536 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.0116943 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0201799 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0133996 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0233579 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0289405 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0217494 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0133996 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0252253 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0217494 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.00162541 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.0117211 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.00655913 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0231112 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0332284 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0184262 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00655913 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.00896516 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0183896 # DEPENDENCYPART_SIBL
(9,15),(9,25),-0.00411257 # DEPENDENCYPART_SIBL
(9,15),(9,26),-0.00057175 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.000316905 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0318087 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.00128971 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.01602 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0358616 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.00129153 # DEPENDENCYPART_SIBL
(9,16),(9,25),0.02543 # DEPENDENCYPART_SIBL
(9,16),(9,26),-0.00227143 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0331774 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0178892 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0101384 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.00894604 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0178525 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.00222333 # DEPENDENCYPART_SIBL
(9,17),(9,26),-0.0139217 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0133717 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.00627691 # DEPENDENCYPART_SIBL
(9,18),(9,21),1.94266e-06 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0133717 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.0139839 # DEPENDENCYPART_SIBL
(9,18),(9,26),0.00610447 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.015362 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.00078197 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.0114159 # DEPENDENCYPART_SIBL
(9,19),(9,25),0.00302443 # DEPENDENCYPART_SIBL
(9,19),(9,26),0.000442891 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.0358616 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.00129153 # DEPENDENCYPART_SIBL
(9,20),(9,25),0.02543 # DEPENDENCYPART_SIBL
(9,20),(9,26),-0.00227143 # DEPENDENCYPART_SIBL
(9,21),(9,24),0.0365118 # DEPENDENCYPART_SIBL
(9,21),(9,25),0.00905682 # DEPENDENCYPART_SIBL
(9,21),(9,26),-0.0717547 # DEPENDENCYPART_SIBL
(9,24),(9,25),0.00302472 # DEPENDENCYPART_SIBL
(9,24),(9,26),0.000444855 # DEPENDENCYPART_SIBL
(9,25),(9,26),0.0074274 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00450181 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0500822 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.047611 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0163871 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0124325 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0691867 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0251688 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.000439507 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0138728 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.023647 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0873367 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0238998 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0503879 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0334376 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0873367 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0553008 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0238598 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.0254311 # DEPENDENCYPART_SIBL
(11,2),(11,25),0.0555894 # DEPENDENCYPART_SIBL
(11,2),(11,26),0.0624002 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0806933 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0757307 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0849979 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.094728 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.119891 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0374105 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0331442 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0424053 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.164739 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0467868 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0201987 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0565595 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.164739 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.753936 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0462495 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0467868 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.0114147 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.0274837 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0462297 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00261086 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.016188 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0499299 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00601541 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00146922 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0608706 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.071914 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0538524 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.00344682 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0575359 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.071914 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0562433 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0533156 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0538524 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0235114 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.126631 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0563262 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.108164 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0230175 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0176882 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0222344 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0149591 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0149793 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.00794087 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0276448 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0116244 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0149793 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0291999 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.00740409 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.00794087 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.00270445 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.0409962 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0164327 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0048275 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0509661 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0552383 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0140299 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00636817 # DEPENDENCYPART_SIBL
