# _root_ Two old friends , George Bush and Deng Xiaoping , are trying to limit further damage to U.S.-China ties .
#goldHeads=3,3,11,3,6,7,3,9,7,3,0,11,14,12,16,14,16,19,17,11,
#predictedHeads=3,3,11,3,6,7,3,9,7,3,0,11,14,12,16,14,16,19,17,11,
(7,2),(7,19),-0.0068466 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0655731 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0250929 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.016524 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0596221 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0545884 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0471841 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00849605 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0577673 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0903362 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0790724 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.00891642 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0784831 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0535523 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0201073 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.001959 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0410866 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0156049 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0185606 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0260725 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0214993 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00690249 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.00406082 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00481903 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0413943 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.014465 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.011274 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.061547 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0585445 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0511402 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.014382 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.056939 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0895079 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0782441 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0102673 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0824392 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0575085 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0173909 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0776296 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0672634 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00482264 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0623844 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0851964 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0739326 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00739374 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0985624 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0736317 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0210019 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0177871 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00707833 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00716326 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0139623 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0184686 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.00584176 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0191847 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.018117 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0433801 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00708256 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00716321 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0139622 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0184686 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.00584177 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0191634 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0180957 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0433798 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0388086 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00139428 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00510101 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0820684 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0116768 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0141213 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.00925661 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0215873 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0167491 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0107364 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0182783 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0189346 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0989269 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0432887 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0207319 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0127479 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0120916 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.00748316 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0130918 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00609188 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.00543555 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0194941 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.00397282 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.00462055 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0987093 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0239213 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0486532 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0373765 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0236407 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0399399 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.100196 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0530675 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0350613 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.158836 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.039941 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0248564 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.019825 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0251158 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0445362 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0245888 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0303071 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0412191 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0230072 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00146485 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.212234 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0134525 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0520804 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0508431 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0436721 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.015143 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0212702 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.00630128 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0181834 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0224646 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.369878 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0228069 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.140625 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00817426 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0169321 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0153501 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00265364 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.027459 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00354685 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.210628 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0113705 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0486635 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0464309 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0392598 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0107308 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0352361 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.011947 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.210882 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0155946 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0564816 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0569028 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.044834 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0163049 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0205881 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.00135675 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.034365 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00132064 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0631966 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0302243 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0425175 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00834247 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00937437 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.041283 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0439105 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0367394 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00821039 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0232495 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0177979 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0107978 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0114423 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0202658 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0394788 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.00261008 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0149165 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00957908 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0018932 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.038875 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0135832 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0218763 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0160261 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0191049 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.00558496 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0199388 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.000648326 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0527628 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0327358 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0506333 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0326 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0450279 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0499061 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0501848 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0327358 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0743366 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.143017 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0989133 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0038501 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0596513 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.143017 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0621826 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0443161 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0349677 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.00470949 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0287083 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0165367 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0890299 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0321131 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0323906 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00470949 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0320899 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0738849 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.049579 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0808382 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0444615 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0738849 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0462541 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.00870356 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.00878891 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.135195 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.128008 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0611174 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.13641 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.136614 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.00878891 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.000256778 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0561309 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0094817 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0271952 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.041896 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0561309 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0498275 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0202797 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0078049 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0397553 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.00591603 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0090947 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.00825339 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0546549 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0686588 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0442483 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0174688 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.047076 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0294325 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0442483 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0479178 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0563027 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.128423 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0610822 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.136824 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.137028 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.00878804 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0165552 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0451255 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00733029 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0381977 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0234634 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0451255 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0313949 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.00330667 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.065532 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.141013 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.141217 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.00074685 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0495441 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0325054 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0403191 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0604236 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00512524 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0325054 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0130568 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.00543389 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.040629 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0409077 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0233288 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0651282 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0616327 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0420625 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0766239 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0162887 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0616327 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0133097 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0987892 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.137241 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0087532 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0284924 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0366187 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0192675 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0416833 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0245841 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0366187 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0325156 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.016316 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00878959 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0176845 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0441632 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00845961 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0391599 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0270243 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0441632 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0349558 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.00107335 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0686588 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0442483 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0174688 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.047076 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0294325 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0442483 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0479178 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0563027 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.106944 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0986508 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0562697 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0525914 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.106944 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0529109 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0367281 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0641614 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.044522 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0308144 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.138426 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0311248 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0318071 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0529289 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0511946 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.103601 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0515142 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0240917 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0128239 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0067404 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0131528 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.00590695 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0587759 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.036009 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.00199467 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0311248 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0318071 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.00389109 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0306465 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.00647418 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0231691 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.000679877 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.00991419 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.00400512 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0209894 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.000679877 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0289208 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.00846271 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.00493511 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0242551 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0462199 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0124077 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0435871 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0200921 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0462199 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0171131 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0238817 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.02643 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.010602 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0139412 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0171529 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00566216 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.010602 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.012823 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0512907 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0342131 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0269754 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0203189 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00333328 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0342131 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.00511925 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0583414 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0172163 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0450487 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0234745 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0941207 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0237848 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.00987178 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0419666 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0297276 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0461395 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0300471 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.000525585 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0175981 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0316154 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.017927 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.00527108 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00321306 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.022975 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00486199 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0237848 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.00987178 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0107474 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0422624 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00462685 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.108943 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0322885 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0928622 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00923972 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0294978 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00336534 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0294888 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0185832 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0485255 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0185834 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0272401 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0707802 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.00871412 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0118905 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0254034 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0679466 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0118905 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0178604 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.00756316 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0060477 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0298775 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.010183 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0290528 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0378089 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.003642 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0234329 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.020369 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0252817 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0264305 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0726093 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0104773 # DEPENDENCYPART_SIBL
