# _root_ `` We are still only half way through the turnaround of this company , and there are many more things to do , '' President Kume says .
#goldHeads=27,3,15,3,7,7,8,3,10,8,10,13,11,15,27,17,15,19,20,17,22,20,27,27,26,27,0,27,
#predictedHeads=27,3,15,3,7,7,3,3,10,8,10,13,11,15,27,17,15,19,20,17,22,20,27,27,26,27,0,27,
(5,8),(5,11),-0.0276371 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0106305 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00379257 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0136813 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0178423 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00383656 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0162864 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.04568 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0245159 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0771442 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.011133 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0457879 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0761765 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0333239 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0195149 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00667349 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0254427 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0162826 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0354697 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0333044 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.020548 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0292679 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0472179 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0762181 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0664662 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0692117 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.109822 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0466801 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.0640304 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.109822 # DEPENDENCYPART_SIBL
(7,1),(7,24),0.825185 # DEPENDENCYPART_SIBL
(7,1),(7,27),-0.00201174 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0241455 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.009006 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0022788 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00962283 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.170953 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0214212 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.164533 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0322402 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0996551 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0491491 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0278513 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.0996551 # DEPENDENCYPART_SIBL
(7,2),(7,24),0.0225171 # DEPENDENCYPART_SIBL
(7,2),(7,27),-0.0463738 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0296201 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0331249 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0247704 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0872191 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0123521 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0681358 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0197632 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0297477 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0600758 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0058145 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0297477 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.0243044 # DEPENDENCYPART_SIBL
(7,3),(7,27),-0.0157283 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0486756 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.043147 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0361335 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0234185 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0490847 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0177967 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0111834 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0244028 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0206547 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0111834 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0440972 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.0617978 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0530177 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00424592 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0935933 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.1088 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0879483 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0580332 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.117809 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0908295 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0580332 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.093737 # DEPENDENCYPART_SIBL
(7,5),(7,27),0.157412 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.101273 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.013699 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0655328 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0276574 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00774355 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.00742687 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0247168 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.00774355 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.0274042 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.051379 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0289651 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0832482 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.056716 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0298156 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.056831 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0356075 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0298156 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0225883 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0156442 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0150692 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0307017 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0161673 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.038747 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0176027 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0161673 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.0227948 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.0150555 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0261012 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.00128339 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.114971 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.00261925 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.00128339 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.115007 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.0483841 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0340717 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.039849 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0103914 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0340717 # DEPENDENCYPART_SIBL
(7,13),(7,24),0.0256704 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.0156314 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0101616 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0284452 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.039557 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.0776221 # DEPENDENCYPART_SIBL
(7,14),(7,27),0.00683232 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0108872 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.0487142 # DEPENDENCYPART_SIBL
(7,17),(7,24),0.0544828 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.026952 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.0137701 # DEPENDENCYPART_SIBL
(7,20),(7,24),0.0219309 # DEPENDENCYPART_SIBL
(7,20),(7,27),-0.0168793 # DEPENDENCYPART_SIBL
(7,23),(7,24),0.0776221 # DEPENDENCYPART_SIBL
(7,23),(7,27),0.00683232 # DEPENDENCYPART_SIBL
(7,24),(7,27),0.023694 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0537552 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0486766 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.178757 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.182846 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.328683 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.168528 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.180654 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.076795 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0511746 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0107738 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.174987 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0275183 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0621385 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0314489 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0179599 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0505651 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00353135 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00784332 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0458374 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0387781 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0473602 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0862849 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0423278 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.09198 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.174876 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0820879 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.000697618 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.167015 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0580401 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0513284 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0334223 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0565528 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0167517 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0504942 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.025288 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.127247 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00573912 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0914381 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.110146 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0224561 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0420249 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0456926 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0861969 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0389368 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.110146 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.825771 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.00642237 # DEPENDENCYPART_SIBL
(10,1),(10,28),0.00226491 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0258478 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0242013 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.02721 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0175541 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0137498 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.00341721 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0346693 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0733939 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0269392 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.01489 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.030504 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0424305 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0170251 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0129307 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0579233 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.01489 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.0148949 # DEPENDENCYPART_SIBL
(10,3),(10,27),-0.0295889 # DEPENDENCYPART_SIBL
(10,3),(10,28),0.0572592 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0274678 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0264475 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00813848 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0488513 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0287443 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0669049 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0600508 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.018148 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0105454 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0294795 # DEPENDENCYPART_SIBL
(10,4),(10,17),-6.93387e-05 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0147019 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0209462 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.018597 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0105454 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.0278482 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.0410166 # DEPENDENCYPART_SIBL
(10,4),(10,28),0.0799867 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0363183 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0174612 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0412297 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0697563 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.119901 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0139486 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0817555 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0296753 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.128264 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0855279 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0593098 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.084577 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0989564 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0296753 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.0705761 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.128822 # DEPENDENCYPART_SIBL
(10,5),(10,28),0.0664768 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00594839 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0138015 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.175881 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0112636 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0654816 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00944475 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00528623 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0422839 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.00743576 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.034239 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00656395 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.00467808 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.00528623 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0251355 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.0544939 # DEPENDENCYPART_SIBL
(10,6),(10,28),-0.0882812 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0488861 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.155988 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00217431 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0880074 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0209461 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0278152 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0166875 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0232052 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.022927 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0112167 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0602031 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0278152 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0280413 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.010459 # DEPENDENCYPART_SIBL
(10,7),(10,28),0.0224639 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.017172 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00797231 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.042033 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0129014 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0238224 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00516089 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0033 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0114593 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0125278 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.022672 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0238224 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.00299715 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.000933153 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.00063668 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.350433 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0969519 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0620835 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0269273 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0033813 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.127079 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00983204 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.00894968 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.162672 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0269273 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0237147 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.158817 # DEPENDENCYPART_SIBL
(10,9),(10,28),-0.0731022 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0749496 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0072638 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0162787 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0596399 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0845307 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0311056 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0162182 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.025777 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0162787 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0988953 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.019447 # DEPENDENCYPART_SIBL
(10,11),(10,28),-0.0339146 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0418498 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0363091 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0352624 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0585925 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0364681 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0351764 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0416161 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0363091 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0118609 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.0364786 # DEPENDENCYPART_SIBL
(10,12),(10,28),-0.00411757 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0338334 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0332293 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0284331 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.00372316 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.00640103 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0066051 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0338334 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0282749 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.00645994 # DEPENDENCYPART_SIBL
(10,13),(10,28),0.0102181 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0149929 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0251513 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.000410988 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0333282 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0470761 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0393972 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0825755 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.0197987 # DEPENDENCYPART_SIBL
(10,14),(10,28),0.00505706 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0154707 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0161542 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0430488 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.00607402 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.0202334 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0463574 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.00802399 # DEPENDENCYPART_SIBL
(10,15),(10,28),0.0044691 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0064449 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.00386279 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0134314 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0561544 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0602592 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.014552 # DEPENDENCYPART_SIBL
(10,17),(10,28),0.0665286 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.0131783 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0147205 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.000827076 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.0425561 # DEPENDENCYPART_SIBL
(10,18),(10,27),-0.00879627 # DEPENDENCYPART_SIBL
(10,18),(10,28),0.00482498 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.00784338 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.0135318 # DEPENDENCYPART_SIBL
(10,20),(10,24),0.0245354 # DEPENDENCYPART_SIBL
(10,20),(10,27),-0.00770778 # DEPENDENCYPART_SIBL
(10,20),(10,28),0.0148286 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0251415 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.0905817 # DEPENDENCYPART_SIBL
(10,22),(10,27),-0.0221908 # DEPENDENCYPART_SIBL
(10,22),(10,28),-0.00470685 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.0825755 # DEPENDENCYPART_SIBL
(10,23),(10,27),0.0197987 # DEPENDENCYPART_SIBL
(10,23),(10,28),0.00505706 # DEPENDENCYPART_SIBL
(10,24),(10,27),0.0363764 # DEPENDENCYPART_SIBL
(10,24),(10,28),-0.000258972 # DEPENDENCYPART_SIBL
(10,27),(10,28),0.0289652 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0054873 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.136969 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.125977 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0442519 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0416802 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0443393 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.168692 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.034935 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0185637 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0909088 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0232671 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00175037 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0347417 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00226168 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.197278 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0376902 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0227851 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.101097 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0695683 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0261372 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.093416 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.023078 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0251754 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.00818845 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0711404 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.00767231 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0453572 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0193187 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0493571 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0198059 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0185316 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0309545 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.027404 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.054647 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.00751956 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.103034 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0122939 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0482949 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.054647 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.200475 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0377925 # DEPENDENCYPART_SIBL
