# _root_ Terms for the venture , which would be jointly owned by both companies , were n't disclosed .
#goldHeads=15,1,4,2,4,7,4,7,10,8,10,13,11,4,0,15,15,15,
#predictedHeads=15,1,4,2,4,7,4,7,10,8,10,13,11,4,0,15,15,15,
(7,6),(7,10),0.0192319 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0142625 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0335937 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0040495 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0422201 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.149234 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.109383 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.101054 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0317794 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.011459 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.113445 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.119385 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0248834 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00961238 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.000970365 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0169246 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0018245 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0589957 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0368354 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.023313 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0266469 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.106382 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.126625 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.00364891 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00894973 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0228024 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0328304 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0393445 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0272019 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0227106 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0440728 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.129604 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.00327748 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0456379 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0325643 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.00677115 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0790448 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0140161 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0443879 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0851709 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.11247 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0301967 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0238611 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0510255 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.066473 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.142646 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.127844 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.071763 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0545524 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0239093 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0242593 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0543692 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0291401 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0771017 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0174319 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.00320645 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0359817 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0105508 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0108724 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0142737 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.026976 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.110993 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.055606 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.087625 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0456541 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0806199 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.097068 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0539709 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.197635 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.031601 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.147433 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0121409 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0218109 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0383834 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00464043 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.022649 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0981323 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0443736 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0218189 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0520578 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0220153 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0329817 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.012267 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.194528 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.109634 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.103566 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.163105 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0752903 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0602704 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0771882 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0987482 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0988127 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.085579 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00496634 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0301604 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0183383 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0386947 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0392514 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0283719 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0352415 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0379359 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.017608 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0476077 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0508035 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0412669 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.04494 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00627913 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0398968 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0459077 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0240679 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0146898 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0410721 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.000394253 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0029903 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0276712 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0167816 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00207476 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0828677 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0207405 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0275485 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0246193 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0179414 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.014918 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0290218 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.03983 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0135715 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00980955 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.000855764 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0253754 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0110495 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0349486 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0472234 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.00707368 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0538744 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0242547 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.000103658 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.070528 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0181093 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0194953 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0745833 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.021507 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0479608 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0352745 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.191515 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0758764 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0192227 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0164604 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0914482 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0607517 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.238498 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.578316 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0994747 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.192375 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.128603 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.118632 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.120463 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.218073 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.112656 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0287653 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0254227 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0226429 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.000128125 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.037477 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00234883 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0282066 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00785357 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0413891 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.00659038 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.011317 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.104721 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.000975205 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0608983 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.052373 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.01072 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.021942 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00682141 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.121424 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0662314 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.029811 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0865059 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.018897 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0125706 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0279995 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0134014 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0388031 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0465645 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0181502 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00859792 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.00478806 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.022265 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.090256 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00303107 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00842236 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.082773 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0103942 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.179414 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0124688 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.128128 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.00510517 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0344306 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0110936 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0370457 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0364463 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0166996 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0589086 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0291848 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0207926 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0213226 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.19259 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0728614 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0514644 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00117018 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0585301 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0245639 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00668218 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0089762 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0274142 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0331904 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00542259 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0144923 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0275127 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00225043 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00468943 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0742102 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0140178 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0240423 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0222231 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00891507 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0151161 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0255719 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0529503 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00452018 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0174582 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.00930401 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.00558177 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0103293 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0318831 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0421222 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.000725901 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0447158 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0342906 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.00633859 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0774877 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.00703919 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0191031 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0157051 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00694899 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0178318 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.120863 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0862531 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0544033 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0955145 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.145289 # DEPENDENCYPART_SIBL
(11,9),(11,10),2.52744e-05 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0580948 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0613291 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.189627 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0458224 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0129497 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0879402 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00794644 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0874139 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.13707 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0560589 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0446412 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00577659 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0330853 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0169704 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00713655 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0183893 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0134224 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0208299 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0367844 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0462395 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0349157 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00955502 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0299139 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00641296 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.030532 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0670482 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0128989 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00218668 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0102936 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0100421 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0484276 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0393041 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00732799 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0490612 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0118362 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00785622 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.016393 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0514465 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0098832 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0823458 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0295637 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0547363 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0711569 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00770946 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0526611 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.108053 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0626985 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0494996 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0163023 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0106035 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00261726 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.00760022 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0207258 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0301853 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00168931 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.00374031 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.127587 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0183645 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.115994 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0540835 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.00213052 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.00412774 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.00970691 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.00300784 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.082056 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.132202 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0183645 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.125285 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.103579 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0275936 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0168267 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0533159 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0537832 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.00295402 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0178814 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.013182 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0110461 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.013998 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.017015 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0363368 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0533159 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0249276 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00306968 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0115938 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0138697 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.120428 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0585158 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.00507782 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.00914303 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0126542 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.00760618 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0864901 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.137919 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0138697 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0689006 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0506591 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.00912954 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.107102 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0425521 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.00527343 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.00825847 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0091725 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.011268 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0116732 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0171718 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0598086 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0657666 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.00757055 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0520877 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0483803 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.00294382 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.00569526 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.000232491 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0345539 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0182028 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0837282 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0277491 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.017105 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.016599 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.20094 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0543821 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0215399 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0550878 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0554755 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0238675 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.025535 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.050738 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0897589 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.101609 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.00075593 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0246145 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0559206 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0418795 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0218506 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.033159 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.00204433 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0690393 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.00128708 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0272312 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.00812609 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.00306898 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0168054 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.00105269 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.066631 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.00735826 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.000727587 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0223946 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0386031 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0188678 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0351851 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0180433 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0467675 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0146066 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.017478 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0120341 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.021701 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.000714658 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0133796 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0142643 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00523534 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.05894 # DEPENDENCYPART_SIBL
