# _root_ `` The price of poker has gone up , '' crows Charles M. Neinas , the College Football Association 's executive director .
#goldHeads=11,3,6,3,4,11,6,7,11,11,0,14,14,11,14,19,19,19,22,19,22,14,11,
#predictedHeads=11,3,6,3,4,11,6,7,11,11,0,14,14,11,14,19,19,19,22,19,22,14,11,
(6,11),(6,15),-0.00024771 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.00982251 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.00108627 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.0144285 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0349568 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.00237336 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0385502 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00801424 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.046971 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0873474 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0637349 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.396575 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0118415 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0131839 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0637349 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0259391 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0426194 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0243706 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.095565 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00958439 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0795368 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00554358 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0117306 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0186062 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.00700025 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.00554358 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.00246179 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0264933 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.068404 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0587586 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0584891 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.120951 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0337813 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0379458 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0203076 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.120951 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0153911 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.00292939 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0102893 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0681735 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00335408 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0103964 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00282343 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0144683 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.00335408 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0099298 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0190717 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0267826 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0792816 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0122642 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0101172 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00526768 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0792816 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.00433277 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.071069 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00956849 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0425473 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00158013 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0131675 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00956849 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0107647 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.00168225 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0364678 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0482602 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00721013 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0484505 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0274614 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0133086 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0104047 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0332402 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0138903 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0311867 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0448963 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0147841 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0226428 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0177723 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.00810075 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.035326 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.033603 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0027758 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0274614 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0133086 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0246652 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.016097 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0394594 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0258576 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0361808 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0111163 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0374258 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.16037 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0580523 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0185379 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0341961 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0023307 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0457086 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0538307 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0249819 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0453721 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0106855 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0268675 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.167244 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0752876 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0602006 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.232701 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0761806 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0200823 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0391166 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0366494 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0263988 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0024236 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0176686 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.00242131 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0385502 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.00806118 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0472122 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0183608 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0388887 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.10049 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.484659 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0135279 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0134161 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0137347 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0638192 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0132969 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0131031 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0128653 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.0293079 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0264899 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.0433861 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0242851 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0954326 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.00925766 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00267075 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0123963 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.002578 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0170443 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00531091 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00548352 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.00510137 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00681068 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00676128 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.000864596 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.000663432 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.000966278 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.000562904 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.0284432 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.068274 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0584757 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0496044 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0222594 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0222011 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0330335 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0187643 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0188533 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0185578 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.12003 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.018995 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0186281 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0195434 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0155761 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0136413 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.00132626 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.00996259 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00344063 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0112266 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00099798 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0259579 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0127825 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0129551 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.012573 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00461769 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0142329 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0083362 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.00680817 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.00830508 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.00803451 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.0210179 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0584046 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0138646 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0660354 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0204262 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00547628 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0053323 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.00584342 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0791723 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.00540612 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.00577007 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.00411564 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.00712738 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0049085 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0719103 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0105541 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0188818 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0067328 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00438344 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00423947 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00475059 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0500351 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.00431329 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.00467724 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.00302333 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.00603501 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.00431911 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.0332075 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0426194 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0224325 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.016912 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0169968 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0167038 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0431088 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0173708 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0167711 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0174804 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0145804 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0168937 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.043398 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0585899 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0122749 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0126138 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0119217 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.185511 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0123605 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0108477 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0126782 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0169304 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.02022 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0559137 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00828759 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00788211 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00850083 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0644667 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00806436 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00842405 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00539023 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0224939 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.00757116 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0666051 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0347747 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0347732 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00882413 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0352297 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.034983 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0334285 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0497465 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0425326 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.00365846 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0345786 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00927137 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0350352 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0347885 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0332339 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0495519 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.042338 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.00325704 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0094512 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0349286 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0346819 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0331274 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0494454 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0422314 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.00270447 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0026552 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00267149 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.00388021 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.000544154 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0183608 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.00704475 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.037211 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0356565 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0519745 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0447606 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.00530506 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0302739 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0465919 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0393779 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.000839067 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0494983 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0422843 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0135168 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.056502 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.0278429 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.0191849 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00340461 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00317847 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0123063 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0028787 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0135453 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00931541 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.016261 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00951444 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0162081 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0987171 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.193391 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00333937 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0223702 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.117464 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0213661 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0317794 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00226024 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00370399 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0126934 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0031679 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.00340422 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0142153 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0563428 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0244614 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0265214 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0152451 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.00612223 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0154256 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0605229 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0998796 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0146201 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0461687 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0364509 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0348909 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.00286163 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0184203 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0156583 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.00734742 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0308897 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0108713 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.00528739 # DEPENDENCYPART_SIBL
(14,3),(14,23),-0.00605148 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.00197515 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.008919 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.117856 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.021785 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0220589 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.02076 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.269975 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.034401 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0311733 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0331259 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0352578 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0582411 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0156804 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0184424 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0267532 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0640215 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.023362 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0288133 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0135918 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.136993 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0457128 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0484747 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0567856 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0786227 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0525787 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0588457 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0387094 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.042984 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.041324 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0611966 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0113342 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0673696 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.100553 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0050613 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0153624 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.00724364 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0169817 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0208777 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0165471 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0252697 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.00397123 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0162802 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0176053 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0132746 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.027188 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0175268 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0187577 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0144271 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0201414 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0249764 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0211435 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.00237532 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0237959 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.0106228 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0232816 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.007297 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0126488 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.446849 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0840236 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00664495 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0153007 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0214809 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0165473 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0144343 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.00566191 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0196511 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00903066 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.450292 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0154515 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0235528 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0491184 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0209383 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0168832 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0161921 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0222625 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0228997 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.0213398 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.00728398 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0369894 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.14972 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.00306971 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.0146298 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.071065 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0397627 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.045214 # DEPENDENCYPART_SIBL
(19,5),(19,23),0.0503375 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0246966 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0106018 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0355449 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.147792 # DEPENDENCYPART_SIBL
