# _root_ `` We went to six companies over two days pitching the prospect , '' says Tim Parker , a Santa Fe exploration manager .
#goldHeads=3,3,15,3,6,4,3,9,7,3,12,10,3,3,0,17,15,17,23,23,23,23,17,15,
#predictedHeads=15,3,15,3,6,4,3,9,7,3,12,10,15,15,0,17,15,17,23,23,23,23,17,15,
(7,5),(7,8),0.187811 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0213353 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0568677 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0272345 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0192043 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0498652 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0269136 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0187036 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0137816 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0263329 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0131791 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0220666 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0224741 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0140134 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0672149 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0361758 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0638271 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.00368823 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0348675 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0638271 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.02023 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0520979 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0317457 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0170857 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0521053 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0177396 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0690512 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0246403 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0177267 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0277164 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0217336 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0705733 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0343233 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.00829856 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0181034 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00788339 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0376491 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.184449 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.184449 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00659525 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0122566 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0122566 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0139908 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0140037 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00499909 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0326751 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0276177 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0317749 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0406243 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0438538 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.172891 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0427226 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0288478 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0448025 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.172979 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0427226 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.184475 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0308338 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00113167 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0165517 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0133379 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00151276 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.013401 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00987782 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00351329 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.00145422 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.013401 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0121112 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0194122 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0824479 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0284146 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00704555 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0200709 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0255494 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.025583 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.00735115 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0200709 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0271931 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0333644 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00748614 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0489655 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00131493 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0150614 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0114962 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.048907 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00131493 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0388421 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0538648 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0297297 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0807687 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0430841 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0707107 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0297883 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0807687 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0430446 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0313332 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0199708 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0942259 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0182717 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0312471 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0199708 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0259198 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0198216 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0167671 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00658892 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0256427 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0198216 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0167736 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0972204 # DEPENDENCYPART_SIBL
(9,13),(9,15),-7.77612e-05 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0228867 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0397527 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0636053 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00539335 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0308262 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0255233 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0378049 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.014972 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0496106 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.00999745 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0198024 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0168308 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.0636053 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0171294 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.049416 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0192756 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0667953 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00744111 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0563496 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0370979 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0339946 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.00684565 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0563496 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.018512 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.014044 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0340716 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.101147 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0797686 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0301438 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0149889 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0184735 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00175108 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0298982 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0149889 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0243796 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0250098 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0262121 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.062585 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0284814 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0838396 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0521784 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0549542 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0287562 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0838396 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0368132 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0361967 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0966956 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0191317 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00663853 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00279976 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00167206 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0194623 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00663853 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0251333 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0106127 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0424992 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0394711 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0164711 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0402475 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0423734 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0394711 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0434936 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0197928 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0106283 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0121218 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00159993 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0238651 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0106283 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0247135 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.00899456 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0418438 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0119565 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00271249 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0319443 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0108764 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.00522725 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0023475 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0344223 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0144201 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0325854 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.069684 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.00652526 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.046423 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.00258761 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0305421 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0103362 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0250876 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.00621961 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.0108764 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.00522725 # DEPENDENCYPART_SIBL
(10,23),(10,24),-0.00998771 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0314198 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0404483 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0242509 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0882168 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0892313 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.066192 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.144063 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.748153 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0213715 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0466441 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.144063 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.0577213 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.0014465 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.00731261 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.00378745 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0289862 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.068688 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.055738 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0180872 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0140416 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00458771 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0242673 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0180872 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0378327 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.000567337 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.018033 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.00956733 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.00105651 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00145162 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0114688 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.00662237 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.000955555 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0234694 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0114688 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0134046 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.0158178 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0461761 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0947869 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0353499 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0793744 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0484959 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0722905 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0521516 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0793744 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0654079 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.034822 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0244273 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.132676 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0430347 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0205749 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0156322 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.014721 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0430347 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.034258 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.00260717 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.00125169 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0122133 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00747088 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0312112 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0135765 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0122133 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.00577833 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0497676 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0153081 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0620682 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.146254 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0044542 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0153081 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0139209 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.109893 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0972822 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00953717 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0419081 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.036982 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0826268 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.00262581 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00042405 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.041365 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0168868 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0483438 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0251919 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.000757506 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0484723 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.00421704 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0155292 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0155262 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.00269137 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.0201742 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.0826268 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.00262581 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0231861 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.00056678 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0322203 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0580291 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0978699 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0351579 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0618606 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.00934219 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0315769 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0670002 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0523966 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.32265 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.059073 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.059073 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0690815 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0665034 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0605838 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0577053 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0700652 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.0217139 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0234944 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0237242 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0647417 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0288077 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0258641 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.056432 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0416027 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0257375 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0177961 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0123552 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0193002 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0193002 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.106896 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0296131 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.021407 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0179334 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.037869 # DEPENDENCYPART_SIBL
(15,3),(15,24),0.0277567 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0252923 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0481976 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.00578282 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0352672 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0190108 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0594007 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.02968 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0711538 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0409365 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0440007 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0440007 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0778385 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0514242 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0455117 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.042633 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0563804 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.00553202 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0816924 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0956427 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.152456 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.05249 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.140924 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.15003 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0892654 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.112505 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0390816 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0390968 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.00127467 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.048881 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0389821 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0386767 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0507264 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.0183189 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0222901 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0690708 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0852799 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0740957 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0642005 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0662464 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.117812 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0883012 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0883012 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.131788 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0961258 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.089812 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0869713 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.102469 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.0681945 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0474919 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.015973 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0606743 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0418163 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.075942 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0386131 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0522506 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0522506 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0505725 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0596741 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0537616 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0508829 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0647849 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.00454737 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0463465 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.134083 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.128673 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0876056 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0922178 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0884898 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0885051 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.00702434 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0982893 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0883903 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.088085 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.100287 # DEPENDENCYPART_SIBL
(15,9),(15,24),0.00384494 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0371736 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0157195 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.00580228 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.00757258 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0110573 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0110573 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0993607 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0213702 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.013164 # DEPENDENCYPART_SIBL
