# _root_ The opening credits are being redone , Mr. Nelson said , `` to make Teddy 's situation clear to viewers who have not been with us since the beginning .
#goldHeads=3,3,4,0,4,5,10,9,10,6,10,6,14,6,17,15,18,14,18,19,22,20,22,22,24,25,24,29,27,4,
#predictedHeads=3,3,4,0,4,5,10,9,10,4,10,10,14,10,17,15,18,14,18,19,22,20,22,22,24,25,24,29,27,4,
(5,3),(5,13),-0.0133101 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.023103 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.00755658 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0133101 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.02597 # DEPENDENCYPART_SIBL
(5,3),(5,30),-0.0235308 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0236708 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0208927 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0183397 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0340199 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0469472 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0208927 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0383585 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0733105 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0206406 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.03025 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0733105 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0494786 # DEPENDENCYPART_SIBL
(5,4),(5,30),0.0504557 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0101572 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0452908 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0450343 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0220127 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0101572 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0102096 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0102046 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0220892 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.044671 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0102046 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0377294 # DEPENDENCYPART_SIBL
(5,6),(5,30),-0.0507487 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0100839 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00926467 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.00703609 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0122164 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0640647 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.00647465 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.000298297 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.00986887 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.00647465 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0436047 # DEPENDENCYPART_SIBL
(5,7),(5,30),-0.0296905 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0556401 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0290308 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.021557 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0157493 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0156114 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0289742 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0552768 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0156114 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0446177 # DEPENDENCYPART_SIBL
(5,8),(5,30),-0.0605727 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0175801 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0057271 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00577694 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.00577193 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0176566 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0402384 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.00577193 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0332968 # DEPENDENCYPART_SIBL
(5,9),(5,30),-0.0367436 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.00491578 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0191457 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0645454 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0274301 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0239604 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0645454 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.00334329 # DEPENDENCYPART_SIBL
(5,10),(5,30),-0.034104 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0640647 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.00647465 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.000298297 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.00986887 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.00647465 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.0436047 # DEPENDENCYPART_SIBL
(5,11),(5,30),-0.0296905 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.00240426 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0109435 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0122615 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.00240426 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.00573928 # DEPENDENCYPART_SIBL
(5,12),(5,30),-0.0496988 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0303364 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0314132 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.151447 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.0369613 # DEPENDENCYPART_SIBL
(5,13),(5,30),-0.0450423 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0282172 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0779688 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.038975 # DEPENDENCYPART_SIBL
(5,14),(5,30),-0.0292028 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0145011 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.0446874 # DEPENDENCYPART_SIBL
(5,17),(5,30),-0.0524292 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0369613 # DEPENDENCYPART_SIBL
(5,19),(5,30),-0.0450423 # DEPENDENCYPART_SIBL
(5,22),(5,30),-0.076867 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0459811 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0466785 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.110586 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.118824 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0220385 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00487988 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.000547845 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0694697 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0220385 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0346864 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.00572566 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0923951 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.00020123 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0023376 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0585475 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.00572566 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.00419643 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.115016 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.202705 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0156216 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0282957 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0303275 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0350846 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0207514 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00442309 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0152608 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0350846 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0341354 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0889438 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0365679 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.00139956 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.00215414 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0129094 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0889438 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.00125841 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.00104146 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.00606981 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0314352 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0334669 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0459154 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00830982 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0168646 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0055573 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0459154 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0232856 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0781029 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0169814 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0138411 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0145957 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.00206522 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0781029 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0137 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0249564 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0135167 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0299941 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.01489 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.013911 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0191666 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0289977 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.01489 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0295034 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.00431607 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0198166 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.015213 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0224483 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.035067 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.00431607 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0120869 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0326631 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.00745084 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00612634 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00378093 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00147391 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0597723 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00612634 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0396091 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00685721 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0494189 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00247972 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.00475558 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0318526 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.00685721 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.00560581 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0779709 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.035162 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0426501 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0442 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0189474 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0393972 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.076721 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0196564 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0155274 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0441983 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0418305 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0425719 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0196564 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0285968 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0699741 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.00982209 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0167584 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00958387 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00970191 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0403674 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00078801 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.010585 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0167632 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0173163 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.00132126 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.00078801 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.019883 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0126865 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0159919 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00738357 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0159293 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0411045 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00142282 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00863414 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0125227 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0130758 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00190344 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.00142282 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0156425 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0107329 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0140388 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0658098 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.082211 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.00301891 # DEPENDENCYPART_SIBL
(6,10),(6,14),3.91229e-05 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00459552 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0030792 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.00853608 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.00301891 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.00771884 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.00869611 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.00229648 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.076721 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0196564 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0155274 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0441983 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0418305 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0425719 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0196564 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0285968 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0699741 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.00982209 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0356751 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0233022 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0513545 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0508399 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0411496 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0356751 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0482736 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.042398 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0276187 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00894345 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00660294 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.00604836 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.00373179 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0702294 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.00348304 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0154357 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.00677577 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0122461 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.00457141 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.00308774 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.00646718 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0153694 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.00322948 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0124051 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0130981 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.00188626 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.00140499 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0156648 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0107527 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0140586 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.00108604 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0013788 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0156881 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.012109 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.0154149 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.00420663 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0155261 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.00638798 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.00668364 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.00348304 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0154357 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.00677577 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.00981484 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.0131207 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.00676434 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.000666975 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.116159 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00232169 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0632221 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0428901 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.012275 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00218435 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0271622 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0982657 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0100491 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.045872 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0465694 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.118823 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0465696 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0191863 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0219762 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0694687 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0219846 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0346864 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0923941 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.000171086 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00236775 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.00422658 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0155103 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0303247 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0155103 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0408773 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.151943 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0152587 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0350401 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0341315 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0365658 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00137499 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00212957 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.00123385 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0334641 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0169481 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.049331 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.150505 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00555941 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0458709 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0232818 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0169792 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0138166 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0145711 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0136754 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00151712 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.116623 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0478406 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0597734 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00618032 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0396092 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.04942 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00250998 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00472532 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.00563607 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0433757 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.149719 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00171557 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0460498 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0232809 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0208394 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0138232 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0145777 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.013682 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0621009 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.102242 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.1178 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0692281 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00772912 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0218227 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0206671 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0249411 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0915284 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0892541 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.116603 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.126411 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0139008 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0131462 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0140419 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0658098 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.082211 # DEPENDENCYPART_SIBL
(9,10),(9,14),3.91229e-05 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00459327 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00308145 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.00771658 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0767255 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0155319 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0442096 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0418418 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.028608 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0233022 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0513568 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0508422 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0482759 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0122439 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.00456915 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0153672 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0130958 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0156625 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0156858 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.13887 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.019068 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0214741 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.13887 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0144976 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.205455 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.138614 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00780227 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0409032 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0754515 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00747451 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0571041 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0754515 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0177355 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.044791 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0139146 # DEPENDENCYPART_SIBL
(10,2),(10,30),0.0188398 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0174665 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0198725 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.137616 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00770937 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.204201 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.13736 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.00774279 # DEPENDENCYPART_SIBL
