# _root_ Mr. Peters claims he reminded Mr. Ross that Robert Daly and Terry Semel , the top executives of the Warner Brothers studio , had `` repeatedly agreed that we had every right to accept '' an offer such as Sony 's .
#goldHeads=2,3,0,5,3,7,5,24,10,11,24,13,11,11,17,17,11,17,22,22,22,18,11,5,24,24,24,30,30,27,32,30,34,32,34,37,34,39,37,39,40,3,
#predictedHeads=2,3,0,5,3,7,5,24,10,11,24,13,11,13,17,17,13,17,22,22,22,18,13,5,27,27,24,30,30,27,32,30,34,32,34,37,34,39,37,39,40,3,
(3,7),(3,10),-0.0288812 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0377907 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.011673 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.011673 # DEPENDENCYPART_SIBL
(3,7),(3,24),-0.0265761 # DEPENDENCYPART_SIBL
(3,7),(3,25),0.00517103 # DEPENDENCYPART_SIBL
(3,7),(3,30),-0.0265761 # DEPENDENCYPART_SIBL
(3,7),(3,35),-0.0159973 # DEPENDENCYPART_SIBL
(3,7),(3,42),-0.00744838 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0463889 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0463851 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0562155 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0524832 # DEPENDENCYPART_SIBL
(3,8),(3,23),-0.0524832 # DEPENDENCYPART_SIBL
(3,8),(3,24),-0.0631959 # DEPENDENCYPART_SIBL
(3,8),(3,25),-0.0483208 # DEPENDENCYPART_SIBL
(3,8),(3,30),-0.0631959 # DEPENDENCYPART_SIBL
(3,8),(3,35),-0.0655567 # DEPENDENCYPART_SIBL
(3,8),(3,42),-0.0743341 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0298801 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0357496 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.00799043 # DEPENDENCYPART_SIBL
(3,9),(3,23),0.00799043 # DEPENDENCYPART_SIBL
(3,9),(3,24),-0.0287803 # DEPENDENCYPART_SIBL
(3,9),(3,25),0.00416444 # DEPENDENCYPART_SIBL
(3,9),(3,30),-0.0287803 # DEPENDENCYPART_SIBL
(3,9),(3,35),-0.0160923 # DEPENDENCYPART_SIBL
(3,9),(3,42),-0.0162476 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0336014 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0141028 # DEPENDENCYPART_SIBL
(3,10),(3,23),0.0141028 # DEPENDENCYPART_SIBL
(3,10),(3,24),-0.0234293 # DEPENDENCYPART_SIBL
(3,10),(3,25),0.0072445 # DEPENDENCYPART_SIBL
(3,10),(3,30),-0.0234293 # DEPENDENCYPART_SIBL
(3,10),(3,35),-0.0139258 # DEPENDENCYPART_SIBL
(3,10),(3,42),-0.00967861 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0131358 # DEPENDENCYPART_SIBL
(3,11),(3,23),0.0131358 # DEPENDENCYPART_SIBL
(3,11),(3,24),-0.0140481 # DEPENDENCYPART_SIBL
(3,11),(3,25),-0.0243062 # DEPENDENCYPART_SIBL
(3,11),(3,30),-0.0140481 # DEPENDENCYPART_SIBL
(3,11),(3,35),0.0246453 # DEPENDENCYPART_SIBL
(3,11),(3,42),0.00796569 # DEPENDENCYPART_SIBL
(3,14),(3,23),0.0432028 # DEPENDENCYPART_SIBL
(3,14),(3,24),0.00902489 # DEPENDENCYPART_SIBL
(3,14),(3,25),0.0345035 # DEPENDENCYPART_SIBL
(3,14),(3,30),0.00902489 # DEPENDENCYPART_SIBL
(3,14),(3,35),0.0424581 # DEPENDENCYPART_SIBL
(3,14),(3,42),0.00602886 # DEPENDENCYPART_SIBL
(3,23),(3,24),0.00902489 # DEPENDENCYPART_SIBL
(3,23),(3,25),0.0345035 # DEPENDENCYPART_SIBL
(3,23),(3,30),0.00902489 # DEPENDENCYPART_SIBL
(3,23),(3,35),0.0424581 # DEPENDENCYPART_SIBL
(3,23),(3,42),0.00602886 # DEPENDENCYPART_SIBL
(3,24),(3,25),0.00102141 # DEPENDENCYPART_SIBL
(3,24),(3,30),-0.0314983 # DEPENDENCYPART_SIBL
(3,24),(3,35),-0.00595085 # DEPENDENCYPART_SIBL
(3,24),(3,42),0.028958 # DEPENDENCYPART_SIBL
(3,25),(3,30),0.00542381 # DEPENDENCYPART_SIBL
(3,25),(3,35),0.149768 # DEPENDENCYPART_SIBL
(3,25),(3,42),-0.00857019 # DEPENDENCYPART_SIBL
(3,30),(3,35),-0.00595085 # DEPENDENCYPART_SIBL
(3,30),(3,42),0.028958 # DEPENDENCYPART_SIBL
(3,35),(3,42),-0.068045 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0169591 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.117437 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0100134 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0868304 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0521895 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0301987 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.114628 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0338068 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0243354 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.00158697 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0269802 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0277102 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0245163 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0201646 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0245163 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.0729801 # DEPENDENCYPART_SIBL
(5,1),(5,25),-0.033444 # DEPENDENCYPART_SIBL
(5,1),(5,26),-0.0417876 # DEPENDENCYPART_SIBL
(5,1),(5,27),-0.0235246 # DEPENDENCYPART_SIBL
(5,1),(5,30),-0.0729801 # DEPENDENCYPART_SIBL
(5,1),(5,35),-0.00641875 # DEPENDENCYPART_SIBL
(5,1),(5,42),-0.00160401 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0131534 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0858183 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.047032 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0253148 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0740656 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0289969 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0195312 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.012184 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0221761 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0229051 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.023537 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.014799 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.023537 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.0362664 # DEPENDENCYPART_SIBL
(5,2),(5,25),-0.01169 # DEPENDENCYPART_SIBL
(5,2),(5,26),-0.0285597 # DEPENDENCYPART_SIBL
(5,2),(5,27),0.0112406 # DEPENDENCYPART_SIBL
(5,2),(5,30),-0.0362664 # DEPENDENCYPART_SIBL
(5,2),(5,35),-0.000137734 # DEPENDENCYPART_SIBL
(5,2),(5,42),0.0111624 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0211159 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.000634329 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.00508147 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0399416 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00173036 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.00405719 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0277514 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.00403132 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.00405728 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.052887 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0100375 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.052887 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.0439441 # DEPENDENCYPART_SIBL
(5,3),(5,25),-0.0310475 # DEPENDENCYPART_SIBL
(5,3),(5,26),-0.0116537 # DEPENDENCYPART_SIBL
(5,3),(5,27),0.00674493 # DEPENDENCYPART_SIBL
(5,3),(5,30),-0.0439441 # DEPENDENCYPART_SIBL
(5,3),(5,35),-0.0171681 # DEPENDENCYPART_SIBL
(5,3),(5,42),0.0244599 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0268137 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0191764 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0620867 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0230796 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0207677 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0597669 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0207734 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0207591 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0303451 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0126705 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0303451 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.0144319 # DEPENDENCYPART_SIBL
(5,4),(5,25),-0.0993817 # DEPENDENCYPART_SIBL
(5,4),(5,26),-0.00338753 # DEPENDENCYPART_SIBL
(5,4),(5,27),-0.0461192 # DEPENDENCYPART_SIBL
(5,4),(5,30),-0.0144319 # DEPENDENCYPART_SIBL
(5,4),(5,35),-0.0357618 # DEPENDENCYPART_SIBL
(5,4),(5,42),0.142826 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0286185 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0417612 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0285852 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0289229 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0373591 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0285842 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0285843 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.00116715 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0344344 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.00116715 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0290157 # DEPENDENCYPART_SIBL
(5,6),(5,25),0.00289967 # DEPENDENCYPART_SIBL
(5,6),(5,26),-0.0034943 # DEPENDENCYPART_SIBL
(5,6),(5,27),-0.0243253 # DEPENDENCYPART_SIBL
(5,6),(5,30),-0.0290157 # DEPENDENCYPART_SIBL
(5,6),(5,35),-0.0154397 # DEPENDENCYPART_SIBL
(5,6),(5,42),-0.011076 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.040757 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.026511 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0268486 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0387985 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.02651 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.02651 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.00796645 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0337187 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.00796645 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0288484 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.00659953 # DEPENDENCYPART_SIBL
(5,7),(5,26),-0.00461205 # DEPENDENCYPART_SIBL
(5,7),(5,27),-0.0241694 # DEPENDENCYPART_SIBL
(5,7),(5,30),-0.0288484 # DEPENDENCYPART_SIBL
(5,7),(5,35),-0.0144253 # DEPENDENCYPART_SIBL
(5,7),(5,42),-0.00394066 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.05067 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0506662 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0633632 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0506662 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0506663 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0619588 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0664518 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0619588 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0794838 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.0532074 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.0430052 # DEPENDENCYPART_SIBL
(5,8),(5,27),-0.0757169 # DEPENDENCYPART_SIBL
(5,8),(5,30),-0.0794838 # DEPENDENCYPART_SIBL
(5,8),(5,35),-0.0702926 # DEPENDENCYPART_SIBL
(5,8),(5,42),-0.0792403 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0278475 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0367575 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0275088 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0275089 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.00428388 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0337941 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.00428388 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0310526 # DEPENDENCYPART_SIBL
(5,9),(5,25),0.00559294 # DEPENDENCYPART_SIBL
(5,9),(5,26),-0.00122823 # DEPENDENCYPART_SIBL
(5,9),(5,27),-0.0251123 # DEPENDENCYPART_SIBL
(5,9),(5,30),-0.0310526 # DEPENDENCYPART_SIBL
(5,9),(5,35),-0.0145203 # DEPENDENCYPART_SIBL
(5,9),(5,42),-0.0127399 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0346093 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0240897 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0240897 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0103963 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0316458 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0103963 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0257016 # DEPENDENCYPART_SIBL
(5,10),(5,25),0.008673 # DEPENDENCYPART_SIBL
(5,10),(5,26),0.000919986 # DEPENDENCYPART_SIBL
(5,10),(5,27),-0.0210225 # DEPENDENCYPART_SIBL
(5,10),(5,30),-0.0257016 # DEPENDENCYPART_SIBL
(5,10),(5,35),-0.0123538 # DEPENDENCYPART_SIBL
(5,10),(5,42),-0.00617089 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0147986 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0147986 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0012717 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0126109 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0012717 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0210308 # DEPENDENCYPART_SIBL
(5,11),(5,25),-0.0273084 # DEPENDENCYPART_SIBL
(5,11),(5,26),0.0173034 # DEPENDENCYPART_SIBL
(5,11),(5,27),-0.0142434 # DEPENDENCYPART_SIBL
(5,11),(5,30),-0.0210308 # DEPENDENCYPART_SIBL
(5,11),(5,35),0.0217913 # DEPENDENCYPART_SIBL
(5,11),(5,42),0.00499534 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0240653 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0104208 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0316213 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.0104208 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0256771 # DEPENDENCYPART_SIBL
(5,12),(5,25),0.00869755 # DEPENDENCYPART_SIBL
(5,12),(5,26),0.000944539 # DEPENDENCYPART_SIBL
(5,12),(5,27),-0.020998 # DEPENDENCYPART_SIBL
(5,12),(5,30),-0.0256771 # DEPENDENCYPART_SIBL
(5,12),(5,35),-0.0123292 # DEPENDENCYPART_SIBL
(5,12),(5,42),-0.00614648 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0104166 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.031624 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0104166 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.0256792 # DEPENDENCYPART_SIBL
(5,13),(5,25),0.00869594 # DEPENDENCYPART_SIBL
(5,13),(5,26),0.000943182 # DEPENDENCYPART_SIBL
(5,13),(5,27),-0.0210002 # DEPENDENCYPART_SIBL
(5,13),(5,30),-0.0256792 # DEPENDENCYPART_SIBL
(5,13),(5,35),-0.0123306 # DEPENDENCYPART_SIBL
(5,13),(5,42),-0.00614764 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.00704538 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.0319443 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.0118648 # DEPENDENCYPART_SIBL
(5,14),(5,25),0.0337456 # DEPENDENCYPART_SIBL
(5,14),(5,26),0.0300758 # DEPENDENCYPART_SIBL
(5,14),(5,27),-0.00561452 # DEPENDENCYPART_SIBL
(5,14),(5,30),0.0118648 # DEPENDENCYPART_SIBL
(5,14),(5,35),0.0418438 # DEPENDENCYPART_SIBL
(5,14),(5,42),0.00522725 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0196497 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.00312847 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.00122687 # DEPENDENCYPART_SIBL
(5,16),(5,26),-0.00726198 # DEPENDENCYPART_SIBL
(5,16),(5,27),-0.0145101 # DEPENDENCYPART_SIBL
(5,16),(5,30),-0.00312847 # DEPENDENCYPART_SIBL
(5,16),(5,35),-0.025884 # DEPENDENCYPART_SIBL
(5,16),(5,42),-0.0131347 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.0118648 # DEPENDENCYPART_SIBL
(5,23),(5,25),0.0337456 # DEPENDENCYPART_SIBL
(5,23),(5,26),0.0300758 # DEPENDENCYPART_SIBL
(5,23),(5,27),-0.00561452 # DEPENDENCYPART_SIBL
(5,23),(5,30),0.0118648 # DEPENDENCYPART_SIBL
(5,23),(5,35),0.0418438 # DEPENDENCYPART_SIBL
(5,23),(5,42),0.00522725 # DEPENDENCYPART_SIBL
(5,24),(5,25),0.0018515 # DEPENDENCYPART_SIBL
(5,24),(5,26),-0.0429131 # DEPENDENCYPART_SIBL
(5,24),(5,27),-0.0361342 # DEPENDENCYPART_SIBL
(5,24),(5,30),-0.036217 # DEPENDENCYPART_SIBL
(5,24),(5,35),-0.00485738 # DEPENDENCYPART_SIBL
(5,24),(5,42),0.0274874 # DEPENDENCYPART_SIBL
(5,25),(5,26),0.0170654 # DEPENDENCYPART_SIBL
(5,25),(5,27),0.00684394 # DEPENDENCYPART_SIBL
(5,25),(5,30),0.00137327 # DEPENDENCYPART_SIBL
(5,25),(5,35),0.149911 # DEPENDENCYPART_SIBL
(5,25),(5,42),-0.00861463 # DEPENDENCYPART_SIBL
(5,26),(5,27),-0.0381828 # DEPENDENCYPART_SIBL
(5,26),(5,30),-0.0342795 # DEPENDENCYPART_SIBL
(5,26),(5,35),-0.0268747 # DEPENDENCYPART_SIBL
(5,26),(5,42),-0.0553435 # DEPENDENCYPART_SIBL
(5,27),(5,30),-0.0381723 # DEPENDENCYPART_SIBL
(5,27),(5,35),-0.00292065 # DEPENDENCYPART_SIBL
(5,27),(5,42),0.00988484 # DEPENDENCYPART_SIBL
(5,30),(5,35),-0.00485738 # DEPENDENCYPART_SIBL
(5,30),(5,42),0.0274874 # DEPENDENCYPART_SIBL
(5,35),(5,42),-0.069684 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0076404 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0298205 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.060253 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.030694 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0128325 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0152711 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0494568 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0141102 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00405014 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0412184 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0135504 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0394684 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0130213 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0258488 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0383759 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0417111 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0107519 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.182435 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.196242 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.00782665 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.000988465 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00813023 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.00361807 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0043622 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.113079 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0670611 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.00652211 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.113079 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.115097 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0303564 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.127418 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0879938 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0244127 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0312455 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00625207 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0286158 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0278727 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0802202 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0378488 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0257121 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.0802202 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.0314365 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0137934 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0491655 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00941602 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00939742 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00428609 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00940292 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00939687 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.00625062 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0146829 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0117925 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.00625062 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0569841 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.196242 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00782665 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.000988465 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00813023 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00361807 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0043622 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.113079 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0670611 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.00652211 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.113079 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.115097 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00860179 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00858451 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0261366 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00858467 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00858467 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00847826 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0328841 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0124439 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.00847826 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0288087 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00817746 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0371985 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00783895 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00783886 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0115238 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.00909446 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0124201 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0115238 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.00693736 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0371936 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00709745 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00709736 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0147269 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.00865666 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0116786 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0147269 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.00406889 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0270359 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0270358 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0228736 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.00417772 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0300478 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0228736 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0136369 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00709801 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0147265 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.00863248 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0116793 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0147265 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.00406934 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0147255 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.00872237 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0117105 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0147255 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.00406934 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.042237 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.052761 # DEPENDENCYPART_SIBL
