# _root_ So any bearish indicator , such as Friday 's precipitous drop in the stock market , sends shivers through the oil markets as well .
#goldHeads=17,4,4,17,4,7,4,11,8,11,7,11,15,15,12,4,0,17,17,22,22,19,17,23,17,
#predictedHeads=17,4,4,1,17,7,4,11,8,11,7,11,15,15,12,17,0,17,17,22,22,19,17,23,17,
(3,7),(7,9),-0.880934 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.592415 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.162034 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.252456 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.519103 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.768546 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.534707 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.970139 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.12512 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0274273 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.14685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.674711 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.2279 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.508321 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.399128 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.698493 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.628168 # DEPENDENCYPART_GRANDPAR
(4,1),(1,25),-1.71626 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.275299 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0205157 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.703825 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.631887 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.16544 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.123356 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.704014 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.241646 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.620444 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.0689 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.777227 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.557106 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.410995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.100667 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0950775 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.163114 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.85907 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.000210308 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.294268 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.108997 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.0418633 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.397099 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.960215 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.727989 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.543949 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.612284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0282258 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.853589 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.289377 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.667225 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0121556 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.381062 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.111495 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.178075 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.0171334 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.0691246 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),0.0997192 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.557263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0652715 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.579687 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.224991 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.745945 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.100279 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.192012 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0957046 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.0220974 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.018864 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.01787 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.736944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),0.242266 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.0150832 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0708322 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.07194 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.9434 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.643049 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.389881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.132175 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.496859 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.198023 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.231367 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.269481 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.00652813 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.00282849 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0749529 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.081592 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.023077 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.0920902 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.17571 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.345495 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.417546 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.413432 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.106026 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),0.027421 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-1.26984 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.317198 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0586461 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.201704 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.0260369 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.270421 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.0560376 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.518668 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.149374 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-1.40397 # DEPENDENCYPART_GRANDPAR
(4,15),(15,5),-0.109829 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.481026 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.272807 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0119491 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.36865 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.0228173 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.262104 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.122783 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.0283148 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.0647512 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.210889 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.450305 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.448611 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.08583 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),0.00490548 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-1.07612 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.477828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),-0.0868647 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),0.367993 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),0.240908 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.304976 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.249492 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.0641783 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),0.27279 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.0514078 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.209657 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.0650272 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.110647 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.0497181 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.334365 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.500125 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.376251 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.290269 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),0.0742326 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),0.166463 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-1.37875 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.401332 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),0.249947 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.391774 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.182099 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.0607264 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.198716 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.496464 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.432535 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.414519 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.407263 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.0150853 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),0.114728 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-1.2983 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),0.198605 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.226729 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.191811 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.475943 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.341391 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.293636 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.0457792 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),0.0552864 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-1.37959 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.383513 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.207845 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.343435 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.405601 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.473543 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.0104671 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),0.118201 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-1.31652 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),-0.135654 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.274353 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),-0.431706 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.42451 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.45499 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),0.600634 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-1.3485 # DEPENDENCYPART_GRANDPAR
(4,24),(24,18),-0.122098 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),-0.143541 # DEPENDENCYPART_GRANDPAR
(4,24),(24,20),-0.37901 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.369756 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),-0.441223 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),0.212433 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-1.37558 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),0.0597606 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.451881 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.414078 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.357588 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.366141 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.16986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.388588 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.745524 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.916495 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.930476 # DEPENDENCYPART_GRANDPAR
(6,1),(1,25),-0.969246 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.29567 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.37273 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.307717 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.485663 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.179892 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.264734 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.347283 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.18495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.477324 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.358589 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.390222 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.170489 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.402753 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.2079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.422827 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.849783 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.11626 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.764411 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.70051 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.15612 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.03155 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.904763 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.935906 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.649172 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-1.09476 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-1.18638 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-0.957247 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-1.00204 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.635805 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.855288 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.760082 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.82564 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.685508 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.394513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.328817 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.701202 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.00535992 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.100373 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.270058 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.569685 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.403877 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.363648 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.621132 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.801926 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.832949 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.622692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0194298 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.816038 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0281205 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.274419 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.276073 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.719015 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.379862 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.709486 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.749048 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.748427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0625203 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.313716 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.721123 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.78059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0422614 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.350212 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.668227 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.173892 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.664966 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.02034 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.795546 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.834412 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.801823 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.755179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0270826 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.255457 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.509482 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.21855 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.243549 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.305241 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.56692 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.365602 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.416624 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.379615 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.257418 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.637807 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.524612 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.794512 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.488815 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.446469 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.205835 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.382136 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.609294 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.384158 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.579398 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.379137 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.367176 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.467324 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.645881 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.258583 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.188458 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.523382 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.829739 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.57962 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.51765 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.822029 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.581435 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.618745 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.917077 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.657774 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.546474 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.952807 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.419549 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.46421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,11),-0.425356 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.765491 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.820985 # DEPENDENCYPART_GRANDPAR
(7,1),(1,25),-2.27653 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.278841 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.518134 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.832252 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.48081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-0.317105 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.574987 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.8355 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.419944 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.53428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-0.190156 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.518353 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.435715 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.655504 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.154148 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.52062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.0686056 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.802483 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.468372 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.919822 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.85384 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.904055 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.817455 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.39664 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.33691 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-1.63494 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.917098 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-0.76387 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-2.33085 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.378382 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.59849 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.549482 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.503265 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.964672 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.54125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.167114 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.760878 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.638819 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.351965 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.923033 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.76937 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.3551 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.22509 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.50556 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.958397 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.10468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.263031 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.138045 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.534966 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.107821 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.113052 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.16178 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.87986 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.1595 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.927625 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.0508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,12),-0.176227 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.949654 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.991888 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.01971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.809001 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0508336 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.289972 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.935551 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.49761 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.2001 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.37134 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.56832 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.09001 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.931136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),1.13132 # DEPENDENCYPART_GRANDPAR
