# _root_ Tuesday 's notable losers were highpriced shares such as Pioneer , which shed 210 yen to 5,900 yen .
#goldHeads=4,1,4,5,0,7,5,9,7,9,10,13,10,15,13,13,18,16,5,
#predictedHeads=4,1,4,5,0,7,5,9,7,9,10,13,10,15,13,13,18,16,5,
(7,4),(7,17),-0.0671444 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.00183278 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0296461 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0256009 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0700525 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.051917 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0327715 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00902686 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00519862 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0901533 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0330647 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0446023 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0901533 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0330647 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0499736 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0256302 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0416002 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00430826 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0309872 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0451878 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0677571 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.00427527 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0402227 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0677571 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.00427527 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0346336 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00556021 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0225278 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0117169 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00659159 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0175312 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0203373 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0122232 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0175312 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0203373 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0101332 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0338479 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0404888 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.041351 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0410394 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.033408 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0243368 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0410394 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.033408 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0390515 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0301585 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0303645 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0138059 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0230873 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0136431 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0138059 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0230873 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.00839273 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0303126 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0520809 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0355905 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.029365 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0520809 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0355905 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.00605082 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0190715 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.027011 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0161373 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0190715 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.027011 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0117069 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.04151 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0159962 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.00427147 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.04151 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.015572 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0172124 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0185191 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0229762 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.00666594 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0252019 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0108101 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0569832 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0415095 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0155726 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.00666594 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0452126 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0610534 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0370024 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.113967 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0150377 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.138599 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0323119 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0129697 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0129697 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0539971 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00921568 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.037327 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0350968 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0771737 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00992786 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0486 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0486 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0370024 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.113967 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0150377 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.138599 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0323119 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0129697 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0129697 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.023112 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0400432 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0732177 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0207158 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0535464 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0535464 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.111365 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0623054 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0259005 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.108972 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.108972 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0241375 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00320231 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0225433 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0225433 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0290874 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0944248 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0944248 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0552529 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0552529 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0275719 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0128641 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00010145 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0627601 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00718287 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0709508 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00867752 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0123648 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0215111 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.140004 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0467183 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.340851 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0149879 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0896644 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0120539 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.030197 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0214704 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0708379 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0613324 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00251671 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00233595 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0260463 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0267379 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0146715 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0102199 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0365623 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0253797 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0411874 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0512872 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0193703 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.00539349 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00581103 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0358399 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0692418 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0116926 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0616025 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0321397 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0321397 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.00732251 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0443315 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.00451631 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.00663915 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0161877 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0287705 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0974112 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0121255 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0121255 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.02515 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00653632 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0343582 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.066735 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.011575 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0637859 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0398224 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0398224 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.00340661 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0116436 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0484448 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00549937 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.116238 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0397631 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0397631 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0548786 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0716039 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00344214 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.000418719 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0444244 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0444244 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0120213 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0244825 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0383049 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0418148 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0418148 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.00058231 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0220057 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0183417 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0183417 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00498682 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0347318 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0347318 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0202971 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.009234 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.00628387 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.00628387 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.100893 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0153054 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0302016 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0838055 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0403533 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0257691 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.098394 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.00979606 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.106411 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0105021 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0188182 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.00585582 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0105021 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0188182 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.000497419 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0116708 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0256097 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0763244 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0357615 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0203823 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0909128 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.00568636 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.10182 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00137655 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0163527 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.00328983 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.00137655 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0163527 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0295654 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.00636308 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.026138 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0108845 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0371965 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0148646 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0923437 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0360239 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0382965 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.00413945 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0354727 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0382965 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.00413945 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0832689 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.00329186 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.023828 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.00641779 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00522597 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0210129 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0645694 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0173551 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00114745 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0211672 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0173551 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.00114745 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0101958 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0400267 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.026375 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0882925 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0128217 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.106069 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0272559 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0293576 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0458928 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0272559 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0293576 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0300212 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0190483 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0219227 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00294212 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0704101 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0124441 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0160577 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0381617 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0124441 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0160577 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0105663 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0274704 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.00834757 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0789498 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0211649 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0217919 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0554584 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0211649 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0217919 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0766215 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.00562719 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.102705 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0138459 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0207402 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00915971 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0138459 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0207402 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.00683727 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.110093 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0471357 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00786906 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00980265 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0471357 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00786906 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0519197 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0514013 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0111262 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0171805 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0514013 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0111262 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.197004 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0515708 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0250142 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0194337 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0515708 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0151191 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.000408396 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0282666 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0415097 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0299457 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0117711 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0294912 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.00611974 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0515708 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0151191 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0299457 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0202621 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.000237884 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0145763 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0145328 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.000958691 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.00941131 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0475267 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.125215 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.00195612 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0699765 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.00554204 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0432272 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.104025 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0198309 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0190931 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.000958691 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.00941131 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0475267 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.125215 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.00195612 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0699765 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.00554204 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0432272 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.104025 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0198309 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0190931 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.00887139 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0693728 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.140851 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0323587 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.10353 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0248605 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0821261 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.122852 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0474685 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0488217 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0215866 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.00236426 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0416046 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0138506 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0415626 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0083595 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.00572449 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0414981 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.00316697 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.039842 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0121268 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0300904 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.00907833 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0608428 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0553625 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0379738 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.038706 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0163383 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0699828 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00713693 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0368927 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.112438 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0259805 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0406598 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.012649 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0551726 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00758666 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0854364 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.018576 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0801728 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.000314948 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0256698 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0940132 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0163055 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0633994 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0243424 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.010702 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0268772 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0167093 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0155766 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00737708 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0853195 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0441951 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0386488 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0357493 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.030399 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0965909 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0298058 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.000700238 # DEPENDENCYPART_SIBL
