# _root_ `` Most of the action was during the night session , '' said Michael Moore , trading manager at Continental Bank .
#goldHeads=6,6,2,5,3,13,6,10,10,7,6,6,0,15,13,15,18,15,18,21,19,13,
#predictedHeads=13,6,2,5,3,13,6,10,10,7,13,13,0,15,13,15,18,15,18,21,19,13,
(6,2),(2,21),-0.649745 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.421726 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.220922 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.154102 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0909276 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.46738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.0728256 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.649325 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.858711 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.655447 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.35463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.0561693 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.507918 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.217628 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.604519 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.333473 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.31892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.234939 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.537955 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.930952 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.593169 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.703068 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.577784 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.581004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.351919 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.110994 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.121579 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.294195 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.196687 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.24097 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.125689 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.571469 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.25387 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.418148 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.463919 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.252979 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.257473 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.129322 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.215821 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.668458 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.641592 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),0.304644 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.707874 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.485227 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.498624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.482565 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.151767 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0400584 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.275358 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.271613 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.133199 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.425669 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.218069 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.552632 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.636175 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.385163 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.47898 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),0.0295594 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0592306 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.146529 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.273878 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.67609 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.723063 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.0328262 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.465606 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.974983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.141815 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.232299 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.13299 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.596652 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.427936 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.547856 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.38129 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.397694 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.644967 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.356579 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.439842 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.169167 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-1.3766 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.734007 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.748486 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.61001 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.662657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.352499 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.231798 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.016189 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.127427 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0103831 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.202544 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0367149 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.418296 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.613821 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.668951 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.401717 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.455482 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.470022 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.036603 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-1.26751 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.667478 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.640544 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.513181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.474152 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.218243 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.00919887 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.127308 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.0437577 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.105254 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.331732 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.0818563 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.233516 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.50451 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.431002 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.457938 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),0.0423065 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.184404 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.395346 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),0.0809479 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.309013 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.672511 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.311477 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.720163 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.600338 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.356173 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.29381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,10),-0.439667 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.866679 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.537774 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.458996 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.697695 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.12428 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.08932 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.00243 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-1.13141 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.505961 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.433261 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.00738386 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.56252 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.13833 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.33465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.64796 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.07815 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.65453 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.676414 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.339712 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.220259 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.697046 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.417405 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.34236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.188052 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.205547 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.43377 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.892023 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.529916 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.501075 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.732303 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.14962 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.08343 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.07666 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-1.4506 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.760731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.797296 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.00650393 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0837639 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.0225825 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.25331 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.961302 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.0261 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.54736 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.4245 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.983774 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.665681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),1.07718 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.675537 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.417931 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0133109 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.123126 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.2226 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.051494 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.675528 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.793038 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.357546 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.315869 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.389054 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.174876 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.277014 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.157995 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.12963 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.904014 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.01056 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.23762 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.911876 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.847395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),0.365917 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0914421 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.548191 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.304122 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.346603 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.106329 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.601391 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.802529 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.34921 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.238426 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.582673 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-1.21422 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.13282 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.863294 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.28809 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.889271 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.663607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.96117 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.694478 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.468099 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.230062 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.103951 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.200228 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.214546 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.655292 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.841669 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.419473 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.33115 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.651912 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.471694 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-1.10109 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-1.25349 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.961415 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.9839 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.710477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.951797 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.598128 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.330866 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.193254 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.0225465 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.239495 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.0421265 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.450851 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.783863 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.264993 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.673124 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.409343 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.315883 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.772972 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.538419 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.74896 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.600913 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.654647 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.82437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.817836 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.834157 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.08612 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.15366 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.27251 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.11079 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.23103 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.33033 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.36631 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.656302 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.238601 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.953297 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.51874 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.35797 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.68218 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.0833 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.14895 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.30332 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.25518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.0774451 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.956418 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.434846 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.613891 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.629825 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.708786 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.790652 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.732038 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.236566 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.679438 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-1.11617 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.56838 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.36733 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.18808 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.1739 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.29918 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.11739 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.37012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.152256 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.88574 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.399503 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.424644 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.544221 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.639607 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.787521 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.755139 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.376318 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.846011 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.532364 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.994287 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.361318 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.619061 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.363685 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.39778 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.155262 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.104701 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0857032 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.02365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.674747 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.586116 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.528486 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.398901 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.614801 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.69387 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.543099 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.703386 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.398885 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.42894 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.729305 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.158335 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.148258 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.261629 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.13113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.698255 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.602383 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.161617 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.123407 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.590224 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.613144 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.266292 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.712159 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0251492 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.00787485 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.19913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.866002 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.683673 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.444997 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.396231 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.36403 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.554606 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0684111 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.00740527 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.153909 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.104106 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.977077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.664635 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.544321 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.536438 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.40128 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.604689 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.647309 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.577694 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.813296 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.520963 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.00761796 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.126899 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.13617 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0359635 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.12197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.697598 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.60325 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.588876 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.433931 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.637651 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.792191 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.484795 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.108155 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.318736 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.683672 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.631164 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.568107 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.573117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,10),-0.635445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.177497 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.04367 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.879399 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.16879 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.631949 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.615489 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.765696 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.493505 # DEPENDENCYPART_GRANDPAR
