# _root_ Among rail and highway accounts , the agreement provides $ 615 million for Amtrak , including $ 85 million for capital improvements .
#goldHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,16,22,20,9,
#predictedHeads=9,1,2,5,3,9,8,9,0,9,10,10,9,13,10,10,16,17,17,17,22,20,9,
(5,16),(16,14),-0.520628 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.326389 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.450206 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.357887 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.240467 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.647467 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.639936 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.0459533 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.564385 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.877805 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.480279 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.321448 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),0.076653 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.702092 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.55256 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.334444 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.503021 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.656263 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.505574 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.768714 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-1.06167 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.440099 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.746838 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.578854 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.14677 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.210099 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.119521 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.230913 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.80907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.554648 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.410502 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.649385 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.742723 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.981396 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.885741 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.748551 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.903741 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.962207 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.263765 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.432963 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.169796 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.394757 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.2841 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.410766 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.860469 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.721646 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.880622 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.13105 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.23015 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.877563 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.990012 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-1.76088 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.41657 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.30974 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.247952 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.31053 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.133493 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.338889 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.71173 # DEPENDENCYPART_GRANDPAR
(8,1),(1,23),-1.23626 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.35656 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0966244 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.165216 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.224541 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.498867 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.27858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.741429 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.759917 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.923813 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-1.09417 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.817348 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-1.13705 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-1.32062 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.379064 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.235274 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.16274 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.238542 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.536238 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.18435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.688722 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.690587 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.840564 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.847692 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.0406 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.662308 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.858933 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-1.25526 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.339713 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.282228 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.436855 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.09686 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.757593 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.842411 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.756507 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.79271 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.01685 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.574309 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.506794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0917729 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0676346 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.00109242 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.105738 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.184534 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.371277 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.248353 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.260119 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.318979 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.43895 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.897677 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.07569 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.817258 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.968014 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.82461 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.11275 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.646579 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.432294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0155945 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0513477 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.051263 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.226652 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.26512 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.357963 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.260691 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.289137 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.259497 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.235682 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.439894 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.872143 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.207302 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.270165 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0294967 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.289837 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.067156 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.191081 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.442595 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.1329 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.922758 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.659033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,10),-0.252816 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.40473 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.388821 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.466745 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.207008 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.232901 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.258693 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.449769 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.205521 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.367274 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.831961 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-1.07569 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.817258 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.232639 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.487311 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.265453 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.252822 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.215727 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.172836 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.259497 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.235682 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.439894 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.532509 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.607375 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.872143 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.375648 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.55711 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.245129 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.442595 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.704197 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.0476961 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.0259482 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0519261 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.0735926 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.0697547 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.17361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,23),-0.796707 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.141317 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0155139 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),5.35586e-05 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0953253 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.102423 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.196374 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.03347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.2041 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),0.027538 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.549359 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.274617 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),0.00336467 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-0.736151 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.485213 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.522041 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.546536 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.271804 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.09949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),0.192981 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0973997 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.101264 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.19326 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.03347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,1),-0.187246 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.130817 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.170585 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.239777 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0162869 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.117855 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.05457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.209128 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.0325739 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.645091 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.521422 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.186332 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.562746 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.729294 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.254 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.189556 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.180725 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0354681 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.0215637 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.178583 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.172948 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.7407 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.0475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.190107 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.0123067 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.563351 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.288673 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.581767 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.0364801 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.750144 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.294584 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.431301 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.473638 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.501423 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.701904 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.0163225 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.317803 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.502597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.414847 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.450961 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.268282 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0169351 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.216909 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.354453 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.154639 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.143318 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.280895 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),0.244108 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.375783 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.273093 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.137385 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0977868 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.369486 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.528013 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.504548 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.719301 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.0371544 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.414515 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.245456 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0878728 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.109414 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.196661 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.137046 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.115138 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.708174 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.150426 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.174026 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0891657 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.131607 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.00910524 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),0.00707002 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.82412 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.25674 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.14884 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.114627 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0633438 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.076801 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.0818094 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.146844 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.400457 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.356747 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.552927 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.439433 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.71129 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.134457 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0899023 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.101332 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.102431 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.099537 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.0213957 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.104271 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.413243 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),0.0426063 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.573254 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.294584 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.431301 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.89594 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.554574 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.202829 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.119827 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.196868 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.175649 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.143318 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.280895 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.244108 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.414202 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.00882514 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.375783 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.0637009 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.0196404 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.326737 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),0.00707002 # DEPENDENCYPART_GRANDPAR
(9,22),(22,10),0.784791 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.0745215 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.205001 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.012917 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),0.0472924 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),0.134751 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.230293 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.45006 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.533326 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.237288 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.36947 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.124677 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.347499 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.198548 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.450095 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.124892 # DEPENDENCYPART_GRANDPAR
(10,1),(1,23),-0.569586 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.590025 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0962615 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.362343 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.351681 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.471341 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.284707 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.166407 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.949432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,13),-0.406037 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.726065 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.689347 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.345361 # DEPENDENCYPART_GRANDPAR
(10,2),(2,23),-0.573376 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.449003 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.452888 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.620053 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.353783 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.320892 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.917657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,1),-0.58592 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.462512 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.621069 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.440275 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.490389 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.311355 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.293545 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.931476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-0.398942 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.557549 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.723856 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.583901 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.319898 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.557893 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.296822 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.283363 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.570194 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.530621 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.448456 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.290105 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.618706 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.486096 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.172476 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.949432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,13),-0.420438 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.726065 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.689411 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.337854 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.359762 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.573376 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.415984 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.360897 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.567082 # DEPENDENCYPART_GRANDPAR
