# _root_ When he sent letters offering 1,250 retired major leaguers the chance of another season , 730 responded .
#goldHeads=3,3,17,3,4,9,9,9,5,11,5,11,14,12,17,17,0,17,
#predictedHeads=3,3,17,3,3,9,9,9,5,11,5,11,14,12,17,17,0,17,
(6,5),(6,14),0.0224447 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0134804 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.03125 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.000409187 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0130289 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00908496 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0130266 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0231954 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0203948 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0134379 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.00820379 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0134356 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0379442 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.019981 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0106621 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.00252816 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0223259 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0202796 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.133259 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.137153 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0538371 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0196026 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0202796 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0772792 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.00115125 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00810196 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0323082 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.00973347 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00914365 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0334769 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0111069 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.00523257 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0555233 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0147995 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.031404 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0185956 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0214812 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.015189 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0170079 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0132599 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.046082 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00575262 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00260505 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00260491 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.030387 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00257328 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0248368 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.043937 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0262262 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0262261 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.000547951 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0262216 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.00297954 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0371998 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0199924 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0062346 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0179971 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00613488 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0154972 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00751102 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0179771 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00391745 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0122422 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0982827 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0504227 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0270441 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00879534 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0126447 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0276085 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0130876 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0558882 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00866289 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0115484 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0114422 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0158214 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0267848 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00105399 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00105413 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0237569 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0229834 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00472977 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00275773 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0342493 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0333802 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0138057 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00436022 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0014657 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00563664 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.000751727 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0497744 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0315243 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0084158 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0208699 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0540893 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.115018 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0201392 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0399941 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0719691 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0288779 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0524732 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0656607 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0286377 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00810347 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00160996 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0128909 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0296002 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0843828 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0234416 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00852724 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0613261 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0100617 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0156923 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0975624 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0268098 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0514604 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0520663 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0850922 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0146051 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0229776 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00221209 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0475442 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.035292 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0142197 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00655714 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0135834 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00581608 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0304201 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0660881 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0178298 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0176781 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0177865 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00598906 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0208662 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.099174 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0173778 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0209459 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0689731 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0199046 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0656882 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0206714 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00391424 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0264691 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.102063 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0196013 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0351736 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0143864 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0204565 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00884021 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0111317 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.022982 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0175756 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0275683 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0136593 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00993138 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0108598 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00873398 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0148084 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0120259 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0173269 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0233812 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0657045 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00759217 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0225044 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0721915 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.038157 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0112069 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0148192 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0295813 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0197977 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0291952 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0120995 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0142755 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00901005 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.00600297 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0259926 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0362763 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0183421 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.00261008 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0165541 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0203008 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0026677 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0287154 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.000209279 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0144213 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0311306 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0370926 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00464394 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0107553 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0602366 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.00756543 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0184018 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0960523 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0183905 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0458662 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.00161806 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0126317 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0293409 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0322126 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00541691 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.00571152 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0613328 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0114324 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0213306 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.097569 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0202625 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0510447 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0518147 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0848406 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.044906 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0616764 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00502141 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0475439 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0339278 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0198516 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0065569 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00702353 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0062253 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.029361 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0517799 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.123697 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0225026 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0196184 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00279321 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0283297 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.101006 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0218446 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0231867 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0515595 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.126389 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0705127 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0225033 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.000718392 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0190056 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.103895 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0240681 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0374144 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.13377 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0357877 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0750087 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0196347 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.041654 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0687002 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0253999 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00624124 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.270232 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0773162 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0109735 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00773455 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.132298 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.155249 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.108296 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0788481 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00904211 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00133338 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0853351 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0628178 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0247597 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0165686 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0341722 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0197977 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0352993 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0116903 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00933094 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00936355 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.012814 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0252299 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0323274 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.00571314 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00696813 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0226582 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0198916 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00533746 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0239574 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0216112 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.029616 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0621204 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0769092 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0548972 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0412592 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0235248 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0651638 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0219986 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0964087 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.111807 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0604858 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0288554 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.11094 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0296243 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0637489 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0763436 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0548971 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0443456 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0284262 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0413628 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00483965 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0252149 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0197776 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0125409 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0145738 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0287009 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0347341 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0244903 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0387342 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0430606 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.015835 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0440242 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0232657 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0497526 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.00163992 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0194545 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0361637 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0347392 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.00228547 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0342635 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0140301 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0197892 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0975643 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0361793 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0514518 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0586607 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0916867 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0474544 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0584996 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0474537 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0325116 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0194381 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.00617371 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.023334 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0062052 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0425822 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.061003 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.115363 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0610023 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0619134 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0406228 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.112527 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00902731 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0343061 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0607827 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.118055 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.060782 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.063636 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00671255 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.115416 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00680381 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0485339 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.128795 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0161299 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0738541 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0508466 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0630559 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.034476 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0122889 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0608426 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.209886 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.000878201 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.14349 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.106696 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.118882 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0738563 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0502761 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0630599 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0375665 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00738348 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0649184 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0225062 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.129994 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0664215 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0333788 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0142533 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00552278 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0169623 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0202661 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00330529 # DEPENDENCYPART_SIBL
(16,13),(16,14),8.35579e-06 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0476693 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0540458 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.019424 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.155609 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0309391 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0227773 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0176127 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0195045 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.048263 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0388457 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0128887 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0361293 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.00840742 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.000526095 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.00987833 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0116012 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.036904 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0198948 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0345606 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0117089 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.00457345 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.039843 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0202768 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.000526095 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.246683 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0476677 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.00052069 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0509693 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.00961392 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.0322415 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0308469 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.000255427 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0405803 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.00245102 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0186378 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0306359 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.00319439 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.00612729 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.00961392 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.155089 # DEPENDENCYPART_SIBL
