# _root_ It received more offers , but the auction was surprisingly won by IMA , which bid $ 28 a share and asked Mr. Gilleland to stay on as an equity participant .
#goldHeads=2,6,4,2,6,0,8,9,6,9,9,11,12,13,21,21,18,16,20,18,13,21,24,22,26,22,26,26,31,31,28,6,
#predictedHeads=2,6,4,2,6,0,8,9,6,9,9,11,12,13,21,21,18,16,20,18,13,21,24,22,26,22,26,26,31,31,28,6,
(4,8),(4,9),-0.00425345 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0157293 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.00293772 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0129753 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0269881 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0130831 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0396178 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0215178 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.00338196 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0218378 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0398724 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.00878278 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.0362137 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.00804534 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0163658 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.00756458 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.0135508 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.00372602 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0199579 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0212238 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0109609 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.0300639 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.025997 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0109062 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.0346874 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.0425284 # DEPENDENCYPART_SIBL
(4,14),(4,21),0.0224361 # DEPENDENCYPART_SIBL
(4,16),(4,21),-0.0281921 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00427749 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0176147 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0305476 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0245904 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0461322 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0392596 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0076378 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0321123 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0126694 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0724467 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0407431 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0405401 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0105465 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0130833 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0014038 # DEPENDENCYPART_SIBL
(6,1),(6,32),0.0187317 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.100285 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0543267 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0111673 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0990838 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.25645 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.215943 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0232443 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.226558 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0363085 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.257122 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0314899 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.221403 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.00272835 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.207085 # DEPENDENCYPART_SIBL
(6,2),(6,32),0.00257691 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0177581 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0209947 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0414265 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0744054 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.134448 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0558556 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0843414 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0393929 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0748672 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0529045 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0824106 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0245468 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.085003 # DEPENDENCYPART_SIBL
(6,3),(6,32),-0.0914945 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0114625 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0758898 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0154474 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0187212 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0654577 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0175446 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.109803 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0163396 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0118803 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.00842557 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0266561 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.00477113 # DEPENDENCYPART_SIBL
(6,4),(6,32),0.028463 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.12531 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0686899 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.101513 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0599255 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0967966 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0937278 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0683286 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.139803 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0830785 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0737725 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0621052 # DEPENDENCYPART_SIBL
(6,5),(6,32),0.096838 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0229302 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0757687 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0264488 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0549319 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0443076 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0227857 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0603443 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0529763 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0379375 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0536805 # DEPENDENCYPART_SIBL
(6,7),(6,32),-0.0513602 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0589047 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0180786 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0321135 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0306377 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0457555 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0355368 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.033764 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0551037 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0297102 # DEPENDENCYPART_SIBL
(6,8),(6,32),-0.0463955 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0289814 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0531933 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0138235 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0113453 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00219399 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0472061 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0449966 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0474113 # DEPENDENCYPART_SIBL
(6,9),(6,32),0.0584178 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.000911851 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0199732 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0536106 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00666678 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00294091 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.00435875 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.00559083 # DEPENDENCYPART_SIBL
(6,10),(6,32),-0.0240289 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00360774 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.00350262 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.00180301 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0414986 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0329165 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0417082 # DEPENDENCYPART_SIBL
(6,11),(6,32),0.0645668 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0203523 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0697482 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0502965 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0498677 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0508286 # DEPENDENCYPART_SIBL
(6,12),(6,32),-0.0670386 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.043109 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0365631 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0551131 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0325093 # DEPENDENCYPART_SIBL
(6,13),(6,32),-0.0439165 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0196102 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0242559 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.00435273 # DEPENDENCYPART_SIBL
(6,14),(6,32),-0.0124243 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.034386 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0474056 # DEPENDENCYPART_SIBL
(6,16),(6,32),0.050916 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.00600779 # DEPENDENCYPART_SIBL
(6,21),(6,32),0.0671547 # DEPENDENCYPART_SIBL
(6,22),(6,32),0.0354162 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0467441 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0422507 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0914975 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.129784 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.00113021 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0266444 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00199947 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0224633 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0531238 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0326927 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0807677 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0777452 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.14203 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0145959 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0178742 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0239092 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0685004 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0265372 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.131521 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.130412 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0211838 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00957022 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0309665 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.150474 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.206978 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0582977 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0191389 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0428888 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00175642 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.116783 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0621993 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0140698 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0156862 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.000398254 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0695999 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.139505 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00813332 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.140136 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0480634 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0060904 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00637426 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.000467746 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00609284 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0131418 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00808378 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0296325 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00496315 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00163597 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0200454 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00806401 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00667644 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0166992 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0681587 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.145386 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.013429 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00556931 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.055135 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0337684 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0012902 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.218217 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.0558996 # DEPENDENCYPART_SIBL
(9,1),(9,32),-0.0596149 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0678302 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0196672 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0911467 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0569407 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0582991 # DEPENDENCYPART_SIBL
(9,2),(9,10),-5.22518e-05 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0110287 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0480287 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.02915 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0167093 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0298515 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00995127 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0229539 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.066485 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.031578 # DEPENDENCYPART_SIBL
(9,2),(9,32),-0.00812906 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0203194 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0910615 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.118878 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.135513 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0447176 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00365703 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.177853 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0476145 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0108427 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00660487 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.072278 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0209042 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.054742 # DEPENDENCYPART_SIBL
(9,4),(9,26),-0.0161586 # DEPENDENCYPART_SIBL
(9,4),(9,32),0.0132318 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0708316 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0138543 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00632061 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0672218 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00807374 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0809286 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00119379 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.114312 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0197063 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0725168 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0431402 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0485084 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.0116259 # DEPENDENCYPART_SIBL
(9,5),(9,32),0.0398334 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0244256 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0437368 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0447697 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0359414 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0923149 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0536106 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00132215 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0430304 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0690844 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0675659 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0419125 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.0481382 # DEPENDENCYPART_SIBL
(9,6),(9,32),0.0526215 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0288751 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.104573 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0733584 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0226141 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0434772 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0441032 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0799719 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0349987 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0561386 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0597832 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.0861012 # DEPENDENCYPART_SIBL
(9,7),(9,32),-0.122188 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0375148 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0101846 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.160803 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.03489 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0053579 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.00723678 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0627318 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0148657 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0453555 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.00231694 # DEPENDENCYPART_SIBL
(9,8),(9,32),0.0292415 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0159749 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0136075 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0223332 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0132163 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00446129 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0143948 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.00826341 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0173828 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.0226291 # DEPENDENCYPART_SIBL
(9,10),(9,32),0.0174179 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0204808 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.029062 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0152555 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00124048 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.029238 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0338382 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0610473 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.014339 # DEPENDENCYPART_SIBL
(9,11),(9,32),0.0257008 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0156098 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0218096 # DEPENDENCYPART_SIBL
(9,12),(9,16),5.70372e-05 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0398318 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0120794 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0575156 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.0118319 # DEPENDENCYPART_SIBL
(9,12),(9,32),-0.0278453 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00201097 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.02466 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0498962 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0472821 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.0494348 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.0345251 # DEPENDENCYPART_SIBL
(9,13),(9,32),-0.00124918 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0475961 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.033884 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.00704762 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.0249489 # DEPENDENCYPART_SIBL
(9,14),(9,26),0.0209092 # DEPENDENCYPART_SIBL
(9,14),(9,32),0.00960865 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0502937 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0549745 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.0601545 # DEPENDENCYPART_SIBL
(9,16),(9,26),-0.0417745 # DEPENDENCYPART_SIBL
(9,16),(9,32),-0.00968488 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0154443 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.0533118 # DEPENDENCYPART_SIBL
(9,17),(9,26),-0.054652 # DEPENDENCYPART_SIBL
(9,17),(9,32),-0.00254627 # DEPENDENCYPART_SIBL
(9,21),(9,25),-0.00756523 # DEPENDENCYPART_SIBL
(9,21),(9,26),-0.00662819 # DEPENDENCYPART_SIBL
(9,21),(9,32),0.0348854 # DEPENDENCYPART_SIBL
(9,25),(9,26),-0.0696184 # DEPENDENCYPART_SIBL
(9,25),(9,32),-0.0345292 # DEPENDENCYPART_SIBL
(9,26),(9,32),-0.00945677 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.00872562 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.030362 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0557023 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0567439 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.154592 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0296319 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0672628 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0208019 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0670739 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.057176 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0531467 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.156908 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0624359 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00542519 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00691361 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0171449 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0099973 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0458146 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0128717 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0564003 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0123725 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.022041 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.00245541 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0669839 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0179335 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0244277 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.025551 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.019696 # DEPENDENCYPART_SIBL
(11,2),(11,32),0.00966933 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.00388841 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0499314 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.090203 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0157693 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00314329 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.138817 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0296284 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0411156 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0132214 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0826738 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0150035 # DEPENDENCYPART_SIBL
(11,4),(11,26),-0.0228112 # DEPENDENCYPART_SIBL
(11,4),(11,32),0.0121367 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.040063 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0211254 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00273243 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.00586265 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0162898 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.00276775 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.143031 # DEPENDENCYPART_SIBL
