# _root_ Under the Racketeer Influenced and Corrupt Organizations law , or RICO , the government has the authority to seek to freeze or seize a defendant 's assets before trial .
#goldHeads=15,8,8,5,8,5,8,10,10,1,10,10,14,15,0,17,15,19,17,22,22,19,22,25,27,25,22,19,28,15,
#predictedHeads=15,8,8,5,8,5,8,10,10,1,10,15,14,15,0,17,15,19,17,22,22,19,22,25,27,25,23,23,28,15,
(7,4),(7,11),0.0179461 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0320627 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0105361 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00131245 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0113495 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0129744 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00093676 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0404295 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0600934 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00395777 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00338183 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0311241 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0127075 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00399285 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0388773 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0321966 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0161341 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0191751 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0145779 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.160136 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.01453 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0296925 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00409349 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00970274 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0243623 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.00409349 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0370753 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.029775 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0433071 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0239242 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0132502 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00451498 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0132502 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.00970274 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.109805 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0956602 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.52241 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0956963 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.129159 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0153281 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0660822 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.027318 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0153281 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.13828 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.030729 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.289816 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.026109 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.000223468 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.142015 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.000223468 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0660822 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.060162 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.249993 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0673214 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.081195 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0931262 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0306795 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0190386 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0931262 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0968897 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.000304616 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0786012 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.01709 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0498759 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00660633 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0498759 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0306795 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.219806 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.046244 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0523455 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0596684 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0453006 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00676786 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0596684 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.111511 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0125754 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0640411 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00481922 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.064497 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0211899 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.064497 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.0453006 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00905389 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0214311 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0267823 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00322642 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00682654 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0267823 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0103084 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0106444 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0715555 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.00639116 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00752108 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.049182 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.00752108 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.00322642 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0284437 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0518052 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0524078 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00763135 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0518052 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.118618 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0269746 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0568197 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00957999 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0716042 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0283917 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0716042 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0524078 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0921987 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0314459 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0186815 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0921987 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.097534 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.000661732 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0780961 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0167329 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0505213 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0071153 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0505213 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0314459 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0112156 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0100946 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0200268 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0267647 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00232686 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00978836 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.01014 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0534083 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.00252546 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0534083 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0112156 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0357761 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0211852 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0320823 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0354403 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00262823 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0357248 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0174546 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0158917 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0174546 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0175418 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0109403 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0154474 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0200015 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0224012 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0162746 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0054043 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.020748 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0054043 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0321192 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0267647 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00232686 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.00978836 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.01014 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0534083 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.00252546 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0534083 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0112156 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0184108 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0313308 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.018303 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0169331 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0313208 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0169331 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0117223 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0193664 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0161436 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00469194 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0177067 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.00469194 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0340654 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.029361 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0116919 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0217564 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0116919 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.0466883 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.00456152 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0252991 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.00456152 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0330782 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.00930459 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0404831 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0127816 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.00968746 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0394581 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.0127816 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.00913385 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0147448 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0154783 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0223767 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0143348 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0132167 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0214368 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0308705 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0903986 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.044296 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0212212 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.110294 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0135939 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0897776 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0190532 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0126044 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.00123747 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0109418 # DEPENDENCYPART_SIBL
(10,1),(10,30),-0.00799142 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0140132 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.00810296 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.152573 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0129867 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0207439 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0202636 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0454346 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.118707 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0133912 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.026044 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.105376 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00540724 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.120897 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0368004 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0307839 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0620591 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0280406 # DEPENDENCYPART_SIBL
(10,2),(10,30),-0.165704 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.00176374 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0569725 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.00328795 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.00295879 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0134658 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.137348 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0774121 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0131275 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0778492 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0280731 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0369735 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0735341 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0508364 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0445862 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0561945 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0478222 # DEPENDENCYPART_SIBL
(10,3),(10,30),-0.0315453 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0500925 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.000776706 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.00343856 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0164067 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.137369 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0843811 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0183894 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0755808 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0350421 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0346809 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0805031 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0485554 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0423053 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0539261 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0455413 # DEPENDENCYPART_SIBL
(10,4),(10,30),-0.029277 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0328338 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0270948 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0377021 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0631879 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0402192 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.028281 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0351372 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0214031 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0430292 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0408358 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0714051 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0747104 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.055049 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0818356 # DEPENDENCYPART_SIBL
(10,5),(10,30),0.00785451 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0102688 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0198252 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.137368 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0767227 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0202979 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0770796 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0273837 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0362511 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0728447 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0501159 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0438658 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0554248 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0471018 # DEPENDENCYPART_SIBL
(10,6),(10,30),-0.0307767 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.01647 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.137242 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0792008 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0126612 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0770926 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0298618 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0360827 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0753228 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0499475 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0436973 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0555598 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0469333 # DEPENDENCYPART_SIBL
(10,7),(10,30),-0.0334665 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.131244 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0831168 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0287913 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0773524 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0337759 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0259784 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0792388 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0398534 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0336032 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0589855 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0368392 # DEPENDENCYPART_SIBL
(10,8),(10,30),-0.0423673 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0737749 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.278268 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.109746 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.044772 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0250271 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0745275 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.00313424 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.00224568 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.000965936 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.00227264 # DEPENDENCYPART_SIBL
(10,9),(10,30),-0.0436409 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00585242 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0173923 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0617299 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0221688 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0556666 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0195307 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0153473 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0146475 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0192753 # DEPENDENCYPART_SIBL
(10,11),(10,30),-0.0660113 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0124499 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0297877 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0138011 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0237767 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.00622246 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.00262447 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0111085 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.00263599 # DEPENDENCYPART_SIBL
(10,12),(10,30),-0.0539837 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0288384 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0433129 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0269307 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0414667 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.039411 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.00751901 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0394232 # DEPENDENCYPART_SIBL
(10,13),(10,30),-0.0686513 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.00242049 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.035647 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.00506674 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.00925104 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.000435289 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.00530742 # DEPENDENCYPART_SIBL
(10,14),(10,30),-0.0507377 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00505644 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0326313 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0343172 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0134111 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0343384 # DEPENDENCYPART_SIBL
(10,15),(10,30),0.000191823 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0193253 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0151419 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0108494 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0190699 # DEPENDENCYPART_SIBL
(10,17),(10,30),-0.0627455 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0180304 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.00283444 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0180515 # DEPENDENCYPART_SIBL
(10,19),(10,30),0.0011193 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0007463 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0109003 # DEPENDENCYPART_SIBL
(10,21),(10,30),0.00305731 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.00452231 # DEPENDENCYPART_SIBL
(10,22),(10,30),-0.0170922 # DEPENDENCYPART_SIBL
(10,23),(10,30),0.00363465 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0512753 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0454317 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0899812 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0261431 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.271191 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00871912 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0135402 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.264288 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.00892014 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0687514 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.033689 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.034028 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0469329 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.124996 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.075358 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00897956 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0587128 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0263741 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0408751 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0113401 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0370647 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.108231 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0460144 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00960108 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0450186 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0077935 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0545141 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0334288 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.102211 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0472734 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00896045 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0770042 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.026356 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0457117 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.214575 # DEPENDENCYPART_SIBL
