# _root_ J. Nicholas Hahn , Cotton Inc. 's president and chief executive , was an outspoken critic of WPP Group 's acquisition of Ogilvy Group earlier this year .
#goldHeads=3,3,13,3,6,9,6,9,3,11,9,3,0,16,16,13,16,19,21,19,17,21,24,22,27,27,21,13,
#predictedHeads=3,3,13,3,6,8,6,9,3,11,9,3,0,16,16,13,16,19,21,19,17,21,24,22,27,27,21,13,
(5,2),(5,4),0.0339097 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.00368045 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0725654 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.136318 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0427563 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0375088 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00164025 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0785943 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.141639 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0491095 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00925443 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.28844 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0237128 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.136903 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00543394 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00747349 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0117643 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0227834 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.000376577 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.013158 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.019159 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0142116 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0484959 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0115964 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0614313 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.110206 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0135371 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0451927 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.00533177 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.00435913 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0631946 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0108134 # DEPENDENCYPART_SIBL
(6,1),(6,28),0.00111008 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0259387 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.054682 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0233235 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0526161 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0972077 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0279134 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0522153 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0201346 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.00366019 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0734495 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0256163 # DEPENDENCYPART_SIBL
(6,2),(6,28),-0.0157537 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0582811 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0271355 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0586451 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.102528 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0228487 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.048157 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0159616 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.00269301 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0644354 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0202956 # DEPENDENCYPART_SIBL
(6,3),(6,28),-0.0103326 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0596027 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.293918 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0156438 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0425171 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.103941 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0340637 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.132367 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0118676 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0251109 # DEPENDENCYPART_SIBL
(6,4),(6,28),0.025261 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0628196 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.105752 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0204636 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0451219 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0115895 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0054918 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.062126 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0170712 # DEPENDENCYPART_SIBL
(6,5),(6,28),-0.00738326 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00403867 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00069984 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0417131 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0208827 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0157581 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0305237 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0218842 # DEPENDENCYPART_SIBL
(6,7),(6,28),-0.00564209 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0572189 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0110295 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0553686 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.00693311 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.03409 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0518478 # DEPENDENCYPART_SIBL
(6,8),(6,28),0.0216966 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00892897 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0484723 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00578206 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0204485 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0493319 # DEPENDENCYPART_SIBL
(6,9),(6,28),0.0062627 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00708634 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00377609 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.00895625 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0255405 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.00148659 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.028738 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0235894 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0487738 # DEPENDENCYPART_SIBL
(6,11),(6,28),0.0144001 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0349134 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.00801619 # DEPENDENCYPART_SIBL
(6,12),(6,28),-0.0121305 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0463935 # DEPENDENCYPART_SIBL
(6,13),(6,28),-0.0163182 # DEPENDENCYPART_SIBL
(6,16),(6,28),0.0231071 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0734254 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0783728 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0384595 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0809881 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0865172 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.00174062 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0330472 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00950597 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0490857 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0424166 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0149496 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0436062 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0666456 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0322733 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0692609 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.07479 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.00409515 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.018671 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0165284 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0342831 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0431157 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.00469482 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0288036 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0286742 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0654489 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.070978 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00602539 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0237357 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0124702 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0384562 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0494689 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0137089 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0341243 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0585471 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0501439 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.13908 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0537014 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.121514 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0401165 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0914876 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0120043 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0311617 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0689645 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00737287 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0261189 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00943675 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0428264 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0522659 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0160166 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0373468 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00778254 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0106071 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0193614 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0297888 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0331329 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0170588 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0243097 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0218801 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0210793 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0301887 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.010845 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0187402 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0291299 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0030683 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0238158 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0351334 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0104761 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0246747 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0117824 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0218752 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00482785 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00667106 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0133934 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0100099 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0130189 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.106741 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0987184 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0236936 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00699811 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.00717359 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0260161 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0213199 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0132198 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0145636 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0662666 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0538917 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0123162 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0888845 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0633916 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00337459 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0491085 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00677312 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.00453316 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0593272 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.00677312 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.00453316 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.0116409 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0166784 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0203065 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0308247 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0227246 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0240675 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0664259 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0470001 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00898296 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0912164 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0639978 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0032148 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0422169 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00681687 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0114247 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0524356 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.00681687 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0114247 # DEPENDENCYPART_SIBL
(9,2),(9,28),-0.0169394 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0251329 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.02857 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.02047 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0218128 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0648122 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0507406 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00622732 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.086336 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0623894 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00482853 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0465312 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.00503112 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.00711035 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.05675 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.00503112 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.00711035 # DEPENDENCYPART_SIBL
(9,3),(9,28),-0.0139463 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0179442 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0278561 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0715544 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0816981 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0493497 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0260725 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.02068 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.153191 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00565335 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0243646 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.210125 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0759873 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0150683 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.210125 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0759873 # DEPENDENCYPART_SIBL
(9,4),(9,28),0.011274 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0210724 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0224153 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0661694 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0483345 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00803908 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.088419 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0637467 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00347125 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0435513 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.000968348 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0100903 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.05377 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.000968348 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0100903 # DEPENDENCYPART_SIBL
(9,5),(9,28),-0.0153896 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0519557 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.101818 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00103359 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0513572 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.10546 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0918236 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0321772 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00374916 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0436097 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0573912 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.00646827 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0436097 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0573912 # DEPENDENCYPART_SIBL
(9,6),(9,28),-0.0435136 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0518555 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0907237 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.014661 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0481962 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0187194 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.039005 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0817222 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.178601 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0221312 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.091941 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.178601 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0221312 # DEPENDENCYPART_SIBL
(9,8),(9,28),0.0113887 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.107164 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0199149 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0293572 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0107581 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00843698 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0327096 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0505848 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0407575 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0318006 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0505848 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0407575 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.0979195 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.027335 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0477674 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.013404 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00847941 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0261046 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.107427 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0223332 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0283351 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.107427 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0223332 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.0426342 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0260266 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0145685 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0850804 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0119889 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0218698 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.039126 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0103493 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0218698 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.039126 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.00925661 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0338889 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0211502 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0169605 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0183191 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.000969909 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0206594 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0183191 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.000969909 # DEPENDENCYPART_SIBL
(9,13),(9,28),0.0260861 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0239487 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0223495 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.02408 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.013083 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0241298 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.02408 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.013083 # DEPENDENCYPART_SIBL
(9,14),(9,28),-0.0675344 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00162024 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0149763 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00642768 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.00252913 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0149763 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.00642768 # DEPENDENCYPART_SIBL
(9,15),(9,28),-0.108974 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0474287 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0148539 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0208558 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0474287 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0148539 # DEPENDENCYPART_SIBL
(9,16),(9,28),-0.0437084 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0191539 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.000527823 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.100127 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0191539 # DEPENDENCYPART_SIBL
(9,17),(9,28),-0.0280171 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0143271 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.054435 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.00832519 # DEPENDENCYPART_SIBL
(9,19),(9,28),-0.0236598 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.0450254 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.0271027 # DEPENDENCYPART_SIBL
(9,21),(9,28),-0.0511161 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.0191539 # DEPENDENCYPART_SIBL
(9,22),(9,28),-0.0280171 # DEPENDENCYPART_SIBL
(9,24),(9,28),-0.0236598 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.00719983 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.00319428 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0129676 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00445601 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00240432 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00122888 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.019296 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0101703 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.00464116 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0163832 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.199967 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00208401 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0703138 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0586394 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0292051 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00644689 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0271999 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.030718 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0223148 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0725702 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.352901 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0248628 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.133884 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0338732 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0208593 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.192433 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0196383 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.00665481 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0143696 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.201314 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.000736465 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0731113 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0609475 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0324281 # DEPENDENCYPART_SIBL
