# _root_ While the third-quarter earnings were a `` moderate disappointment , '' he said , `` the real bad news is the intensity of price competition '' in the premium-beer sector .
#goldHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,13,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
#predictedHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,20,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
(5,3),(5,7),-0.0169185 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.14257 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0233894 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0224107 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.00480844 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0230166 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0224107 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0169185 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.131846 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0216947 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.0478623 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.0260519 # DEPENDENCYPART_SIBL
(5,3),(5,25),0.0219916 # DEPENDENCYPART_SIBL
(5,3),(5,26),0.00480844 # DEPENDENCYPART_SIBL
(5,3),(5,27),-0.00614215 # DEPENDENCYPART_SIBL
(5,3),(5,30),0.0262775 # DEPENDENCYPART_SIBL
(5,3),(5,31),0.0350796 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.116382 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0323507 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0363034 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0146679 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0386445 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0347728 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0146783 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0386445 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0323507 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0318738 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0209327 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.0167233 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0110348 # DEPENDENCYPART_SIBL
(5,4),(5,25),-0.00456575 # DEPENDENCYPART_SIBL
(5,4),(5,26),-0.0347728 # DEPENDENCYPART_SIBL
(5,4),(5,27),-0.0162318 # DEPENDENCYPART_SIBL
(5,4),(5,30),-0.00752925 # DEPENDENCYPART_SIBL
(5,4),(5,31),-0.0269133 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0313941 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0580424 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0165785 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0573756 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0500847 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0332083 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0573756 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0313941 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0588674 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.017124 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0415066 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0161385 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.0159273 # DEPENDENCYPART_SIBL
(5,6),(5,26),-0.0500847 # DEPENDENCYPART_SIBL
(5,6),(5,27),-0.0925485 # DEPENDENCYPART_SIBL
(5,6),(5,30),-0.0162059 # DEPENDENCYPART_SIBL
(5,6),(5,31),-0.0357247 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.00209358 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00153943 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.051938 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.112819 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0234772 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.051938 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0181293 # DEPENDENCYPART_SIBL
(5,7),(5,17),-2.14614e-05 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.000994536 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.00741618 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.00197949 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.00218615 # DEPENDENCYPART_SIBL
(5,7),(5,26),0.112819 # DEPENDENCYPART_SIBL
(5,7),(5,27),-0.0388733 # DEPENDENCYPART_SIBL
(5,7),(5,30),0.00191212 # DEPENDENCYPART_SIBL
(5,7),(5,31),-0.0176668 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00873763 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0144055 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0570386 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.00962514 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0144055 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.00689268 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0383563 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.00929671 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0364409 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.00829757 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.00816609 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.0570386 # DEPENDENCYPART_SIBL
(5,8),(5,27),-0.0201564 # DEPENDENCYPART_SIBL
(5,8),(5,30),-0.00836624 # DEPENDENCYPART_SIBL
(5,8),(5,31),-0.0224108 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0435525 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0669539 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0602712 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0435525 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0161115 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0466509 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0311865 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0414879 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0311124 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.0309578 # DEPENDENCYPART_SIBL
(5,9),(5,26),-0.0669539 # DEPENDENCYPART_SIBL
(5,9),(5,27),-0.0145819 # DEPENDENCYPART_SIBL
(5,9),(5,30),-0.03151 # DEPENDENCYPART_SIBL
(5,9),(5,31),-0.0303878 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.000261551 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0031901 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0082175 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0261352 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.00653568 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.00935155 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.063976 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0103431 # DEPENDENCYPART_SIBL
(5,10),(5,25),0.0105052 # DEPENDENCYPART_SIBL
(5,10),(5,26),0.000261551 # DEPENDENCYPART_SIBL
(5,10),(5,27),-0.0350143 # DEPENDENCYPART_SIBL
(5,10),(5,30),0.0102643 # DEPENDENCYPART_SIBL
(5,10),(5,31),-0.0172078 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0263446 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0460472 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0153603 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.00928444 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0315708 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0160461 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.032556 # DEPENDENCYPART_SIBL
(5,11),(5,25),0.032769 # DEPENDENCYPART_SIBL
(5,11),(5,26),-0.0722928 # DEPENDENCYPART_SIBL
(5,11),(5,27),-0.0253949 # DEPENDENCYPART_SIBL
(5,11),(5,30),0.0324187 # DEPENDENCYPART_SIBL
(5,11),(5,31),-0.0886132 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.008923 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.00968107 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0325114 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.013989 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0150028 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.0129151 # DEPENDENCYPART_SIBL
(5,13),(5,25),-0.0128265 # DEPENDENCYPART_SIBL
(5,13),(5,26),0.00481659 # DEPENDENCYPART_SIBL
(5,13),(5,27),-0.0434058 # DEPENDENCYPART_SIBL
(5,13),(5,30),-0.0131252 # DEPENDENCYPART_SIBL
(5,13),(5,31),0.0189682 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0261352 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.00653568 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.00935155 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.063976 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.0103431 # DEPENDENCYPART_SIBL
(5,14),(5,25),0.0105052 # DEPENDENCYPART_SIBL
(5,14),(5,26),0.000261551 # DEPENDENCYPART_SIBL
(5,14),(5,27),-0.0350143 # DEPENDENCYPART_SIBL
(5,14),(5,30),0.0102643 # DEPENDENCYPART_SIBL
(5,14),(5,31),-0.0172078 # DEPENDENCYPART_SIBL
(5,15),(5,17),-2.14614e-05 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.000994536 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.00741618 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.00197949 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.00218615 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.112819 # DEPENDENCYPART_SIBL
(5,15),(5,27),-0.0388733 # DEPENDENCYPART_SIBL
(5,15),(5,30),0.00191212 # DEPENDENCYPART_SIBL
(5,15),(5,31),-0.0176668 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.00677475 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.0350546 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.00577561 # DEPENDENCYPART_SIBL
(5,17),(5,25),-0.00564413 # DEPENDENCYPART_SIBL
(5,17),(5,26),-0.0566871 # DEPENDENCYPART_SIBL
(5,17),(5,27),-0.0162603 # DEPENDENCYPART_SIBL
(5,17),(5,30),-0.00584428 # DEPENDENCYPART_SIBL
(5,17),(5,31),-0.0222056 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.0402415 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0291318 # DEPENDENCYPART_SIBL
(5,19),(5,25),-0.0289773 # DEPENDENCYPART_SIBL
(5,19),(5,26),-0.0555442 # DEPENDENCYPART_SIBL
(5,19),(5,27),-0.00528661 # DEPENDENCYPART_SIBL
(5,19),(5,30),-0.0295295 # DEPENDENCYPART_SIBL
(5,19),(5,31),-0.0246558 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.0253386 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.0252447 # DEPENDENCYPART_SIBL
(5,20),(5,26),-0.0160107 # DEPENDENCYPART_SIBL
(5,20),(5,27),-0.0808156 # DEPENDENCYPART_SIBL
(5,20),(5,30),-0.0255486 # DEPENDENCYPART_SIBL
(5,20),(5,31),0.00558305 # DEPENDENCYPART_SIBL
(5,22),(5,25),-0.0266034 # DEPENDENCYPART_SIBL
(5,22),(5,26),-0.0538906 # DEPENDENCYPART_SIBL
(5,22),(5,27),-0.0102274 # DEPENDENCYPART_SIBL
(5,22),(5,30),-0.0271556 # DEPENDENCYPART_SIBL
(5,22),(5,31),-0.0260334 # DEPENDENCYPART_SIBL
(5,25),(5,26),-0.0585291 # DEPENDENCYPART_SIBL
(5,25),(5,27),-0.0203572 # DEPENDENCYPART_SIBL
(5,25),(5,30),-0.0317892 # DEPENDENCYPART_SIBL
(5,25),(5,31),-0.0249603 # DEPENDENCYPART_SIBL
(5,26),(5,27),-0.0253949 # DEPENDENCYPART_SIBL
(5,26),(5,30),0.0324187 # DEPENDENCYPART_SIBL
(5,26),(5,31),-0.0886132 # DEPENDENCYPART_SIBL
(5,27),(5,30),0.0583914 # DEPENDENCYPART_SIBL
(5,27),(5,31),-0.0357059 # DEPENDENCYPART_SIBL
(5,30),(5,31),-0.0229566 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00763125 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0333222 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.00584829 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00372548 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0924327 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0154698 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0440709 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0363259 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0211107 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0746185 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0176366 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0531287 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00162741 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00454469 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.00688077 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.026157 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00664145 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0899992 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.119493 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.118496 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.113634 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.03553 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.185292 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.555409 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0407055 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0570234 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.023508 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.000741982 # DEPENDENCYPART_SIBL
(8,9),(8,13),-3.05749e-05 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.00929432 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0223784 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0053585 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0407796 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00824833 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.018259 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.00641859 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00583089 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.00329368 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0127857 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00308682 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.00411917 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00538381 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0107239 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0180761 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0141991 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0125025 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0180761 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0223834 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0470332 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0338188 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0338123 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.00765186 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.00488689 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.00363848 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0227053 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.0234512 # DEPENDENCYPART_SIBL
(9,1),(9,30),0.00337219 # DEPENDENCYPART_SIBL
(9,1),(9,31),-0.0433889 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.086396 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0561049 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.115 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.288026 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.108637 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0653848 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0101999 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0703638 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.109398 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0101999 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0148596 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.139595 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0803532 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0837148 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.02782 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.214592 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.00813115 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.269353 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0128053 # DEPENDENCYPART_SIBL
(9,2),(9,30),-0.00867227 # DEPENDENCYPART_SIBL
(9,2),(9,31),-0.114986 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0814939 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0823566 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0464347 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0899857 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0508491 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0660494 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0273838 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.000303498 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0660494 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0370759 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0860787 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0185684 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0266199 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0392273 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0442264 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0301787 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0512541 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.00916584 # DEPENDENCYPART_SIBL
(9,3),(9,30),-0.0304431 # DEPENDENCYPART_SIBL
(9,3),(9,31),-0.0476264 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0312541 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0570118 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0569463 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0181619 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0174107 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0267176 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0388992 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0174107 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0147682 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.125747 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.012551 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0135619 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0100443 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.00615514 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.00415933 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0405154 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.0474669 # DEPENDENCYPART_SIBL
(9,4),(9,30),0.00503003 # DEPENDENCYPART_SIBL
(9,4),(9,31),-0.0162363 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0227945 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0635373 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0177396 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0202658 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0288737 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0170743 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0202658 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0253141 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0848277 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0563239 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0519739 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0337108 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0226801 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0260408 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0193157 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.00536313 # DEPENDENCYPART_SIBL
(9,5),(9,30),-0.0273605 # DEPENDENCYPART_SIBL
(9,5),(9,31),0.0780902 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.16715 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0551569 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0600109 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.239884 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.267996 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0600109 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0894295 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.074922 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0314529 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0246546 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0382106 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.272448 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0247894 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.208944 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.00379791 # DEPENDENCYPART_SIBL
(9,6),(9,30),-0.0253223 # DEPENDENCYPART_SIBL
(9,6),(9,31),-0.0325576 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0836138 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.147026 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.766002 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0181402 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.147026 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0320623 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0111648 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0398434 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0505105 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0429089 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00703717 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0500826 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.124596 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.0749749 # DEPENDENCYPART_SIBL
(9,7),(9,30),0.048719 # DEPENDENCYPART_SIBL
(9,7),(9,31),0.0015211 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0228259 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0467794 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0275733 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0228259 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0182539 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0672683 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0373921 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0454436 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0158467 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0163502 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.00679803 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0213256 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.0142148 # DEPENDENCYPART_SIBL
(9,8),(9,30),-0.00706246 # DEPENDENCYPART_SIBL
(9,8),(9,31),-0.0280951 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0972822 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0049116 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0369523 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0262899 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0115407 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0443351 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0477368 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0409471 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0323551 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0419113 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0327271 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.0416984 # DEPENDENCYPART_SIBL
(9,10),(9,30),0.0418655 # DEPENDENCYPART_SIBL
(9,10),(9,31),-0.00316779 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00648128 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.016855 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0460414 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00616937 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0339348 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0339224 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0404128 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.00239042 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0413642 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0867815 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.041253 # DEPENDENCYPART_SIBL
(9,11),(9,30),0.0413063 # DEPENDENCYPART_SIBL
(9,11),(9,31),-0.0257359 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0214675 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0386471 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0277646 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0130801 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0131842 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0371455 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0301466 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0361043 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.00276834 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.0363266 # DEPENDENCYPART_SIBL
(9,13),(9,30),-0.0362714 # DEPENDENCYPART_SIBL
(9,13),(9,31),0.00646734 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0262899 # DEPENDENCYPART_SIBL
