# _root_ At the appointed exit , the family pulled over , and Mrs. Engelken went to get her papers .
#goldHeads=11,4,4,1,11,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
#predictedHeads=8,4,4,1,8,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
(7,6),(7,10),0.00144069 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0161734 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0920546 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0160426 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0184835 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0269172 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00942254 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0560972 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0119162 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0236259 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0266056 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0233845 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0129126 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0120422 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0225786 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0167914 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.146904 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0120422 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0354256 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00241157 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0752966 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0340398 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.00627739 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0182152 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0305732 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0867978 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0247627 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00607892 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0493849 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.043131 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0319326 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0913505 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.243032 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0240788 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0996688 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.02349 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0621151 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0476897 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0593349 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.095503 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0346175 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.049984 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0471441 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.104135 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00378257 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0221545 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0829626 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00459133 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.000407869 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00855023 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0369592 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00613236 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.00579708 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0493471 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.022616 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0334429 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.00613116 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.00266022 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00817021 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0972095 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0826337 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.000227538 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00468505 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00611191 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0072724 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0157844 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0130964 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00429545 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0108633 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0038893 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0199185 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0152422 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0238829 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0516601 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.168368 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00153189 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0172769 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0133286 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0155027 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00026075 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0133949 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0191124 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0655181 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0240788 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0996688 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.02349 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0621151 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0476897 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0593349 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.095503 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0346175 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.049984 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0471441 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.104135 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00367458 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0011728 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00569209 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0012668 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00977882 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.011963 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0103672 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0119968 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00211629 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0245896 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0190559 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0250859 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.037963 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0379614 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0150828 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0235604 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0081737 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0382801 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0415096 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00238315 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00906724 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0091044 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.019652 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00293794 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0381317 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.00934334 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.00350621 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0207508 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0207498 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00710926 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0121242 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.000578404 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0210602 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.00252094 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0383249 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0292828 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.00190452 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0150184 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.039267 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0192202 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0274738 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00276098 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0132094 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0383259 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0206846 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0444664 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0059216 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.032205 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0082715 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.019447 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0274294 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.00900317 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0144334 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0115007 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0180773 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0247267 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0446215 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0201968 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.119807 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0977524 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0853292 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0853274 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0530123 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0307164 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.087569 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0871758 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0323376 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.105805 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.077976 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.147235 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.150649 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0524721 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.000811583 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.152613 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0118604 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.568572 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.191518 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.224053 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.214719 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.123057 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0961616 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.226945 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.102334 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0769259 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.148531 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.151944 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0540673 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0053934 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.153909 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00618756 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00915516 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0091169 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0464114 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0030655 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.00918565 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.020215 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0202148 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00744245 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00960253 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0202174 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0165404 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0163416 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0324212 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0168753 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0168067 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0324165 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0167955 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0125131 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.00923494 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0438553 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.062355 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0358096 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0476858 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0690757 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.062355 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0444805 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.00388732 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0417404 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0690757 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0920228 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0845418 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0200185 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00650796 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0349793 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0860305 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0733437 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0569566 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0954475 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0654086 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.202177 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0966199 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.00380973 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.020945 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0654086 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.195402 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.203757 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.038193 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0337148 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0288477 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.202295 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.119036 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0232164 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.113042 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.107257 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0205635 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0042905 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0418373 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.113042 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00576718 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00174521 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0976928 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0299726 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.112754 # DEPENDENCYPART_SIBL
(11,3),(11,18),1.99302e-05 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.076597 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0251382 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.120265 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0186779 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.00719749 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0363859 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0251382 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0332439 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0510305 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0889088 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.113694 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0951076 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0486846 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0140052 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0829239 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0019382 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00889209 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0403259 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.05679 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.027002 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.028854 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0556943 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00354564 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0309203 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.020864 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.011274 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0966199 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.00380973 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.020945 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0654086 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.195402 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.203757 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.038193 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0337148 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0288477 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.202295 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.119036 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.00510452 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0376399 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0181702 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0405966 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0583832 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.078748 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.100522 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0849468 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0560373 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.00515053 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0771778 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0201472 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.387084 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.375722 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.34646 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0720799 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.314177 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.381814 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0214077 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00872688 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0661187 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0581584 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0373489 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0112915 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0372386 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0596276 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00145117 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.027002 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.028854 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0556943 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00354564 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0309203 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.020864 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.011274 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0181442 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0199118 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0601944 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0221088 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0185065 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0435572 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0192642 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.060021 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0214612 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0181334 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0445441 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.03121 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0323247 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0011214 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0319864 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0586712 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0222873 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0480562 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00954723 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.00576477 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.043404 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0126025 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0132269 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0188841 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00739937 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.00753215 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0100835 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.117657 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0472717 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.00566337 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.126475 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.163591 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0388623 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0141171 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.00845121 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0089817 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0319871 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0403142 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.00525191 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0263148 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.490573 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0332034 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.106079 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.150966 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0083879 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.116466 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00841284 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0367682 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.211522 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0087311 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0363623 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0274356 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.019067 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.00652763 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0148912 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.234796 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.000691727 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.010631 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00092694 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0137089 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0358923 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.369876 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0373178 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.017852 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00426576 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0147537 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0274564 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0463324 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0268832 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0489051 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00584575 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00937422 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0598893 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0509626 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.000639684 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0111761 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00744917 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0186293 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.00756066 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0189841 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.010112 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.019821 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0250676 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.00793857 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.155522 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0104615 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0265728 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0135514 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.000575783 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.155522 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0173634 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.00765536 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0187531 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0620536 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0336732 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0205909 # DEPENDENCYPART_SIBL
