# _root_ Complex cases , such as antitrust suits and many business disputes , would receive intense supervision by federal judges to keep pretrial proceedings moving .
#goldHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,16,19,17,21,14,23,24,21,13,
#predictedHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,14,19,17,21,19,23,21,23,13,
(5,8),(5,12),0.0341592 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.031737 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.059127 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0613038 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.016525 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.00988125 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0860959 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0145497 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00681559 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.00425222 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.00155305 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0904353 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.212953 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0416339 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0127684 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0154926 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.049527 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.00679567 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0496723 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00441623 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0340349 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0234064 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0108811 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0521192 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00643887 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0105872 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0181466 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.044734 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0750259 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0151443 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.00987588 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.024159 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0595884 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.037198 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0121836 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0297983 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0374132 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.017907 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0310225 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0349422 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.015808 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0234296 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0218275 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0567064 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00271622 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0793986 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0460358 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.054366 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0649988 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0172111 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.128845 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0287772 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0991747 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0908436 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00762051 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0278873 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0273136 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.015935 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0526774 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0758945 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0486156 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0747596 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0837045 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0434638 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0170626 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.032629 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00708975 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0388756 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0250184 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00900699 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0133679 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.020417 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0190028 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.116891 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.00274071 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0535506 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.00951324 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0134048 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.419255 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0156 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.017375 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0180302 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.035318 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0698387 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.454368 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.015957 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0128885 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.00232283 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0714001 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.00785943 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.0769826 # DEPENDENCYPART_SIBL
(8,1),(8,25),-0.0776161 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0245231 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0463552 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.060367 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.027462 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0203227 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0499246 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0111525 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0729856 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0165344 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.101899 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0542091 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0185747 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0456437 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.137142 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.045319 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0978501 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.047866 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.0743491 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.0254207 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0523392 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0533963 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0295117 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00784534 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0308313 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0922466 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00635903 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0144345 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0345385 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00567932 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0133028 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0163877 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0627377 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.021414 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.00177981 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0178993 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.0125753 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.0143621 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0883994 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00882757 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0376012 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.379354 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0449471 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0119721 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0532215 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0549141 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.100138 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.414467 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0133901 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.00757965 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0270243 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.101699 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0214877 # DEPENDENCYPART_SIBL
(8,4),(8,24),-0.107282 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.10373 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.035385 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.043648 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0897786 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.23882 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.188181 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.125679 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0684819 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0446943 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.067568 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.204047 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.192175 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.20689 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0252015 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.198551 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0278816 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.00348526 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0227597 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.42659 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0103797 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0225954 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00939639 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0265009 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0647141 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.461703 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0211774 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00353925 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.00754317 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0662755 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0130798 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.071858 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.0698165 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0402662 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0169991 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0788338 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0145421 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0998445 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0570551 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00890078 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0514903 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.132803 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0511656 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.100696 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0537126 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0771952 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.0194804 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00284195 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0180339 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00622313 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0710082 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0264564 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0191972 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0157163 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0435754 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0163266 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0291357 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0157183 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0288995 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.162104 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00788391 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0164116 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0396003 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0224318 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00327986 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00695753 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0325378 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.00735573 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0219268 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.00712567 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0158754 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.0664529 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00672442 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0323068 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.015986 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00145521 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0150073 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0337804 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0154055 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.015481 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0151755 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.00942954 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0361951 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0278466 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00317492 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0437877 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.00881866 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0107772 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.00841713 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.00525747 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.00819642 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.00518156 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.00468316 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0179434 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00647463 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.00904806 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.00438575 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.00865879 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0213979 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.00904611 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.0207203 # DEPENDENCYPART_SIBL
(8,13),(8,25),0.0608999 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0181594 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.00953101 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0208066 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.00993158 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0362383 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.00959113 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0376759 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.0290585 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.00701026 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0164191 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.00762056 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0173357 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.00701221 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0170996 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.151862 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.03432 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0191324 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0163228 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0189023 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0102713 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.0509429 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0147152 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0327871 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0153764 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.0390489 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.0568676 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.016765 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0190916 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.0107135 # DEPENDENCYPART_SIBL
(8,19),(8,25),-0.0504636 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.0179899 # DEPENDENCYPART_SIBL
(8,21),(8,24),-0.0423122 # DEPENDENCYPART_SIBL
(8,21),(8,25),-0.00578419 # DEPENDENCYPART_SIBL
(8,23),(8,24),-0.01368 # DEPENDENCYPART_SIBL
(8,23),(8,25),-0.0527324 # DEPENDENCYPART_SIBL
(8,24),(8,25),0.0281322 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0275715 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00224139 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00844761 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0174503 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0171823 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0193114 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0592726 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.132684 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0768727 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0326198 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0351909 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.230917 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0323865 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.035031 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0174181 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.130821 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0230352 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0422376 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.050718 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0561544 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0341722 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.00308634 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0793294 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0456656 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0104191 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.291835 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0157469 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00430731 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.117086 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0394858 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0131162 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0684983 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.022016 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0216472 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.000554525 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.0329983 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.028647 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0987917 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0809131 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.159814 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.00588955 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0933068 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0514889 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0124575 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0254607 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.000551416 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0313148 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0338706 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0529145 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.090133 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0179801 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0249159 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.131432 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0499777 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0300631 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0868253 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0131967 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00764883 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0698991 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0518488 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0507043 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0461067 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.0431551 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0575949 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.112594 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0695081 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0699886 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00845371 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0499836 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0298347 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0516357 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.013635 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0110793 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.00823958 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.0480998 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.181951 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0634651 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.00607432 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0449888 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.014577 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00849895 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00494594 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0152301 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0200221 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0786365 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0156073 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.148453 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0536571 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0107066 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0509788 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0318585 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0150457 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00596964 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00360567 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0133207 # DEPENDENCYPART_SIBL
(11,8),(11,25),-0.00221887 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0652503 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0216927 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0709471 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0501523 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0461244 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0317332 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0291774 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0161755 # DEPENDENCYPART_SIBL
(11,9),(11,25),-0.0155681 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0193168 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0359151 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0416754 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0170875 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0277892 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0325812 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0840973 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.054287 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00247502 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00516895 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0293582 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0427039 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.042692 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0205191 # DEPENDENCYPART_SIBL
(11,12),(11,25),0.00419859 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0159613 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00943477 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00586546 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00586801 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0253641 # DEPENDENCYPART_SIBL
(11,13),(11,25),0.0203241 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00290123 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0107751 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0107863 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.00333817 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.0171282 # DEPENDENCYPART_SIBL
