# _root_ Humana contends that $ 8,000 represents an extreme case and that its regular charge for lithotripsy is $ 4,900 .
#goldHeads=2,0,6,5,6,10,9,9,6,2,17,14,14,17,14,15,10,19,17,2,
#predictedHeads=2,0,10,5,6,10,9,9,6,2,17,14,14,17,14,15,10,19,17,2,
(6,4),(6,10),-0.0347012 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.101435 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.00391134 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0173276 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0484555 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0266368 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0149827 # DEPENDENCYPART_SIBL
(6,4),(6,20),6.50776e-05 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0205995 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0356909 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0107332 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0106574 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.133204 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0405902 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00976468 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0989534 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.00243114 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0603931 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.00413115 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0443975 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0339874 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0454403 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0670243 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0447714 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.033169 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0309708 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0354131 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0644498 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0519224 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0322171 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0134329 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0289258 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0579275 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0317508 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00671485 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0328392 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0510634 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0182075 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0587301 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0780281 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0511045 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.045751 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0294808 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0463198 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0475331 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.00773222 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0305524 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0104618 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0217891 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0235666 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0240702 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0225148 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.00145646 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.074911 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0552946 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0762915 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0592953 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.126654 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0694201 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0364106 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0160228 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.037499 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0517147 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0168944 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0214295 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0502789 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0350803 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.00768981 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.017189 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0892345 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0473681 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0280244 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.00101911 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.00293482 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0034547 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00905504 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0446047 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.032497 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0199468 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0831478 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0205128 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0157212 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0640706 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0263118 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0135293 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0609812 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0238987 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0759412 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0536138 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0860209 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0481918 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.040034 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.171558 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0543673 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.157872 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0505868 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0227574 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0133284 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.00146503 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0287405 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0155209 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00613101 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00439023 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00930809 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0124207 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00854804 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.053197 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0429592 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00712688 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0615697 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0351006 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.131661 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.082856 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.00904696 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0791537 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0375661 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0391493 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0716591 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0176013 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00719826 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.049545 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0478001 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0515307 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00867503 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.063151 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.052197 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0417179 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0827775 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0924818 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0422993 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0234716 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0614674 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0251769 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0248893 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00877092 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0674659 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0296489 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0535255 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0881821 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.106772 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0254311 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00318291 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0996358 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.326513 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0172565 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0446319 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0769748 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0392788 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0211342 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.112597 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0122653 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00343034 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00660308 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.030233 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0186642 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0626314 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0318061 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0577913 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0131861 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0356413 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.00164856 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0709274 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0186424 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0317747 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0156198 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.102291 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0270528 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0149879 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0867332 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0196021 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0479993 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0171411 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0579287 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0345277 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0131507 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0546558 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0352403 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0600096 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0344045 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0666692 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0419876 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0469761 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0812317 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.142618 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.39376 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.029851 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.384522 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.348808 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.00752392 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.021432 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0371561 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.010687 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0168003 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0237666 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0135789 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0553645 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.114626 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.28615 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.130173 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.279412 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.137555 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.102677 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.00348172 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0500177 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0950835 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0367764 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0281199 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0341602 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0672327 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.028602 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0276508 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0191009 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.000865821 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.018084 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.029619 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0755863 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00230195 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00731825 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0166216 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0153869 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0298208 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0306529 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0224242 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0898276 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0593973 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0742994 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0496103 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0579283 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0962693 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.161856 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.410196 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0448885 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.400957 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.322117 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0188369 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00638545 # DEPENDENCYPART_SIBL
(10,7),(10,9),8.34725e-05 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0345027 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0275563 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0245901 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.029757 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0258177 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0039775 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0882825 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0363851 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0293009 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.437111 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0212308 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00991276 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0310411 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0916206 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0713396 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0627791 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0123469 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0793281 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00648485 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0892574 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00367257 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.00976532 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0244051 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0227801 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0437691 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0226632 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0939159 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0286925 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0199437 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0175113 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0188965 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.075209 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.154719 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0202874 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0242839 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.050006 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0631305 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00708516 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.10673 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0054634 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0413591 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0509429 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.209834 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0040569 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0247927 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0113771 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0390852 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0376893 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0541512 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0321827 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0624549 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0189399 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0203591 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.00318614 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0405898 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00368551 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00365483 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00564363 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0200147 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0145619 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.00152371 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0152916 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.091733 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0293687 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0669276 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0150632 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0418895 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.070548 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.00805256 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.00388583 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0502478 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0383167 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0334894 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.148194 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.00913075 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0126518 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0345284 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0189594 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00835077 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.000562533 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0540478 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0617551 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0197854 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.109569 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0733737 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.359745 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0672188 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.00619629 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.105372 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.222693 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0012185 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.318237 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.134584 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0052235 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.106613 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0429066 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.101427 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0082055 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0446892 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.00812723 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0215857 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0263023 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0634297 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0192125 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.123787 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0725462 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.176857 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0127124 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0329333 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0151813 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0408156 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0164269 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00912123 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0323357 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0520224 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0173886 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0443794 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.053648 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.093602 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0499027 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0195175 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0106394 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0163701 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0711706 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.000711523 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0776971 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0709401 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0191914 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0937015 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.031224 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.000866067 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0789961 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0908046 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0249355 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0783881 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0142316 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0643248 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.03517 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.155026 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0151572 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.040529 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0194235 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0567771 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0119781 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.116553 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0652255 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0442594 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0601996 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0237802 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00459805 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.06188 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0334833 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.00962998 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0146535 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.00178323 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.000980057 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.027548 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0265536 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0314172 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0461316 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.00446369 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0795968 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0739807 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0706383 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00637064 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.133856 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.018986 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0399558 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0592465 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0169889 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0242007 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0643482 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.00887844 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0319944 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.00454207 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0806822 # DEPENDENCYPART_SIBL
