# _root_ As the campaign hits the home stretch , however , voters still have very little idea what they can expect from him .
#goldHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
#predictedHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
(7,2),(7,14),0.00809654 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0573795 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.00300672 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0703632 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0779913 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0361483 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.143584 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0253664 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0492927 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0251888 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0492927 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0153342 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00738 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.00500994 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.00100389 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.00202662 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.000946492 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0240235 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0181769 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00450427 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00421596 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0013169 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0276003 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0013169 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00200965 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0122961 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.062041 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0066971 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0220373 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00291216 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0123996 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0290652 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0627723 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0220385 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0331193 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0220385 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00106331 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.00802503 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.115016 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00809654 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0573795 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.00300672 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0703632 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0779913 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0362984 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0194977 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0362984 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0364298 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00320693 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0277954 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00316918 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0111357 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0184373 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0146261 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0490819 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0089034 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0393972 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.04405 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0079611 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0699741 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0114394 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0310611 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0486111 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0142542 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.00506078 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0166624 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0106531 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0162732 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.000482283 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0123665 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0257271 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0196334 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.00563794 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0381289 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.04405 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0079611 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0699741 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0114394 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0310611 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0486111 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0142542 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.00506078 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00871126 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0150134 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00326356 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00380429 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.00913623 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0366871 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0215936 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00358417 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0176438 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0448423 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0153899 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.018861 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.00851601 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.00961535 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0199906 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0126879 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0195556 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0172935 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0172987 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0341841 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.011055 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.00833031 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.00634645 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0464071 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.00665906 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0387229 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.0282516 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.0060232 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0308526 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.00162448 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0331669 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0282302 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.022928 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0766151 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.080059 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0212919 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0903792 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0344566 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0841401 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.188761 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0488845 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0317323 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0414185 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0648666 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0913001 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.18732 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0120069 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0431105 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0141398 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.178008 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0200211 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00571836 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0144978 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00265084 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.084102 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.037628 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0932007 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0132027 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0956096 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0389397 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.119937 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0251877 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0653876 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0755476 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.194233 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.018885 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0414803 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.021018 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.183209 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.00680121 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0694054 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0895518 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.190941 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00927068 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0488183 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0114036 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.179918 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0161748 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.664659 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.241131 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0232738 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.125415 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00410169 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.243376 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0407388 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0161518 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0104552 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0854862 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00810159 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0157739 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0239835 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0322501 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00850508 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0212227 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0418052 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0469398 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.103264 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00522073 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0149409 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0973458 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00519611 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0298946 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0795971 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0305107 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0939018 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0510229 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0371031 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0358016 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0371031 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0389074 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0318541 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0107643 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.00801344 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0107643 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0514979 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0376408 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0360827 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0671152 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0509061 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0205527 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0218476 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0373279 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0431671 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0317318 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.389888 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0472248 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0326149 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.00821564 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.010917 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00821564 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00671686 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.103126 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.00678838 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0586876 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.00454546 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0680239 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.1192 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.262691 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.079299 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.146772 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0134917 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.00420652 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0281646 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.00578224 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0281646 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00993877 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00818633 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.00356266 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00458539 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00384564 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0276218 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0462845 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0820194 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.0156191 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0472248 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0326149 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00821564 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.010917 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.00821564 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.00671686 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.103126 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00678838 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0586876 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00454546 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0680239 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.1192 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.262691 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.079299 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0467456 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0436358 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0183583 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0436358 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0057657 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0145991 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.000610408 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00857698 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0155382 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0182244 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0260393 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0362855 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0465241 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.032986 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00632288 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.032986 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00870006 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00356511 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00232395 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0058096 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00387268 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0330053 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0365397 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0732236 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.01319 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0649079 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.183418 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0581615 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00135602 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0714923 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0507676 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0312242 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.040662 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0098292 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.127604 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0279203 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0358253 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00273087 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0311001 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.000188911 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00735758 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.000912075 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0288341 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0314609 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0914225 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0641927 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0581615 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00135602 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0714923 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0507676 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0312242 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.040662 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0098292 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.127604 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0279203 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00475088 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0176438 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0448423 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0150592 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0188619 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0106403 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.0258954 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.00851653 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00946919 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0198444 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0122101 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0194085 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.00696804 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0122157 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0171479 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0172987 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0338534 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0110559 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0196386 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.02603 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.00833083 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00667711 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0464081 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.00807656 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.00524445 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.00665958 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0390435 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.020892 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.00674432 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0279323 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.013383 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0413736 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.00602372 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.011443 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.00689665 # DEPENDENCYPART_SIBL
(11,21),(11,23),0.0722539 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0298998 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0322141 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0272774 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.017153 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0282507 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0380031 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.103524 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0908634 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.054694 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.201114 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0272323 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0369185 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0812234 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0376399 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0106222 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0506403 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.185251 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.00692539 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.00655571 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0206877 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0817443 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0214091 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0175003 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0502736 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.190453 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.00819095 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.00666414 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0857621 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0357525 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.00788597 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0509136 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.187161 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00785264 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.00270944 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0231856 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0244779 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.101311 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.221255 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0681824 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0237738 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00639275 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0504053 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.186239 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.00791692 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.00165762 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0807335 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0148691 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0780709 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.065256 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0240401 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0188992 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0344334 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0104885 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.042299 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.00222121 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0358394 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0168798 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0301827 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0358394 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0300217 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0176198 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.000484526 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0914204 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.000484526 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0135629 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0759851 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0748977 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.114514 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0391697 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0559604 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0448203 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0888162 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0918639 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0623379 # DEPENDENCYPART_SIBL
