# _root_ The buy-back , coupled with a nearly completed earlier purchase of 20 million shares , would reduce shares outstanding by more than 26 % .
#goldHeads=2,16,2,2,4,10,8,10,10,5,10,13,14,11,2,0,16,17,18,17,22,24,22,20,16,
#predictedHeads=2,16,2,2,4,10,8,10,10,5,10,13,14,11,2,0,16,17,18,17,22,24,22,20,16,
(5,4),(5,16),0.00160318 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0405975 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0162539 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0213951 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.00982252 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0579069 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0135059 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.00582588 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0135059 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0210033 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.037769 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0366458 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0329587 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0069052 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0329587 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0512565 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0509643 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.04923 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0132675 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.04923 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0080129 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0782022 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0498104 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0782022 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0624319 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.00263832 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0624319 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0290586 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0630534 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0207131 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00646862 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00936177 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00213568 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0871292 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0169329 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00048912 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0678357 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0455505 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.167918 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0618235 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.00633198 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00388421 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.145799 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0427871 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0284049 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.136046 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.081296 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.222709 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0201942 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0443891 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0341889 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.242008 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0100621 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0318597 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0431001 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0829448 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0880026 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0201879 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.00826851 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0913793 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0603233 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0181159 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0117371 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.149678 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.055102 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0493381 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0112011 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0462097 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00020415 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0675397 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.000716776 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0229156 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0034091 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0279779 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0617559 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0121571 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0113909 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0300082 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0166289 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.021449 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00108003 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0314484 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0326396 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0135428 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0241242 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0890873 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0375996 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0367985 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00113922 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0278354 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.060921 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.00920683 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0196836 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.039485 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.00823455 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00378971 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0147973 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0117651 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.018317 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0126919 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.00179103 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0117651 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0990317 # DEPENDENCYPART_SIBL
(8,2),(8,25),0.0107511 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00386313 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0210731 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00529947 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0407056 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00682146 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.114448 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0461976 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0679268 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0388833 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.169789 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0589343 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00971932 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0388833 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.00935977 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.0381207 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0158047 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0106116 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0313123 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0364413 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0252003 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0186399 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0393174 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0537893 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0667033 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0162743 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0687234 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0537893 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0192694 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0266512 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0809774 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00140644 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0516945 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.174273 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0214379 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0240355 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.045133 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0127655 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00492221 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00688497 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.045133 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0878972 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.0452797 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0307852 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00738826 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00959211 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0462502 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0300417 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.004768 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0728552 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.053132 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0306788 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.004768 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0425689 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.0176261 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0192653 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0387018 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0034145 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00280047 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0274712 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0956481 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00872173 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0626423 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0274712 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.02142 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0380272 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.000427313 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0116271 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0187764 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0232729 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00573859 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0501779 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0149205 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0232729 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0175346 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.0129513 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0951844 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.105093 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.053577 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0360463 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.061966 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0682927 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.053577 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.112961 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0461671 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00266755 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0495543 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00339957 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.011229 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0194559 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0495543 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0118569 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.0179637 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0607832 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0189119 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.01698 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0249906 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0607832 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0017511 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.0272882 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0541969 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.00028186 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00444653 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.000344017 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0806973 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.0249661 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0278696 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0469251 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.00792185 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.00379337 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.0166498 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0104846 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0514902 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.060916 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0169039 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0199042 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.00626024 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.0203489 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0806973 # DEPENDENCYPART_SIBL
(8,18),(8,25),0.0249661 # DEPENDENCYPART_SIBL
(8,20),(8,25),-0.0568454 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0229095 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0557705 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.027454 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.117983 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0028677 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.291967 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.00958414 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.117967 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0589538 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.316811 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.134612 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.107117 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0204176 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0511215 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0465087 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.175144 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0204176 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0284402 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0314368 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.112058 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.0265368 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.096908 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0395185 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0335833 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.006691 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0578359 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0104851 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0327613 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00846793 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0656879 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0640469 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0750222 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0337831 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0690747 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0301355 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.00521373 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0337831 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0240611 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.135267 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0446794 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.00830163 # DEPENDENCYPART_SIBL
(10,2),(10,25),0.0135184 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0695641 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0678449 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0450291 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0945385 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0700074 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0412217 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.135678 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.116022 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.128001 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0135418 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.152259 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0441183 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0246643 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0135418 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.074234 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.109864 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.106672 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0230063 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.0259767 # DEPENDENCYPART_SIBL
(10,4),(10,5),8.81404e-05 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0186524 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0243368 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0280003 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0117805 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0264598 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0974527 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.101854 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.00563105 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.000938295 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.00987358 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.00377443 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.00563105 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0354438 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0495649 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0225279 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0420661 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.04805 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0295952 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00157957 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0188463 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.026038 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0105753 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0519379 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.065257 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0251087 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.00704222 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0246004 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.037273 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0251087 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0258733 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0371315 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0202838 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0224367 # DEPENDENCYPART_SIBL
(10,5),(10,25),0.0206275 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0152325 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.148613 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.046372 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.220434 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0584439 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0538247 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0178421 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0415078 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.115095 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.281292 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0178421 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0539972 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.100754 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0141878 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0683656 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0339551 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00665226 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00304048 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0802998 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.000364803 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.010164 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0109997 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0286642 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00505532 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00184529 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0109997 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0080568 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0122411 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0103286 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.00656539 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.0246292 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0115466 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0254334 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0976907 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.102092 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00278433 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.000292483 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00936523 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0102984 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.00278433 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0371335 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0502335 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0231965 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0445924 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0448202 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0151328 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.102162 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.11133 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0232357 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0358649 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00171265 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00993252 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0232357 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0483903 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0592805 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.00802879 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0758921 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.0542447 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0653119 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0774091 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0230507 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0506615 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.030641 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.028609 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0230507 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0410551 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.087187 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0510919 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0515177 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.00705794 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0133546 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0404984 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0288025 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00389205 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0105328 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0404984 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.00584246 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00418007 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.00169035 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0210336 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0182259 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.050999 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0137131 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.00314463 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0159172 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.050999 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0207278 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0136843 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.00494281 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0310227 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.00925833 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0175074 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0227493 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0323521 # DEPENDENCYPART_SIBL
