# _root_ Kellogg suspended work on a $ 1 billion cereal plant , indicating a pessimistic outlook by the cereal maker , which has been losing market share .
#goldHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
#predictedHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
(3,4),(3,19),0.0377782 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0594232 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.0501415 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.0770161 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.00771336 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0195432 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0100971 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0228618 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0315509 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0267604 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.00275713 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.00547577 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.0261024 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0267604 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.0269488 # DEPENDENCYPART_SIBL
(3,5),(3,23),-0.0150772 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.035991 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0372543 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.00873191 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0172279 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0263632 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0169816 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.057006 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.0127109 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.0263632 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.0188561 # DEPENDENCYPART_SIBL
(3,6),(3,23),-0.00945066 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.00792608 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0352056 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0437005 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0102113 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0206412 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.00961256 # DEPENDENCYPART_SIBL
(3,7),(3,19),-0.0445415 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.0102113 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.00299142 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.00990872 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0310937 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0395886 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0156545 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0201364 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.0109906 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.040061 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.0156545 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.00327523 # DEPENDENCYPART_SIBL
(3,8),(3,23),0.00961899 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0386156 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.023638 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0215951 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.0523947 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.0229758 # DEPENDENCYPART_SIBL
(3,9),(3,20),0.023638 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.00407924 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.00124838 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.00954718 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.014935 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0493554 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0243721 # DEPENDENCYPART_SIBL
(3,10),(3,20),0.00954718 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.0107394 # DEPENDENCYPART_SIBL
(3,10),(3,23),-0.00790854 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.105446 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0638311 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0736096 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0855292 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.0897764 # DEPENDENCYPART_SIBL
(3,11),(3,23),0.065767 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.054705 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0107023 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0412442 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.0274601 # DEPENDENCYPART_SIBL
(3,12),(3,23),0.0232057 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.0159762 # DEPENDENCYPART_SIBL
(3,16),(3,20),0.00658026 # DEPENDENCYPART_SIBL
(3,16),(3,22),0.0501378 # DEPENDENCYPART_SIBL
(3,16),(3,23),0.0717942 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.0650421 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.00116558 # DEPENDENCYPART_SIBL
(3,19),(3,23),0.00166528 # DEPENDENCYPART_SIBL
(3,20),(3,22),0.0897764 # DEPENDENCYPART_SIBL
(3,20),(3,23),0.065767 # DEPENDENCYPART_SIBL
(3,22),(3,23),0.0165199 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0200347 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0685326 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0270321 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0248498 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0165663 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0254118 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0871281 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0364091 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0182883 # DEPENDENCYPART_SIBL
(4,3),(4,27),-0.038117 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0104047 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0503306 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0676364 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0169907 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0175816 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.003034 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.00350773 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.01699 # DEPENDENCYPART_SIBL
(4,5),(4,27),0.0716727 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0829406 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0837941 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.112505 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.112903 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0427733 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.058491 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.112505 # DEPENDENCYPART_SIBL
(4,6),(4,27),0.0427724 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0297921 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0759683 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0763645 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0189191 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0207008 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.0759676 # DEPENDENCYPART_SIBL
(4,7),(4,27),0.0494669 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0840606 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0844567 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.00902507 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0250945 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0840599 # DEPENDENCYPART_SIBL
(4,8),(4,27),0.0553979 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.128135 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0230494 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0168188 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.123706 # DEPENDENCYPART_SIBL
(4,9),(4,27),0.0383533 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0269351 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0191409 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.119283 # DEPENDENCYPART_SIBL
(4,10),(4,27),0.0334836 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0192775 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0352736 # DEPENDENCYPART_SIBL
(4,11),(4,27),0.0486581 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0305309 # DEPENDENCYPART_SIBL
(4,12),(4,27),0.162537 # DEPENDENCYPART_SIBL
(4,15),(4,27),0.0303379 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0214377 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0988903 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.00143201 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0138153 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0159263 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0781234 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.146695 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0279673 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0302251 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.049539 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0914942 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.085565 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.161342 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.048589 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.07996 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0897809 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.114084 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0993722 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.161342 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0555391 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.052328 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.0525083 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0326501 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0612535 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0853364 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0986154 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0968906 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.169259 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0677392 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0894292 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0961642 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0160741 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0921931 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.169259 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0776284 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.066949 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.0314157 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00691548 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0930983 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0204316 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0173229 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.252334 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00267442 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0703381 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0197356 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.00945097 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00577533 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.252334 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0170677 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.000384672 # DEPENDENCYPART_SIBL
(6,5),(6,27),-0.0910505 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.138013 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0386173 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0386169 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00749402 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0271435 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0059082 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0386173 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.00735835 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0118371 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.00749402 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0630948 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0636612 # DEPENDENCYPART_SIBL
(6,7),(6,27),0.000858023 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0433031 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0433026 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0435819 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0394057 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0100186 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0433031 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.00693976 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0167071 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0435819 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0757868 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0764087 # DEPENDENCYPART_SIBL
(6,8),(6,27),0.013038 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.021291 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0430254 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0062895 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0196927 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0172663 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0128457 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0243189 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0430254 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0243249 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0253608 # DEPENDENCYPART_SIBL
(6,9),(6,27),0.00830484 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0394783 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.004305 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0204966 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0125044 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0109364 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.019557 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0394783 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0223404 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0233763 # DEPENDENCYPART_SIBL
(6,10),(6,27),0.00377356 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0295342 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00882734 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.042223 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0599805 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0156382 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0362233 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0441978 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0590363 # DEPENDENCYPART_SIBL
(6,11),(6,27),0.000998316 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0616771 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0165298 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0392559 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0304468 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0127953 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.036069 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0344357 # DEPENDENCYPART_SIBL
(6,12),(6,27),0.0233438 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.033909 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0821204 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0500458 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0117343 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.00555059 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.00389325 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.0713534 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.014257 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0237764 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0412686 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0227131 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.023749 # DEPENDENCYPART_SIBL
(6,15),(6,27),0.000289075 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.00911368 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0100881 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0062984 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.00265262 # DEPENDENCYPART_SIBL
(6,16),(6,27),-0.00998808 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0626992 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0212969 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0223328 # DEPENDENCYPART_SIBL
(6,19),(6,27),0.00548468 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0441978 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.0590363 # DEPENDENCYPART_SIBL
(6,20),(6,27),0.000998316 # DEPENDENCYPART_SIBL
(6,23),(6,24),-0.0238925 # DEPENDENCYPART_SIBL
(6,23),(6,27),0.0502075 # DEPENDENCYPART_SIBL
(6,24),(6,27),0.042908 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0484438 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0335507 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0480287 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0434622 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0780456 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0715056 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00892055 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00336555 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0763322 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0903669 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0457162 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0491695 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0495317 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0192567 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0169237 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0486107 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0180983 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0168055 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0171488 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.100607 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0252524 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00901804 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00529858 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0700575 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0772125 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.00832204 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.00132402 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.105318 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.218575 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.216734 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.043174 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.176471 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.218575 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.218338 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0172384 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0173504 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00111926 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0241523 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0172384 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0228198 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0269796 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00343947 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00321582 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.022822 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0160048 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.000106702 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00519824 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0180581 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0112409 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0302923 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0732859 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.066992 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0288535 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0288066 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0154624 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0326197 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0405425 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0102171 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0914125 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0848366 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00161107 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0930225 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0254394 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0146546 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0108993 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0727597 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00301443 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.199456 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.197561 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0130324 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.209225 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.212365 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.000494147 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00232956 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.020739 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0171928 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.371827 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.017889 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.000454886 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0145057 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.330578 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0023575 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.03057 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0572214 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0555997 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00276794 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0616317 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0122624 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00673131 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00197041 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00515531 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00027298 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00186181 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0105195 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00702656 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0290265 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0106318 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00124267 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00909636 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0112767 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0154561 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0059231 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00326988 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0142423 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0486726 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0569044 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.035806 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0534662 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.137883 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0427339 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00459134 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0751051 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.115333 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0335686 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0234401 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.168048 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0405301 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.115333 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.0803484 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0468573 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.0199286 # DEPENDENCYPART_SIBL
(10,1),(10,26),-0.00903922 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.0284099 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0252566 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0171567 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.000993202 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.116967 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0100953 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.00644234 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0298846 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0360117 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0293187 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.000518674 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0662105 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.00890345 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0360117 # DEPENDENCYPART_SIBL
