# _root_ In the 45 minutes before the 9:30 opening bell , the Jacobson specialists kept getting sell orders , heavier than they imagined .
#goldHeads=14,4,4,1,4,9,9,9,5,14,13,13,14,0,14,17,15,17,17,22,22,19,14,
#predictedHeads=14,4,4,1,4,9,9,9,5,14,13,13,14,0,14,17,15,17,17,22,22,19,14,
(5,4),(5,6),-0.0549142 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0293416 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0265391 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0283853 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0895676 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0213589 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0196698 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0402537 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0402583 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.00773001 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0408475 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0479379 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.04795 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.00795597 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0485376 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0761537 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0101205 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0744329 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0109623 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0746812 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0333535 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0145809 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0573616 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0228126 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.124763 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0912344 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0904114 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0704267 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.105392 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0377986 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00821952 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.01093 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.18786 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.187801 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0157824 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0425995 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0738405 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00904848 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0310451 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0309865 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0633266 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0142994 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0152018 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0912344 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0904114 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0704267 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.105392 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0377986 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00475085 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0229613 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.00705257 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0132971 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0224187 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00671039 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0131891 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0845665 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0869426 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.00964834 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.00259703 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0372333 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0122774 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0482336 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00259703 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0367103 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0383671 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0400391 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0384473 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0327788 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0553865 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0445658 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.00308201 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.33489 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0545901 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0168258 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0151835 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.121498 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.00304024 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0496964 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00470574 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0557678 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0243149 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0315055 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0289409 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0116293 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0188013 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0189297 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.126275 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00736296 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0281486 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0199439 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.016985 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0529326 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0362933 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0335903 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00550543 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00717726 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0038436 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.027741 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0545901 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0168258 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0151835 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.121498 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.00304024 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0251062 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0225417 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0157024 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0178296 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0132647 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0183261 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0128591 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0186239 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0131949 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0175015 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00158104 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0372333 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.009695 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0482334 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.00158104 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0367103 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00851801 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0538796 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0607735 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.042131 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0440918 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0382045 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0373428 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0278934 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0441435 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0538796 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0305619 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0325689 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0202018 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.052134 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0335653 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00633437 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.33611 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0513376 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0343633 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0371397 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.153083 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0294373 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0295521 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.113588 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.111181 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0530937 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0335354 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0371397 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.170126 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.118737 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.128473 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0471139 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00470589 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0547518 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0243149 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0474299 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0406541 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0186007 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0269346 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0240023 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0121474 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0230393 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0361425 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0237856 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0406541 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0214153 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.00819527 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.00291482 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0189522 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.125236 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00734067 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0104911 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00688803 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.124849 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00473797 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00125268 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0278424 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0389349 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0222506 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.000551246 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00688803 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0736767 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0249266 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.000782594 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0352773 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0335903 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00982524 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0488412 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0443604 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00926847 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0112291 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00360017 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00300066 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0129082 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.00999228 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0488412 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0154331 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.00192564 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.00967493 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0513376 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0343633 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0371397 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.153083 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0294373 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0295521 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.113588 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.111181 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0530937 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0335354 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0371397 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.170126 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.118737 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.128473 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0524459 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0396824 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0130763 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0205353 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.017603 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0162205 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0271124 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0261348 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0173863 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0396824 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0411587 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0122683 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.00734452 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00229253 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.127887 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00341749 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00690278 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0345589 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0456514 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0253928 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00870671 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.00229253 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.083635 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0316432 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0037892 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0174967 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0256867 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0163276 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0227155 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0215841 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0374877 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0228474 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0298832 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0624642 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0232562 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0139382 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0152615 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0175144 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.024923 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0254898 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.028399 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0159053 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0236202 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0161828 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0243822 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0106045 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0179531 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0165616 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.013777 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0101925 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0194145 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.00683306 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0407379 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0138259 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0142905 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.01704 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0142554 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0101654 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0205358 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00680589 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0405495 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0143042 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0113378 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00744741 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0032018 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0173012 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0237583 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0200077 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.00627865 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0139559 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0126843 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00718347 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0615805 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0263926 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0132488 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.00833709 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.000784931 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.00356434 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.00827557 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.00101082 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0289203 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.00474876 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0428432 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0183192 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.0121762 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0624642 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0232562 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0139382 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.015406 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0205391 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.00676069 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0506664 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0100267 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.127198 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.124791 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0143617 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0164781 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0136935 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0152756 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0108418 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.016012 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00589426 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.048234 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.00160102 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0364611 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0139973 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0213661 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0318626 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.00160102 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0172058 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0418232 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0409615 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0439354 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0523233 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0537885 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0162101 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0352973 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0333411 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0153046 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0230959 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0188736 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0352973 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0189357 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.00721889 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.00661938 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.00978421 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0472849 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0337508 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.00568325 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0560536 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0496202 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0492255 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0250376 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.332163 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0518404 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.123932 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.121525 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0155123 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.00845444 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.081855 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.117335 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.058864 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0652448 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0143427 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0487978 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.061239 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0182637 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0291556 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0192405 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0363582 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.01932 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.00956717 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0288217 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0366409 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.127582 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0164314 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0292454 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0403379 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.00470035 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0277276 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0105313 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.000534163 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0535789 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.121684 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0215056 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.016596 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0276885 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.020541 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0679833 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.000208754 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0119397 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0589153 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0184202 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00161337 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00211899 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0254974 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.120328 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0808102 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0234663 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0518404 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.123932 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.121525 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0155123 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00845444 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.081855 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.117335 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0335147 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0446072 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0117082 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0302766 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00794665 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.00454506 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0143498 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0184182 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.000467027 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.00353447 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0128027 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00830051 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0373552 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.00594798 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.00949029 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0116848 # DEPENDENCYPART_SIBL
