# _root_ Martin Fabi , Innopac 's president and chief executive , said Innopac viewed Mr. Pattison 's decision to seek control as a `` very positive '' move .
#goldHeads=2,11,2,7,4,7,2,9,7,2,0,13,11,15,17,15,13,19,17,19,13,27,27,25,27,27,21,11,
#predictedHeads=2,11,2,6,4,7,2,9,7,2,0,13,11,15,17,15,13,19,17,19,13,27,27,25,27,27,21,11,
(6,2),(6,10),0.0494718 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0535777 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.13908 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0537014 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.121514 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0401165 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0914876 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00586954 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0235701 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0119864 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0417663 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.055784 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0218801 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0210793 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0301887 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.010845 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0030683 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0238158 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0351334 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0117824 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0218752 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0133934 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.017347 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0226218 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0172421 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0247377 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0676058 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0466133 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0143319 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0225324 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0457107 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0559508 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.045544 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0268921 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0856233 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.0649298 # DEPENDENCYPART_SIBL
(7,1),(7,26),-0.0179366 # DEPENDENCYPART_SIBL
(7,1),(7,27),0.0422529 # DEPENDENCYPART_SIBL
(7,1),(7,28),-0.0170786 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0251382 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0143119 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0218075 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0647894 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0519709 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.00619323 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0198892 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0510683 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0533076 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0509016 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0322497 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0829801 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0702874 # DEPENDENCYPART_SIBL
(7,2),(7,26),-0.0156238 # DEPENDENCYPART_SIBL
(7,2),(7,27),0.0476105 # DEPENDENCYPART_SIBL
(7,2),(7,28),-0.0140052 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00023178 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0715544 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0816981 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0493497 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0260725 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0248119 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0185606 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00559648 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0185626 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0278962 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0129513 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0426234 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.0320303 # DEPENDENCYPART_SIBL
(7,3),(7,27),-0.017314 # DEPENDENCYPART_SIBL
(7,3),(7,28),0.011274 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0218348 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0647889 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0522177 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.000846717 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0174557 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0513151 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0508742 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0511484 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0324965 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0805467 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0705342 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0156227 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.0478573 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0134524 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0518555 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0907237 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.014661 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0149682 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0856029 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0143053 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0854362 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0667843 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0439778 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.104822 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0242599 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.0821441 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0113887 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.107164 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0199149 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00314279 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0342034 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.00624276 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0342034 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0326307 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.00128843 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0431997 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.00149877 # DEPENDENCYPART_SIBL
(7,8),(7,27),0.0324844 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.0979195 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.027335 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0352423 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0255073 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00559975 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0255076 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0272729 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0221687 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0105626 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.00454924 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.022922 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.0426342 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0291006 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0132984 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00304387 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0132984 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0138572 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.000310502 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.033081 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.0225556 # DEPENDENCYPART_SIBL
(7,10),(7,27),0.00868293 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.00925661 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00313671 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0203296 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00313503 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00245132 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0239827 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0117521 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0670444 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.00743419 # DEPENDENCYPART_SIBL
(7,11),(7,28),0.123061 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00417884 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0177664 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0195316 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0207478 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.00282137 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.00765887 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.0151807 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.0433803 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.00698565 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.00751975 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0394542 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.00163197 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.0108233 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.00268649 # DEPENDENCYPART_SIBL
(7,13),(7,28),0.0182647 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0195314 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0207477 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.00282114 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.00765887 # DEPENDENCYPART_SIBL
(7,15),(7,27),-0.0151805 # DEPENDENCYPART_SIBL
(7,15),(7,28),-0.0433798 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0196842 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.00325602 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.00917844 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.0156154 # DEPENDENCYPART_SIBL
(7,17),(7,28),-0.0365182 # DEPENDENCYPART_SIBL
(7,19),(7,20),-6.84878e-05 # DEPENDENCYPART_SIBL
(7,19),(7,26),-0.00381542 # DEPENDENCYPART_SIBL
(7,19),(7,27),-0.00438695 # DEPENDENCYPART_SIBL
(7,19),(7,28),0.0109708 # DEPENDENCYPART_SIBL
(7,20),(7,26),-0.0172972 # DEPENDENCYPART_SIBL
(7,20),(7,27),-0.019215 # DEPENDENCYPART_SIBL
(7,20),(7,28),-0.0671219 # DEPENDENCYPART_SIBL
(7,26),(7,27),0.0117659 # DEPENDENCYPART_SIBL
(7,26),(7,28),-0.0867438 # DEPENDENCYPART_SIBL
(7,27),(7,28),-0.0461225 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00445601 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.026196 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0105559 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0143929 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0197167 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0148262 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0147775 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.200723 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.00133403 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0538052 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00578769 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0242401 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0108537 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0237437 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0636191 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0141962 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.00285431 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0192961 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0132206 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0163831 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.199967 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00208391 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0703167 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.000594487 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0318381 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0160468 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0313418 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0587565 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.00900313 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.00788488 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0257486 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0725702 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.352901 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0248628 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.133884 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0509177 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0190236 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0140328 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0191904 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0378201 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.00328604 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0735036 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0165935 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.199296 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00223986 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.076629 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00232278 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0328117 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0189641 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0323153 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0582715 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00608586 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.00836923 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.199601 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0114895 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00407542 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0489512 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0208817 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0300286 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0213781 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0952852 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0550786 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0316211 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.129162 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00345361 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0347949 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0119615 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0356936 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0121263 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0290547 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0268845 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0197285 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.139768 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.05093 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.116345 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.056255 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.11651 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.111193 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0726479 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.029671 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0275716 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0456805 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0436047 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0456807 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0283952 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0426954 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.0541187 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0390513 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0122503 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.039053 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0193435 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00979717 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0129126 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.000510614 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0106107 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.00127665 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00405679 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0113735 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0199582 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00958213 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.000735082 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.00221819 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.00127656 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.00405685 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0113735 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.000551696 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.00140664 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.00228163 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.102739 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0272291 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.10239 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0884753 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0513424 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0397873 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.101182 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0272291 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.111251 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0235495 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.111418 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.124255 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0527401 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0144556 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0769251 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0071255 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.0626757 # DEPENDENCYPART_SIBL
(11,1),(11,25),-0.0334129 # DEPENDENCYPART_SIBL
(11,1),(11,26),-0.0034044 # DEPENDENCYPART_SIBL
(11,1),(11,28),0.0208545 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0268934 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.102479 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0885644 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0513424 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.039784 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.101271 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0268934 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.109533 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0238919 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.1097 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.122536 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0527284 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0141132 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0758268 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.0071138 # DEPENDENCYPART_SIBL
(11,2),(11,24),-0.062664 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.0332334 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.0033927 # DEPENDENCYPART_SIBL
(11,2),(11,28),0.0211772 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0119213 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0126942 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0118034 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0324721 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.010239 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0768988 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0218048 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00436011 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0218028 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0130792 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0329579 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0362099 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0228972 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0149559 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0654914 # DEPENDENCYPART_SIBL
(11,3),(11,25),-0.0122895 # DEPENDENCYPART_SIBL
(11,3),(11,26),-0.0268787 # DEPENDENCYPART_SIBL
(11,3),(11,28),0.0157948 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0885919 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0516001 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0397843 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.101299 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0268937 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.105063 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0329819 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.10523 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.118066 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0485031 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00502313 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.073429 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.00288849 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.0584395 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.0290091 # DEPENDENCYPART_SIBL
(11,4),(11,26),0.000832611 # DEPENDENCYPART_SIBL
(11,4),(11,28),0.0265061 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0471183 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0458076 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.114783 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0606815 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.141744 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0178869 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.141911 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.154747 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0787381 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.055892 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0855794 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0336439 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.0864422 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.0650951 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.0344198 # DEPENDENCYPART_SIBL
(11,6),(11,28),-0.0198916 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0479372 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00492812 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0119024 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0223785 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0304288 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0223786 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0244897 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0695431 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0138391 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0194649 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0221313 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.055324 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0292766 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.0154503 # DEPENDENCYPART_SIBL
(11,7),(11,28),0.0305842 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.03214 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0472464 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.048567 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0395908 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0485671 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0502311 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0602686 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0645243 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0268475 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0391394 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.0398587 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.0681624 # DEPENDENCYPART_SIBL
(11,8),(11,26),-0.0338752 # DEPENDENCYPART_SIBL
(11,8),(11,28),-0.0278582 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00256772 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0836413 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0545175 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0838082 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0966448 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0296732 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0165124 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0559362 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0320191 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0391251 # DEPENDENCYPART_SIBL
