# _root_ Vegetables are abundant and full of flavor in Poland , the pickles and sauerkraut sublime , the state monopolies long broken .
#goldHeads=2,0,4,2,4,5,6,2,8,2,13,13,1,13,4,2,19,19,1,21,4,2,
#predictedHeads=2,0,4,2,4,5,6,2,13,13,12,13,8,13,13,13,19,19,13,21,19,2,
(4,16),(4,19),0.0132955 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.00925661 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.0443434 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0568484 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0325041 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.00822685 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0200706 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0613579 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0204417 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0674465 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.00130336 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.0235576 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.00704265 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0281172 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.00823488 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0516593 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0083955 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.140681 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0803426 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.000276917 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0616422 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0545321 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0599056 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0545321 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.142949 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0712393 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.077317 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.094247 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0230208 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0942379 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0774469 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0133264 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.0303946 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00111528 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0157447 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0255836 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0314572 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0085473 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0468999 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0242326 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0317295 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.00261731 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0259521 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0314618 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.00855083 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0192106 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0131469 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.0140116 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00495229 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0164199 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0143887 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0164744 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.143304 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.061765 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.115154 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00405146 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.115048 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0783837 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0583656 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0252337 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.109378 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0104935 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.147003 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0405259 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0132152 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0614335 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0102934 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.147105 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0216312 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.00929582 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.200534 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.000989521 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0114182 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0104035 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0222443 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0171331 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0792179 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0215658 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0152894 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0215658 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0499813 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0171331 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0222901 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0165522 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0503095 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0600979 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.164646 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.00741284 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.037514 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0869037 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00907489 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0203059 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0654199 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00903545 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0808037 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.00903545 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0412058 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0203059 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.00903929 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.00613104 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0409051 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0262445 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.117474 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0590806 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0210138 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00727501 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00120248 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.024963 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0072458 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.00856823 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0072458 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0140209 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00120248 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.00780358 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0145151 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0140576 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.00937437 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0382234 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0960134 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.014591 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0403778 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0713052 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0145516 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.074882 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0145516 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0353167 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0403778 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0145555 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0145101 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.035016 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0321543 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0635272 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0254611 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0536705 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0503397 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0254319 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.013307 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0254319 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0482284 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0536705 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0254354 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.00448697 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0454233 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0102639 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0253243 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0360235 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0350677 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.025343 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0265383 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.025343 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0255048 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0360235 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0253382 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0251208 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0253616 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.0383803 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0154642 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0137647 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0118217 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0368883 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0118217 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.00737168 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0154642 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0118239 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0032195 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.00698736 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0201939 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0121906 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0402863 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0171435 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0402863 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0436875 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0363321 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.040283 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.008422 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0436842 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.00326006 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0120879 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.011641 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0120879 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0220657 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.022982 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0120895 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.00745997 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0220652 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0136593 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0368826 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0118196 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00737278 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0155455 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0118218 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.00320183 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.00698847 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0201988 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0318037 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.00209349 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0236044 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0318054 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.00265654 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.00209407 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.00104341 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.00737278 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0155455 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0118218 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.00320183 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.00698847 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0201988 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0165135 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0109316 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0131106 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0128241 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.00131145 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.040283 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.008422 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0436842 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.00326006 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.00320398 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.00698632 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.0192331 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.0124481 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.0119189 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.00335376 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0190576 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.036174 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0867508 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0361196 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00109143 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0361196 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0182988 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0361203 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0265862 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0145477 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.124528 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0141269 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00138072 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0141269 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0100707 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0136802 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.021613 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00380733 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.104462 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.130696 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.104462 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0274328 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.104463 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.020757 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0511202 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0469855 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0511202 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0084912 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0511212 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0336472 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.130501 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.104279 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0272495 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.104279 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0205247 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0753656 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0123963 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0753659 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0233105 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0272495 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.104279 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0205247 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0682234 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0222042 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0205247 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.116069 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.032092 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0688751 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00130907 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00707344 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00856426 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00707344 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.00130907 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0115268 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.00937437 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.060125 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0329284 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0402131 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0143211 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0749361 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0143211 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0402131 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.00819731 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0320962 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00135564 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0525042 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0202139 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0102832 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0202139 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0525042 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0100535 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.00972913 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0320395 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0371595 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0414608 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0371595 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0320395 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0405566 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0202007 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0373934 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0107774 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0373934 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0303424 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0419393 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.00588527 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0384313 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0119674 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0134272 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0136459 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0201441 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0328144 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0193602 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0338674 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.00012697 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0134272 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0136459 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0201441 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0419393 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.00588527 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0139995 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0543948 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.124306 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.025799 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00753496 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0253472 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.00218006 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0065775 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00961088 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0849779 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.00962216 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0195571 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0850524 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00737278 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0114967 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.00320183 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.00698847 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0106066 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0131106 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0128241 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.00320398 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.00698632 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0124481 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0348402 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0306056 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0100649 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0275731 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0428878 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0143253 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0266816 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0231591 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0251382 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.120265 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0144168 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0514741 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.00513721 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.00603163 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.107429 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0475763 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.049026 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0208229 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.00613153 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.0138468 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.1053 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0420883 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.10204 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0820086 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0902565 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0914481 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0942493 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0179682 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.131362 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0902565 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.408435 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.131489 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0379975 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.119385 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.399647 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.410271 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0759033 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.131781 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0252523 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0382235 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0146256 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0482674 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0278263 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0328112 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0224232 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.114752 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.105843 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.026421 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0165762 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.422104 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00744476 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0541244 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0621512 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0154601 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0131475 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.421856 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0485959 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.018549 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.00130446 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00451361 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.00630522 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.00880153 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0781121 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0511954 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.00451361 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.00133828 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0263331 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0276429 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0244188 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0115841 # DEPENDENCYPART_SIBL
