# _root_ There is such a maze of federal , state and local codes that `` building inspectors are backing away from interpreting them , '' Mr. Dooling says .
#goldHeads=2,27,5,5,2,5,10,10,10,12,10,6,17,17,16,17,5,17,18,19,20,21,27,27,26,27,0,27,
#predictedHeads=2,27,5,5,2,5,10,10,10,12,10,6,17,17,16,17,12,17,18,18,20,21,27,27,26,27,0,27,
(5,4),(5,11),0.0798436 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0169855 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.074454 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.213422 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0186419 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.21475 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.294775 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0124565 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0273216 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.100933 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.173883 # DEPENDENCYPART_SIBL
(5,4),(5,28),-0.0123854 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00789375 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0170325 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0202815 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0588775 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0068731 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0241645 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0243797 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0374433 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0129562 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0821956 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0490006 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.02465 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0822328 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0170325 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0981346 # DEPENDENCYPART_SIBL
(5,6),(5,28),-0.0331566 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00742894 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0020232 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0323165 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0149511 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.000488719 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0145966 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0223708 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.00324741 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.00803125 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.00684426 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0277029 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.00760547 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.00742894 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.0134574 # DEPENDENCYPART_SIBL
(5,7),(5,28),0.00472148 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0438391 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0150016 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0309413 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0442036 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0195344 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.076721 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0404675 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0259799 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.00673645 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.00617804 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0144396 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.0393972 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.0825824 # DEPENDENCYPART_SIBL
(5,8),(5,28),0.0050613 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0404738 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.00170964 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0145198 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.018668 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.039622 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0182888 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0292432 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0215611 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.00499745 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.0108668 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.0101728 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.0202788 # DEPENDENCYPART_SIBL
(5,9),(5,28),0.0192016 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0089944 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.03865 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0115603 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0086868 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0423861 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0146394 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0131063 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0112003 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.00411964 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0202362 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.0463711 # DEPENDENCYPART_SIBL
(5,10),(5,28),0.00447609 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0146074 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0174274 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0214831 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0183435 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.00624398 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.00505706 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0281561 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0103711 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.00964819 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.0129626 # DEPENDENCYPART_SIBL
(5,11),(5,28),0.00517744 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0250334 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0411045 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0162859 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0265015 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0194044 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.00101398 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.00450106 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.0159306 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.0254126 # DEPENDENCYPART_SIBL
(5,12),(5,28),0.0262098 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0184304 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0342929 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0430336 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0365794 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0192291 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.0279069 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0193095 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.0149121 # DEPENDENCYPART_SIBL
(5,13),(5,28),0.0167861 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0476627 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0217382 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0233008 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.0170689 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0262021 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.0212869 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.393303 # DEPENDENCYPART_SIBL
(5,14),(5,28),0.181693 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0265036 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0194056 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.00101357 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.00450065 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0159302 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0254122 # DEPENDENCYPART_SIBL
(5,16),(5,28),0.0262094 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0138694 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.0121837 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.00436713 # DEPENDENCYPART_SIBL
(5,17),(5,23),0.0561631 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.0602748 # DEPENDENCYPART_SIBL
(5,17),(5,28),0.0665418 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.00726754 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0145731 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.0179162 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.0744719 # DEPENDENCYPART_SIBL
(5,18),(5,28),-0.00202564 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0260078 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.0250952 # DEPENDENCYPART_SIBL
(5,19),(5,24),0.0386654 # DEPENDENCYPART_SIBL
(5,19),(5,28),0.0175122 # DEPENDENCYPART_SIBL
(5,20),(5,23),0.124892 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.0630203 # DEPENDENCYPART_SIBL
(5,20),(5,28),0.0722873 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.0825824 # DEPENDENCYPART_SIBL
(5,23),(5,28),0.0050613 # DEPENDENCYPART_SIBL
(5,24),(5,28),-0.00025402 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.112962 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0298786 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0277795 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.195128 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0158799 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0331486 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.19651 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0322091 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.200247 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.047291 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0841461 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0832123 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0477703 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0349676 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0885096 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0417646 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0744667 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00721782 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0434067 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.114706 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0261044 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0425237 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.014974 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0425251 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0212247 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0695683 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0222701 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0231436 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0566445 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.023145 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.201039 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0473848 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.112435 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.035975 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.11247 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0195029 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0711242 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.014945 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0711256 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0565562 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0148595 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0565576 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0369338 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.113099 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0128132 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0383601 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0106698 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0775365 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0115168 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0413369 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0193356 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0332436 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0289999 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0213584 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0161944 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0388231 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0442989 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.03602 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0217968 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0552618 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.107058 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0278273 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0372195 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0522595 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0157408 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0153553 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0340516 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0102698 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0339777 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0427145 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.086735 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.21793 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.015136 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0187469 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0432567 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0128043 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0174951 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00108028 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00903812 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0481576 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0380685 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0871594 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0690173 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0227594 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0507965 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0198131 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.000919759 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0887815 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0969029 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0893116 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0749738 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0779314 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0119409 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.101098 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.15368 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.42623 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.14338 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0594191 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.422629 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.417314 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.359171 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.305886 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0781604 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.111113 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.308429 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0203709 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.069486 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.434105 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.258388 # DEPENDENCYPART_SIBL
(10,2),(10,28),0.0459323 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0224646 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0282057 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0305062 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.023325 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0200977 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0394756 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00699652 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0755906 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.032851 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00676471 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0724189 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0666741 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0358518 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0450117 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0348571 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00287531 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0439682 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.090112 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.036458 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0755906 # DEPENDENCYPART_SIBL
(10,3),(10,27),-0.0567413 # DEPENDENCYPART_SIBL
(10,3),(10,28),-0.0771271 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0179185 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0337681 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0041458 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0309905 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0271006 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.106896 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0569293 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0888383 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0114481 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0754866 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0621096 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.157677 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.108429 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.125804 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0326078 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.109337 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.148358 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.000203613 # DEPENDENCYPART_SIBL
(10,4),(10,26),0.0569293 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.120252 # DEPENDENCYPART_SIBL
(10,4),(10,28),-0.127612 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0179575 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0308698 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0265863 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0381423 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0816936 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0567336 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0916632 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0115129 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0553281 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0886741 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0572104 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0681071 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.00397042 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0568057 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0699838 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0102669 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0131718 # DEPENDENCYPART_SIBL
(10,5),(10,26),0.0567335 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.0322021 # DEPENDENCYPART_SIBL
(10,5),(10,28),-0.0156029 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0190254 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0398895 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0601357 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0159094 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.150132 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.10639 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.02188 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.147568 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.141215 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0163397 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0358202 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0157737 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.166438 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0356761 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0938691 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0122154 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.150132 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0628889 # DEPENDENCYPART_SIBL
(10,6),(10,28),-0.0044724 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.116573 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0141649 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.587898 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0500085 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00551331 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0692799 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0585769 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0588291 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.074335 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0862669 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0390778 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0400083 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0822067 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0297868 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.00598239 # DEPENDENCYPART_SIBL
(10,7),(10,26),0.0500085 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.0873421 # DEPENDENCYPART_SIBL
(10,7),(10,28),-0.0480461 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0271676 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0750302 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0168291 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0800914 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0293067 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0143615 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00791271 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.00157266 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0139859 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.00257141 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0223896 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.00985829 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0144345 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.00906447 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.0168187 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.00822621 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.0143621 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.257651 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0200763 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0850056 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.001551 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0186709 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0520168 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0410463 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0511068 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0187478 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0490476 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0529835 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.00860271 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.00239102 # DEPENDENCYPART_SIBL
(10,9),(10,26),0.0200762 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0132851 # DEPENDENCYPART_SIBL
(10,9),(10,28),-0.0128978 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.038935 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0193668 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0330304 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0406952 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0390006 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0249687 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0251466 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.024069 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0137741 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0251127 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.00707367 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0438398 # DEPENDENCYPART_SIBL
(10,11),(10,26),-0.038935 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0330751 # DEPENDENCYPART_SIBL
(10,11),(10,28),-0.159993 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0342542 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0130233 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0232719 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0188977 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0120484 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.015419 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0387724 # DEPENDENCYPART_SIBL
